iter	Logloss
293	0.2179882785
294	0.2179723749
295	0.2179137643
296	0.2178207991
297	0.2177218051
298	0.2176531433
299	0.2176227763
300	0.2175935735
301	0.2175267774
302	0.2174586755
303	0.2173749866
304	0.2173222535
305	0.2172970012
306	0.2172087977
307	0.217160203
308	0.2170988202
309	0.2170162017
310	0.216963193
311	0.2169025274
312	0.2168225273
313	0.2168036052
314	0.2167439278
315	0.2167079503
316	0.2166545156
317	0.2165932228
318	0.2165492581
319	0.2164982539
320	0.2164495452
321	0.2163771007
322	0.216316419
323	0.2162399204
324	0.2161702575
325	0.2161325775
326	0.216043667
327	0.21596402
328	0.215874154
329	0.2158254289
330	0.2157398732
331	0.2157168993
332	0.2156516884
333	0.2155932398
334	0.2155049815
335	0.2153894431
336	0.2153217766
337	0.2152867124
338	0.2152558177
339	0.2151959244
340	0.2151339823
341	0.2150330873
342	0.2150049252
343	0.2149384612
344	0.2148684936
345	0.2148270454
346	0.2147634152
347	0.2147534203
348	0.2147005562
349	0.2145858053
350	0.2145245576
351	0.2144855584
352	0.2144429634
353	0.2144067971
354	0.2143373463
355	0.214267395
356	0.2141813463
357	0.2140886033
358	0.2139970827
359	0.2139024961
360	0.2138607605
361	0.2138495904
362	0.213747549
363	0.2137224456
364	0.2136364281
365	0.2135747435
366	0.2135019676
367	0.2134760385
368	0.2133969034
369	0.2133330908
370	0.2132209099
371	0.2131431173
372	0.2130780496
373	0.2130189431
374	0.2130029089
375	0.21295091
376	0.2129022561
377	0.2128666973
378	0.2127938877
379	0.2127020041
380	0.2126575445
381	0.2125608086
382	0.2125431054
383	0.2124795629
384	0.2123699406
385	0.2122921691
386	0.2122294115
387	0.2121347007
388	0.2120562304
389	0.2119848551
390	0.2118861401
391	0.2117587778
392	0.2116623954
393	0.2115637723
394	0.2114916857
395	0.2114503921
396	0.2113868024
397	0.2113220349
398	0.2112851816
399	0.2112376374
400	0.2111788692
401	0.2110846298
402	0.2110379325
403	0.210987734
404	0.210912812
405	0.2108500259
406	0.2108347545
407	0.2108135149
408	0.210789535
409	0.2107116249
410	0.2106407726
411	0.2106354309
412	0.2105699947
413	0.2105654217
414	0.2105356212
415	0.2104592507
416	0.2104114813
417	0.2104029381
418	0.210337076
419	0.2102706643
420	0.2102179587
421	0.2101676254
422	0.2101253847
423	0.2101186686
424	0.2100511408
425	0.2100054964
426	0.2099319774
427	0.2098947527
428	0.2098172277
429	0.2098066743
430	0.2097799443
431	0.2097464809
432	0.2096512151
433	0.2095719459
434	0.209499666
435	0.2094456699
436	0.2094073506
437	0.2093498476
438	0.2092925571
439	0.2092167719
440	0.2091181547
441	0.2090175812
442	0.208976269
443	0.2089187696
444	0.2088531154
445	0.208803587
446	0.208744155
447	0.208656674
448	0.2085720167
449	0.2085024443
450	0.2084431691
451	0.2084047396
