iter	Passed	Remaining
0	65	65531
1	136	68006
2	214	71138
3	283	70706
4	352	70209
5	422	69983
6	491	69717
7	551	68440
8	620	68271
9	690	68360
10	765	68844
11	833	68612
12	903	68579
13	973	68579
14	1051	69029
15	1122	69028
16	1195	69127
17	1264	68989
18	1333	68857
19	1401	68674
20	1476	68834
21	1550	68910
22	1617	68710
23	1685	68531
24	1754	68421
25	1825	68382
26	1894	68275
27	1966	68263
28	2036	68191
29	2105	68087
30	2178	68101
31	2247	67974
32	2316	67867
33	2385	67779
34	2453	67641
35	2524	67595
36	2594	67517
37	2677	67777
38	2754	67874
39	2834	68028
40	2917	68235
41	3000	68438
42	3074	68426
43	3144	68319
44	3214	68221
45	3288	68196
46	3358	68090
47	3429	68020
48	3498	67892
49	3571	67853
50	3649	67911
51	3720	67832
52	3790	67720
53	3859	67619
54	3931	67553
55	4003	67494
56	4075	67430
57	4144	67313
58	4215	67232
59	4285	67133
60	4375	67361
61	4446	67269
62	4517	67188
63	4585	67055
64	4654	66953
65	4727	66897
66	4797	66810
67	4866	66692
68	4938	66639
69	5011	66583
70	5085	66545
71	5156	66458
72	5226	66363
73	5295	66271
74	5368	66206
75	5436	66095
76	5506	66004
77	5575	65903
78	5647	65844
79	5721	65800
80	5801	65826
81	5871	65727
82	5947	65705
83	6018	65632
84	6087	65524
85	6159	65460
86	6227	65358
87	6298	65272
88	6373	65235
89	6440	65121
90	6512	65057
91	6583	64973
92	6655	64913
93	6728	64849
94	6799	64777
95	6871	64708
96	6941	64623
97	7014	64562
98	7087	64504
99	7158	64430
100	7242	64464
101	7312	64375
102	7381	64283
103	7451	64195
104	7520	64102
105	7591	64029
106	7662	63949
107	7730	63850
108	7800	63763
109	7871	63691
110	7947	63651
111	8040	63749
112	8116	63710
113	8189	63644
114	8262	63582
115	8334	63511
116	8405	63434
117	8478	63374
118	8555	63342
119	8638	63350
120	8719	63342
121	8797	63313
122	8874	63275
123	8944	63190
124	9013	63092
125	9084	63011
126	9172	63054
127	9246	62988
128	9312	62879
129	9382	62788
130	9466	62796
