iter	Logloss
0	0.6589170566
1	0.6278190353
2	0.601447546
3	0.578051768
4	0.551655121
5	0.5273452366
6	0.5064483314
7	0.4881304064
8	0.467714215
9	0.4509845305
10	0.4358876429
11	0.422502973
12	0.4073087841
13	0.3940314743
14	0.3810690417
15	0.3730165475
16	0.3623421869
17	0.3557849482
18	0.3486856318
19	0.3414779876
20	0.3360903938
21	0.3296682937
22	0.3241957269
23	0.3178587092
24	0.3129697916
25	0.3074573578
26	0.3017525786
27	0.2958352083
28	0.2914389586
29	0.2887276267
30	0.2844565606
31	0.2801491913
32	0.2783132687
33	0.2750984071
34	0.2727183756
35	0.2702915095
36	0.267333425
37	0.2657326487
38	0.263968196
39	0.2612268754
40	0.2599571347
41	0.2584940985
42	0.2565921432
43	0.2553326031
44	0.2538876258
45	0.2518948742
46	0.2498294519
47	0.2477216751
48	0.2462107298
49	0.2453515229
50	0.2446113074
51	0.2435671141
52	0.2429028323
53	0.2421409368
54	0.2410106866
55	0.2406440654
56	0.2395096373
57	0.2384732838
58	0.2370482068
59	0.2359390424
60	0.2354258893
61	0.2349893805
62	0.2344264624
63	0.2341661546
64	0.2334466966
65	0.2330011815
66	0.2320774014
67	0.231186194
68	0.2305096737
69	0.2298930871
70	0.2293621533
71	0.2285261333
72	0.2278723233
73	0.2274040204
74	0.2269583962
75	0.2265663681
76	0.2262757082
77	0.2258219976
78	0.225524086
79	0.2252729447
80	0.2249484303
81	0.224643952
82	0.2242907433
83	0.2239280775
84	0.2236130755
85	0.223149997
86	0.2229220064
87	0.2225142836
88	0.222162246
89	0.2219878295
90	0.22159895
91	0.2212404356
92	0.2211476846
93	0.2211193422
94	0.2210046769
95	0.2206947849
96	0.2205635209
97	0.2203990138
98	0.2201282856
99	0.2199836783
100	0.219859023
101	0.2195039593
102	0.2193179844
103	0.219219773
104	0.2188056639
105	0.2185853585
106	0.2183737164
107	0.218146461
108	0.2179116934
109	0.2177205818
110	0.2175263852
111	0.2173331724
112	0.2171441127
113	0.2169464301
114	0.216715841
115	0.2164459222
116	0.2162899771
117	0.2161258729
118	0.2159672365
119	0.2157007484
120	0.2154983167
121	0.2153643857
122	0.2151539083
123	0.2149723439
124	0.2147759694
125	0.2143887093
126	0.2142556033
127	0.2140736012
128	0.2137582068
129	0.2136067882
130	0.213411718
131	0.2133106748
132	0.2131738533
133	0.2130587873
134	0.212859853
135	0.2127541351
136	0.2127129566
137	0.2127032926
138	0.2125423966
139	0.2123877956
140	0.2122278701
141	0.2120791076
142	0.2119876478
143	0.2118889492
144	0.2117905519
145	0.2116833578
146	0.2115608482
147	0.2115411543
148	0.2114287199
149	0.2114033747
150	0.2113380636
151	0.2111691789
152	0.2110688729
153	0.211022695
154	0.2109801852
155	0.210836358
156	0.2107033545
157	0.2105038833
158	0.2104117009
159	0.2103114192
160	0.2102571978
161	0.2101955816
162	0.2101126462
163	0.2099950881
164	0.2099399118
165	0.2098413662
166	0.2098366546
167	0.2095923369
168	0.2095834414
169	0.2094418788
170	0.2092978067
171	0.2091036147
172	0.2088792356
173	0.2087921034
174	0.2085690974
175	0.2084557258
176	0.208451638
177	0.2083217513
178	0.2081625674
179	0.2080659853
180	0.2080488872
181	0.2080216369
182	0.2076726136
183	0.2076276727
184	0.2073774651
185	0.2073181988
186	0.2072998884
187	0.2072372643
188	0.2071944293
189	0.2070903459
190	0.2070666092
191	0.2070617402
192	0.2070122942
193	0.2069861532
194	0.2068702505
195	0.2066916697
196	0.2065514251
197	0.206493411
198	0.2062561741
199	0.206198106
200	0.2060944703
201	0.20592756
202	0.2058549785
203	0.2058511332
204	0.2058371021
205	0.2057835694
