typ,datum,insats,utdelning,sjuor,sexor,femmor,kassa,year,vinst
1,2016-01-02,324.0,94520,1,12,59,94196.0,,94196.0
1,2016-01-09,288.0,0,0,0,0,93908.0,,-288.0
1,2016-01-16,288.0,0,0,0,0,93620.0,,-288.0
1,2016-01-23,288.0,0,0,0,0,93332.0,,-288.0
1,2016-01-30,288.0,267,0,0,3,93311.0,,-21.0
1,2016-01-31,288.0,144,0,4,40,93167.0,,-144.0
1,2016-02-06,288.0,0,0,0,0,92879.0,,-288.0
1,2016-02-13,288.0,0,0,0,0,92591.0,,-288.0
1,2016-02-20,270.0,178,0,2,26,92499.0,,-92.0
1,2016-02-27,300.0,0,0,0,0,92199.0,,-300.0
1,2016-02-28,288.0,0,0,0,0,91911.0,,-288.0
1,2016-03-05,288.0,0,0,0,0,91623.0,,-288.0
1,2016-03-12,288.0,112,0,2,22,91447.0,,-176.0
1,2016-03-19,270.0,0,0,0,0,91177.0,,-270.0
1,2016-03-25,320.0,0,0,0,0,90857.0,,-320.0
1,2016-03-27,288.0,0,0,0,0,90569.0,,-288.0
1,2016-04-02,320.0,75,0,0,5,90324.0,,-245.0
1,2016-04-09,324.0,0,0,0,0,90000.0,,-324.0
1,2016-04-16,288.0,0,0,0,0,89712.0,,-288.0
1,2016-04-23,288.0,0,0,0,5,89424.0,,-288.0
1,2016-04-30,300.0,300,0,0,6,89424.0,,0.0
1,2016-05-07,288.0,17,0,1,13,89153.0,,-271.0
1,2016-05-08,324.0,168,0,6,54,88997.0,,-156.0
1,2016-05-14,324.0,844,0,1,12,89517.0,,520.0
1,2016-05-15,300.0,0,0,0,0,89217.0,,-300.0
1,2016-05-21,270.0,0,0,0,0,88947.0,,-270.0
1,2016-05-28,270.0,0,0,0,0,88677.0,,-270.0
1,2016-05-29,320.0,3383,1,14,76,91740.0,,3063.0
1,2016-06-04,288.0,0,0,0,0,91452.0,,-288.0
1,2016-06-11,324.0,0,0,0,0,91128.0,,-324.0
1,2016-06-12,324.0,0,0,0,0,90804.0,,-324.0
1,2016-06-18,288.0,0,0,0,0,90516.0,,-288.0
1,2016-06-26,288.0,100,0,0,5,90328.0,,-188.0
1,2016-07-02,288.0,0,0,0,0,90040.0,,-288.0
1,2016-07-07,288.0,130,0,0,5,89882.0,,-158.0
1,2016-07-09,288.0,0,0,0,8,89594.0,,-288.0
1,2016-07-10,270.0,87,0,3,33,89411.0,,-183.0
1,2016-07-16,288.0,112,0,4,40,89235.0,,-176.0
1,2016-07-23,270.0,0,0,0,0,88965.0,,-270.0
1,2016-07-24,240.0,108,0,0,2,88833.0,,-132.0
1,2016-07-26,300.0,100,0,0,4,88633.0,,-200.0
1,2016-07-30,270.0,78,0,0,3,88441.0,,-192.0
1,2016-08-06,240.0,1920,0,0,6,90121.0,,1680.0
1,2016-08-07,288.0,0,0,0,0,89833.0,,-288.0
1,2016-08-17,288.0,0,0,0,5,89545.0,,-288.0
1,2016-08-20,288.0,0,0,0,0,89257.0,,-288.0
1,2016-08-27,288.0,140,0,0,5,89109.0,,-148.0
1,2016-09-03,288.0,0,0,0,0,88821.0,,-288.0
1,2016-09-04,288.0,0,0,0,4,88533.0,,-288.0
1,2016-09-10,320.0,0,0,2,26,88213.0,,-320.0
1,2016-09-17,288.0,144,0,2,22,88069.0,,-144.0
1,2016-09-18,225.0,95,0,5,45,87939.0,,-130.0
1,2016-09-24,240.0,26,0,1,15,87725.0,,-214.0
1,2016-09-25,288.0,969,0,1,13,88406.0,,681.0
1,2016-10-01,300.0,150,0,5,50,88256.0,,-150.0
1,2016-10-08,288.0,0,0,0,0,87968.0,,-288.0
1,2016-10-15,270.0,100,0,0,4,87798.0,,-170.0
1,2016-10-22,288.0,110,0,0,5,87620.0,,-178.0
1,2016-10-23,300.0,0,0,0,9,87320.0,,-300.0
1,2016-10-29,270.0,405,1,13,66,87455.0,,135.0
1,2016-11-05,288.0,0,0,0,0,87167.0,,-288.0
1,2016-11-06,288.0,0,0,0,0,86879.0,,-288.0
1,2016-11-12,288.0,80,0,0,5,86671.0,,-208.0
1,2016-11-19,270.0,44,0,1,13,86445.0,,-226.0
1,2016-11-26,270.0,0,0,0,0,86175.0,,-270.0
1,2016-11-27,320.0,509,0,1,14,86364.0,,189.0
1,2016-12-03,300.0,0,0,0,7,86064.0,,-300.0
1,2016-12-10,225.0,1260,0,0,6,87099.0,,1035.0
1,2016-12-17,320.0,359,0,1,14,87138.0,,39.0
1,2016-12-23,288.0,0,0,0,0,86850.0,,-288.0
1,2016-12-25,270.0,0,0,0,0,86580.0,,-270.0
1,2016-12-26,300.0,116,0,2,26,86396.0,,-184.0
1,2016-12-27,288.0,0,0,0,0,86108.0,,-288.0
1,2016-12-28,270.0,8901,1,13,66,94739.0,,8631.0
1,2016-12-29,300.0,160,0,0,5,94599.0,,-140.0
1,2016-12-30,288.0,0,0,0,0,94311.0,,-288.0
1,2016-12-31,270.0,1557,0,3,33,95598.0,,1287.0
1,2017-01-07,320.0,170,0,0,5,95448.0,,-150.0
1,2017-01-14,288.0,1668,0,4,36,96828.0,,1380.0
1,2017-01-21,288.0,0,0,0,0,96540.0,,-288.0
1,2017-01-28,288.0,48,0,0,2,96300.0,,-240.0
1,2017-01-29,324.0,0,0,0,0,95976.0,,-324.0
1,2017-02-04,320.0,56,0,0,2,95712.0,,-264.0
1,2017-02-11,300.0,120,0,0,4,95532.0,,-180.0
1,2017-02-18,320.0,0,0,0,0,95212.0,,-320.0
1,2017-02-25,288.0,0,0,0,8,94924.0,,-288.0
1,2017-02-26,320.0,0,0,0,0,94604.0,,-320.0
1,2017-03-04,288.0,1443,0,1,13,95759.0,,1155.0
1,2017-03-11,288.0,204,0,4,40,95675.0,,-84.0
1,2017-03-18,288.0,1863,1,12,58,97250.0,,1575.0
1,2017-03-25,288.0,0,0,0,0,96962.0,,-288.0
1,2017-03-26,324.0,96,0,0,4,96734.0,,-228.0
1,2017-04-01,288.0,0,0,0,0,96446.0,,-288.0
1,2017-04-08,324.0,0,0,0,0,96122.0,,-324.0
1,2017-04-14,288.0,0,0,0,0,95834.0,,-288.0
1,2017-04-16,300.0,0,0,0,0,95534.0,,-300.0
1,2017-04-22,270.0,34,0,0,2,95298.0,,-236.0
1,2017-04-29,240.0,0,0,0,0,95058.0,,-240.0
1,2017-05-01,324.0,611,0,1,12,95345.0,,287.0
1,2017-05-06,288.0,0,0,0,0,95057.0,,-288.0
1,2017-05-07,288.0,85,0,0,5,94854.0,,-203.0
1,2017-05-13,288.0,95,0,0,5,94661.0,,-193.0
1,2017-05-14,288.0,0,0,0,0,94373.0,,-288.0
1,2017-05-20,270.0,140,0,0,7,94243.0,,-130.0
1,2017-05-27,270.0,0,0,0,0,93973.0,,-270.0
1,2017-05-28,288.0,2524,1,13,67,96209.0,,2236.0
1,2017-06-03,324.0,0,0,0,0,95885.0,,-324.0
1,2017-06-10,270.0,100,0,0,4,95715.0,,-170.0
1,2017-06-11,270.0,0,0,0,0,95445.0,,-270.0
1,2017-06-17,270.0,0,0,0,0,95175.0,,-270.0
1,2017-06-25,270.0,440,0,0,4,95345.0,,170.0
1,2017-07-01,288.0,0,0,0,0,95057.0,,-288.0
1,2017-07-06,324.0,264,0,3,36,94997.0,,-60.0
1,2017-07-08,270.0,88,0,0,4,94815.0,,-182.0
1,2017-07-09,288.0,0,0,0,6,94527.0,,-288.0
1,2017-07-15,288.0,0,0,0,0,94239.0,,-288.0
1,2017-07-22,240.0,0,0,0,0,93999.0,,-240.0
1,2017-07-23,288.0,0,0,0,0,93711.0,,-288.0
1,2017-07-25,270.0,0,0,0,0,93441.0,,-270.0
1,2017-07-29,288.0,0,0,0,0,93153.0,,-288.0
1,2017-08-05,288.0,0,0,0,0,92865.0,,-288.0
1,2017-08-13,288.0,0,0,0,0,92577.0,,-288.0
1,2017-08-16,324.0,0,0,0,6,92253.0,,-324.0
1,2017-08-19,270.0,0,0,0,0,91983.0,,-270.0
1,2017-08-23,270.0,148,0,4,40,91861.0,,-122.0
1,2017-08-24,240.0,0,0,0,0,91621.0,,-240.0
1,2017-08-25,288.0,0,0,0,0,91333.0,,-288.0
1,2017-08-26,288.0,0,0,0,0,91045.0,,-288.0
1,2017-08-27,225.0,78,0,0,3,90898.0,,-147.0
1,2017-09-02,300.0,0,0,0,0,90598.0,,-300.0
1,2017-09-03,270.0,216,0,4,40,90544.0,,-54.0
1,2017-09-09,324.0,23754,1,12,59,113974.0,,23430.0
1,2017-09-10,288.0,0,0,0,0,113686.0,,-288.0
1,2017-09-16,320.0,0,0,0,0,113366.0,,-320.0
1,2017-09-23,270.0,60,0,0,4,113156.0,,-210.0
1,2017-09-30,288.0,87,0,3,33,112955.0,,-201.0
1,2017-10-01,288.0,0,0,0,0,112667.0,,-288.0
1,2017-10-07,288.0,0,0,0,0,112379.0,,-288.0
1,2017-10-14,240.0,110,0,5,45,112249.0,,-130.0
1,2017-10-21,288.0,0,0,0,0,111961.0,,-288.0
1,2017-10-28,300.0,200,0,0,4,111861.0,,-100.0
1,2017-10-29,270.0,15,0,1,13,111606.0,,-255.0
1,2017-11-04,270.0,0,0,0,0,111336.0,,-270.0
1,2017-11-11,288.0,0,0,0,0,111048.0,,-288.0
1,2017-11-12,324.0,0,0,0,0,110724.0,,-324.0
1,2017-11-18,320.0,270,0,0,5,110674.0,,-50.0
1,2017-11-25,288.0,0,0,0,0,110386.0,,-288.0
1,2017-11-26,300.0,0,0,0,5,110086.0,,-300.0
1,2017-12-02,324.0,147,0,0,7,109909.0,,-177.0
1,2017-12-09,270.0,0,0,0,6,109639.0,,-270.0
1,2017-12-16,288.0,936,0,3,33,110287.0,,648.0
1,2017-12-23,270.0,0,0,0,0,110017.0,,-270.0
1,2017-12-25,270.0,0,0,0,0,109747.0,,-270.0
1,2017-12-26,288.0,0,0,0,0,109459.0,,-288.0
1,2017-12-27,288.0,0,0,0,7,109171.0,,-288.0
1,2017-12-28,240.0,1410,1,13,65,110341.0,,1170.0
1,2017-12-29,324.0,0,0,0,0,110017.0,,-324.0
1,2017-12-30,288.0,0,0,0,0,109729.0,,-288.0
1,2017-12-31,288.0,0,0,0,0,109441.0,,-288.0
1,2018-01-06,270.0,0,0,0,0,109171.0,,-270.0
1,2018-01-13,300.0,63,0,1,14,108934.0,,-237.0
1,2018-01-20,240.0,2376,1,13,65,111070.0,,2136.0
1,2018-01-27,288.0,111,0,3,33,110893.0,,-177.0
1,2018-01-28,324.0,0,0,0,6,110569.0,,-324.0
1,2018-02-03,270.0,0,0,0,9,110299.0,,-270.0
1,2018-02-10,270.0,248,0,4,40,110277.0,,-22.0
1,2018-02-17,288.0,210,0,0,5,110199.0,,-78.0
1,2018-02-24,288.0,0,0,0,0,109911.0,,-288.0
1,2018-02-25,288.0,0,0,0,0,109623.0,,-288.0
1,2018-03-03,288.0,0,0,0,0,109335.0,,-288.0
1,2018-03-10,270.0,0,0,0,4,109065.0,,-270.0
1,2018-03-17,324.0,74,0,2,22,108815.0,,-250.0
1,2018-03-24,288.0,88,0,0,4,108615.0,,-200.0
1,2018-03-29,288.0,0,0,3,33,108327.0,,-288.0
1,2018-03-30,288.0,184,0,0,4,108223.0,,-104.0
1,2018-03-31,300.0,0,0,0,0,107923.0,,-300.0
1,2018-04-01,324.0,2674,1,12,59,110273.0,,2350.0
1,2018-04-07,324.0,1618,1,12,59,111567.0,,1294.0
1,2018-04-14,288.0,0,0,0,0,111279.0,,-288.0
1,2018-04-21,288.0,0,0,0,0,110991.0,,-288.0
1,2018-04-28,288.0,394,0,1,13,111097.0,,106.0
1,2018-05-01,324.0,0,0,0,0,110773.0,,-324.0
1,2018-05-05,270.0,118,0,0,2,110621.0,,-152.0
1,2018-05-06,288.0,88,0,4,40,110421.0,,-200.0
1,2018-05-12,270.0,1148,0,4,40,111299.0,,878.0
1,2018-05-13,288.0,90,0,0,6,111101.0,,-198.0
1,2018-05-19,270.0,66,0,3,33,110897.0,,-204.0
1,2018-05-26,288.0,160,0,0,5,110769.0,,-128.0
1,2018-05-27,300.0,60,0,1,14,110529.0,,-240.0
1,2018-06-02,324.0,0,0,0,0,110205.0,,-324.0
1,2018-06-09,240.0,94,0,1,13,110059.0,,-146.0
1,2018-06-10,288.0,72,0,3,33,109843.0,,-216.0
1,2018-06-16,240.0,0,0,0,0,109603.0,,-240.0
1,2018-06-24,243.0,68,0,0,4,109428.0,,-175.0
1,2018-06-30,288.0,0,0,0,0,109140.0,,-288.0
1,2018-07-05,240.0,20,0,1,13,108920.0,,-220.0
1,2018-07-07,300.0,93,0,0,3,108713.0,,-207.0
1,2018-07-08,288.0,39,0,1,13,108464.0,,-249.0
1,2018-07-14,300.0,0,0,0,0,108164.0,,-300.0
1,2018-07-21,288.0,0,0,0,0,107876.0,,-288.0
1,2018-07-22,324.0,0,0,0,0,107552.0,,-324.0
1,2018-07-28,288.0,54,0,0,3,107318.0,,-234.0
1,2018-07-31,320.0,0,0,0,0,106998.0,,-320.0
1,2018-08-04,270.0,0,0,0,0,106728.0,,-270.0
1,2018-08-11,270.0,0,0,0,0,106458.0,,-270.0
1,2018-08-12,288.0,0,0,0,0,106170.0,,-288.0
1,2018-08-14,324.0,0,0,0,0,105846.0,,-324.0
1,2018-08-18,270.0,0,0,0,0,105576.0,,-270.0
1,2018-08-22,240.0,0,0,0,0,105336.0,,-240.0
1,2018-08-23,288.0,0,0,0,0,105048.0,,-288.0
1,2018-08-24,300.0,796,1,14,75,105544.0,,496.0
1,2018-08-25,300.0,633,0,1,14,105877.0,,333.0
1,2018-08-26,288.0,64,0,4,40,105653.0,,-224.0
1,2018-09-01,270.0,124,0,0,4,105507.0,,-146.0
1,2018-09-02,270.0,83,0,1,14,105320.0,,-187.0
1,2018-09-08,300.0,165,0,0,3,105185.0,,-135.0
1,2018-09-09,300.0,0,0,0,0,104885.0,,-300.0
1,2018-09-15,270.0,0,0,0,4,104615.0,,-270.0
1,2018-09-16,288.0,0,0,0,0,104327.0,,-288.0
1,2018-09-22,288.0,0,0,0,7,104039.0,,-288.0
1,2018-09-29,324.0,0,0,0,9,103715.0,,-324.0
1,2018-09-30,320.0,0,0,0,0,103395.0,,-320.0
1,2018-10-06,288.0,20,0,1,13,103127.0,,-268.0
1,2018-10-13,288.0,0,0,0,6,102839.0,,-288.0
1,2018-10-20,270.0,0,0,0,0,102569.0,,-270.0
1,2018-10-27,270.0,233,1,13,66,102532.0,,-37.0
1,2018-10-28,270.0,355,1,12,57,102617.0,,85.0
1,2018-11-03,324.0,0,0,0,0,102293.0,,-324.0
1,2018-11-10,324.0,3846,0,3,27,105815.0,,3522.0
1,2018-11-11,320.0,81,0,0,3,105576.0,,-239.0
1,2018-11-17,240.0,0,0,0,0,105336.0,,-240.0
1,2018-11-24,225.0,0,0,0,0,105111.0,,-225.0
1,2018-11-25,324.0,351,1,12,59,105138.0,,27.0
1,2018-12-01,300.0,0,0,0,6,104838.0,,-300.0
1,2018-12-08,270.0,0,0,0,6,104568.0,,-270.0
1,2018-12-15,288.0,0,0,0,5,104280.0,,-288.0
1,2018-12-22,270.0,272,0,0,4,104282.0,,2.0
1,2018-12-23,288.0,0,0,0,0,103994.0,,-288.0
1,2018-12-25,240.0,0,0,0,0,103754.0,,-240.0
1,2018-12-26,324.0,0,0,0,0,103430.0,,-324.0
1,2018-12-27,288.0,0,0,0,0,103142.0,,-288.0
1,2018-12-28,288.0,96,0,0,6,102950.0,,-192.0
1,2018-12-29,320.0,120,0,0,2,102750.0,,-200.0
1,2018-12-30,300.0,0,0,0,0,102450.0,,-300.0
1,2018-12-31,288.0,1173,0,0,3,103335.0,,885.0
1,2019-01-05,288.0,0,0,0,0,103047.0,,-288.0
1,2019-01-12,270.0,46,0,0,2,102823.0,,-224.0
1,2019-01-19,324.0,0,0,0,0,102499.0,,-324.0
1,2019-01-26,288.0,0,0,0,0,102211.0,,-288.0
1,2019-01-27,288.0,0,0,0,0,101923.0,,-288.0
1,2019-02-02,270.0,0,0,0,0,101653.0,,-270.0
1,2019-02-09,288.0,0,0,0,0,101365.0,,-288.0
1,2019-02-16,240.0,69,0,0,3,101194.0,,-171.0
1,2019-02-23,324.0,0,0,0,0,100870.0,,-324.0
1,2019-03-02,288.0,0,0,0,0,100582.0,,-288.0
1,2019-03-03,288.0,770,0,2,20,101064.0,,482.0
1,2019-03-09,288.0,47,0,1,13,100823.0,,-241.0
1,2019-03-16,270.0,0,0,0,0,100553.0,,-270.0
1,2019-03-23,256.0,115,0,0,5,100412.0,,-141.0
1,2019-03-30,270.0,0,0,0,0,100142.0,,-270.0
1,2019-03-31,288.0,110,0,0,5,99964.0,,-178.0
1,2019-04-06,288.0,195,0,0,5,99871.0,,-93.0
1,2019-04-13,283.5,0,0,0,0,99587.5,,-283.5
1,2019-04-18,270.0,0,0,3,33,99317.5,,-270.0
1,2019-04-19,288.0,0,0,0,0,99029.5,,-288.0
1,2019-04-20,288.0,124,0,2,22,98865.5,,-164.0
1,2019-04-21,270.0,0,0,0,0,98595.5,,-270.0
1,2019-04-27,270.0,0,0,0,4,98325.5,,-270.0
1,2019-05-01,270.0,0,0,0,0,98055.5,,-270.0
1,2019-05-04,288.0,72,0,1,13,97839.5,,-216.0
1,2019-05-11,270.0,356,0,0,4,97925.5,,86.0
1,2019-05-12,240.0,100,0,0,5,97785.5,,-140.0
1,2019-05-18,270.0,0,0,0,0,97515.5,,-270.0
1,2019-05-25,288.0,0,0,0,0,97227.5,,-288.0
1,2019-05-26,324.0,0,0,0,0,96903.5,,-324.0
1,2019-06-01,324.0,200,0,0,4,96779.5,,-124.0
1,2019-06-08,288.0,0,0,0,0,96491.5,,-288.0
1,2019-06-09,288.0,225,0,0,5,96428.5,,-63.0
1,2019-06-15,324.0,0,0,0,0,96104.5,,-324.0
1,2019-06-23,270.0,0,0,0,0,95834.5,,-270.0
1,2019-06-29,240.0,28,0,1,15,95622.5,,-212.0
1,2019-07-04,324.0,0,0,0,0,95298.5,,-324.0
1,2019-07-06,288.0,0,0,0,0,95010.5,,-288.0
1,2019-07-07,288.0,115,0,0,5,94837.5,,-173.0
1,2019-07-13,288.0,0,0,0,0,94549.5,,-288.0
1,2019-07-20,300.0,677,0,1,14,94926.5,,377.0
1,2019-07-21,270.0,0,0,0,0,94656.5,,-270.0
1,2019-07-27,270.0,963,1,13,66,95349.5,,693.0
1,2019-07-30,320.0,585,0,5,50,95614.5,,265.0
1,2019-08-03,324.0,6708,1,14,75,101998.5,,6384.0
1,2019-08-10,288.0,0,0,1,14,101710.5,,-288.0
1,2019-08-11,270.0,0,0,0,0,101440.5,,-270.0
1,2019-08-14,320.0,578,1,14,76,101698.5,,258.0
1,2019-08-17,270.0,102,0,3,36,101530.5,,-168.0
1,2019-08-21,320.0,0,0,0,0,101210.5,,-320.0
1,2019-08-22,288.0,0,0,0,0,100922.5,,-288.0
1,2019-08-23,270.0,0,0,0,0,100652.5,,-270.0
1,2019-08-24,270.0,1242,0,0,6,101624.5,,972.0
1,2019-08-25,300.0,210,0,5,50,101534.5,,-90.0
1,2019-08-31,288.0,84,0,0,4,101330.5,,-204.0
1,2019-09-01,225.0,0,0,0,0,101105.5,,-225.0
1,2019-09-07,288.0,88,0,0,4,100905.5,,-200.0
1,2019-09-08,288.0,0,0,0,0,100617.5,,-288.0
1,2019-09-14,240.0,398,0,1,12,100775.5,,158.0
1,2019-09-21,270.0,0,0,0,0,100505.5,,-270.0
1,2019-09-28,288.0,140,0,0,5,100357.5,,-148.0
1,2019-09-29,270.0,0,0,0,0,100087.5,,-270.0
1,2019-10-05,288.0,168,0,0,6,99967.5,,-120.0
1,2019-10-12,270.0,0,0,0,0,99697.5,,-270.0
1,2019-10-19,252.0,36,0,1,14,99481.5,,-216.0
1,2019-10-26,324.0,264,0,0,4,99421.5,,-60.0
1,2019-10-27,240.0,276,1,13,65,99457.5,,36.0
1,2019-11-02,288.0,0,0,0,0,99169.5,,-288.0
1,2019-11-09,300.0,96,0,0,4,98965.5,,-204.0
1,2019-11-10,270.0,128,0,0,4,98823.5,,-142.0
1,2019-11-16,300.0,1260,1,14,75,99783.5,,960.0
1,2019-11-23,320.0,0,0,0,0,99463.5,,-320.0
1,2019-11-30,270.0,0,0,0,0,99193.5,,-270.0
1,2019-12-01,288.0,200,0,0,5,99105.5,,-88.0
1,2019-12-07,288.0,93,0,0,3,98910.5,,-195.0
1,2019-12-14,270.0,0,0,0,0,98640.5,,-270.0
1,2019-12-21,270.0,0,0,0,0,98370.5,,-270.0
1,2019-12-23,270.0,0,0,0,0,98100.5,,-270.0
1,2019-12-25,288.0,0,0,0,0,97812.5,,-288.0
1,2019-12-26,270.0,52,0,1,12,97594.5,,-218.0
1,2019-12-27,324.0,0,0,0,0,97270.5,,-324.0
1,2019-12-28,324.0,0,0,0,0,96946.5,,-324.0
1,2019-12-29,225.0,0,0,0,0,96721.5,,-225.0
1,2019-12-30,320.0,0,0,0,0,96401.5,,-320.0
1,2019-12-31,324.0,436,0,1,12,96513.5,,112.0
1,2020-01-04,288.0,0,0,0,0,96225.5,,-288.0
1,2020-01-11,288.0,0,0,0,0,95937.5,,-288.0
1,2020-01-18,288.0,0,0,0,0,95649.5,,-288.0
1,2020-01-25,288.0,0,0,0,0,95361.5,,-288.0
1,2020-02-01,288.0,0,0,0,7,95073.5,,-288.0
1,2020-02-08,324.0,0,0,0,0,94749.5,,-324.0
1,2020-02-15,240.0,0,0,0,0,94509.5,,-240.0
1,2020-02-22,270.0,0,0,0,0,94239.5,,-270.0
1,2020-02-29,270.0,0,0,0,6,93969.5,,-270.0
1,2020-03-07,324.0,0,0,0,0,93645.5,,-324.0
1,2020-03-14,283.5,48,0,3,36,93410.0,,-235.5
1,2020-03-21,270.0,437,0,1,13,93577.0,,167.0
1,2020-03-28,320.0,0,0,0,0,93257.0,,-320.0
1,2020-04-04,300.0,46,0,1,14,93003.0,,-254.0
1,2020-04-09,270.0,148,0,0,4,92881.0,,-122.0
1,2020-04-10,320.0,266,0,2,26,92827.0,,-54.0
1,2020-04-11,324.0,0,0,0,0,92503.0,,-324.0
1,2020-04-12,300.0,0,0,0,0,92203.0,,-300.0
1,2020-04-18,288.0,176,0,4,40,92091.0,,-112.0
1,2020-04-25,270.0,0,0,0,7,91821.0,,-270.0
1,2020-05-02,288.0,93,0,1,13,91626.0,,-195.0
1,2020-05-09,270.0,0,0,0,0,91356.0,,-270.0
1,2020-05-16,270.0,0,0,0,5,91086.0,,-270.0
1,2020-05-17,288.0,0,0,0,0,90798.0,,-288.0
1,2020-05-23,288.0,104,0,0,4,90614.0,,-184.0
1,2020-05-30,288.0,0,0,0,0,90326.0,,-288.0
1,2020-05-31,288.0,1443,1,13,67,91481.0,,1155.0
1,2020-06-06,288.0,0,0,0,0,91193.0,,-288.0
1,2020-06-13,270.0,766,1,13,66,91689.0,,496.0
1,2020-06-14,300.0,0,0,0,0,91389.0,,-300.0
1,2020-06-21,270.0,0,0,0,4,91119.0,,-270.0
1,2020-06-27,300.0,0,0,0,5,90819.0,,-300.0
1,2020-07-02,270.0,36,0,1,13,90585.0,,-234.0
1,2020-07-04,288.0,0,0,0,6,90297.0,,-288.0
1,2020-07-05,270.0,102,0,0,2,90129.0,,-168.0
1,2020-07-11,240.0,0,0,0,5,89889.0,,-240.0
1,2020-07-18,320.0,0,0,0,0,89569.0,,-320.0
1,2020-07-19,225.0,0,0,0,6,89344.0,,-225.0
1,2020-07-25,240.0,0,0,0,0,89104.0,,-240.0
1,2020-07-28,270.0,0,0,0,0,88834.0,,-270.0
1,2020-08-01,320.0,0,0,0,0,88514.0,,-320.0
1,2020-08-08,300.0,0,0,0,0,88214.0,,-300.0
1,2020-08-09,240.0,222,0,0,6,88196.0,,-18.0
1,2020-08-15,320.0,0,0,0,0,87876.0,,-320.0
1,2020-08-19,324.0,48,0,0,3,87600.0,,-276.0
1,2020-08-22,256.0,0,0,0,8,87344.0,,-256.0
1,2020-08-25,270.0,30,0,1,13,87104.0,,-240.0
1,2020-08-29,288.0,7293,1,14,74,94109.0,,7005.0
1,2020-08-30,270.0,0,0,0,0,93839.0,,-270.0
1,2020-09-05,324.0,0,0,0,0,93515.0,,-324.0
1,2020-09-06,288.0,0,0,0,0,93227.0,,-288.0
1,2020-09-12,288.0,120,0,0,5,93059.0,,-168.0
1,2020-09-13,270.0,0,0,0,4,92789.0,,-270.0
1,2020-09-19,270.0,0,0,0,0,92519.0,,-270.0
1,2020-09-26,288.0,628,0,0,4,92859.0,,340.0
1,2020-09-27,270.0,195,0,5,45,92784.0,,-75.0
1,2020-10-03,300.0,459,1,14,75,92943.0,,159.0
1,2020-10-10,288.0,0,0,0,0,92655.0,,-288.0
1,2020-10-17,324.0,0,0,0,0,92331.0,,-324.0
1,2020-10-24,320.0,456,1,14,76,92467.0,,136.0
1,2020-10-25,256.0,0,0,0,3,92211.0,,-256.0
1,2020-10-31,300.0,427,0,1,14,92338.0,,127.0
1,2020-11-07,324.0,0,0,0,0,92014.0,,-324.0
1,2020-11-08,270.0,210,0,3,36,91954.0,,-60.0
1,2020-11-14,288.0,1565,1,14,74,93231.0,,1277.0
1,2020-11-21,324.0,748,0,0,4,93655.0,,424.0
1,2020-11-28,288.0,0,0,0,0,93367.0,,-288.0
1,2020-12-05,270.0,438,0,1,13,93535.0,,168.0
1,2020-12-12,324.0,0,0,0,0,93211.0,,-324.0
1,2020-12-19,270.0,0,0,0,0,92941.0,,-270.0
1,2020-12-23,324.0,845,0,0,5,93462.0,,521.0
1,2020-12-25,288.0,586,0,2,20,93760.0,,298.0
1,2020-12-26,288.0,110,0,0,5,93582.0,,-178.0
1,2020-12-27,270.0,0,0,0,0,93312.0,,-270.0
1,2020-12-28,324.0,0,0,0,3,92988.0,,-324.0
1,2020-12-29,288.0,1272,0,4,40,93972.0,,984.0
1,2020-12-30,243.0,0,0,0,0,93729.0,,-243.0
1,2020-12-31,243.0,0,0,0,0,93486.0,,-243.0
1,2021-01-02,324.0,300,0,0,6,93462.0,,-24.0
1,2021-01-09,324.0,1215,1,12,59,94353.0,,891.0
1,2021-01-16,288.0,0,0,0,0,94065.0,,-288.0
1,2021-01-23,320.0,129,0,0,3,93874.0,,-191.0
1,2021-01-30,240.0,0,0,0,0,93634.0,,-240.0
1,2021-02-06,320.0,346,0,1,14,93660.0,,26.0
1,2021-02-13,225.0,0,0,0,0,93435.0,,-225.0
1,2021-02-20,288.0,0,0,0,0,93147.0,,-288.0
1,2021-02-27,324.0,0,0,0,0,92823.0,,-324.0
1,2021-03-06,270.0,270,0,0,2,92823.0,,0.0
1,2021-03-13,288.0,60,0,0,4,92595.0,,-228.0
1,2021-05-01,270.0,0,0,0,0,92325.0,,-270.0
1,2021-05-08,288.0,90,0,2,22,92127.0,,-198.0
1,2021-05-15,225.0,0,0,0,10,91902.0,,-225.0
1,2021-05-22,324.0,155,0,0,5,91733.0,,-169.0
1,2021-05-29,270.0,0,0,0,0,91463.0,,-270.0
1,2021-05-30,300.0,0,0,0,0,91163.0,,-300.0
1,2021-06-05,320.0,0,0,0,0,90843.0,,-320.0
1,2021-06-12,300.0,0,0,0,0,90543.0,,-300.0
1,2021-06-19,324.0,0,0,0,0,90219.0,,-324.0
1,2021-06-27,270.0,76,0,0,4,90025.0,,-194.0
1,2021-07-03,270.0,0,0,0,0,89755.0,,-270.0
1,2021-07-10,225.0,1381,1,13,64,90911.0,,1156.0
1,2021-07-17,324.0,0,0,0,0,90587.0,,-324.0
1,2021-07-31,288.0,23,0,1,13,90322.0,,-265.0
1,2021-08-07,288.0,0,0,0,0,90034.0,,-288.0
1,2021-08-14,240.0,1535,1,13,65,91329.0,,1295.0
1,2021-08-18,270.0,0,0,0,0,91059.0,,-270.0
