fas,Recall,F1,AUC,Accuracy,Precision
8-1,1.0,0.8915581249240522,0.8998015873015873,0.8767070674064804,0.8043345753812892
8-1,0.8571428571428571,0.7907217314012585,0.7928571428571428,0.7668579753213776,0.7338543908365189
8-1,0.7142857142857143,0.6915545815277914,0.7536630036630036,0.6898461653690969,0.6702255996122296
8-1,0.8571428571428571,0.7762049657262325,0.7760617760617761,0.7528878136466108,0.7092337659340314
8-1,1.0,0.8705711144103879,0.923809523809524,0.852337850425109,0.7708064894726959
8-1,0.5714285714285714,0.5943647685197977,0.6501831501831502,0.6203035430083053,0.6192192024420944
8-1,0.7142857142857143,0.7452180561347128,0.8553345388788427,0.7637717076115799,0.7789507347080376
8-1,0.7142857142857143,0.7007787199239454,0.6512059369202227,0.7010419123320698,0.6877730740767223
8-1,0.7142857142857143,0.6961763540731528,0.7108843537414966,0.7079574633795847,0.6789625458344575
8-1,1.0,0.8862909513106223,0.8582089552238806,0.8652927102028716,0.7958011586182377
8-1,0.5714285714285714,0.5944199683330237,0.7416829745596869,0.6073787345825025,0.6193390402973467
8-1,0.7142857142857143,0.6697301160058952,0.6223091976516635,0.6452990632764667,0.6304067087130453
8-1,0.5714285714285714,0.5986185094245181,0.6811594202898551,0.6033912799153321,0.6285252436301001
8-1,0.5714285714285714,0.5986006675444748,0.6981891348088531,0.6088640656000828,0.6284859066024363
8-1,1.0,0.8655031952937879,0.83125,0.8506531231490709,0.7628961066293329
8-1,0.8571428571428571,0.7907677384819544,0.8419047619047619,0.7746987477767138,0.7460156288982019
8-1,0.8571428571428571,0.7907714389283641,0.7809523809523811,0.7747000847369931,0.7339400251801769
8-1,0.7142857142857143,0.6783169184497465,0.7032967032967032,0.6701196170450886,0.6457969636575458
8-1,0.5714285714285714,0.6116139834439781,0.6390476190476191,0.6394862386631442,0.6578789743122467
8-1,0.8571428571428571,0.7907936679163021,0.8657770800627944,0.7965498845318023,0.7339783234658399
8-1,0.8571428571428571,0.7958131177644538,0.7895238095238095,0.7814389452515229,0.7791264601926681
8-1,0.8571428571428571,0.7669783068556153,0.7936507936507937,0.7512062578741684,0.6939774482374909
8-1,0.8571428571428571,0.7716673501524387,0.7866795366795367,0.7462110131923051,0.701693476852314
8-1,1.0,0.8316419864375413,0.8698010849909584,0.8040443266388356,0.7118040675749453
8-1,0.7142857142857143,0.7009196282946304,0.7038095238095239,0.6970402694510848,0.6880445800626863
8-1,0.8571428571428571,0.8008787200067062,0.8534798534798534,0.7923400646406381,0.7515461109790618
8-1,0.8571428571428571,0.8269543307822438,0.8896925858951176,0.8263545188946404,0.798819934684052
8-1,0.42857142857142855,0.4854098456680303,0.5875251509054327,0.5358637254526505,0.5596295851563671
8-1,1.0,0.8917272637595649,0.8651911468812877,0.875967640868382,0.804609943563665
8-1,0.8571428571428571,0.7909165028276576,0.8038095238095238,0.7747525206652245,0.7341899887745278
8-1,0.8571428571428571,0.7958738680780704,0.8869047619047619,0.7769728540438128,0.7427796189984477
8-1,0.5714285714285714,0.6073324381436369,0.701827242524917,0.6579745741934624,0.6480506024391768
8-1,0.5714285714285714,0.6030478200074684,0.6338155515370705,0.6357949355361671,0.6383712538917107
8-1,0.8571428571428571,0.7959251054268742,0.8390191897654584,0.7690923205866084,0.7428688821758731
8-1,0.8571428571428571,0.7764500963501602,0.8141025641025641,0.7594857637576385,0.7096431840362847
8-1,0.8571428571428571,0.7959135956773916,0.7756539235412475,0.7754511055423519,0.7428488295916149
8-1,0.7142857142857143,0.6657164067214072,0.5781853281853282,0.6409947509894954,0.6233317019183311
8-1,0.8571428571428571,0.8009178635925084,0.8533333333333333,0.7881747319716877,0.7516150534698718
8-1,0.8571428571428571,0.7812284528857548,0.7295918367346939,0.7265135339852755,0.7176669813201874
8-1,0.8571428571428571,0.7958425958792745,0.8261278195488722,0.7829051183652481,0.7427251430132406
8-1,0.5714285714285714,0.6973302537035223,0.8153988868274582,0.7567346440348348,0.8943891836578478
8-1,0.8571428571428571,0.8059569650757655,0.825,0.7719237528132584,0.7605398996564767
8-1,0.8571428571428571,0.7958107347984378,0.8218806509945751,0.7871493487944007,0.7426696450140361
8-1,1.0,0.8410658502019689,0.8970315398886828,0.814676061859245,0.7257235886512987
8-1,0.8571428571428571,0.7859881876087009,0.8018108651911469,0.7616379465089536,0.725741630723813
8-1,0.8571428571428571,0.790871323831036,0.7896825396825397,0.7701102138201708,0.7341121311820831
8-1,1.0,0.8605974116825303,0.9025096525096524,0.8379272138044165,0.7791371139304496
8-1,1.0,0.8605971089789695,0.9095238095238096,0.821004293707848,0.7553053584125801
8-1,0.7142857142857143,0.6783607850592993,0.8355263157894737,0.6657302329230478,0.6458764909427277
8-1,1.0,0.8706699580917389,0.8685714285714285,0.8524021987669609,0.7709614778515438
8-1,0.7142857142857143,0.6962294490407105,0.7103718199608611,0.6861137180917214,0.6790635566644225
8-1,0.8571428571428571,0.7532807579530462,0.7946428571428572,0.7300997639763307,0.6718687732543823
8-1,0.8571428571428571,0.7763353701529081,0.8756957328385899,0.7578491151193576,0.7094515412637896
8-1,0.5714285714285714,0.6161185543433069,0.6862567811934901,0.6554218070868588,0.6683917848744906
8-1,0.7142857142857143,0.6962739592693737,0.755863539445629,0.6727706166910195,0.6791482466944414
8-1,0.8571428571428571,0.7908442914574855,0.8273809523809523,0.7700996810879235,0.7340655495601249
8-1,0.8571428571428571,0.7908371946487035,0.7876447876447876,0.7732023699679432,0.7340533209393039
8-1,0.7142857142857143,0.6871978863004461,0.736842105263158,0.6790626330364907,0.6620894934666179
8-1,0.5714285714285714,0.5986820619369754,0.6830985915492958,0.6088493778724137,0.6286653824980004
8-1,0.8571428571428571,0.816254875311631,0.7846938775510204,0.801610990583066,0.7790902111788052
8-1,1.0,0.8655794511691681,0.9065934065934066,0.848736352519338,0.7630146087015617
8-1,0.8571428571428571,0.8058921621380939,0.7787698412698413,0.7906345116728886,0.760424497477968
8-1,1.0,0.8655860483888371,0.8308823529411764,0.8380926980228728,0.7630248615679309
8-1,0.8571428571428571,0.7957630171489489,0.7857142857142857,0.7706500659298717,0.7425865340659191
8-1,0.8571428571428571,0.7532366655237721,0.6975308641975309,0.7318214142343609,0.671798622997994
8-1,0.7142857142857143,0.7150378748818308,0.6795112781954887,0.719046183731263,0.7157916212353638
8-1,0.8571428571428571,0.8110247697798457,0.8678571428571429,0.8079935383454219,0.7696160147420262
8-1,0.8571428571428571,0.7859393706804385,0.8542857142857143,0.7680143972301869,0.7256583950230164
8-1,0.8571428571428571,0.7401280053807822,0.7335907335907336,0.6989107497144202,0.6512245680390525
8-1,0.5714285714285714,0.6393761446297355,0.7637362637362637,0.68604163151483,0.7256635269604675
8-1,1.0,0.8810557545025329,0.9083011583011584,0.8649314899344414,0.7873991559881769
8-1,1.0,0.8656115711164751,0.9532967032967032,0.8487566914457647,0.7630645280544845
8-1,0.7142857142857143,0.6872262089166604,0.76,0.6769139797897079,0.6621420769941606
8-1,1.0,0.8707149819272455,0.872822299651568,0.8590496509536677,0.7710320848967017
8-1,1.0,0.8556588668582332,0.8493150684931507,0.8300480498839677,0.7477305866905597
8-1,1.0,0.8916941847246194,0.8687258687258688,0.878458883800748,0.804556082296708
8-1,0.8571428571428571,0.7670107697721081,0.8300180831826401,0.7479689625241406,0.6940306048096512
8-1,0.2857142857142857,0.34350163766827724,0.5442655935613683,0.4422475908404331,0.4305911698496081
8-1,0.8571428571428571,0.7860010593849801,0.7847866419294991,0.7711080773118686,0.7257635793091913
8-1,1.0,0.8863743253046681,0.9625,0.8767097313530726,0.7959356051549046
8-1,0.8571428571428571,0.7860305375801327,0.8214285714285714,0.7632867933452303,0.7258138469791308
8-1,0.5714285714285714,0.6073363084121336,0.6997929606625259,0.6173454037900032,0.6480594157504904
8-1,1.0,0.8656621370368025,0.8505639097744361,0.8467739799416324,0.7631431210234477
8-1,0.5714285714285714,0.5782995381093216,0.6666666666666667,0.5939687889088155,0.5853377514367589
8-1,0.7142857142857143,0.6872846222016208,0.6818181818181819,0.6811988290899889,0.6622505392898718
8-1,0.7142857142857143,0.6872944833803633,0.7459312839059675,0.6853641189683963,0.6622688512988045
8-1,1.0,0.8707913097129462,0.8847619047619047,0.8524812578063298,0.7711517961233403
8-1,0.8571428571428571,0.8059946470144977,0.8952380952380953,0.7948792110695109,0.7606070118683286
8-1,0.7142857142857143,0.6963551736999526,0.7362637362637363,0.6964446773685039,0.6793028006871139
8-1,1.0,0.9026115782261308,0.8849206349206349,0.8905199054462282,0.8225087492422309
8-1,0.8571428571428571,0.790954464802938,0.7910447761194029,0.7619997806440125,0.7342554150645978
8-1,0.8571428571428571,0.7860392923902692,0.7269585253456221,0.7459013504402252,0.7258287767273872
8-1,0.7142857142857143,0.6917488440114566,0.6168067226890757,0.7035108740682586,0.6705906245342889
8-1,0.8571428571428571,0.7812027643157821,0.8289473684210527,0.7629346272909832,0.7176236254612782
8-1,1.0,0.8707816837352959,0.9114285714285716,0.8524749842771615,0.7711366980086893
8-1,0.42857142857142855,0.4710142736996665,0.5664682539682541,0.5116682315954707,0.5227876640391197
8-1,0.8571428571428571,0.8111246010280744,0.8428571428571429,0.8080175048513123,0.7697958291365603
8-1,0.7142857142857143,0.6963544316039822,0.8205128205128205,0.6964446210025816,0.6793013882964899
8-1,1.0,0.8708080960126621,0.8783783783783784,0.8514964977452916,0.7711781256469463
8-1,0.42857142857142855,0.4817469747381248,0.6213517665130568,0.5909631303003565,0.5499873569494415
8-1,0.5714285714285714,0.5946453454710368,0.6281800391389433,0.6073411399590236,0.6198285806495408
8-1,0.7142857142857143,0.7010288642823356,0.764378478664193,0.7010564899044047,0.6904974127418673
8-1,0.7142857142857143,0.7300106863116753,0.7578849721706864,0.7407431594877788,0.7464436132233271
8-1,0.8571428571428571,0.7910324004563403,0.7962962962962963,0.7835013041133546,0.7793929597968164
10-1,0.8571428571428571,0.8108492843252242,0.8532818532818532,0.8001613740775501,0.7693000295650665
10-1,0.7142857142857143,0.7053135911584191,0.7609523809523809,0.7037334032003937,0.6965640691264658
10-1,0.7142857142857143,0.719739415003627,0.7258687258687259,0.7220118535382656,0.7252770364557936
10-1,0.8571428571428571,0.8108537447072832,0.8091684434968017,0.7902361031837178,0.7693080595628047
10-1,0.8571428571428571,0.7713360428955187,0.8218923933209648,0.7511141716368013,0.7011457765821167
10-1,0.8571428571428571,0.7955664680686477,0.7591836734693878,0.773757885246367,0.7422442909466336
10-1,0.8571428571428571,0.7905863574516393,0.8794063079777366,0.7776202137444314,0.7336212201845111
10-1,0.5714285714285714,0.5819606376986525,0.5998168498168498,0.6005814320127746,0.5928882294137925
10-1,0.8571428571428571,0.8006057568775106,0.8289473684210527,0.7894874871055201,0.7510655129632239
10-1,0.42857142857142855,0.4926964290973929,0.6851503759398496,0.5648300676942591,0.5793872465776231
10-1,0.8571428571428571,0.7857307713128611,0.7965367965367965,0.7530094729771649,0.7253028195746262
10-1,0.7142857142857143,0.7148516658604782,0.7227891156462585,0.7332839256602264,0.7154185149897215
10-1,0.8571428571428571,0.7761169374261483,0.8315018315018314,0.7593573392591321,0.7090867929427934
10-1,0.42857142857142855,0.4707646222575642,0.599624060150376,0.524796135700104,0.5221729602385862
10-1,1.0,0.8654215121520218,0.8797468354430379,0.8496260195725838,0.7627691882238291
10-1,0.8571428571428571,0.7906856212089127,0.8330241187384044,0.7776542922811244,0.7337921872734436
10-1,1.0,0.8705470765400493,0.9183673469387756,0.8471935442464673,0.7707688018312682
10-1,0.7142857142857143,0.7197949234994337,0.7349624060150376,0.7257171282615881,0.7253897771608553
10-1,0.7142857142857143,0.6826033557521636,0.6759581881533101,0.6849756641404228,0.6536121897208733
10-1,1.0,0.8505551462136891,0.8355263157894737,0.8266535030965232,0.7399703808424833
10-1,1.0,0.8654872741293421,0.9186507936507936,0.8424590305749472,0.7628713670577314
10-1,0.8571428571428571,0.7907217314012585,0.7908163265306123,0.7668579753213776,0.7338543908365189
10-1,0.7142857142857143,0.6915545815277914,0.7536630036630036,0.6898461653690969,0.6702255996122296
10-1,0.8571428571428571,0.7762049657262325,0.7760617760617761,0.7528878136466108,0.7092337659340314
10-1,1.0,0.8705711144103879,0.923809523809524,0.852337850425109,0.7708064894726959
10-1,0.5714285714285714,0.5943647685197977,0.6730769230769231,0.6203035430083053,0.6192192024420944
10-1,0.7142857142857143,0.7452180561347128,0.8417721518987342,0.7637717076115799,0.7789507347080376
10-1,0.7142857142857143,0.7007787199239454,0.6391465677179963,0.7010419123320698,0.6877730740767223
10-1,0.7142857142857143,0.6961763540731528,0.7108843537414966,0.7079574633795847,0.6789625458344575
10-1,1.0,0.8862909513106223,0.8582089552238806,0.8652927102028716,0.7958011586182377
10-1,0.5714285714285714,0.5944199683330237,0.7465753424657534,0.6073787345825025,0.6193390402973467
10-1,0.7142857142857143,0.6827008054799202,0.7250489236790607,0.6657035656876525,0.6537909087563433
10-1,0.5714285714285714,0.5986185094245181,0.6811594202898551,0.6033912799153321,0.6285252436301001
10-1,0.5714285714285714,0.5986006675444748,0.6981891348088531,0.6088640656000828,0.6284859066024363
10-1,1.0,0.8655031952937879,0.8339285714285715,0.8506531231490709,0.7628961066293329
10-1,0.8571428571428571,0.7907677384819544,0.8323809523809524,0.7746987477767138,0.7356356314967696
10-1,0.8571428571428571,0.7907714389283641,0.7923809523809524,0.7747000847369931,0.7339400251801769
10-1,0.7142857142857143,0.6783169184497465,0.7206959706959707,0.6701196170450886,0.6457969636575458
10-1,0.5714285714285714,0.6116139834439781,0.6390476190476191,0.6394862386631442,0.6578789743122467
10-1,0.8571428571428571,0.7907936679163021,0.8736263736263736,0.7965498845318023,0.7339783234658399
10-1,0.8571428571428571,0.8433806327336875,0.8304761904761905,0.8418104192914477,0.830053355426562
10-1,0.8571428571428571,0.7669783068556153,0.7936507936507937,0.7512062578741684,0.6939774482374909
10-1,0.8571428571428571,0.7716673501524387,0.7866795366795367,0.7462110131923051,0.701693476852314
10-1,1.0,0.8316419864375413,0.8698010849909584,0.8040443266388356,0.7118040675749453
