fas,Recall,F1,AUC,Accuracy,Precision
6-10,0.7142857142857143,0.6697301160058952,0.6614481409001958,0.6452990632764667,0.6304067087130453
6-10,0.5714285714285714,0.5986185094245181,0.6542443064182195,0.6033912799153321,0.6285252436301001
6-10,0.5714285714285714,0.5986006675444748,0.6639839034205232,0.6088640656000828,0.6284859066024363
6-10,1.0,0.8655031952937879,0.83125,0.8506531231490709,0.7628961066293329
6-10,0.8571428571428571,0.7907677384819544,0.8314285714285714,0.7746987477767138,0.7339336498663295
6-10,0.8571428571428571,0.7907714389283641,0.8,0.7747000847369931,0.7339400251801769
6-10,0.7142857142857143,0.673993605112409,0.6904761904761905,0.6635416876688252,0.6380044425965911
6-10,0.5714285714285714,0.6116139834439781,0.6390476190476191,0.6394862386631442,0.6578789743122467
6-10,0.8571428571428571,0.7907936679163021,0.8657770800627944,0.7965498845318023,0.7339783234658399
6-10,0.8571428571428571,0.7908569923329031,0.8161904761904761,0.7747310036915314,0.7791264601926681
6-10,0.8571428571428571,0.7908604325841482,0.7786596119929453,0.7834478315646389,0.7340933632846878
6-10,0.8571428571428571,0.7716673501524387,0.8040540540540541,0.7462110131923051,0.701693476852314
6-10,1.0,0.8316419864375413,0.8698010849909584,0.8040443266388356,0.7118040675749453
6-10,0.7142857142857143,0.7009196282946304,0.7038095238095239,0.6970402694510848,0.6880445800626863
6-10,0.8571428571428571,0.8008787200067062,0.8663003663003663,0.7923400646406381,0.7515461109790618
6-10,0.8571428571428571,0.8269543307822438,0.8896925858951176,0.8263545188946404,0.798819934684052
6-10,0.42857142857142855,0.4854098456680303,0.5875251509054327,0.5358637254526505,0.5596295851563671
6-10,1.0,0.8917272637595649,0.8621730382293763,0.875967640868382,0.804609943563665
6-10,0.8571428571428571,0.7717013029640879,0.7980952380952381,0.7479277599515767,0.7017496276604587
6-10,0.8571428571428571,0.7958738680780704,0.8621031746031746,0.7769728540438128,0.7427796189984477
6-10,0.5714285714285714,0.6073324381436369,0.7101328903654485,0.6579745741934624,0.6480506024391768
6-10,0.5714285714285714,0.6030478200074684,0.6338155515370705,0.6357949355361671,0.6383712538917107
6-10,0.8571428571428571,0.7959251054268742,0.837953091684435,0.7690923205866084,0.7428688821758731
6-10,1.0,0.8707947037946212,0.9065934065934066,0.8553923809488109,0.7711571197202762
6-10,0.8571428571428571,0.7959135956773916,0.7756539235412475,0.7754511055423519,0.7428488295916149
6-10,0.7142857142857143,0.6657164067214072,0.5781853281853282,0.6409947509894954,0.6233317019183311
6-10,0.8571428571428571,0.8009178635925084,0.8019047619047619,0.7881747319716877,0.7516150534698718
6-10,0.8571428571428571,0.7812284528857548,0.7295918367346939,0.7265135339852755,0.7176669813201874
6-10,0.8571428571428571,0.8008602469821288,0.8148496240601504,0.7895674795375976,0.7515135770155259
6-10,0.5714285714285714,0.6973302537035223,0.8135435992578851,0.7567346440348348,0.8943891836578478
6-10,0.8571428571428571,0.8059569650757655,0.8202380952380952,0.7719237528132584,0.7605398996564767
6-10,0.8571428571428571,0.7958107347984378,0.7947558770343579,0.7871493487944007,0.7426696450140361
6-10,1.0,0.8410658502019689,0.8821892393320965,0.814676061859245,0.7257235886512987
6-10,0.8571428571428571,0.7859881876087009,0.8018108651911469,0.7616379465089536,0.725741630723813
6-10,0.8571428571428571,0.790871323831036,0.7936507936507937,0.7701102138201708,0.7341121311820831
6-10,1.0,0.8605974116825303,0.8822393822393823,0.8379272138044165,0.7791371139304496
6-10,1.0,0.8605971089789695,0.9095238095238096,0.821004293707848,0.7553053584125801
6-10,0.8571428571428571,0.7532729007070917,0.849624060150376,0.7229012321990145,0.6718562720470336
6-10,1.0,0.8706699580917389,0.8685714285714285,0.8524021987669609,0.7709614778515438
6-10,0.7142857142857143,0.6962294490407105,0.7504892367906066,0.6861137180917214,0.6790635566644225
6-10,0.8571428571428571,0.7532807579530462,0.7892857142857143,0.7300997639763307,0.6718687732543823
6-10,0.8571428571428571,0.7763353701529081,0.8756957328385899,0.7578491151193576,0.7094515412637896
6-10,0.5714285714285714,0.6161185543433069,0.6952983725135624,0.6554218070868588,0.6683917848744906
6-10,0.7142857142857143,0.6962739592693737,0.7228144989339019,0.6727706166910195,0.6791482466944414
6-10,0.7142857142857143,0.7150700784390668,0.7857142857142857,0.7113516746434132,0.7158561671220927
6-10,0.8571428571428571,0.7908371946487035,0.7876447876447876,0.7732023699679432,0.7340533209393039
6-10,0.7142857142857143,0.6871978863004461,0.736842105263158,0.6790626330364907,0.6620894934666179
6-10,0.7142857142857143,0.6872049245400611,0.6750503018108651,0.6680020852630673,0.662102560227066
6-10,0.8571428571428571,0.816254875311631,0.8020408163265307,0.801610990583066,0.7790902111788052
6-10,1.0,0.8655794511691681,0.9065934065934066,0.848736352519338,0.7630146087015617
6-10,0.8571428571428571,0.8058921621380939,0.7817460317460317,0.7906345116728886,0.760424497477968
6-10,1.0,0.8655860483888371,0.8308823529411764,0.8380926980228728,0.7630248615679309
6-10,0.8571428571428571,0.7957630171489489,0.7857142857142857,0.7706500659298717,0.7425865340659191
6-10,0.8571428571428571,0.7532366655237721,0.7001763668430335,0.7318214142343609,0.671798622997994
6-10,0.7142857142857143,0.7054998826469505,0.7546992481203008,0.7057168692837268,0.6969275591679802
6-10,0.7142857142857143,0.7248427609253792,0.80625,0.7393240465032757,0.7357165524665271
6-10,0.8571428571428571,0.7859393706804385,0.8542857142857143,0.7680143972301869,0.7256583950230164
6-10,0.7142857142857143,0.6962429434826211,0.7635135135135135,0.6882353063554228,0.6790892315783179
6-10,0.5714285714285714,0.6393761446297355,0.7637362637362637,0.68604163151483,0.7256635269604675
6-10,1.0,0.8810557545025329,0.9083011583011584,0.8649314899344414,0.7873991559881769
6-10,1.0,0.8656115711164751,0.9532967032967032,0.8487566914457647,0.7630645280544845
6-10,0.7142857142857143,0.6872262089166604,0.7238095238095238,0.6769139797897079,0.6621420769941606
6-10,1.0,0.8656280393494465,0.8501742160278746,0.8526428169061071,0.7630901233251707
6-10,1.0,0.8556588668582332,0.8669275929549902,0.8300480498839677,0.7477305866905597
6-10,1.0,0.8916941847246194,0.8687258687258688,0.878458883800748,0.804556082296708
6-10,0.8571428571428571,0.7670107697721081,0.8128390596745028,0.7479689625241406,0.6940306048096512
6-10,0.2857142857142857,0.34350163766827724,0.4798792756539235,0.4422475908404331,0.4305911698496081
6-10,0.8571428571428571,0.7860010593849801,0.7551020408163265,0.7711080773118686,0.7257635793091913
6-10,1.0,0.8863743253046681,0.9625,0.8767097313530726,0.7959356051549046
6-10,0.8571428571428571,0.7860305375801327,0.8214285714285714,0.7632867933452303,0.7258138469791308
6-10,0.7142857142857143,0.6963222457629191,0.7236024844720497,0.6773526099949974,0.6792401335022964
6-10,1.0,0.8656621370368025,0.8543233082706767,0.8467739799416324,0.7631431210234477
6-10,0.5714285714285714,0.5782995381093216,0.5979853479853481,0.5939687889088155,0.5853377514367589
6-10,0.7142857142857143,0.6872846222016208,0.6818181818181819,0.6811988290899889,0.6622505392898718
6-10,0.7142857142857143,0.6872944833803633,0.6862567811934901,0.6853641189683963,0.6622688512988045
6-10,1.0,0.8707913097129462,0.8857142857142857,0.8524812578063298,0.7711517961233403
6-10,0.8571428571428571,0.8059946470144977,0.8838095238095238,0.7948792110695109,0.7606070118683286
6-10,0.7142857142857143,0.6963551736999526,0.7362637362637363,0.6964446773685039,0.6793028006871139
6-10,1.0,0.9026115782261308,0.8849206349206349,0.8905199054462282,0.8225087492422309
6-10,0.8571428571428571,0.790954464802938,0.8283582089552239,0.7619997806440125,0.7342554150645978
6-10,0.8571428571428571,0.7860392923902692,0.7039170506912442,0.7459013504402252,0.7258287767273872
6-10,0.7142857142857143,0.6872578416785406,0.653781512605042,0.6972255506080761,0.6622008108597428
6-10,0.8571428571428571,0.7812027643157821,0.8270676691729324,0.7629346272909832,0.7176236254612782
6-10,1.0,0.891732254738242,0.9076190476190475,0.8792977144085867,0.8046180704533874
6-10,0.5714285714285714,0.5823065798065366,0.6507936507936508,0.5841374942440132,0.5936067840543162
6-10,0.8571428571428571,0.8111246010280744,0.8446428571428571,0.8080175048513123,0.7697958291365603
6-10,0.7142857142857143,0.6963544316039822,0.8040293040293041,0.6964446210025816,0.6793013882964899
6-10,1.0,0.8557325884125219,0.8851351351351351,0.8312460201651041,0.7698436024948132
6-10,0.42857142857142855,0.4817469747381248,0.5783410138248848,0.5909631303003565,0.5499873569494415
6-10,0.5714285714285714,0.5946453454710368,0.6291585127201565,0.6073411399590236,0.6198285806495408
6-10,0.5714285714285714,0.6253456305483576,0.6363636363636364,0.6640331420977382,0.6904974127418673
6-10,0.7142857142857143,0.7300106863116753,0.7578849721706864,0.7407431594877788,0.7464436132233271
6-10,0.8571428571428571,0.7861429932414742,0.8483245149911817,0.7770576682232732,0.7793929597968164
8-10,0.7142857142857143,0.7246745574615533,0.7924710424710425,0.7287725320141822,0.7353700593738118
6+10,0.7142857142857143,0.7100559409541621,0.6805019305019304,0.7084909871943271,0.7058759674745118
6+10,0.7142857142857143,0.7006338538369985,0.7142857142857143,0.6970182961460987,0.687494051839941
6+10,0.7142857142857143,0.6611586092914921,0.6389961389961389,0.6341270195404942,0.6153873607910808
6+10,0.8571428571428571,0.7808743089405831,0.8646055437100213,0.7476590779369929,0.7170694855472677
6+10,0.8571428571428571,0.7620566789098602,0.7922077922077921,0.7378605859485443,0.6859604305258067
6+10,0.7142857142857143,0.7006230917561843,0.7091836734693877,0.6864907236535509,0.7011692076974423
6+10,0.8571428571428571,0.7955509915498441,0.8441558441558441,0.7842471006943001,0.7422173485173783
6+10,0.5714285714285714,0.5942432851330294,0.7380952380952381,0.6203301440214284,0.618955549014494
6+10,0.8571428571428571,0.7906156060932406,0.825187969924812,0.7761469916052001,0.7336715928099292
6+10,0.5714285714285714,0.5780046807669225,0.6447368421052632,0.5885800085209557,0.5847339104931
6+10,0.8571428571428571,0.7808895274582078,0.777056277056277,0.748996842340945,0.7904425189475967
6+10,0.8571428571428571,0.790600460721614,0.8409863945578231,0.7874827487696462,0.7336455087342766
6+10,1.0,0.8407933488783272,0.8534798534798534,0.815711908603749,0.7253179129577613
6+10,0.42857142857142855,0.4707646222575642,0.5234962406015038,0.524796135700104,0.5221729602385862
6+10,1.0,0.8554110834477779,0.9403254972875226,0.8365500212745476,0.7473522336949432
6+10,0.8571428571428571,0.7809459411517458,0.7717996289424861,0.7644061981375022,0.7171903036182345
6+10,1.0,0.8756998906728292,0.9285714285714286,0.8541392922352643,0.7788844663520359
6+10,0.7142857142857143,0.7348122174241484,0.8176691729323309,0.7457221027193671,0.7565533706149989
6+10,0.7142857142857143,0.6870415453260634,0.7761324041811847,0.6913872376097053,0.6617993044318157
6+10,1.0,0.87572289228976,0.8580827067669172,0.8599893678856534,0.778920860599307
6+10,1.0,0.8757304823298828,0.8948412698412699,0.8561582453075605,0.7789328702469005
6+10,0.8571428571428571,0.7907217314012585,0.7306122448979592,0.7668579753213776,0.7459387231062422
6+10,0.7142857142857143,0.7149463192392627,0.8086080586080586,0.7227455581414665,0.7156081472408764
6+10,0.8571428571428571,0.7858229114880043,0.7866795366795367,0.7664023563220502,0.7254598606767232
6+10,1.0,0.8705711144103879,0.8533333333333333,0.852337850425109,0.7708064894726959
6+10,0.5714285714285714,0.5820905973072329,0.5998168498168498,0.6005655737164897,0.5931580639053503
6+10,0.7142857142857143,0.7149778306597747,0.7857142857142857,0.7245563921457996,0.7156712896049476
6+10,0.7142857142857143,0.687116647683813,0.7820037105751392,0.6811762094016032,0.6619386888312875
6+10,0.7142857142857143,0.6961763540731528,0.7474489795918368,0.7079574633795847,0.6789625458344575
6+10,1.0,0.8862909513106223,0.8933901918976546,0.8652927102028716,0.7958011586182377
6+10,0.5714285714285714,0.6072186815301059,0.6409001956947162,0.6277828812374362,0.6477916146496385
6+10,0.5714285714285714,0.6072152104469749,0.639921722113503,0.627783863802323,0.6477837138219308
6+10,0.5714285714285714,0.6028845093496934,0.6004140786749482,0.610383122396811,0.6380053590426221
6+10,0.5714285714285714,0.5986006675444748,0.6851106639839034,0.6088640656000828,0.6284859066024363
6+10,1.0,0.8268231694343171,0.8741071428571429,0.7987063833748348,0.7047728423307158
6+10,0.8571428571428571,0.7907677384819544,0.8285714285714285,0.7746987477767138,0.7789908803724402
6+10,0.8571428571428571,0.8007516553102597,0.7885714285714286,0.7881210011751569,0.7566987580736595
6+10,0.5714285714285714,0.6205740136272287,0.6721611721611722,0.6597607659098228,0.6789683645258965
6+10,0.5714285714285714,0.6072245566040533,0.6809523809523811,0.6327763278090315,0.6478049876387642
6+10,0.8571428571428571,0.8007724668382787,0.7990580847723705,0.8086684790540133,0.7513590000637521
6+10,0.8571428571428571,0.7763522090814859,0.8133333333333334,0.7546071790115565,0.7094796666810383
6+10,0.8571428571428571,0.7908604325841482,0.8068783068783069,0.7834478315646389,0.7340933632846878
6+10,0.5714285714285714,0.6116964385043375,0.6920849420849421,0.637023053068898,0.6580698066291971
6+10,1.0,0.8363354455805351,0.8996383363471971,0.8105761824175411,0.7187083617905423
6+10,0.7142857142857143,0.6828362526646171,0.7561904761904762,0.6702140219305499,0.6540393912378293
6+10,0.8571428571428571,0.8163165946863724,0.8498168498168498,0.8120626536630525,0.7792026730438112
6+10,0.8571428571428571,0.7670481706850673,0.8119349005424955,0.7479842033537248,0.6940918516468644
6+10,0.5714285714285714,0.5945693701325718,0.6187122736418511,0.6019428943947905,0.6196635100974872
6+10,1.0,0.8811270376109466,0.8782696177062375,0.8621862676315356,0.7875130307282927
6+10,0.8571428571428571,0.7764170373357152,0.7552380952380953,0.7546339501299887,0.7095879562590481
6+10,0.8571428571428571,0.7811941669465086,0.8224206349206349,0.7564415117867405,0.7176091157928446
6+10,0.5714285714285714,0.6206839901479452,0.686046511627907,0.676711337678645,0.6792317145350211
6+10,0.5714285714285714,0.5904412175014261,0.6835443037974683,0.6162051725468988,0.6107625901844298
6+10,0.8571428571428571,0.8060184941824278,0.8518123667377399,0.7832613724462346,0.7606494869813144
6+10,0.8571428571428571,0.7909468496850157,0.86996336996337,0.7792049845373461,0.7342422902130741
6+10,0.8571428571428571,0.7860691323167178,0.8058350100603622,0.7616717739470859,0.7258796654510348
6+10,0.7142857142857143,0.6828858918850702,0.583976833976834,0.6679966848354708,0.6541304786845112
6+10,0.8571428571428571,0.8111412547533481,0.8761904761904762,0.8015852007549706,0.7698258294201612
6+10,0.8571428571428571,0.7812284528857548,0.7308673469387755,0.7265135339852755,0.7176669813201874
6+10,0.8571428571428571,0.7908874277472272,0.8317669172932329,0.7762427571928986,0.734139882410718
6+10,0.7142857142857143,0.7103163448301528,0.8423005565862709,0.7142857142857143,0.7063908480717194
6+10,1.0,0.8556716837361724,0.8095238095238095,0.8135832092790027,0.7477501618852673
6+10,0.8571428571428571,0.8059118659076201,0.7811934900542495,0.8002148036861126,0.7604595845452644
6+10,1.0,0.8656334789545315,0.9267161410018552,0.8477696222415226,0.7630985778359678
6+10,0.7142857142857143,0.7103052347645649,0.8008048289738431,0.7024706737949221,0.7063688731967727
6+10,0.8571428571428571,0.811073794281367,0.9246031746031746,0.7974912701464092,0.7697043118969055
6+10,0.8571428571428571,0.8323301615639535,0.8272200772200773,0.8272365692139102,0.8089136131264592
6+10,1.0,0.8605971089789695,0.8726190476190476,0.821004293707848,0.7553053584125801
6+10,0.8571428571428571,0.8058757357295913,0.8092105263157895,0.7962104883740208,0.7603952476648056
6+10,1.0,0.8758185787048265,0.8847619047619047,0.8591111897320992,0.7790722761596548
6+10,0.8571428571428571,0.7577816000629635,0.799412915851272,0.7240544613298563,0.6790635566644225
6+10,0.8571428571428571,0.7859250662079726,0.7901785714285714,0.7755385345249424,0.7256340067241616
6+10,0.8571428571428571,0.781111265155213,0.8042671614100185,0.7644686979209243,0.7174692172352658
6+10,0.7142857142857143,0.6784021489032496,0.6735985533453888,0.6722890964565706,0.6459514893980481
6+10,0.7142857142857143,0.7199563844053618,0.6833688699360341,0.7082103341499053,0.7257178132518263
6+10,0.7142857142857143,0.7055342186519737,0.8085317460317459,0.6976594896460079,0.6969945756719463
6+10,0.8571428571428571,0.7623466997139601,0.7992277992277992,0.7326793761593641,0.6864305573400753
6+10,0.7142857142857143,0.6827634003127836,0.7330827067669172,0.6951853433853027,0.7514303865884071
6+10,0.7142857142857143,0.6827706053343575,0.6861167002012072,0.6611087788128858,0.6539189476994126
6+10,0.8571428571428571,0.8323078584723407,0.9030612244897959,0.8224354405429877,0.8088714825788001
6+10,0.7142857142857143,0.7150477024853592,0.8287545787545787,0.7227414461324594,0.7158113181740283
6+10,0.8571428571428571,0.8215362863014251,0.810515873015873,0.8111738536562612,0.7887699925799647
6+10,1.0,0.8706743431291171,0.8382352941176471,0.8451321459349218,0.7709683542845978
6+10,0.8571428571428571,0.7810728059376467,0.7899159663865546,0.7495297331918171,0.7174043249177581
6+10,0.7142857142857143,0.7008026140924001,0.7495590828924162,0.7087568270985748,0.6878191065917272
6+10,0.7142857142857143,0.7054998826469505,0.7781954887218046,0.7057168692837268,0.6969275591679802
6+10,0.7142857142857143,0.7199099121808743,0.7642857142857142,0.7328326270394634,0.7256233814735417
6+10,0.8571428571428571,0.8008109996970878,0.8428571428571429,0.7881401785007899,0.751426851066049
6+10,0.7142857142857143,0.6740650613904385,0.752895752895753,0.6544662590383784,0.6790892315783179
6+10,0.7142857142857143,0.7008545945982004,0.7142857142857143,0.703012298539525,0.6879192583463271
6+10,1.0,0.8656118227302818,0.8648648648648649,0.8446712134246075,0.7630649191123132
6+10,1.0,0.8758466718268819,0.9102564102564102,0.8619082834939591,0.7791167360152162
6+10,0.7142857142857143,0.6698277023486969,0.7342857142857142,0.6500829909207803,0.6479530718694435
6+10,1.0,0.8863409740428481,0.8841463414634146,0.8782701530963494,0.7958818214408743
6+10,1.0,0.8458911162791699,0.9315068493150684,0.8164518938746852,0.7329387445247191
6+10,1.0,0.8758836361742498,0.9005791505791506,0.8582020311008727,0.7791752387567067
6+10,0.8571428571428571,0.8008615175395954,0.8083182640144666,0.7936913628345432,0.7515158146291684
6+10,0.2857142857142857,0.33534129942033697,0.4587525150905433,0.4215733807294325,0.4058321273289149
6+10,1.0,0.8507491519962602,0.8311688311688312,0.8279304403380229,0.7402641063733126
6+10,1.0,0.8917069994860974,0.9214285714285716,0.8831986928608057,0.8045769476777559
6+10,0.8571428571428571,0.7860305375801327,0.7529761904761905,0.7632867933452303,0.7359025615972585
6+10,0.7142857142857143,0.6741542597659371,0.6625258799171843,0.642415889719995,0.638292415505489
6+10,1.0,0.8707479815157741,0.8552631578947368,0.8534359808137353,0.7710838389153937
6+10,0.5714285714285714,0.5705087416626385,0.5989010989010989,0.5808203287120065,0.5695918684413438
6+10,0.7142857142857143,0.6917749707738294,0.8116883116883117,0.687816206129134,0.7258054583639552
6+10,0.7142857142857143,0.7056139591318982,0.6754068716094033,0.7114868502227479,0.6971502365128481
6+10,1.0,0.8707913097129462,0.8990476190476191,0.8524812578063298,0.7889328278523825
6+10,0.8571428571428571,0.8059946470144977,0.7952380952380953,0.7948792110695109,0.7606070118683286
6+10,0.7142857142857143,0.6963551736999526,0.6831501831501832,0.6964446773685039,0.6793028006871139
6+10,1.0,0.860700449049629,0.8898809523809523,0.8357798581693423,0.755464573238581
6+10,0.8571428571428571,0.7764583920895212,0.7857142857142857,0.7407444124900153,0.7096570433559317
6+10,0.7142857142857143,0.7103511452671055,0.599078341013825,0.6828022689925166,0.7064596851211423
6+10,0.7142857142857143,0.6962989268409403,0.6689075630252102,0.7097961975284409,0.6791957572346592
6+10,0.7142857142857143,0.7009431808508805,0.6842105263157895,0.6990601417844013,0.6880899720100746
6+10,1.0,0.8507929505427478,0.92,0.8256522541457364,0.7403304312695964
6+10,0.5714285714285714,0.5863367035277125,0.6408730158730158,0.5909807603754049,0.6020435570644822
6+10,0.8571428571428571,0.7909298016878007,0.8151785714285714,0.7820644885463451,0.7342129083363892
6+10,0.7142857142857143,0.6873162405223031,0.7802197802197802,0.6832985522676419,0.6623092555935121
6+10,1.0,0.8508227485861909,0.8832046332046332,0.8244958609717082,0.7403755578518817
6+10,0.42857142857142855,0.47812265102467,0.6390168970814132,0.5849802781313961,0.5406300357456559
6+10,0.5714285714285714,0.5946453454710368,0.6771037181996087,0.6073411399590236,0.6198285806495408
6+10,0.7142857142857143,0.6785839422363088,0.6790352504638221,0.6679834289511309,0.6462812043059822
6+10,0.7142857142857143,0.7300106863116753,0.7282003710575139,0.7407431594877788,0.7464436132233271
6+10,0.8571428571428571,0.7959830075257492,0.873015873015873,0.7899449400034361,0.7910266970202388
6+20,0.7142857142857143,0.7100559409541621,0.6805019305019304,0.7084909871943271,0.7058759674745118
6+20,0.7142857142857143,0.7006338538369985,0.7142857142857143,0.6970182961460987,0.687494051839941
6+20,0.7142857142857143,0.6611586092914921,0.6389961389961389,0.6341270195404942,0.6153873607910808
6+20,0.8571428571428571,0.7808743089405831,0.8646055437100213,0.7476590779369929,0.7170694855472677
6+20,0.8571428571428571,0.7620566789098602,0.7922077922077921,0.7378605859485443,0.6859604305258067
6+20,0.7142857142857143,0.7006230917561843,0.7091836734693877,0.6864907236535509,0.7011692076974423
6+20,0.8571428571428571,0.7955509915498441,0.8441558441558441,0.7842471006943001,0.7422173485173783
6+20,0.5714285714285714,0.5942432851330294,0.7380952380952381,0.6203301440214284,0.618955549014494
6+20,0.8571428571428571,0.7906156060932406,0.825187969924812,0.7761469916052001,0.7336715928099292
6+20,0.5714285714285714,0.5780046807669225,0.6447368421052632,0.5885800085209557,0.5847339104931
6+20,0.8571428571428571,0.7808895274582078,0.777056277056277,0.748996842340945,0.7904425189475967
6+20,0.7142857142857143,0.7197244747685702,0.8443877551020408,0.7396166627850637,0.7252466950601508
6+20,1.0,0.8407933488783272,0.8534798534798534,0.815711908603749,0.7253179129577613
6+20,0.42857142857142855,0.4707646222575642,0.5234962406015038,0.524796135700104,0.5221729602385862
6+20,1.0,0.8554110834477779,0.9403254972875226,0.8365500212745476,0.7473522336949432
6+20,0.8571428571428571,0.7809459411517458,0.7717996289424861,0.7644061981375022,0.7171903036182345
6+20,1.0,0.8756998906728292,0.9285714285714286,0.8541392922352643,0.7788844663520359
6+20,0.7142857142857143,0.7348122174241484,0.8176691729323309,0.7457221027193671,0.7565533706149989
6+20,0.7142857142857143,0.6870415453260634,0.7761324041811847,0.6913872376097053,0.6617993044318157
6+20,1.0,0.87572289228976,0.8580827067669172,0.8599893678856534,0.778920860599307
6+20,1.0,0.8757304823298828,0.8948412698412699,0.8561582453075605,0.7789328702469005
6+20,0.8571428571428571,0.7907217314012585,0.7306122448979592,0.7668579753213776,0.7459387231062422
6+20,0.7142857142857143,0.7149463192392627,0.8086080586080586,0.7227455581414665,0.7156081472408764
6+20,0.8571428571428571,0.7858229114880043,0.7866795366795367,0.7664023563220502,0.7254598606767232
6+20,1.0,0.8705711144103879,0.8533333333333333,0.852337850425109,0.7708064894726959
6+20,0.5714285714285714,0.5820905973072329,0.5998168498168498,0.6005655737164897,0.5931580639053503
6+20,0.7142857142857143,0.7149778306597747,0.7857142857142857,0.7245563921457996,0.7156712896049476
6+20,0.7142857142857143,0.687116647683813,0.7820037105751392,0.6811762094016032,0.6619386888312875
6+20,0.7142857142857143,0.6961763540731528,0.7474489795918368,0.7079574633795847,0.6789625458344575
6+20,1.0,0.860540620950913,0.8891257995735607,0.8298434234141536,0.788737158012062
6+20,0.5714285714285714,0.6072186815301059,0.6409001956947162,0.6277828812374362,0.6477916146496385
6+20,0.5714285714285714,0.6072152104469749,0.639921722113503,0.627783863802323,0.6477837138219308
6+20,0.5714285714285714,0.6028845093496934,0.6004140786749482,0.610383122396811,0.6380053590426221
6+20,0.5714285714285714,0.5943941618839718,0.6871227364185111,0.6019680535158569,0.6253880336909909
6+20,1.0,0.8268231694343171,0.8741071428571429,0.7987063833748348,0.7047728423307158
6+20,0.8571428571428571,0.7907677384819544,0.8285714285714285,0.7746987477767138,0.7789908803724402
6+20,0.8571428571428571,0.8007516553102597,0.7885714285714286,0.7881210011751569,0.7566987580736595
6+20,0.5714285714285714,0.6205740136272287,0.6721611721611722,0.6597607659098228,0.6789683645258965
6+20,0.5714285714285714,0.6072245566040533,0.6809523809523811,0.6327763278090315,0.6478049876387642
6+20,0.8571428571428571,0.8007724668382787,0.7990580847723705,0.8086684790540133,0.7513590000637521
6+20,0.8571428571428571,0.7908569923329031,0.8209523809523811,0.7747310036915314,0.7340874351039214
6+20,0.8571428571428571,0.7908604325841482,0.8068783068783069,0.7834478315646389,0.7340933632846878
6+20,0.5714285714285714,0.6116964385043375,0.6920849420849421,0.637023053068898,0.6580698066291971
6+20,1.0,0.8363354455805351,0.8996383363471971,0.8105761824175411,0.7187083617905423
6+20,0.7142857142857143,0.6828362526646171,0.7561904761904762,0.6702140219305499,0.6540393912378293
6+20,0.8571428571428571,0.8163165946863724,0.8498168498168498,0.8120626536630525,0.7792026730438112
6+20,0.8571428571428571,0.7670481706850673,0.8119349005424955,0.7479842033537248,0.6940918516468644
6+20,0.5714285714285714,0.5945693701325718,0.6187122736418511,0.6019428943947905,0.6196635100974872
6+20,1.0,0.8811270376109466,0.8782696177062375,0.8621862676315356,0.7875130307282927
6+20,0.8571428571428571,0.7764170373357152,0.7552380952380953,0.7546339501299887,0.7095879562590481
6+20,0.8571428571428571,0.7811941669465086,0.8224206349206349,0.7564415117867405,0.7176091157928446
6+20,0.5714285714285714,0.6206839901479452,0.686046511627907,0.676711337678645,0.6792317145350211
6+20,0.5714285714285714,0.5904412175014261,0.6835443037974683,0.6162051725468988,0.6107625901844298
6+20,0.8571428571428571,0.8060184941824278,0.8518123667377399,0.7832613724462346,0.7606494869813144
6+20,0.8571428571428571,0.7909468496850157,0.86996336996337,0.7792049845373461,0.7342422902130741
6+20,0.8571428571428571,0.7860691323167178,0.8058350100603622,0.7616717739470859,0.7258796654510348
6+20,0.7142857142857143,0.6828858918850702,0.6689189189189189,0.6679966848354708,0.6541304786845112
6+20,0.8571428571428571,0.8111412547533481,0.8761904761904762,0.8015852007549706,0.7698258294201612
6+20,0.8571428571428571,0.7812284528857548,0.7308673469387755,0.7265135339852755,0.7176669813201874
6+20,0.8571428571428571,0.7908874277472272,0.8317669172932329,0.7762427571928986,0.734139882410718
6+20,0.7142857142857143,0.7103163448301528,0.8423005565862709,0.7142857142857143,0.7063908480717194
6+20,1.0,0.8556716837361724,0.8095238095238095,0.8135832092790027,0.7477501618852673
6+20,0.8571428571428571,0.8059118659076201,0.7811934900542495,0.8002148036861126,0.7604595845452644
6+20,1.0,0.8656334789545315,0.9267161410018552,0.8477696222415226,0.7630985778359678
6+20,0.7142857142857143,0.7103052347645649,0.8008048289738431,0.7024706737949221,0.7063688731967727
6+20,0.8571428571428571,0.811073794281367,0.9246031746031746,0.7974912701464092,0.7697043118969055
6+20,0.8571428571428571,0.8323301615639535,0.8272200772200773,0.8272365692139102,0.8089136131264592
6+20,1.0,0.8605971089789695,0.8726190476190476,0.821004293707848,0.7553053584125801
6+20,0.8571428571428571,0.8058757357295913,0.8092105263157895,0.7962104883740208,0.7603952476648056
6+20,1.0,0.8758185787048265,0.8847619047619047,0.8591111897320992,0.7790722761596548
6+20,0.8571428571428571,0.7577816000629635,0.799412915851272,0.7240544613298563,0.6790635566644225
6+20,0.8571428571428571,0.7859250662079726,0.7875,0.7755385345249424,0.7256340067241616
6+20,0.8571428571428571,0.781111265155213,0.8042671614100185,0.7644686979209243,0.7174692172352658
6+20,0.7142857142857143,0.6784021489032496,0.6735985533453888,0.6722890964565706,0.6459514893980481
6+20,0.7142857142857143,0.7199563844053618,0.6833688699360341,0.7082103341499053,0.7257178132518263
