iter	Accuracy_SumError	Accuracy_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight
246	13547.1193	20717.81801	6342.119303	9443.119303	10411.81801	6342.119303	9443.119303	6342.119303	10411.81801
247	13536.79012	20717.81801	6331.790118	9432.790118	10411.81801	6331.790118	9432.790118	6331.790118	10411.81801
248	13535.79012	20717.81801	6331.790118	9433.790118	10411.81801	6331.790118	9433.790118	6331.790118	10411.81801
249	13511.13175	20717.81801	6311.131749	9417.131749	10411.81801	6311.131749	9417.131749	6311.131749	10411.81801
250	13511.13175	20717.81801	6311.131749	9417.131749	10411.81801	6311.131749	9417.131749	6311.131749	10411.81801
251	13513.13175	20717.81801	6311.131749	9415.131749	10411.81801	6311.131749	9415.131749	6311.131749	10411.81801
252	13530.79012	20717.81801	6331.790118	9438.790118	10411.81801	6331.790118	9438.790118	6331.790118	10411.81801
253	13539.1193	20717.81801	6342.119303	9451.119303	10411.81801	6342.119303	9451.119303	6342.119303	10411.81801
254	13540.1193	20717.81801	6342.119303	9450.119303	10411.81801	6342.119303	9450.119303	6342.119303	10411.81801
255	13535.79012	20717.81801	6331.790118	9433.790118	10411.81801	6331.790118	9433.790118	6331.790118	10411.81801
256	13538.79012	20717.81801	6331.790118	9430.790118	10411.81801	6331.790118	9430.790118	6331.790118	10411.81801
257	13551.1193	20717.81801	6342.119303	9439.119303	10411.81801	6342.119303	9439.119303	6342.119303	10411.81801
258	13537.79012	20717.81801	6331.790118	9431.790118	10411.81801	6331.790118	9431.790118	6331.790118	10411.81801
259	13552.1193	20717.81801	6342.119303	9438.119303	10411.81801	6342.119303	9438.119303	6342.119303	10411.81801
260	13572.77767	20717.81801	6362.777672	9458.777672	10411.81801	6362.777672	9458.777672	6362.777672	10411.81801
261	13583.10686	20717.81801	6373.106856	9469.106856	10411.81801	6373.106856	9469.106856	6373.106856	10411.81801
262	13581.10686	20717.81801	6373.106856	9471.106856	10411.81801	6373.106856	9471.106856	6373.106856	10411.81801
263	13586.10686	20717.81801	6373.106856	9466.106856	10411.81801	6373.106856	9466.106856	6373.106856	10411.81801
264	13567.77767	20717.81801	6362.777672	9463.777672	10411.81801	6362.777672	9463.777672	6362.777672	10411.81801
265	13578.10686	20717.81801	6373.106856	9474.106856	10411.81801	6373.106856	9474.106856	6373.106856	10411.81801
266	13563.77767	20717.81801	6362.777672	9467.777672	10411.81801	6362.777672	9467.777672	6362.777672	10411.81801
267	13569.77767	20717.81801	6362.777672	9461.777672	10411.81801	6362.777672	9461.777672	6362.777672	10411.81801
268	13570.77767	20717.81801	6362.777672	9460.777672	10411.81801	6362.777672	9460.777672	6362.777672	10411.81801
269	13577.10686	20717.81801	6373.106856	9475.106856	10411.81801	6373.106856	9475.106856	6373.106856	10411.81801
270	13575.10686	20717.81801	6373.106856	9477.106856	10411.81801	6373.106856	9477.106856	6373.106856	10411.81801
271	13575.10686	20717.81801	6373.106856	9477.106856	10411.81801	6373.106856	9477.106856	6373.106856	10411.81801
272	13574.10686	20717.81801	6373.106856	9478.106856	10411.81801	6373.106856	9478.106856	6373.106856	10411.81801
273	13583.43604	20717.81801	6383.436041	9489.436041	10411.81801	6383.436041	9489.436041	6383.436041	10411.81801
274	13573.10686	20717.81801	6373.106856	9479.106856	10411.81801	6373.106856	9479.106856	6373.106856	10411.81801
275	13571.10686	20717.81801	6373.106856	9481.106856	10411.81801	6373.106856	9481.106856	6373.106856	10411.81801
276	13570.10686	20717.81801	6373.106856	9482.106856	10411.81801	6373.106856	9482.106856	6373.106856	10411.81801
277	13568.10686	20717.81801	6373.106856	9484.106856	10411.81801	6373.106856	9484.106856	6373.106856	10411.81801
278	13582.43604	20717.81801	6383.436041	9490.436041	10411.81801	6383.436041	9490.436041	6383.436041	10411.81801
279	13575.10686	20717.81801	6373.106856	9477.106856	10411.81801	6373.106856	9477.106856	6373.106856	10411.81801
280	13589.43604	20717.81801	6383.436041	9483.436041	10411.81801	6383.436041	9483.436041	6383.436041	10411.81801
281	13560.77767	20717.81801	6362.777672	9470.777672	10411.81801	6362.777672	9470.777672	6362.777672	10411.81801
282	13572.10686	20717.81801	6373.106856	9480.106856	10411.81801	6373.106856	9480.106856	6373.106856	10411.81801
283	13566.10686	20717.81801	6373.106856	9486.106856	10411.81801	6373.106856	9486.106856	6373.106856	10411.81801
284	13574.43604	20717.81801	6383.436041	9498.436041	10411.81801	6383.436041	9498.436041	6383.436041	10411.81801
285	13561.10686	20717.81801	6373.106856	9491.106856	10411.81801	6373.106856	9491.106856	6373.106856	10411.81801
286	13575.43604	20717.81801	6383.436041	9497.436041	10411.81801	6383.436041	9497.436041	6383.436041	10411.81801
287	13565.10686	20717.81801	6373.106856	9487.106856	10411.81801	6373.106856	9487.106856	6373.106856	10411.81801
288	13580.43604	20717.81801	6383.436041	9492.436041	10411.81801	6383.436041	9492.436041	6383.436041	10411.81801
289	13591.76523	20717.81801	6393.765225	9501.765225	10411.81801	6393.765225	9501.765225	6393.765225	10411.81801
290	13603.09441	20717.81801	6404.09441	9511.09441	10411.81801	6404.09441	9511.09441	6404.09441	10411.81801
291	13597.76523	20717.81801	6393.765225	9495.765225	10411.81801	6393.765225	9495.765225	6393.765225	10411.81801
292	13610.09441	20717.81801	6404.09441	9504.09441	10411.81801	6404.09441	9504.09441	6404.09441	10411.81801
293	13620.42359	20717.81801	6414.423594	9514.423594	10411.81801	6414.423594	9514.423594	6414.423594	10411.81801
294	13619.42359	20717.81801	6414.423594	9515.423594	10411.81801	6414.423594	9515.423594	6414.423594	10411.81801
295	13621.42359	20717.81801	6414.423594	9513.423594	10411.81801	6414.423594	9513.423594	6414.423594	10411.81801
296	13620.42359	20717.81801	6414.423594	9514.423594	10411.81801	6414.423594	9514.423594	6414.423594	10411.81801
297	13619.42359	20717.81801	6414.423594	9515.423594	10411.81801	6414.423594	9515.423594	6414.423594	10411.81801
298	13622.42359	20717.81801	6414.423594	9512.423594	10411.81801	6414.423594	9512.423594	6414.423594	10411.81801
299	13615.09441	20717.81801	6404.09441	9499.09441	10411.81801	6404.09441	9499.09441	6404.09441	10411.81801
300	13616.09441	20717.81801	6404.09441	9498.09441	10411.81801	6404.09441	9498.09441	6404.09441	10411.81801
301	13601.76523	20717.81801	6393.765225	9491.765225	10411.81801	6393.765225	9491.765225	6393.765225	10411.81801
302	13600.76523	20717.81801	6393.765225	9492.765225	10411.81801	6393.765225	9492.765225	6393.765225	10411.81801
303	13603.76523	20717.81801	6393.765225	9489.765225	10411.81801	6393.765225	9489.765225	6393.765225	10411.81801
304	13595.43604	20717.81801	6383.436041	9477.436041	10411.81801	6383.436041	9477.436041	6383.436041	10411.81801
305	13594.43604	20717.81801	6383.436041	9478.436041	10411.81801	6383.436041	9478.436041	6383.436041	10411.81801
306	13585.10686	20717.81801	6373.106856	9467.106856	10411.81801	6373.106856	9467.106856	6373.106856	10411.81801
307	13585.10686	20717.81801	6373.106856	9467.106856	10411.81801	6373.106856	9467.106856	6373.106856	10411.81801
308	13584.10686	20717.81801	6373.106856	9468.106856	10411.81801	6373.106856	9468.106856	6373.106856	10411.81801
309	13584.10686	20717.81801	6373.106856	9468.106856	10411.81801	6373.106856	9468.106856	6373.106856	10411.81801
310	13583.10686	20717.81801	6373.106856	9469.106856	10411.81801	6373.106856	9469.106856	6373.106856	10411.81801
311	13581.10686	20717.81801	6373.106856	9471.106856	10411.81801	6373.106856	9471.106856	6373.106856	10411.81801
312	13580.10686	20717.81801	6373.106856	9472.106856	10411.81801	6373.106856	9472.106856	6373.106856	10411.81801
313	13581.10686	20717.81801	6373.106856	9471.106856	10411.81801	6373.106856	9471.106856	6373.106856	10411.81801
314	13589.10686	20717.81801	6373.106856	9463.106856	10411.81801	6373.106856	9463.106856	6373.106856	10411.81801
315	13589.10686	20717.81801	6373.106856	9463.106856	10411.81801	6373.106856	9463.106856	6373.106856	10411.81801
316	13589.10686	20717.81801	6373.106856	9463.106856	10411.81801	6373.106856	9463.106856	6373.106856	10411.81801
317	13570.44849	20717.81801	6352.448487	9440.448487	10411.81801	6352.448487	9440.448487	6352.448487	10411.81801
318	13569.44849	20717.81801	6352.448487	9441.448487	10411.81801	6352.448487	9441.448487	6352.448487	10411.81801
319	13576.44849	20717.81801	6352.448487	9434.448487	10411.81801	6352.448487	9434.448487	6352.448487	10411.81801
320	13574.44849	20717.81801	6352.448487	9436.448487	10411.81801	6352.448487	9436.448487	6352.448487	10411.81801
321	13574.44849	20717.81801	6352.448487	9436.448487	10411.81801	6352.448487	9436.448487	6352.448487	10411.81801
322	13582.77767	20717.81801	6362.777672	9448.777672	10411.81801	6362.777672	9448.777672	6362.777672	10411.81801
323	13584.77767	20717.81801	6362.777672	9446.777672	10411.81801	6362.777672	9446.777672	6362.777672	10411.81801
324	13587.77767	20717.81801	6362.777672	9443.777672	10411.81801	6362.777672	9443.777672	6362.777672	10411.81801
325	13596.10686	20717.81801	6373.106856	9456.106856	10411.81801	6373.106856	9456.106856	6373.106856	10411.81801
326	13591.77767	20717.81801	6362.777672	9439.777672	10411.81801	6362.777672	9439.777672	6362.777672	10411.81801
327	13601.10686	20717.81801	6373.106856	9451.106856	10411.81801	6373.106856	9451.106856	6373.106856	10411.81801
328	13596.10686	20717.81801	6373.106856	9456.106856	10411.81801	6373.106856	9456.106856	6373.106856	10411.81801
329	13583.77767	20717.81801	6362.777672	9447.777672	10411.81801	6362.777672	9447.777672	6362.777672	10411.81801
330	13574.44849	20717.81801	6352.448487	9436.448487	10411.81801	6352.448487	9436.448487	6352.448487	10411.81801
331	13591.77767	20717.81801	6362.777672	9439.777672	10411.81801	6362.777672	9439.777672	6362.777672	10411.81801
332	13591.77767	20717.81801	6362.777672	9439.777672	10411.81801	6362.777672	9439.777672	6362.777672	10411.81801
333	13594.77767	20717.81801	6362.777672	9436.777672	10411.81801	6362.777672	9436.777672	6362.777672	10411.81801
334	13596.77767	20717.81801	6362.777672	9434.777672	10411.81801	6362.777672	9434.777672	6362.777672	10411.81801
335	13590.77767	20717.81801	6362.777672	9440.777672	10411.81801	6362.777672	9440.777672	6362.777672	10411.81801
336	13595.77767	20717.81801	6362.777672	9435.777672	10411.81801	6362.777672	9435.777672	6362.777672	10411.81801
337	13607.10686	20717.81801	6373.106856	9445.106856	10411.81801	6373.106856	9445.106856	6373.106856	10411.81801
338	13605.10686	20717.81801	6373.106856	9447.106856	10411.81801	6373.106856	9447.106856	6373.106856	10411.81801
339	13585.44849	20717.81801	6352.448487	9425.448487	10411.81801	6352.448487	9425.448487	6352.448487	10411.81801
340	13580.44849	20717.81801	6352.448487	9430.448487	10411.81801	6352.448487	9430.448487	6352.448487	10411.81801
341	13587.77767	20717.81801	6362.777672	9443.777672	10411.81801	6362.777672	9443.777672	6362.777672	10411.81801
342	13594.77767	20717.81801	6362.777672	9436.777672	10411.81801	6362.777672	9436.777672	6362.777672	10411.81801
343	13605.10686	20717.81801	6373.106856	9447.106856	10411.81801	6373.106856	9447.106856	6373.106856	10411.81801
344	13607.10686	20717.81801	6373.106856	9445.106856	10411.81801	6373.106856	9445.106856	6373.106856	10411.81801
345	13619.43604	20717.81801	6383.436041	9453.436041	10411.81801	6383.436041	9453.436041	6383.436041	10411.81801
346	13624.43604	20717.81801	6383.436041	9448.436041	10411.81801	6383.436041	9448.436041	6383.436041	10411.81801
347	13629.43604	20717.81801	6383.436041	9443.436041	10411.81801	6383.436041	9443.436041	6383.436041	10411.81801
348	13625.43604	20717.81801	6383.436041	9447.436041	10411.81801	6383.436041	9447.436041	6383.436041	10411.81801
349	13625.43604	20717.81801	6383.436041	9447.436041	10411.81801	6383.436041	9447.436041	6383.436041	10411.81801
350	13631.43604	20717.81801	6383.436041	9441.436041	10411.81801	6383.436041	9441.436041	6383.436041	10411.81801
351	13618.10686	20717.81801	6373.106856	9434.106856	10411.81801	6373.106856	9434.106856	6373.106856	10411.81801
352	13615.10686	20717.81801	6373.106856	9437.106856	10411.81801	6373.106856	9437.106856	6373.106856	10411.81801
353	13616.10686	20717.81801	6373.106856	9436.106856	10411.81801	6373.106856	9436.106856	6373.106856	10411.81801
354	13618.10686	20717.81801	6373.106856	9434.106856	10411.81801	6373.106856	9434.106856	6373.106856	10411.81801
355	13616.10686	20717.81801	6373.106856	9436.106856	10411.81801	6373.106856	9436.106856	6373.106856	10411.81801
356	13610.10686	20717.81801	6373.106856	9442.106856	10411.81801	6373.106856	9442.106856	6373.106856	10411.81801
357	13600.77767	20717.81801	6362.777672	9430.777672	10411.81801	6362.777672	9430.777672	6362.777672	10411.81801
358	13592.44849	20717.81801	6352.448487	9418.448487	10411.81801	6352.448487	9418.448487	6352.448487	10411.81801
359	13604.77767	20717.81801	6362.777672	9426.777672	10411.81801	6362.777672	9426.777672	6362.777672	10411.81801
360	13606.77767	20717.81801	6362.777672	9424.777672	10411.81801	6362.777672	9424.777672	6362.777672	10411.81801
361	13600.44849	20717.81801	6352.448487	9410.448487	10411.81801	6352.448487	9410.448487	6352.448487	10411.81801
362	13598.44849	20717.81801	6352.448487	9412.448487	10411.81801	6352.448487	9412.448487	6352.448487	10411.81801
363	13596.44849	20717.81801	6352.448487	9414.448487	10411.81801	6352.448487	9414.448487	6352.448487	10411.81801
364	13592.1193	20717.81801	6342.119303	9398.119303	10411.81801	6342.119303	9398.119303	6342.119303	10411.81801
365	13592.1193	20717.81801	6342.119303	9398.119303	10411.81801	6342.119303	9398.119303	6342.119303	10411.81801
366	13599.44849	20717.81801	6352.448487	9411.448487	10411.81801	6352.448487	9411.448487	6352.448487	10411.81801
367	13605.44849	20717.81801	6352.448487	9405.448487	10411.81801	6352.448487	9405.448487	6352.448487	10411.81801
368	13607.44849	20717.81801	6352.448487	9403.448487	10411.81801	6352.448487	9403.448487	6352.448487	10411.81801
369	13602.44849	20717.81801	6352.448487	9408.448487	10411.81801	6352.448487	9408.448487	6352.448487	10411.81801
370	13609.44849	20717.81801	6352.448487	9401.448487	10411.81801	6352.448487	9401.448487	6352.448487	10411.81801
371	13607.44849	20717.81801	6352.448487	9403.448487	10411.81801	6352.448487	9403.448487	6352.448487	10411.81801
372	13607.44849	20717.81801	6352.448487	9403.448487	10411.81801	6352.448487	9403.448487	6352.448487	10411.81801
373	13607.44849	20717.81801	6352.448487	9403.448487	10411.81801	6352.448487	9403.448487	6352.448487	10411.81801
374	13600.1193	20717.81801	6342.119303	9390.119303	10411.81801	6342.119303	9390.119303	6342.119303	10411.81801
375	13603.1193	20717.81801	6342.119303	9387.119303	10411.81801	6342.119303	9387.119303	6342.119303	10411.81801
376	13607.1193	20717.81801	6342.119303	9383.119303	10411.81801	6342.119303	9383.119303	6342.119303	10411.81801
377	13592.79012	20717.81801	6331.790118	9376.790118	10411.81801	6331.790118	9376.790118	6331.790118	10411.81801
378	13587.46093	20717.81801	6321.460934	9361.460934	10411.81801	6321.460934	9361.460934	6321.460934	10411.81801
379	13616.44849	20717.81801	6352.448487	9394.448487	10411.81801	6352.448487	9394.448487	6352.448487	10411.81801
380	13587.46093	20717.81801	6321.460934	9361.460934	10411.81801	6321.460934	9361.460934	6321.460934	10411.81801
381	13576.13175	20717.81801	6311.131749	9352.131749	10411.81801	6311.131749	9352.131749	6311.131749	10411.81801
382	13587.46093	20717.81801	6321.460934	9361.460934	10411.81801	6321.460934	9361.460934	6321.460934	10411.81801
383	13606.1193	20717.81801	6342.119303	9384.119303	10411.81801	6342.119303	9384.119303	6342.119303	10411.81801
384	13588.46093	20717.81801	6321.460934	9360.460934	10411.81801	6321.460934	9360.460934	6321.460934	10411.81801
385	13604.79012	20717.81801	6331.790118	9364.790118	10411.81801	6331.790118	9364.790118	6331.790118	10411.81801
386	13598.79012	20717.81801	6331.790118	9370.790118	10411.81801	6331.790118	9370.790118	6331.790118	10411.81801
387	13598.79012	20717.81801	6331.790118	9370.790118	10411.81801	6331.790118	9370.790118	6331.790118	10411.81801
388	13599.79012	20717.81801	6331.790118	9369.790118	10411.81801	6331.790118	9369.790118	6331.790118	10411.81801
389	13599.79012	20717.81801	6331.790118	9369.790118	10411.81801	6331.790118	9369.790118	6331.790118	10411.81801
390	13597.79012	20717.81801	6331.790118	9371.790118	10411.81801	6331.790118	9371.790118	6331.790118	10411.81801
391	13591.46093	20717.81801	6321.460934	9357.460934	10411.81801	6321.460934	9357.460934	6321.460934	10411.81801
392	13603.79012	20717.81801	6331.790118	9365.790118	10411.81801	6331.790118	9365.790118	6331.790118	10411.81801
393	13605.79012	20717.81801	6331.790118	9363.790118	10411.81801	6331.790118	9363.790118	6331.790118	10411.81801
394	13596.46093	20717.81801	6321.460934	9352.460934	10411.81801	6321.460934	9352.460934	6321.460934	10411.81801
395	13608.79012	20717.81801	6331.790118	9360.790118	10411.81801	6331.790118	9360.790118	6331.790118	10411.81801
396	13621.1193	20717.81801	6342.119303	9369.119303	10411.81801	6342.119303	9369.119303	6342.119303	10411.81801
397	13619.1193	20717.81801	6342.119303	9371.119303	10411.81801	6342.119303	9371.119303	6342.119303	10411.81801
398	13619.1193	20717.81801	6342.119303	9371.119303	10411.81801	6342.119303	9371.119303	6342.119303	10411.81801
399	13626.44849	20717.81801	6352.448487	9384.448487	10411.81801	6352.448487	9384.448487	6352.448487	10411.81801
400	13610.79012	20717.81801	6331.790118	9358.790118	10411.81801	6331.790118	9358.790118	6331.790118	10411.81801
401	13606.79012	20717.81801	6331.790118	9362.790118	10411.81801	6331.790118	9362.790118	6331.790118	10411.81801
402	13579.80256	20717.81801	6300.802565	9327.802565	10411.81801	6300.802565	9327.802565	6300.802565	10411.81801
403	13609.79012	20717.81801	6331.790118	9359.790118	10411.81801	6331.790118	9359.790118	6331.790118	10411.81801
404	13610.79012	20717.81801	6331.790118	9358.790118	10411.81801	6331.790118	9358.790118	6331.790118	10411.81801
405	13612.79012	20717.81801	6331.790118	9356.790118	10411.81801	6331.790118	9356.790118	6331.790118	10411.81801
406	13611.79012	20717.81801	6331.790118	9357.790118	10411.81801	6331.790118	9357.790118	6331.790118	10411.81801
407	13609.79012	20717.81801	6331.790118	9359.790118	10411.81801	6331.790118	9359.790118	6331.790118	10411.81801
408	13594.13175	20717.81801	6311.131749	9334.131749	10411.81801	6311.131749	9334.131749	6311.131749	10411.81801
409	13605.46093	20717.81801	6321.460934	9343.460934	10411.81801	6321.460934	9343.460934	6321.460934	10411.81801
410	13596.13175	20717.81801	6311.131749	9332.131749	10411.81801	6311.131749	9332.131749	6311.131749	10411.81801
411	13600.13175	20717.81801	6311.131749	9328.131749	10411.81801	6311.131749	9328.131749	6311.131749	10411.81801
412	13587.80256	20717.81801	6300.802565	9319.802565	10411.81801	6300.802565	9319.802565	6300.802565	10411.81801
413	13598.13175	20717.81801	6311.131749	9330.131749	10411.81801	6311.131749	9330.131749	6311.131749	10411.81801
414	13608.46093	20717.81801	6321.460934	9340.460934	10411.81801	6321.460934	9340.460934	6321.460934	10411.81801
415	13596.13175	20717.81801	6311.131749	9332.131749	10411.81801	6311.131749	9332.131749	6311.131749	10411.81801
416	13600.13175	20717.81801	6311.131749	9328.131749	10411.81801	6311.131749	9328.131749	6311.131749	10411.81801
417	13600.13175	20717.81801	6311.131749	9328.131749	10411.81801	6311.131749	9328.131749	6311.131749	10411.81801
418	13605.13175	20717.81801	6311.131749	9323.131749	10411.81801	6311.131749	9323.131749	6311.131749	10411.81801
419	13603.13175	20717.81801	6311.131749	9325.131749	10411.81801	6311.131749	9325.131749	6311.131749	10411.81801
420	13601.13175	20717.81801	6311.131749	9327.131749	10411.81801	6311.131749	9327.131749	6311.131749	10411.81801
421	13602.13175	20717.81801	6311.131749	9326.131749	10411.81801	6311.131749	9326.131749	6311.131749	10411.81801
422	13596.80256	20717.81801	6300.802565	9310.802565	10411.81801	6300.802565	9310.802565	6300.802565	10411.81801
423	13607.13175	20717.81801	6311.131749	9321.131749	10411.81801	6311.131749	9321.131749	6311.131749	10411.81801
424	13606.13175	20717.81801	6311.131749	9322.131749	10411.81801	6311.131749	9322.131749	6311.131749	10411.81801
425	13595.80256	20717.81801	6300.802565	9311.802565	10411.81801	6300.802565	9311.802565	6300.802565	10411.81801
426	13607.13175	20717.81801	6311.131749	9321.131749	10411.81801	6311.131749	9321.131749	6311.131749	10411.81801
427	13615.46093	20717.81801	6321.460934	9333.460934	10411.81801	6321.460934	9333.460934	6321.460934	10411.81801
428	13639.1193	20717.81801	6342.119303	9351.119303	10411.81801	6342.119303	9351.119303	6342.119303	10411.81801
429	13645.44849	20717.81801	6352.448487	9365.448487	10411.81801	6352.448487	9365.448487	6352.448487	10411.81801
430	13644.44849	20717.81801	6352.448487	9366.448487	10411.81801	6352.448487	9366.448487	6352.448487	10411.81801
431	13635.1193	20717.81801	6342.119303	9355.119303	10411.81801	6342.119303	9355.119303	6342.119303	10411.81801
432	13624.79012	20717.81801	6331.790118	9344.790118	10411.81801	6331.790118	9344.790118	6331.790118	10411.81801
433	13630.79012	20717.81801	6331.790118	9338.790118	10411.81801	6331.790118	9338.790118	6331.790118	10411.81801
434	13660.44849	20717.81801	6352.448487	9350.448487	10411.81801	6352.448487	9350.448487	6352.448487	10411.81801
435	13675.77767	20717.81801	6362.777672	9355.777672	10411.81801	6362.777672	9355.777672	6362.777672	10411.81801
436	13673.77767	20717.81801	6362.777672	9357.777672	10411.81801	6362.777672	9357.777672	6362.777672	10411.81801
437	13670.77767	20717.81801	6362.777672	9360.777672	10411.81801	6362.777672	9360.777672	6362.777672	10411.81801
438	13672.77767	20717.81801	6362.777672	9358.777672	10411.81801	6362.777672	9358.777672	6362.777672	10411.81801
439	13670.77767	20717.81801	6362.777672	9360.777672	10411.81801	6362.777672	9360.777672	6362.777672	10411.81801
440	13673.77767	20717.81801	6362.777672	9357.777672	10411.81801	6362.777672	9357.777672	6362.777672	10411.81801
441	13682.10686	20717.81801	6373.106856	9370.106856	10411.81801	6373.106856	9370.106856	6373.106856	10411.81801
442	13681.10686	20717.81801	6373.106856	9371.106856	10411.81801	6373.106856	9371.106856	6373.106856	10411.81801
443	13677.10686	20717.81801	6373.106856	9375.106856	10411.81801	6373.106856	9375.106856	6373.106856	10411.81801
444	13674.77767	20717.81801	6362.777672	9356.777672	10411.81801	6362.777672	9356.777672	6362.777672	10411.81801
445	13654.1193	20717.81801	6342.119303	9336.119303	10411.81801	6342.119303	9336.119303	6342.119303	10411.81801
446	13676.77767	20717.81801	6362.777672	9354.777672	10411.81801	6362.777672	9354.777672	6362.777672	10411.81801
447	13675.77767	20717.81801	6362.777672	9355.777672	10411.81801	6362.777672	9355.777672	6362.777672	10411.81801
448	13660.44849	20717.81801	6352.448487	9350.448487	10411.81801	6352.448487	9350.448487	6352.448487	10411.81801
449	13662.44849	20717.81801	6352.448487	9348.448487	10411.81801	6352.448487	9348.448487	6352.448487	10411.81801
450	13651.1193	20717.81801	6342.119303	9339.119303	10411.81801	6342.119303	9339.119303	6342.119303	10411.81801
451	13656.44849	20717.81801	6352.448487	9354.448487	10411.81801	6352.448487	9354.448487	6352.448487	10411.81801
452	13656.44849	20717.81801	6352.448487	9354.448487	10411.81801	6352.448487	9354.448487	6352.448487	10411.81801
453	13649.1193	20717.81801	6342.119303	9341.119303	10411.81801	6342.119303	9341.119303	6342.119303	10411.81801
454	13649.1193	20717.81801	6342.119303	9341.119303	10411.81801	6342.119303	9341.119303	6342.119303	10411.81801
455	13655.1193	20717.81801	6342.119303	9335.119303	10411.81801	6342.119303	9335.119303	6342.119303	10411.81801
456	13656.1193	20717.81801	6342.119303	9334.119303	10411.81801	6342.119303	9334.119303	6342.119303	10411.81801
457	13642.79012	20717.81801	6331.790118	9326.790118	10411.81801	6331.790118	9326.790118	6331.790118	10411.81801
458	13645.79012	20717.81801	6331.790118	9323.790118	10411.81801	6331.790118	9323.790118	6331.790118	10411.81801
459	13641.46093	20717.81801	6321.460934	9307.460934	10411.81801	6321.460934	9307.460934	6321.460934	10411.81801
460	13634.13175	20717.81801	6311.131749	9294.131749	10411.81801	6311.131749	9294.131749	6311.131749	10411.81801
461	13647.46093	20717.81801	6321.460934	9301.460934	10411.81801	6321.460934	9301.460934	6321.460934	10411.81801
462	13649.46093	20717.81801	6321.460934	9299.460934	10411.81801	6321.460934	9299.460934	6321.460934	10411.81801
463	13648.46093	20717.81801	6321.460934	9300.460934	10411.81801	6321.460934	9300.460934	6321.460934	10411.81801
464	13644.46093	20717.81801	6321.460934	9304.460934	10411.81801	6321.460934	9304.460934	6321.460934	10411.81801
465	13645.46093	20717.81801	6321.460934	9303.460934	10411.81801	6321.460934	9303.460934	6321.460934	10411.81801
466	13642.13175	20717.81801	6311.131749	9286.131749	10411.81801	6311.131749	9286.131749	6311.131749	10411.81801
467	13635.13175	20717.81801	6311.131749	9293.131749	10411.81801	6311.131749	9293.131749	6311.131749	10411.81801
468	13644.13175	20717.81801	6311.131749	9284.131749	10411.81801	6311.131749	9284.131749	6311.131749	10411.81801
469	13645.13175	20717.81801	6311.131749	9283.131749	10411.81801	6311.131749	9283.131749	6311.131749	10411.81801
470	13646.13175	20717.81801	6311.131749	9282.131749	10411.81801	6311.131749	9282.131749	6311.131749	10411.81801
471	13657.46093	20717.81801	6321.460934	9291.460934	10411.81801	6321.460934	9291.460934	6321.460934	10411.81801
472	13678.79012	20717.81801	6331.790118	9290.790118	10411.81801	6331.790118	9290.790118	6331.790118	10411.81801
473	13665.46093	20717.81801	6321.460934	9283.460934	10411.81801	6321.460934	9283.460934	6321.460934	10411.81801
474	13676.79012	20717.81801	6331.790118	9292.790118	10411.81801	6331.790118	9292.790118	6331.790118	10411.81801
475	13663.46093	20717.81801	6321.460934	9285.460934	10411.81801	6321.460934	9285.460934	6321.460934	10411.81801
476	13645.80256	20717.81801	6300.802565	9261.802565	10411.81801	6300.802565	9261.802565	6300.802565	10411.81801
477	13656.13175	20717.81801	6311.131749	9272.131749	10411.81801	6311.131749	9272.131749	6311.131749	10411.81801
478	13654.13175	20717.81801	6311.131749	9274.131749	10411.81801	6311.131749	9274.131749	6311.131749	10411.81801
479	13655.13175	20717.81801	6311.131749	9273.131749	10411.81801	6311.131749	9273.131749	6311.131749	10411.81801
480	13662.46093	20717.81801	6321.460934	9286.460934	10411.81801	6321.460934	9286.460934	6321.460934	10411.81801
481	13659.13175	20717.81801	6311.131749	9269.131749	10411.81801	6311.131749	9269.131749	6311.131749	10411.81801
482	13645.80256	20717.81801	6300.802565	9261.802565	10411.81801	6300.802565	9261.802565	6300.802565	10411.81801
483	13648.80256	20717.81801	6300.802565	9258.802565	10411.81801	6300.802565	9258.802565	6300.802565	10411.81801
484	13648.80256	20717.81801	6300.802565	9258.802565	10411.81801	6300.802565	9258.802565	6300.802565	10411.81801
485	13638.47338	20717.81801	6290.47338	9248.47338	10411.81801	6290.47338	9248.47338	6290.47338	10411.81801
486	13652.80256	20717.81801	6300.802565	9254.802565	10411.81801	6300.802565	9254.802565	6300.802565	10411.81801
487	13640.47338	20717.81801	6290.47338	9246.47338	10411.81801	6290.47338	9246.47338	6290.47338	10411.81801
488	13639.47338	20717.81801	6290.47338	9247.47338	10411.81801	6290.47338	9247.47338	6290.47338	10411.81801
489	13642.47338	20717.81801	6290.47338	9244.47338	10411.81801	6290.47338	9244.47338	6290.47338	10411.81801
490	13641.47338	20717.81801	6290.47338	9245.47338	10411.81801	6290.47338	9245.47338	6290.47338	10411.81801
491	13640.47338	20717.81801	6290.47338	9246.47338	10411.81801	6290.47338	9246.47338	6290.47338	10411.81801
492	13631.1442	20717.81801	6280.144196	9235.144196	10411.81801	6280.144196	9235.144196	6280.144196	10411.81801
493	13635.47338	20717.81801	6290.47338	9251.47338	10411.81801	6290.47338	9251.47338	6290.47338	10411.81801
