iter	Passed	Remaining
0	79	79235
1	169	84509
2	283	94288
3	364	90714
4	463	92196
5	538	89197
6	626	88807
7	703	87211
8	792	87271
9	826	81793
10	897	80687
11	979	80652
12	1055	80127
13	1121	78972
14	1214	79724
15	1289	79323
16	1392	80512
17	1466	80005
18	1545	79801
19	1633	80026
20	1714	79942
21	1796	79841
22	1883	79987
23	2020	82169
24	2102	81982
25	2187	81937
26	2270	81835
27	2316	80418
28	2403	80469
29	2529	81800
30	2624	82025
31	2770	83809
32	2889	84657
33	2992	85029
34	3101	85511
35	3199	85668
36	3299	85880
37	3435	86966
38	3542	87298
39	3637	87290
40	3762	88002
41	3870	88278
42	3990	88814
43	4011	87167
44	4108	87194
45	4195	87006
46	4296	87111
47	4377	86811
48	4464	86655
49	4566	86762
50	4653	86592
51	4769	86959
52	4865	86934
53	4956	86824
54	5058	86916
55	5157	86936
56	5259	87004
57	5374	87294
58	5457	87046
59	5567	87220
60	5658	87097
61	5755	87075
62	5857	87116
63	5988	87580
64	6083	87513
65	6202	87772
66	6312	87909
67	6422	88029
68	6541	88257
69	6693	88932
70	6776	88664
71	6900	88936
72	7011	89034
73	7166	89679
74	7268	89644
75	7381	89739
76	7474	89596
77	7622	90107
78	7739	90232
79	7853	90313
80	7954	90247
81	8072	90367
82	8182	90399
83	8280	90300
84	8383	90243
85	8507	90417
86	8602	90275
87	8714	90310
88	8756	89635
89	8851	89497
90	8919	89099
91	9009	88922
92	9120	88948
93	9251	89171
94	9351	89090
95	9458	89067
96	9551	88913
97	9662	88938
98	9780	89012
99	9866	88802
100	9978	88814
101	10106	88980
102	10210	88924
103	10290	88654
104	10371	88401
105	10473	88335
106	10566	88185
107	10695	88333
108	10737	87775
109	10848	87773
110	10981	87953
111	11089	87926
112	11220	88073
113	11297	87805
114	11391	87665
115	11478	87472
116	11565	87282
117	11653	87106
118	11763	87090
119	11897	87251
120	12064	87643
121	12170	87588
122	12289	87624
123	12397	87584
124	12549	87847
125	12678	87947
126	12820	88129
127	12950	88222
128	13063	88204
129	13183	88229
130	13297	88208
131	13402	88129
132	13507	88051
133	13606	87931
134	13702	87796
135	13808	87722
136	13904	87589
137	14009	87508
138	14181	87841
139	14303	87862
140	14476	88193
141	14559	87974
142	14684	88005
143	14781	87868
144	14904	87883
145	14996	87718
146	15126	87774
147	15223	87638
148	15340	87617
149	15458	87595
150	15596	87691
151	15689	87530
152	15795	87440
153	15928	87504
154	16079	87661
155	16164	87454
156	16265	87337
157	16374	87261
158	16466	87096
159	16562	86955
160	16640	86716
161	16720	86494
162	16846	86507
163	16966	86486
164	17075	86410
165	17192	86375
166	17231	85948
167	17279	85575
168	17373	85430
169	17467	85282
170	17585	85254
171	17682	85125
172	17818	85177
173	17903	84989
174	18004	84877
175	18124	84853
176	18284	85020
177	18385	84902
178	18488	84799
179	18587	84675
180	18726	84733
181	18836	84662
182	18955	84628
183	19050	84484
184	19153	84378
185	19271	84336
186	19355	84152
187	19486	84167
188	19568	83970
189	19685	83922
190	19713	83497
191	19808	83359
192	19938	83367
193	20053	83315
194	20175	83288
195	20264	83127
196	20363	83006
197	20466	82898
198	20585	82860
199	20668	82675
200	20801	82686
201	20911	82610
202	21003	82462
203	21098	82326
204	21229	82330
205	21332	82223
206	21441	82140
207	21531	81983
208	21662	81987
209	21791	81976
210	21903	81904
211	22025	81868
212	22130	81768
213	22252	81729
214	22294	81402
215	22383	81243
216	22478	81108
217	22596	81057
218	22701	80959
219	22799	80835
220	22931	80829
221	23044	80758
222	23139	80626
223	23220	80442
224	23331	80364
225	23468	80373
226	23585	80315
227	23669	80142
228	23795	80114
229	23898	80008
230	24032	80005
231	24126	79865
232	24219	79728
233	24310	79580
234	24427	79520
235	24545	79460
236	24652	79366
237	24760	79274
238	24846	79112
239	24956	79029
240	25076	78974
241	25186	78888
242	25235	78615
243	25320	78450
244	25421	78341
245	25532	78258
246	25693	78327
247	25811	78268
248	25983	78368
249	26072	78218
250	26203	78192
251	26299	78063
252	26419	78005
253	26524	77903
254	26621	77776
255	26764	77784
256	26884	77725
257	27015	77696
258	27126	77610
259	27210	77446
260	27303	77306
261	27410	77208
262	27501	77065
263	27604	76958
264	27723	76894
265	27808	76735
266	27923	76657
267	28011	76509
268	28099	76358
269	28208	76266
270	28294	76114
271	28414	76051
272	28529	75973
273	28693	76026
274	28779	75874
275	28894	75796
276	28983	75648
277	29085	75538
278	29174	75392
279	29297	75336
280	29396	75217
281	29551	75242
282	29591	74972
283	29679	74826
284	29796	74752
285	29821	74448
286	29904	74292
287	29988	74137
288	30069	73977
289	30155	73828
290	30252	73707
291	30344	73575
292	30441	73454
293	30562	73392
294	30701	73371
295	30873	73429
296	30984	73341
297	31090	73241
298	31160	73054
299	31305	73046
300	31400	72920
301	31544	72906
302	31654	72815
303	31775	72749
304	31852	72582
305	31958	72482
306	32052	72353
307	32168	72275
308	32248	72115
309	32339	71982
310	32455	71903
311	32541	71759
312	32666	71698
313	32748	71545
314	32870	71481
315	32947	71316
316	33035	71176
317	33148	71091
318	33226	70932
319	33332	70831
320	33430	70713
321	33569	70682
322	33678	70589
323	33781	70481
324	33882	70371
325	33986	70266
326	34105	70193
327	34219	70107
328	34304	69963
329	34447	69938
330	34530	69791
331	34638	69694
332	34731	69566
333	34870	69533
334	34982	69442
335	35085	69335
336	35171	69194
337	35284	69108
338	35370	68966
339	35482	68878
340	35597	68794
341	35734	68752
342	35871	68710
343	35967	68589
344	36101	68540
