iter	Passed	Remaining
0	53	52986
1	98	49156
2	190	63360
3	274	68450
4	356	71036
5	473	78433
6	618	87697
7	721	89420
8	813	89624
9	881	87244
10	913	82171
11	981	80799
12	1077	81838
13	1150	81020
14	1256	82484
15	1321	81291
16	1405	81275
17	1469	80184
18	1602	82722
19	1682	82440
20	1752	81682
21	1829	81327
22	1919	81550
23	2027	82440
24	2117	82572
25	2220	83191
26	2345	84507
27	2411	83701
28	2506	83911
29	2581	83454
30	2667	83390
31	2771	83846
32	2849	83495
33	2895	82275
34	2968	81848
35	3049	81658
36	3165	82397
37	3242	82077
38	3354	82662
39	3457	82983
40	3562	83323
41	3628	82767
42	3712	82615
43	3794	82447
44	3864	82023
45	3876	80390
46	3939	79876
47	4027	79882
48	4095	79484
49	4191	79631
50	4291	79850
51	4370	79678
52	4465	79788
53	4548	79682
54	4641	79747
55	4726	79674
56	4798	79393
57	4889	79418
58	4958	79087
59	5082	79630
60	5162	79463
61	5250	79431
62	5325	79213
63	5404	79036
64	5491	78986
65	5566	78770
66	5659	78803
67	5731	78554
68	5806	78349
69	5903	78432
70	5975	78188
71	6075	78307
72	6156	78184
73	6227	77930
74	6314	77876
75	6404	77864
76	6491	77817
77	6574	77719
78	6673	77797
79	6759	77734
80	6920	78520
81	7012	78511
82	7114	78603
83	7206	78580
84	7308	78674
85	7407	78729
86	7534	79070
87	7625	79029
88	7706	78880
89	7856	79438
90	7955	79469
91	8089	79834
92	8202	79992
93	8334	80325
94	8444	80446
95	8543	80452
96	8637	80410
97	8721	80275
98	8841	80467
99	8915	80236
100	9015	80243
101	9119	80287
102	9205	80171
103	9284	79993
104	9379	79953
105	9461	79801
106	9556	79757
107	9693	80059
108	9776	79914
109	9871	79871
110	10013	80200
111	10110	80165
112	10224	80257
113	10334	80320
114	10430	80268
115	10530	80248
116	10632	80242
117	10748	80339
118	10834	80215
119	10928	80145
120	11018	80041
121	11146	80217
122	11260	80289
123	11339	80110
124	11442	80098
125	11547	80099
126	11648	80069
127	11746	80023
128	11829	79869
129	11929	79835
130	12040	79871
131	12165	79994
132	12264	79951
133	12381	80016
134	12511	80167
135	12633	80261
136	12712	80076
137	12817	80061
138	12920	80032
139	13043	80122
140	13122	79946
141	13212	79830
142	13278	79576
143	13361	79426
144	13447	79292
145	13536	79181
146	13627	79079
147	13726	79019
148	13800	78822
149	13933	78954
150	14003	78733
151	14091	78613
152	14185	78528
153	14251	78290
154	14377	78380
155	14461	78242
156	14558	78171
157	14651	78077
158	14733	77929
159	14818	77796
160	14943	77872
161	15021	77705
162	15165	77876
163	15277	77875
164	15379	77828
165	15492	77837
166	15568	77655
167	15644	77478
168	15736	77378
169	15841	77343
170	15947	77314
171	16047	77253
172	16126	77091
173	16245	77119
174	16322	76946
175	16419	76871
176	16514	76788
177	16606	76687
178	16717	76674
179	16793	76503
180	16907	76504
181	16991	76366
182	17067	76198
183	17157	76090
184	17279	76122
185	17374	76036
186	17409	75688
187	17491	75549
188	17636	75677
189	17722	75555
190	17806	75419
191	17908	75363
192	18034	75410
193	18111	75248
194	18192	75102
195	18270	74944
196	18352	74808
197	18430	74651
198	18520	74546
199	18607	74429
200	18673	74229
201	18750	74073
202	18860	74048
203	18976	74044
204	19074	73971
205	19154	73827
206	19244	73723
207	19343	73653
208	19491	73768
209	19593	73708
210	19724	73755
