iter	Passed	Remaining
0	76	76728
1	152	76338
2	242	80713
3	335	83445
4	418	83204
5	502	83269
6	585	83022
7	656	81458
8	741	81658
9	827	81894
10	913	82131
11	997	82090
12	1078	81858
13	1166	82160
14	1249	82067
15	1335	82137
16	1420	82146
17	1525	83217
18	1622	83782
19	1704	83522
20	1786	83298
21	1867	83008
22	1948	82776
23	2030	82575
24	2112	82394
25	2193	82180
26	2289	82522
27	2377	82526
28	2459	82349
29	2541	82190
30	2624	82036
31	2702	81744
32	2788	81715
33	2872	81610
34	2954	81453
35	3044	81532
36	3128	81435
37	3210	81275
38	3288	81031
39	3369	80866
40	3451	80727
41	3534	80627
42	3616	80491
43	3695	80299
44	3779	80208
45	3862	80106
46	3942	79941
47	4035	80033
48	4116	79898
49	4202	79839
50	4305	80115
51	4395	80124
52	4477	80009
53	4576	80166
54	4666	80176
55	4760	80244
56	4844	80144
57	4924	79979
58	5009	79898
59	5093	79793
60	5180	79747
61	5259	79574
62	5346	79516
63	5455	79787
64	5568	80097
65	5656	80042
66	5739	79925
67	5825	79849
68	5913	79794
69	6002	79751
70	6085	79619
71	6170	79528
72	6254	79424
73	6339	79329
74	6424	79239
75	6519	79261
76	6599	79114
77	6681	78979
78	6763	78855
79	6844	78712
80	6937	78716
81	7025	78653
82	7118	78648
83	7205	78573
84	7287	78448
85	7383	78468
86	7469	78385
87	7561	78362
88	7641	78222
89	7727	78136
90	7812	78043
91	7902	77994
92	7993	77955
93	8099	78064
94	8187	77993
95	8275	77927
96	8365	77873
97	8457	77844
98	8543	77757
99	8633	77701
100	8714	77565
101	8800	77481
102	8888	77408
103	8971	77294
104	9056	77197
105	9140	77093
106	9223	76978
107	9304	76848
108	9389	76754
109	9469	76619
110	9552	76503
111	9634	76387
112	9716	76271
113	9797	76145
114	9879	76027
115	9960	75905
116	10045	75813
117	10130	75719
118	10215	75626
119	10296	75510
120	10379	75402
121	10468	75335
122	10551	75231
123	10636	75138
124	10721	75047
125	10809	74979
126	10896	74900
127	10978	74789
128	11059	74669
129	11142	74570
130	11223	74453
131	11305	74339
132	11390	74253
133	11472	74143
134	11563	74089
135	11649	74005
136	11731	73901
137	11810	73772
138	11891	73655
139	11975	73561
140	12056	73451
141	12137	73340
142	12219	73229
143	12309	73174
144	12398	73108
145	12482	73014
146	12563	72904
147	12649	72818
148	12732	72722
149	12819	72642
150	12900	72531
151	12986	72452
152	13070	72355
153	13157	72278
154	13236	72162
155	13319	72060
156	13399	71950
157	13481	71841
158	13562	71738
159	13644	71634
160	13726	71533
161	13809	71434
162	13896	71355
163	13976	71246
164	14058	71143
165	14138	71034
166	14222	70940
167	14303	70837
168	14382	70723
169	14468	70638
170	14550	70538
171	14648	70519
172	14730	70416
173	14811	70311
174	14891	70200
175	14971	70092
176	15059	70023
177	15141	69924
178	15223	69822
179	15313	69763
180	15397	69671
181	15482	69585
182	15564	69486
183	15661	69457
184	15750	69385
185	15834	69295
186	15919	69209
187	16007	69140
188	16094	69063
189	16196	69047
190	16278	68949
191	16367	68878
192	16450	68783
193	16539	68714
194	16632	68663
195	16723	68601
196	16806	68503
197	16888	68408
198	16972	68314
199	17055	68220
200	17135	68114
201	17216	68012
202	17298	67917
203	17384	67835
204	17468	67745
205	17555	67666
206	17636	67563
207	17718	67468
208	17802	67376
209	17885	67283
210	17968	67189
211	18053	67103
212	18136	67011
213	18219	66917
214	18304	66830
215	18385	66734
216	18477	66670
217	18562	66585
218	18645	66492
219	18730	66407
220	18810	66306
221	18893	66211
222	18976	66120
223	19057	66021
224	19138	65921
225	19220	65825
226	19302	65729
227	19384	65633
228	19468	65546
229	19553	65461
230	19638	65376
231	19718	65276
232	19801	65182
233	19881	65083
234	19963	64987
235	20043	64886
236	20122	64781
237	20206	64696
238	20301	64641
239	20385	64554
240	20471	64472
