iter	Logloss
0	0.6582235657
1	0.6289046847
2	0.5972163356
3	0.5702082105
4	0.5456536802
5	0.5200645599
6	0.5001171465
7	0.4813199942
8	0.465090464
9	0.4477605477
10	0.4322954114
11	0.416258073
12	0.403042243
13	0.392842449
14	0.3801665321
15	0.3688565882
16	0.360807312
17	0.3522380458
18	0.3444770489
19	0.3376509178
20	0.3301129435
21	0.3236941789
22	0.3177897405
23	0.3126409397
24	0.3065223923
25	0.3015707932
26	0.2972850575
27	0.2939607063
28	0.290518972
29	0.2864556351
30	0.2837525127
31	0.281202224
32	0.2790248193
33	0.2761024121
34	0.2743208513
35	0.272654766
36	0.2702787012
37	0.2677783778
38	0.2657365394
39	0.2644245019
40	0.2629113085
41	0.2618687754
42	0.2599429537
43	0.2580816896
44	0.2567324389
45	0.2554794256
46	0.254759114
47	0.2538616676
48	0.2531502438
49	0.251789521
50	0.2510455184
51	0.2498573268
52	0.249279339
53	0.2485295087
54	0.2478263619
55	0.2473219052
56	0.2468285655
57	0.2461480248
58	0.2453867194
59	0.2445507503
60	0.2441020916
61	0.2433689653
62	0.2429434863
63	0.2426408676
64	0.2420171568
65	0.2415244049
66	0.2410646384
67	0.2408288099
68	0.2405561507
69	0.2400339362
70	0.2396626867
71	0.2394114345
72	0.2390267988
73	0.238830628
74	0.2384272864
75	0.2381114726
76	0.2377479877
77	0.2376048826
78	0.2374294935
79	0.2371257117
80	0.2368752948
81	0.2367258942
82	0.2364909519
83	0.2363518013
84	0.2360663834
85	0.2359509471
86	0.2358684979
87	0.2356369499
88	0.2354915524
89	0.2353869898
90	0.2353081343
91	0.2351302431
92	0.2348865657
93	0.2347734173
94	0.2346134267
95	0.2343836682
96	0.2342720405
97	0.234072805
98	0.2338888065
99	0.2337176135
100	0.2336450375
101	0.2335336954
102	0.2334915212
103	0.2334200853
104	0.2333039922
105	0.2332447091
106	0.2331228059
107	0.2329839873
108	0.2328262629
109	0.2327898304
110	0.2327287434
111	0.232655891
112	0.2325900198
113	0.2325393355
114	0.2324193798
115	0.2322773665
116	0.232168906
117	0.2320620885
118	0.2319066178
119	0.2318511125
120	0.231761118
121	0.2317080241
122	0.231636492
123	0.2315284194
124	0.2314257848
125	0.231387439
126	0.2313155334
127	0.231270423
128	0.2312210347
129	0.231112943
130	0.2310408615
131	0.2309584358
132	0.2309211865
133	0.230801904
134	0.2307394476
135	0.2306885046
136	0.2306264362
137	0.2305841241
138	0.230464195
139	0.2303769739
140	0.2303224437
141	0.2302528906
142	0.2301585695
143	0.2300976974
144	0.2300436648
