,datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
1381,2019-10-12,ÅBY,6,IBRA BOKO,h,4,Örjan Kihlström,4,"5,21","1,69 - 2,14",d,VOLTSTART,2640M,2660,ug,30 387,190921,Färjestad,Erlend Rennesvik,1,3140,7,"14,5a","27,02",125',(190830),Biri,Truls Glittum,2,2100,,"16,0a","2,40",,(190706),Jarlsberg,Erlend Rennesvik,2,2100,,"14,1a","5,30",,190608,Bjerke,Erlend Rennesvik,2,3160,,"16,5","3,10",,190511,Åby,Örjan Kihlström,1,2140,7,"15,2a","3,06",60'
1382,2019-10-05,SKELLEFTEÅ,7,MACELLERIA,v,5,Per Lennartsson,1,"2,12","1,27",1,AUTOSTART,2140M,2140,"1.13,6",24 326,190922,Vaggeryd,Tommy Karlstedt,2,1640,8,"12,1a","2,14",100',190906,Umåker,Per Lennartsson,1,2640,6,"15,7a","1,33",50',190721,Axevalla,Håkan B Johansson,1,2140,10,"12,5a","2,53",100',190713,Årjäng,Robert Bergh,1,2140,5,"12,1a","2,61",125',190629,Eskilstuna,Robert Bergh,2,2140,6,"11,7a","8,12",250'
1383,2019-10-05,SKELLEFTEÅ,7,WAIKIKI SILVIO,v,5,Carl Johan Jepson,9,"7,56","1,70",2,AUTOSTART,2140M,2140,"1.13,7",27 296,190921,Färjestad,Björn Goop,2,3160,4,"13,9","24,05",125',190816,Örebro,Björn Goop,3,3160,2,"16,8","9,59",75',190730,Jägersro,Björn Goop,6,1640,1,"12,1a","6,18",100',190721,Axevalla,Peter Arnqvist,2,2140,11,"12,5a","13,50",100',190711,Örebro,Björn Goop,2,2100,4,"13,7a","3,11",50'
1384,2019-10-05,SKELLEFTEÅ,7,PASCHA TILLY,v,7,Jari Kinnunen,12,"8,32","2,16",3,AUTOSTART,2140M,2140,"1.14,0",16 213,190916,Tammerfors,Jari Kinnunen,1,2100,,"13,0a","7,60",,190911,Vermo,Jari Kinnunen,6,2620,,"14,9a","10,90",,190824,Jyväskylä,Jari Kinnunen,6,2140,,"14,3a","9,50",,190803,Lahti,Jari Kinnunen,0,2140,,"13,3a","20,70",,190724,Vermo,Jari Kinnunen,1,2600,,"13,6a","13,20",
1385,2019-10-05,SKELLEFTEÅ,7,MELLBY EMERALDS,v,6,Roger Nilsson,2,"137,80","9,57 - 20,07",4,AUTOSTART,2140M,2140,"1.14,0",16 712,190813,Boden,Roger Nilsson,3,3160,4,"16,2","6,10",25',190725,Boden,Torbjörn Jansson,4,2140,9,"13,6a","7,34",50',190705,Lycksele,Roger Nilsson,3,2160,3,"14,5","4,80",25',190628,Lycksele,Roger Nilsson,1,2140,3,"14,9","8,80",20',190614,Umåker,Roger Nilsson,1,1640,6,"14,0","3,14",25'
1386,2019-10-05,SKELLEFTEÅ,7,ANAHEIM KEMP,v,8,Magnus A Djuse,10,"41,68","4,25 - 8,58",5,AUTOSTART,2140M,2140,"1.14,1",9 126,190914,Skellefteå,Petteri Joki,1,2140,7,"14,9a","21,12",25',190830,Umåker,Veikko Haapakangas,5,1640,4,"13,2a","7,42",10',190826,Uleåborg,Mika Forss,1,2120,,"14,5a","7,30",,190816,Skellefteå,Veikko Haapakangas,4,1640,5,"13,5ag","59,50",25',190809,Umåker,Magnus A Djuse,0,2600,2,"16,2","73,03",75'
1387,2019-10-05,SKELLEFTEÅ,7,KÖVRAS SO FAR,v,5,Mats E Djuse,5,"4,53","1,70 - 2,95",6,AUTOSTART,2140M,2140,"1.14,2",17 765,190925,Solvalla,Mats E Djuse,1,2640,4,"14,1a","3,07",60',190914,Skellefteå,Mats E Djuse,d,2140,6,uag,"1,59",25',190903,Bergsåker,Mats E Djuse,1,1640,5,"13,6a","1,50",30',190823,Bergsåker,Ulf Eriksson,d,2700,4,ug,"71,55",250',190717,Eskilstuna,Robert Bergh,5,2140,1,"12,8a","17,30",100'
1388,2019-10-05,SKELLEFTEÅ,7,CORRODED,v,7,Torbjörn Jansson,3,"17,27","2,36 - 4,40",7,AUTOSTART,2140M,2140,"1.14,2",18 627,190907,Solänget,Erik Adielsson,0,2140,1,"14,0a","10,28",125',190824,Bergsåker,Robert Bergh,6,1640,10,"11,5a","19,74",125',190815,Bergsåker,Ove A Lindqvist,1,2680,2,"14,3","4,46",50',190811,Dannero,Robert Bergh,4,2660,2,"14,4","3,03",100',190727,Hagmyren,Kim Eriksson,6,2640,5,"13,6a","40,83",125'
1389,2019-10-05,SKELLEFTEÅ,7,MARCIANO,v,6,Krister Söderholm,4,"72,25","7,41 - 15,45",0,AUTOSTART,2140M,2140,"1.14,3",14 273,190919,Boden,Krister Söderholm,d,1640,11,11ag,"7,68",30',190907,Solänget,Mika Forss,0,2140,6,"14,1a","22,82",125',190824,Bergsåker,Mika Forss,0,1640,2,"12,2ag","10,05",125',(190803),Harstad,Dag Sveinung Dalen,1,1600,,"11,3a","4,00",,190725,Boden,Mika Forss,1,2140,8,"13,5a","11,63",50'
1390,2019-10-05,SKELLEFTEÅ,7,ORLANDO TRISS,v,8,Rikard N Skoglund,8,"34,13","3,55 - 7,04",0,AUTOSTART,2140M,2140,"1.14,3",12 846,190925,Solvalla,Torbjörn Jansson,3,2640,1,"14,2a","9,05",60',190913,Östersund,Rikard N Skoglund,2,2160,2,"13,7","3,20",25',190903,Bergsåker,Rikard N Skoglund,2,1640,1,"13,7a","3,28",30',190829,Dannero,Rikard N Skoglund,1,2160,3,"13,7","6,50",22',190805,Hagmyren,Emilia Leo,4,2160,2,"13,9","4,44",25'
1391,2019-10-05,SKELLEFTEÅ,7,GOLDEN NEWS,h,4,Per Linderoth,6,"27,76","3,24 - 6,35",0,AUTOSTART,2140M,2140,"1.14,4",24 224,190915,Romme,Per Linderoth,6,2160,2,"14,0","4,45",100',190823,Bergsåker,Jimmy H Andersson,2,2140,5,"13,1a","6,52",100',190815,Bergsåker,Per Linderoth,3,1640,10,"11,3a","10,63",35',190803,Rättvik,Claes Sjöström,3,2140,7,"13,9a","9,47",100',190722,Rättvik,Per Linderoth,3,2140,4,"14,1","1,83",35'
1392,2019-10-05,SKELLEFTEÅ,7,MELLBY DON JUAN,v,7,Ulf Eriksson,11,"96,45","5,98 - 12,39",0,AUTOSTART,2140M,2140,"1.14,5",13 993,190914,Bollnäs,Anna Erixon,3,2140,9,"13,7a","15,24",100',190905,Gävle,Ulf Ohlsson,2,3140,4,"15,1a","5,77",35',190815,Bergsåker,Ulf Eriksson,3,2680,1,"14,4","4,45",50',190727,Hagmyren,Erik Adielsson,5,2640,7,"13,6a","73,32",125',190703,Lindesberg,Carl Johan Jepson,4,1640,6,"12,6a","36,35",125'
1393,2019-10-05,SKELLEFTEÅ,7,LEXINGTON TOOMA,v,4,Ulf Ohlsson,7,"18,52","2,52 - 4,78",0,AUTOSTART,2140M,2140,"1.14,6",22 630,190919,Boden,Ove A Lindqvist,2,1660,6,"13,2","4,15",100',190919,Boden,Ove A Lindqvist,1,1640,1,"13,4a","1,71",30',190906,Umåker,Ove A Lindqvist,2,2140,8,"14,0a","7,33",110',190822,Boden,Ove A Lindqvist,1,2140,7,"13,6a","1,44",25',190813,Boden,Ove A Lindqvist,1,2140,6,"14,2a","1,39",25'
1394,2019-10-05,SKELLEFTEÅ,1,MR GOLDEN QUICK,v,6,Magnus A Djuse,4,"14,60","3,19",1,VOLTSTART,3140M,3180,"1.13,8",42 146,190927,Boden,Magnus A Djuse,2,2140,7,"13,6a","2,51",30',190907,Uleåborg,Petteri Joki,1,2120,,"12,7a","8,50",,190829,Boden,Magnus A Djuse,1,2140,7,"12,9a","3,67",30',190803,Lahti,Iikka Nurmonen,2,1640,,"11,2a","9,90",,190727,Hagmyren,Magnus A Djuse,0,2140,4,ug,"9,92",150'
1395,2019-10-05,SKELLEFTEÅ,1,LITTLEREDCORVETTE,v,7,John Östman,1,"9,92","2,87",2,VOLTSTART,3140M,3140,"1.14,9",10 129,(190901),Norge,Hans Christian Holm,2,2120,,"16,1g","1,50",,(190803),Harstad,Hans Christian Holm,3,1600,,"12,3a","2,70",,(190623),Norge,Hans Christian Holm,1,2120,,"15,1","1,20",,190615,Boden,John Östman,1,2140,6,"12,8a","20,52",125',(190601),Norge,Hans Christian Holm,1,2100,,"15,8","1,70",
1396,2019-10-05,SKELLEFTEÅ,1,CARMINE AM,v,7,Ulf Ohlsson,6,"2,75","1,89",3,VOLTSTART,3140M,3140,"1.15,0",19 660,190911,Solvalla,Jorma Kontio,1,3140,1,"14,6","2,81",60',190726,Romme,Jorma Kontio,0,2140,4,"14,5ag","1,97",35',180906,Gävle,Markus B Svedberg,d,2640,5,ug,"8,30",80',180824,Romme,Markus B Svedberg,1,2140,1,"14,0","11,56",30',180709,Eskilstuna,Markus B Svedberg,0,2140,4,"14,7a","11,17",25'
1397,2019-10-05,SKELLEFTEÅ,1,TZATZIKI,v,5,Torbjörn Jansson,5,"23,00","3,54 - 5,93",4,VOLTSTART,3140M,3140,"1.15,1",12 354,190918,Solvalla,Torbjörn Jansson,1,3140,2,"15,2a","32,70",60',190722,Rättvik,Ulf Eriksson,4,2140,2,"14,1","7,60",35',190704,Gävle,Claes Sjöström,4,1640,8,"12,8a","10,51",25',190622,Rättvik,Torbjörn Jansson,5,3180,3,"15,1","35,34",75',190614,Romme,Torbjörn Jansson,3,2660,4,"15,2","4,57",40'
1398,2019-10-05,SKELLEFTEÅ,1,DOCTOR DOXEY ZENZ,h,6,Mathias Andersson,1,"24,41","3,22 - 5,36",5,VOLTSTART,3140M,3160,"1.14,7",20 870,190928,Solvalla,Mathias Andersson,0,3180,2,"14,9","38,57",250',190914,Bollnäs,Mathias Andersson,6,2640,12,"14,1a","70,75",150',190803,Rättvik,Mathias Andersson,4,2660,6,"14,0","17,34",300',190727,Hagmyren,Mathias Andersson,5,2140,1,"12,3","5,37",150',190719,Axevalla,Mathias Andersson,2,4160,5,"16,3","19,58",200'
1399,2019-10-05,SKELLEFTEÅ,1,DIGITAL INK,v,10,Susanne H Osterling,2,"38,99","5,47 - 9,47",6,VOLTSTART,3140M,3180,"1.14,4",73 810,190928,Solvalla,Christoffer Eriksson,7,3200,2,"13,7","68,63",250',190907,Solänget,Ulf Eriksson,3,2140,4,"11,7ag","71,79",200',190823,Bergsåker,Robert Bergh,6,1640,2,"11,2a","45,23",100',190811,Dannero,Micael Melander,4,2140,8,"12,6a","61,79",100',190727,Hagmyren,Nicklas Westerholm,0,1640,10,uag,"52,10",200'
1400,2019-10-05,SKELLEFTEÅ,1,HARD TIMES,h,5,Kaj Widell,7,"98,09","12,38 - 22,14",7,VOLTSTART,3140M,3180,"1.14,4",67 398,190917,Hagmyren,Ola Åsebö,5,2640,3,"15,7a","26,45",30',190823,Bergsåker,Jorma Kontio,0,2700,3,"18,6g","81,11",250',190815,Bergsåker,Ulf Ohlsson,d,2700,1,ug,"2,74",50',190806,Solvalla,Ulf Ohlsson,4,2140,3,"12,1a","76,93",100',190726,Solänget,Ola Åsebö,3,2180,1,"15,0","3,08",10'
1401,2019-10-05,SKELLEFTEÅ,1,ON TRACK PIRATEN,v,11,Rikard N Skoglund,5,"4,58","1,43 - 1,98",0,VOLTSTART,3140M,3180,"1.14,4",115 205,190917,Hagmyren,Rikard N Skoglund,1,2640,5,"14,5a","1,38",30',190907,Solänget,Leif Witasp,6,2140,11,"12,0a","9,13",200',190827,Solvalla,Erik Adielsson,0,2160,4,"18,8g","3,86",200',190814,Solvalla,Rikard N Skoglund,2,3180,2,"13,6","4,68",100',190803,Rättvik,Rikard N Skoglund,3,2680,2,"13,4","10,70",300'
1402,2019-10-05,SKELLEFTEÅ,1,FALCON W.F.,v,6,Sandra Eriksson,4,"116,62","13,31 - 23,84",0,VOLTSTART,3140M,3140,"1.15,4g",9 404,190927,Boden,Sandra Eriksson,0,2680,3,"16,0g","14,67",30',190907,Solänget,Ove A Lindqvist,0,3160,1,"16,0g","3,00",30',190824,Bergsåker,Ove A Lindqvist,0,2140,11,"13,9","70,37",125',190813,Boden,Ove A Lindqvist,1,3140,7,"16,3","4,73",25',(190803),Harstad,Ove A Lindqvist,6,3050,,"16,1","7,70",
1403,2019-10-05,SKELLEFTEÅ,1,RAGAZZO DA SOPRA,v,6,Carl Johan Jepson,6,"4,40","1,52 - 2,23",0,VOLTSTART,3140M,3180,"1.14,7",41 357,190921,Färjestad,Jorma Kontio,1,2140,5,"11,3a","33,75",200',190828,Solvalla,Carl Johan Jepson,3,2640,6,"12,5a","2,30",60',190810,Åby,Björn Goop,1,2140,2,"12,6a","4,91",300',190713,Årjäng,Björn Goop,2,2640,5,"13,2a","3,44",150',190623,Kalmar,Carl Johan Jepson,0,2140,12,"12,2a","3,63",150'
1404,2019-10-05,SKELLEFTEÅ,1,VÄSTERBO FANTAST,h,9,Jenny Engfors,3,"198,53","16,53 - 29,66",0,VOLTSTART,3140M,3180,"1.16,4g",28 093,190927,Boden,Hanna Olofsson,0,2140,3,"15,0a","23,02",30',190914,Skellefteå,Jenny Engfors,d,2640,1,4g,"10,74",25',190907,Solänget,Hanna Olofsson,0,2140,10,"12,3a","100,00",200',190829,Boden,Hanna Olofsson,0,2140,3,"14,0ag","10,32",30',190809,Umåker,Hanna Olofsson,2,2600,5,"14,1","8,43",75'
1405,2019-10-05,SKELLEFTEÅ,1,MELLBY FOG,v,5,Roger Nilsson,3,"205,41","16,28 - 29,20",d,VOLTSTART,3140M,3140,6g,9 768,190829,Boden,Roger Nilsson,0,2140,3,"15,0a","22,48",100',190811,Dannero,Roger Nilsson,0,2640,9,"16,6g","23,44",100',190725,Boden,Rikard N Skoglund,3,2660,4,"15,1","26,87",100',190708,Boden,Roger Nilsson,5,2140,7,"15,3a","7,21",25',190622,Skellefteå,Roger Nilsson,2,3140,6,"16,9","35,65",100'
1406,2019-10-05,SKELLEFTEÅ,2,EDER BOB,h,8,Magnus A Djuse,1,"6,12","2,19",1,AUTOSTART,2140M,2140,"1.12,5",18 343,190917,Hagmyren,Magnus A Djuse,3,2640,2,"14,7a","3,66",30',190907,Solänget,Ulf Ohlsson,0,2140,10,"12,6a","34,89",150',190824,Bergsåker,Rikard N Skoglund,7,2140,10,"12,1a","43,93",150',190809,Umåker,Rikard N Skoglund,1,2600,1,"13,8","2,20",75',190727,Hagmyren,Rikard N Skoglund,0,2140,11,"12,5","27,03",150'
1407,2019-10-05,SKELLEFTEÅ,2,ANTONIO TROT,v,6,Rikard N Skoglund,10,"3,33","1,79",2,AUTOSTART,2140M,2140,"1.12,5",34 586,190928,Solvalla,Rikard N Skoglund,4,2140,4,"11,8a","85,36",300',190914,Bollnäs,Carl Johan Jepson,7,2640,4,"14,2a","7,76",150',190828,Solvalla,Örjan Kihlström,1,2640,5,"12,3a","4,60",60',190817,Örebro,Jorma Kontio,4,2609,6,"14,3a","16,64",150',190810,Åby,Örjan Kihlström,6,2140,12,"12,8a","17,55",300'
1408,2019-10-05,SKELLEFTEÅ,2,VOULEZ VOUS,v,9,Carl Johan Jepson,2,"11,22","2,35",3,AUTOSTART,2140M,2140,"1.13,0",19 805,190926,Solänget,Ove A Lindqvist,1,2140,4,"13,0a","3,65",30',190907,Solänget,Ove A Lindqvist,6,2140,7,"12,4a","67,11",150',190824,Bergsåker,Ove A Lindqvist,0,2140,2,"12,5a","43,46",150',190727,Hagmyren,Ove A Lindqvist,2,2140,2,"12,1","72,18",150',190708,Boden,Ove A Lindqvist,3,2140,9,"13,8a","2,85",25'
1409,2019-10-05,SKELLEFTEÅ,2,WASA WARRIOR,v,8,Mats E Djuse,9,"43,56","4,28 - 7,93",4,AUTOSTART,2140M,2140,"1.13,0",10 360,190926,Solänget,Stefan Johansson,4,2140,7,"13,4a","11,95",30',190830,Umåker,Stefan Johansson,1,1640,5,"12,1a","3,18",10',190822,Boden,Jens Eriksson,2,2140,8,"14,9a","9,11",25',190813,Boden,Jens Eriksson,5,3160,3,"16,3","12,61",25',190730,Umåker,Jens Eriksson,5,1640,7,"13,2a","22,90",30'
1410,2019-10-05,SKELLEFTEÅ,2,CHOCOLATE GOLD,v,6,Krister Söderholm,7,"65,40","3,74 - 6,85",5,AUTOSTART,2140M,2140,"1.13,4",20 395,190926,Solänget,Krister Söderholm,2,2140,6,"13,2a","32,30",30',190907,Solänget,Krister Söderholm,7,2140,1,"12,5a","100,00",150',190824,Bergsåker,Caroline Forsner,3,2140,2,"14,4a","38,03",50',190809,Umåker,Krister Söderholm,3,2600,4,"14,4","22,76",75',190730,Umåker,Krister Söderholm,3,1640,1,"12,8a","11,84",30'
1411,2019-10-05,SKELLEFTEÅ,2,ZORRO SWING,v,6,Jens Eriksson,8,"35,69","3,64 - 6,64",6,AUTOSTART,2140M,2140,"1.13,5",18 102,190926,Solänget,Jens Eriksson,3,2140,5,"13,4a","6,43",30',190914,Bollnäs,Jens Eriksson,0,3140,11,"15,7a","32,36",125',190907,Solänget,Jens Eriksson,0,2140,11,"14,0a","31,52",125',190629,Eskilstuna,Jens Eriksson,0,2140,7,"12,5a","38,50",250',190615,Boden,Jens Eriksson,5,3140,8,"14,1a","17,08",125'
1412,2019-10-05,SKELLEFTEÅ,2,CUPIDO SISU,v,7,Ulf Ohlsson,6,"23,98","2,77 - 4,89",7,AUTOSTART,2140M,2140,"1.13,7g",25 123,190911,Solvalla,Ulf Ohlsson,2,3180,3,"14,1","14,46",60',190828,Solvalla,Per Lennartsson,5,2640,2,"13,0a","39,92",60',190820,Solvalla,Ulf Ohlsson,3,2140,7,"12,2a","15,18",70',190721,Mikkeli,Ulf Ohlsson,3,3140,,"13,8","11,20",,190709,Solvalla,Ulf Ohlsson,4,2680,3,"13,2","32,82",40'
1413,2019-10-05,SKELLEFTEÅ,2,ISLAND LIFE,v,8,Per Lennartsson,11,"7,45","1,92 - 3,19",0,AUTOSTART,2140M,2140,"1.13,9g",24 360,190525,Solvalla,Robert Bergh,0,2140,8,"13,7ag","43,22",300',190511,Åby,Christoffer Eriksson,d,2640,3,2ag,"4,36",150',190427,Åby,Örjan Kihlström,3,1640,10,"10,7a","9,29",150',190413,Umåker,Robert Bergh,2,2640,2,"13,1a","7,13",150',190327,Åby,Stefan Söderkvist,1,3140,3,"14,4a","6,16",70'
1414,2019-10-05,SKELLEFTEÅ,2,THE TRUE F.,v,8,Torbjörn Jansson,3,"161,61","9,63 - 18,18",0,AUTOSTART,2140M,2140,"1.16,6",13 411,190901,Bodö,Gry Kanstad,4,2120,,"16,7","12,20",,190825,Skellefteå,Jonathan Carre,3,2160,1,"15,7","3,57",10',190816,Skellefteå,Ove A Lindqvist,6,1640,4,"14,0a","40,55",25',190802,Skellefteå,Fredrik Stenmark,5,1640,6,"14,6a","7,47",10',190720,Bodö,Gry Kanstad,3,1600,,"17,4","9,70",
1415,2019-10-05,SKELLEFTEÅ,2,ROSSO POMODORO,v,9,Kaj Widell,5,"145,24","10,36 - 19,57",d,AUTOSTART,2140M,2140,ug,13 554,190917,Hagmyren,Kaj Widell,4,2640,1,"15,3a","40,85",30',190829,Boden,Krister Söderholm,5,2140,4,"13,9a","48,68",30',190816,Skellefteå,Krister Söderholm,5,1640,10,"13,7a","24,33",25',(190803),Harstad,Jens Eriksson,0,1600,,"12,8a","29,90",,190708,Boden,Krister Söderholm,4,2140,7,"14,3a","8,92",25'
1416,2019-10-05,SKELLEFTEÅ,2,WEEKEND FUN,v,5,Ulf Eriksson,4,"2,70","1,37 - 1,72",d,AUTOSTART,2140M,2140,ug,37 292,190907,Solänget,Magnus A Djuse,3,2140,4,"12,2a","8,74",150',190824,Bergsåker,Björn Goop,5,2140,9,"12,0a","19,61",150',190803,Rättvik,Jorma Kontio,4,2140,4,"13,4a","15,32",150',190709,Hoting,Rikard N Skoglund,1,2060,1,"13,7","1,51",20',190629,Eskilstuna,Rikard N Skoglund,d,2140,4,uag,"8,45",300'
1417,2019-10-05,SKELLEFTEÅ,3,GOSSIP'S LORD,v,5,Tomas Pettersson,2,"7,82","1,90",1,VOLTSTART,2140M,2140,"1.15,0",8 003,190915,Romme,Jenni H Åsberg,0,2140,1,"14,9","19,74",100',190828,Solvalla,Tomas Pettersson,3,2640,2,"16,2","7,52",40',190803,Rättvik,Tomas Pettersson,2,2160,2,"14,4","9,42",30',190722,Rättvik,Tomas Pettersson,2,2160,9,"15,0","16,68",30',190625,Bergsåker,Tomas Pettersson,3,2140,3,"14,3a","40,09",30'
1418,2019-10-05,SKELLEFTEÅ,3,ELLIS PRIDE,v,5,Henrik Svensson,9,"2,37","1,33",2,VOLTSTART,2140M,2140,"1.15,1",18 888,190917,Hagmyren,Henrik Svensson,1,2140,9,"15,0a","2,59",25',190906,Umåker,Henrik Svensson,2,2140,8,"15,8a","5,66",50',190819,Solänget,Henrik Svensson,1,1640,5,"13,5a","2,88",25',180816,Bergsåker,Henrik Svensson,3,2140,5,"15,2a","2,47",30',180708,Bollnäs,Ulf Ohlsson,2,2160,8,"15,6","3,73",25'
1419,2019-10-05,SKELLEFTEÅ,3,GAIUS F.,v,6,Sandra Eriksson,1,"6,81","1,83",3,VOLTSTART,2140M,2140,"1.15,2",5 013,190927,Boden,Sandra Eriksson,1,2140,5,"14,6a","24,77",30',190715,Skellefteå,Tilda Wahlberg,0,2140,8,"16,2a","49,82",30',190624,Boden,Jenny Engfors,2,3160,4,"18,0","3,49",10',190615,Boden,Tilda Wahlberg,0,2160,3,"15,1","54,08",50',190606,Boden,Tilda Wahlberg,2,1640,4,"13,5a","39,78",25'
1420,2019-10-05,SKELLEFTEÅ,3,KRUTOV SUND,v,5,Daniel Wäjersten,8,"52,00","7,51 - 13,83",4,VOLTSTART,2140M,2140,"1.15,4",7 350,190329,Umåker,Magnus A Djuse,d,2160,9,4g,"2,49",25',190320,Bergsåker,Magnus A Djuse,2,2140,1,"15,7a","4,50",30',190302,Umåker,Magnus A Djuse,1,2140,10,"18,3","2,11",10',181026,Bergsåker,Daniel Wäjersten,0,2640,11,"22,6ag","3,62",30',181012,Umåker,Ulf Ohlsson,d,2140,8,11ag,"6,20",35'
1421,2019-10-05,SKELLEFTEÅ,3,CALIBRATE,v,6,Magnus O Jonsson,7,"86,25","9,11 - 16,82",5,VOLTSTART,2140M,2140,"1.15,6",3 220,190922,Hagmyren,Magnus O Jonsson,4,2160,10,"16,4","35,87",20',190903,Bergsåker,Magnus O Jonsson,3,2140,6,"16,4a","4,76",10',190712,Hoting,John Östman,3,2040,5,"16,4","27,66",25',190709,Hoting,Magnus O Jonsson,3,2060,3,"15,8","27,57",20',190706,Hoting,Magnus O Jonsson,6,2480,1,"18,7","5,84",20'
1422,2019-10-05,SKELLEFTEÅ,3,REDHOT TAP DANCER,v,4,Magnus A Djuse,12,"14,08","2,27 - 3,76",6,VOLTSTART,2140M,2140,"1.15,6g",12 278,190927,Boden,Magnus A Djuse,2,2140,6,"14,7a","1,43",30',190914,Skellefteå,Mikael Lindqvist,1,2140,1,"15,1a","2,19",30',190906,Umåker,Magnus A Djuse,3,2140,2,"16,2a","4,30",50',190823,Bergsåker,Santtu Raitala,6,2140,10,"14,2a","6,13",100',190809,Umåker,Magnus A Djuse,1,1640,4,"13,3a","1,59",30'
1423,2019-10-05,SKELLEFTEÅ,3,KINK ADVISER,v,4,Jorma Särkiniva,11,"59,21","7,01 - 12,89",7,VOLTSTART,2140M,2140,"1.15,9g",7 309,190927,Boden,Magnus A Djuse,3,2640,6,"16,1","14,28",30',190829,Boden,Mika Forss,d,1640,11,uag,"5,28",30',190813,Boden,Katariina Palomäki,2,2640,10,"16,6a","2,36",25',190725,Boden,Olli Koivunen,2,2640,9,"16,4a","21,31",30',190715,Skellefteå,Jorma Särkiniva,1,2160,9,"16,8","10,05",25'
1424,2019-10-05,SKELLEFTEÅ,3,GIGOLO SISU,h,3,Ulf Ohlsson,6,"14,50","3,08 - 5,32",0,VOLTSTART,2140M,2140,"1.16,1",22 087,190927,Boden,Petteri Joki,0,2140,10,"16,6ag","19,95",30',190829,Boden,Mika Forss,6,1640,6,"14,8a","2,85",30',190822,Boden,Petteri Joki,5,2160,1,"16,7","8,06",50',190615,Boden,Ulf Ohlsson,2,1640,8,"14,3a","5,03",70',190531,Solänget,Per Linderoth,1,2160,2,"16,5","5,09",50'
1425,2019-10-05,SKELLEFTEÅ,3,ANTHEM,s,4,Torbjörn Jansson,10,"10,01","1,94 - 3,12",0,VOLTSTART,2140M,2140,"1.16,2",14 968,190907,Solänget,Peter Ingves,d,2140,10,3g,"34,21",125',190823,Bergsåker,Ulf Ohlsson,2,2140,1,"13,9a","67,39",100',190702,Lycksele,Krister Söderholm,1,2640,6,"17,4","2,45",20',190622,Skellefteå,Krister Söderholm,0,2140,2,"18,2g","31,89",50',190615,Boden,Krister Söderholm,2,2140,1,"15,6","8,45",100'
1426,2019-10-05,SKELLEFTEÅ,3,ZAPLAC,v,5,Rikard N Skoglund,3,"37,36","5,16 - 9,32",d,VOLTSTART,2140M,2140,vändg,6 731,190906,Umåker,Mika Forss,4,2140,11,"16,4a","53,53",50',190806,Solänget,Ove A Lindqvist,4,2660,3,"17,4","3,37",25',190725,Boden,Mika Forss,2,2140,5,"16,2","3,78",30',190715,Skellefteå,Mika Forss,1,2140,2,"16,4","6,47",10',190705,Lycksele,John Östman,4,1640,12,"15,7a","31,31",25'
1427,2019-10-05,SKELLEFTEÅ,4,VIXUS,h,6,Janne Soronen,5,"5,01","2,03",1,AUTOSTART,1640M,1640,"1.21,9",81 771,190907,Uleåborg,Janne Soronen,3,2120,,"25,7a","14,00",,190825,Torneå,Janne Soronen,3,2140,,"26,0","1,40",,190818,Finland,Janne Soronen,1,2140,,"24,3a","2,40",,190810,Ylivieska,Janne Soronen,3,2140,,"24,3","3,60",,190717,Finland,Janne Soronen,2,2100,,"30,9a","1,70",
1428,2019-10-05,SKELLEFTEÅ,4,MYR FAKSEN,h,10,Carl Johan Jepson,9,"9,25","2,50",2,AUTOSTART,1640M,1640,"1.22,4",28 598,190928,Harstad,Louise V. Trudvang,2,2100,,"26,0","3,20",,190914,Åbo,Harri Koivunen,d,2100,,0ag,"51,10",,(190901),Norge,Hans Christian Holm,1,2180,,"23,7","1,60",,190817,Harstad,Hans Christian Holm,1,2080,,"25,2","1,40",,(190803),Harstad,Hans Christian Holm,d,2080,,0g,"3,70",
1429,2019-10-05,SKELLEFTEÅ,4,SJÖ ODIN,h,8,Krister Söderholm,7,"77,44","7,74",3,AUTOSTART,1640M,1640,"1.22,5",19 066,190927,Bergsåker,Anders Högberg,0,2660,4,"24,4","72,99",150',190905,Gävle,Ulf Ohlsson,6,2140,3,"25,0a","18,35",50',190829,Gävle,Madelen Berås,2,1640,5,"24,8a","4,12",30',190815,Bergsåker,Anders Högberg,3,2680,3,"24,3","37,53",50',190807,Bollnäs,Anders Högberg,0,1640,5,"23,1a","76,86",175'
