datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
2020-05-09,ÅBY,1,AETOS KRONOS,h,4,Johan Untersteiner,2,"5,51","2,57",1,AUTOSTART,2140M,2140,"1.11,5",234 679,200424,Åby,Örjan Kihlström,1,2140,5,"12,0a","3,85",125',191110,Eskilstuna,Örjan Kihlström,0,2140,9,"13,2a","3,16",800',191027,Solvalla,Örjan Kihlström,2,2140,3,"13,5a","1,67",200',191015,Axevalla,Örjan Kihlström,4,2140,10,"14,6a","1,80",110',190929,Solvalla,Örjan Kihlström,0,2640,5,uag,"1,89",2000'
2020-05-09,ÅBY,1,DON FANUCCI ZET,h,4,Örjan Kihlström,6,"9,31","3,35",2,AUTOSTART,2140M,2140,"1.11,5",38 111,200424,Åby,Örjan Kihlström,3,2140,4,"12,3a","2,25",125',200412,Romme,Örjan Kihlström,1,2140,10,"13,4","2,60",110',200317,Örebro,Örjan Kihlström,1,2640,7,"16,4","2,00",30',191016,Solvalla,Örjan Kihlström,4,2140,8,"14,2a","7,70",70',190921,Färjestad,Örjan Kihlström,1,2140,2,"14,3a","2,51",60'
2020-05-09,ÅBY,1,CLICK BAIT,h,4,Jorma Kontio,3,"26,30","4,45",3,AUTOSTART,2140M,2140,"1.11,6",40 835,200424,Åby,Örjan Kihlström,1,2140,8,"12,7a","24,15",125',200412,Romme,Örjan Kihlström,3,1640,4,"13,4a","3,39",110',200326,Gävle,Örjan Kihlström,2,2140,3,"13,2a","14,52",35',191028,Eskilstuna,Jorma Kontio,1,2140,4,"15,0a","2,70",50',191011,Romme,Jorma Kontio,2,2140,6,"14,1a","4,17",100'
2020-05-09,ÅBY,1,POWER,h,4,Robert Bergh,4,"4,80","1,58 - 2,29",4,AUTOSTART,2140M,2140,"1.11,7",334 441,200424,Åby,Robert Bergh,2,2140,10,"12,7a","1,65",125',200404,Jägersro,Robert Bergh,2,2640,2,"15,8a","2,08",150',191110,Eskilstuna,Robert Bergh,0,2140,3,"13,2a","2,67",800',191027,Solvalla,Robert Bergh,1,2140,2,"12,3a","1,22",200',190929,Solvalla,Robert Bergh,1,2640,3,"13,0a","4,59",2000'
2020-05-09,ÅBY,1,UPSET FACE,h,4,Adrian Kolgjini,7,"24,03","3,06 - 5,38",5,AUTOSTART,2140M,2140,"1.11,8",103 678,200424,Åby,Adrian Kolgjini,3,2140,2,"12,2a","3,10",125',200404,Jägersro,Adrian Kolgjini,1,2640,1,"15,7a","2,10",150',191027,Solvalla,Adrian Kolgjini,6,2140,12,"13,0a","13,70",200',190929,Solvalla,Adrian Kolgjini,4,2640,1,"13,1a","6,74",2000',190917,Solvalla,Adrian Kolgjini,1,2640,10,"14,2ag","2,12",150'
2020-05-09,ÅBY,1,ADMIRAL AS,v,4,Ulf Ohlsson,11,"10,28","2,30 - 3,88",6,AUTOSTART,2140M,2140,"1.11,9",48 954,200424,Åby,Ulf Ohlsson,4,2140,9,"13,1ag","5,15",125',200326,Gävle,Ulf Ohlsson,1,2140,5,"13,1a","4,25",35',200307,Färjestad,Ulf Ohlsson,1,2660,6,"15,7","2,34",100',191007,Mantorp,Ulf Ohlsson,5,2140,10,"14,4ag","3,95",200',190929,Solvalla,Ulf Ohlsson,1,2140,10,"14,1a","2,57",40'
2020-05-09,ÅBY,1,TABASCO C.D.,h,4,Joakim Granlund,12,"74,59","6,19 - 11,53",0,AUTOSTART,2140M,2140,"1.11,9",31 450,200424,Åby,Joakim Granlund,4,2140,3,"12,4a","3,96",125',200410,Färjestad,Joakim Granlund,1,2140,10,"12,9a","65,59",110',191231,Axevalla,Kaj Widell,1,2140,7,"15,4a","2,64",100',191217,Solvalla,Kaj Widell,2,2140,9,"13,5a","14,13",100',191201,Örebro,Kaj Widell,1,2100,4,"14,7a","11,96",100'
2020-05-09,ÅBY,1,EXODUS BRICK,h,4,Jörgen Westholm,10,"136,56","9,45 - 17,76",0,AUTOSTART,2140M,2140,"1.12,0",99 153,200424,Åby,Jörgen Westholm,3,2140,2,"13,0a","23,00",125',200410,Färjestad,Jörgen Westholm,0,2140,4,"13,3a","30,16",110',191027,Solvalla,Jörgen Westholm,5,2140,9,"12,9a","31,37",200',190929,Solvalla,Jörgen Westholm,3,2640,8,"13,1a","100,00",2000',190917,Solvalla,Jörgen Westholm,2,2640,2,"13,9a","31,79",150'
2020-05-09,ÅBY,1,GAYLORD AM,h,4,Carl Johan Jepson,9,"49,38","5,17 - 9,52",0,AUTOSTART,2140M,2140,"1.12,1g",31 350,200424,Åby,Ulf Ohlsson,2,2140,2,"12,2a","37,66",125',200330,Färjestad,Kristian Lindberg,4,2140,9,"14,4a","5,54",35',191003,Örebro,Kristian Lindberg,1,2100,2,"16,2a","2,06",50',190917,Solvalla,Kristian Lindberg,0,2640,5,uag,"11,68",150',190826,Färjestad,Kristian Lindberg,2,2160,2,"14,4","2,79",50'
2020-05-09,ÅBY,1,GREEN MANALISHI,h,4,Björn Goop,5,"2,50","1,37 - 1,70",0,AUTOSTART,2140M,2140,"1.12,4g",427 101,200424,Åby,Björn Goop,2,2140,1,"12,1a","2,73",125',191026,Kanada trav,Tim Tetrick,6,1609,,"11,1a","21,70",,191019,Kanada trav,Tim Tetrick,3,1609,,"10,0a","4,20",,191006,US,Tim Tetrick,0,1609,,"9 ,9a","15,30",,190929,US,Tim Tetrick,1,1609,,"8 ,9a","1,80",
2020-05-09,ÅBY,1,KARAT BAND,h,4,Åke Lindblom,8,"141,25","11,85 - 22,32",d,AUTOSTART,2140M,2140,12g,49 750,200424,Åby,Åke Lindblom,4,2140,4,"12,3a","54,34",125',200328,Solvalla,Åke Lindblom,d,2140,9,11ag,"10,88",300',200304,Solvalla,Åke Lindblom,1,2140,1,"15,0a","5,04",60',191106,Solvalla,Åke Lindblom,2,2140,8,"14,6a","19,17",100',190816,Örebro,Carl Johan Jepson,0,1609,9,"13,8a","2,95",100'
2020-05-09,ÅBY,1,OSTERC,h,4,Erik Adielsson,1,"18,00","2,48 - 4,24",d,AUTOSTART,2140M,2140,kub0g,178 704,200424,Åby,Björn Goop,1,2140,5,"12,2a","9,60",125',200413,Halmstad,Björn Goop,0,1640,9,"12,1a","12,69",100',200318,Jägersro,Tobias O Eriksson,d,2140,2,2ag,"3,74",60',190929,US,Yannick Gingras,5,1609,,"10,1a","11,70",,190919,US,Yannick Gingras,1,1609,,"11,3a","1,80",
2020-05-09,ÅBY,2,COKSTILE,h,7,Christoffer Eriksson,10,"7,22","1,46",1,AUTOSTART,1640M,1640,"1.09,8",105 985,200422,Solvalla,Christoffer Eriksson,2,1640,9,"9 ,9ag","4,87",100',191215,Vincennes,Antonio Di Nardo,7,2850,,"12,7","17,30",,191110,Italien,Antonio Di Nardo,1,1600,,"10,4a","1,70",,191110,Italien,Antonio Di Nardo,1,1600,,"10,8a","1,10",,191025,Italien,Antonio Di Nardo,1,1600,,"10,4a","1,10",
2020-05-09,ÅBY,2,CYBER LANE,v,7,Johan Untersteiner,2,"3,82","1,27",2,AUTOSTART,1640M,1640,"1.10,1",270 187,200425,Åby,Johan Untersteiner,2,2140,2,"12,2a","6,08",1000',200404,Jägersro,Johan Untersteiner,1,2140,10,"11,4a","4,15",150',190824,Bergsåker,Johan Untersteiner,4,2140,10,"11,4a","5,41",1000',190730,Jägersro,Johan Untersteiner,4,1609,8,"9 ,7a","20,47",1609',190706,Halmstad,Johan Untersteiner,1,2140,5,"11,8a","1,81",200'
2020-05-09,ÅBY,2,BILLIE DE MONTFORT,s,9,Björn Goop,1,"1,97","1,17",3,AUTOSTART,1640M,1640,"1.10,2",214 744,200425,Åby,Björn Goop,3,2140,3,"12,3a","4,86",1000',200308,Cagnes sur Mer,Gabriele Gelormini,3,1609,,"10,0a","13,80",,200209,Vincennes,Gabriele Gelormini,7,2100,,"11,6a","36,70",,200126,Vincennes,Gabriele Gelormini,0,2700,,"12,2","49,00",,191229,Vincennes,Gabriele Gelormini,1,2100,,"10,6a","17,80",
2020-05-09,ÅBY,2,SON OF GOD,v,6,Örjan Kihlström,5,"8,38","1,61 - 3,17",4,AUTOSTART,1640M,1640,"1.10,3",84 128,200418,Umåker,Daniel Redén,2,2140,6,"12,8a","13,49",200',200408,Solvalla,Daniel Redén,5,2140,4,"11,9a","20,17",100',190707,Jarlsberg,Örjan Kihlström,d,2100,,0ag,"4,80",,190624,Halmstad,Örjan Kihlström,2,2140,5,"12,8a","1,98",50',190525,Solvalla,Örjan Kihlström,d,3180,1,ug,"6,30",900'
2020-05-09,ÅBY,2,GHAZI B.R.,h,6,Tom Erik Solberg,7,"60,17","5,67 - 13,75",5,AUTOSTART,1640M,1640,"1.10,4",60 455,200502,Örebro,Tom Erik Solberg,5,1609,9,"11,1a","18,07",150',200413,Halmstad,Carl Johan Jepson,2,1640,10,"11,2a","33,90",100',200209,Vincennes,Alexandre Abrivard,3,2100,,"11,5a","12,90",,200202,Vincennes,Alexandre Abrivard,7,2700,,"13,5","31,20",,191222,Vincennes,Jean Michel Bazire,0,2700,,"12,5","12,30",
2020-05-09,ÅBY,2,RACING MANGE,h,7,Joakim Lövgren,8,"24,13","2,32 - 5,05",6,AUTOSTART,1640M,1640,"1.10,4",76 998,200404,Jägersro,Joakim Lövgren,5,2140,7,"11,6a","4,34",150',200324,Jägersro,Joakim Lövgren,2,2140,3,"13,6a","2,63",30',191123,Jägersro,Joakim Lövgren,6,2140,5,"12,2a","4,79",200',191113,Jägersro,Joakim Lövgren,1,3180,2,"14,9","1,31",70',191026,Jägersro,Joakim Lövgren,6,2640,6,"12,8a","5,05",400'
2020-05-09,ÅBY,2,PARTIZAN FACE,v,8,Adrian Kolgjini,3,"35,07","2,74 - 6,17",7,AUTOSTART,1640M,1640,"1.10,5",25 063,200422,Solvalla,Erik Adielsson,4,1640,5,"10,2a","21,10",100',200211,Vincennes,Dominik Locqueneux,2,2100,,"11,6a","38,10",,200205,Vincennes,Pierre Vercruysse,0,2100,,"12,3a","41,80",,200113,Vincennes,Dominik Locqueneux,5,2700,,"13,9","66,10",,191228,Frankrike,Antoine Wiels,3,2550,,"13,6a","2,60",
2020-05-09,ÅBY,2,GENERAAL BIANCO,v,7,Peter Untersteiner,6,"64,37","4,57 - 10,94",0,AUTOSTART,1640M,1640,"1.10,7",67 825,200408,Solvalla,Erik Adielsson,0,2140,6,"12,1a","17,22",100',191214,Vincennes,Peter Untersteiner,0,2100,,"12,8a","25,90",,191125,Vincennes,Franck Nivard,d,2850,,-,"11,00",,191108,Wolvega,Johan Untersteiner,4,2100,,"13,2a","11,60",,191013,Hamburg,Peter Untersteiner,1,1680,,"11,6a","1,84",
2020-05-09,ÅBY,2,MELLBY DRAKE,v,8,Robert Bergh,4,"33,81","3,71 - 8,75",0,AUTOSTART,1640M,1640,"1.11,1g",32 801,200421,Jägersro,Dwight Pieters,1,2180,2,"14,5","1,47",30',200409,Gävle,Per Lennartsson,5,1640,11,"11,5a","8,80",100',200325,Åby,Robert Bergh,1,1640,6,"11,6a","8,54",60',200226,Vincennes,David Thomain,0,2100,,ita,"14,20",,200216,Vincennes,David Thomain,0,2700,,"15,1","25,20",
2020-05-09,ÅBY,3,ISLAND LIFE,v,9,Robert Bergh,4,"4,92","2,52",1,AUTOSTART,2140M,2140,"1.12,4",23 584,200428,Jägersro,Robert Bergh,1,2140,4,"14,0a","1,69",35',200412,Romme,Robert Bergh,0,2640,2,"15,0a","5,94",125',200404,Jägersro,Robert Bergh,4,2140,2,"11,6a","75,03",150',200325,Åby,Christoffer Eriksson,0,1640,2,"12,2a","10,78",60',191214,Bergsåker,Robert Bergh,6,1640,1,"14,8a","6,71",150'
2020-05-09,ÅBY,3,PASTOR POWER,v,6,Peter Untersteiner,3,"23,72","4,46",2,AUTOSTART,2140M,2140,"1.12,4",38 357,200425,Åby,Peter Untersteiner,5,2140,1,"11,9a","19,88",125',200328,Solvalla,Peter Untersteiner,0,2140,3,"14,4ag","20,83",250',200314,Halmstad,Peter Untersteiner,5,2140,10,"14,4a","24,73",125',200222,Axevalla,Peter Untersteiner,5,2140,9,"14,3a","13,60",125',200208,Solvalla,Peter Untersteiner,2,2140,9,"13,5a","27,12",250'
2020-05-09,ÅBY,3,ROOFIE,v,5,Stefan Persson,12,"64,49","11,11",3,AUTOSTART,2140M,2140,"1.12,5",35 215,200428,Jägersro,Johan Untersteiner,2,2140,3,"14,3a","3,73",35',200415,Jägersro,Johan Untersteiner,4,3160,1,"15,9","10,28",60',200325,Åby,Johan Untersteiner,0,1640,12,"12,0a","15,03",60',200314,Halmstad,Stefan Persson,d,2140,4,uag,"24,47",125',200304,Jägersro,Johan Untersteiner,3,2140,6,"13,3a","3,97",60'
2020-05-09,ÅBY,3,HAN HERRED,v,7,Ulf Ohlsson,6,"36,42","4,46 - 7,00",4,AUTOSTART,2140M,2140,"1.12,6",30 760,200502,Örebro,Ulf Ohlsson,4,2100,9,"13,0a","70,79",125',200413,Hagmyren,Ulf Eriksson,3,3140,2,"15,9","8,72",30',200328,Solvalla,Ulf Ohlsson,0,2140,6,"14,0a","70,01",250',200307,Färjestad,Erik Adielsson,4,1640,3,"11,5a","18,05",125',200213,Örebro,Ulf Ohlsson,5,2100,1,"14,2a","2,15",35'
2020-05-09,ÅBY,3,LEXINGTON HALL,v,7,Jorma Kontio,8,"37,92","5,50 - 8,73",5,AUTOSTART,2140M,2140,"1.12,7",18 185,200222,Axevalla,Jorma Kontio,0,2140,11,"15,4a","35,62",125',200118,Kalmar,Örjan Kihlström,7,1640,10,"13,2a","7,58",125',200108,Solvalla,Jorma Kontio,1,2640,6,"15,4a","5,74",60',200101,Solvalla,Rikard N Skoglund,3,2140,11,"14,3a","5,32",60',191226,Solvalla,Rikard N Skoglund,7,2140,8,"12,9a","49,84",250'
2020-05-09,ÅBY,3,NIKY FLAX,v,7,Johan Untersteiner,1,"9,40","1,91 - 2,75",6,AUTOSTART,2140M,2140,"1.12,7",25 763,200425,Åby,Johan Untersteiner,0,2140,6,"12,7a","16,77",125',200404,Jägersro,Johan Untersteiner,2,2140,1,"13,6a","2,80",125',200328,Solvalla,Johan Untersteiner,2,2140,2,"13,3a","7,34",250',200314,Halmstad,Johan Untersteiner,4,2140,7,"14,4a","13,86",125',200222,Axevalla,Johan Untersteiner,6,2140,12,"14,3a","19,93",125'
2020-05-09,ÅBY,3,NIGHT BRODDE,h,5,Marc Elias,7,"6,99","1,95 - 2,82",7,AUTOSTART,2140M,2140,"1.12,8",42 661,200425,Åby,Marc Elias,4,2140,11,"11,9a","11,55",125',200404,Jägersro,Marc Elias,6,2140,2,"14,1ag","4,57",125',200314,Halmstad,Marc Elias,0,1640,7,"15,4ag","4,60",150',200224,Halmstad,Marc Elias,1,1640,5,"10,9a","1,68",35',200110,Vincennes,Marc Elias,0,2850,,"15,1","14,80",
2020-05-09,ÅBY,3,KUNG EDWARD,v,7,Örjan Kihlström,10,"43,18","6,93 - 11,13",0,AUTOSTART,2140M,2140,"1.12,8",13 529,200425,Åby,Björn Goop,7,2140,10,"12,5a","26,73",125',200328,Solvalla,Björn Goop,7,2140,11,"13,5a","45,48",250',200314,Halmstad,Carl Johan Jepson,3,2140,8,"14,3a","70,82",125',200222,Axevalla,Emilia Leo,4,2140,2,"14,3a","41,02",125',200205,Jägersro,Joakim Lövgren,1,1640,5,"12,1a","3,65",60'
2020-05-09,ÅBY,3,JET VOICE,h,9,Christoffer Eriksson,9,"19,18","4,32 - 6,76",0,AUTOSTART,2140M,2140,"1.12,9",16 658,200229,Vincennes,Gabriele Gelormini,0,2700,,"13,7","70,40",,200225,Belgien,Nico Dhaenens,4,2875,,"16,5",-,,200215,Frankrike,Gabriele Gelormini,d,2625,,0,"6,80",,200125,Vincennes,Johann Preining J:r,1,2100,,"14,7a","6,40",,191229,Vincennes,Gabriele Gelormini,0,2700,,"15,0","4,50",
2020-05-09,ÅBY,3,WILD LOVE,s,6,Kevin Oscarsson,5,"3,35","1,57 - 1,99",0,AUTOSTART,2140M,2140,"1.13,1",32 489,200425,Åby,Kevin Oscarsson,1,2140,9,"11,7a","9,71",125',200415,Jägersro,Kevin Oscarsson,3,2140,7,"13,5a","5,15",60',200328,Solvalla,Kevin Oscarsson,4,1640,7,"10,9a","9,81",220',200314,Halmstad,Kevin Oscarsson,2,2180,2,"13,2","3,27",110',200218,Jägersro,Kevin Oscarsson,3,2640,6,"15,0a","3,96",35'
2020-05-09,ÅBY,3,HARRAN BOKO,v,6,Conrad Lugauer,2,"4,38","1,73 - 2,38",0,AUTOSTART,2140M,2140,"1.13,3",42 080,200425,Åby,Conrad Lugauer,0,3180,3,"14,0","5,12",150',200324,Jägersro,Conrad Lugauer,1,2140,2,"13,4a","1,75",30',200208,Solvalla,Marc Elias,1,2140,12,"13,3a","9,46",250',200125,Vincennes,Marc Elias,3,2850,,"15,5","7,10",,200104,Jägersro,Ken Ecce,1,2140,2,"13,7a","4,06",125'
2020-05-09,ÅBY,3,MR PERFECT,v,8,Jim Oscarsson,11,"90,94","11,22 - 18,06",0,AUTOSTART,2140M,2140,"1.13,4",18 600,200502,Örebro,Kevin Oscarsson,7,2100,11,"13,4a","107,34",125',200404,Jägersro,Kevin Oscarsson,0,2140,3,"14,3a","77,58",125',200309,Frankrike,D Cordeau,0,2650,,"14,2","12,00",,200301,Frankrike,Frederic Clozier,2,2575,,"14,3a","4,40",,200215,Frankrike,P J Cordeau,3,2575,,"14,0a","7,80",
2020-05-09,ÅBY,4,NOBLE SUPERB,h,5,Erik Adielsson,6,"17,70","3,34",1,AUTOSTART,2640M,2640,"1.13,0",107 350,200410,Färjestad,Carl Johan Jepson,6,1640,4,"11,2a","29,36",250',191116,Bjerke,Magnus Teien Gundersen,3,1609,,"12,9a","27,80",,(191102),Sörlandet,Magnus Teien Gundersen,3,2140,,"14,5a","3,10",,191012,Vermo,Magnus Teien Gundersen,5,2120,,"11,9a","215,80",,190928,Solvalla,Magnus Teien Gundersen,5,2140,4,"12,4a","9,13",200'
2020-05-09,ÅBY,4,FORFANTONE AM,h,5,Torbjörn Jansson,2,"5,13","1,84",2,AUTOSTART,2640M,2640,"1.13,1",150 783,200410,Färjestad,Torbjörn Jansson,3,1640,7,"10,7a","15,45",250',191110,Eskilstuna,Örjan Kihlström,1,2140,5,"12,6a","8,50",800',191027,Solvalla,Örjan Kihlström,2,2140,11,"13,0a","5,56",200',191012,Vermo,Kenneth Haugstad,4,2120,,"11,6a","73,20",,190928,Solvalla,Örjan Kihlström,3,2140,3,"12,1a","1,84",200'
2020-05-09,ÅBY,4,MAXUS,h,5,Örjan Kihlström,9,"11,94","2,62",3,AUTOSTART,2640M,2640,"1.13,1",84 254,200501,Rättvik,Carl Johan Jepson,0,1640,7,"15,9ag","8,89",40',200418,Umåker,Örjan Kihlström,2,2140,6,"12,3a","13,24",200',200410,Färjestad,Kenneth Haugstad,0,1640,6,"17,7ag","64,44",250',191027,Solvalla,Örjan Kihlström,0,2140,8,"13,2a","7,77",200',191013,Hamburg,Kenneth Haugstad,2,2200,,"13,5a","10,28",
2020-05-09,ÅBY,4,STOLETHESHOW,h,5,Björn Goop,5,"6,49","1,81 - 2,92",4,AUTOSTART,2640M,2640,"1.13,1",79 457,200418,Umåker,Rikard N Skoglund,3,2140,4,"12,5a","12,23",200',200410,Färjestad,Christoffer Eriksson,0,1640,10,"17,6ag","26,89",250',200222,Axevalla,Christoffer Eriksson,3,2640,10,"15,0a","18,57",150',200212,Åby,Christoffer Eriksson,1,2140,6,"14,0a","2,42",60',200118,Kalmar,Christoffer Eriksson,d,2140,9,3ag,"21,09",150'
2020-05-09,ÅBY,4,ZARENNE FAS,h,5,Rikard N Skoglund,4,"2,11","1,38 - 1,77",4,AUTOSTART,2640M,2640,"1.13,1",133 618,200410,Färjestad,Rikard N Skoglund,2,1640,9,"10,6a","6,60",250',200111,Vincennes,Gabriele Gelormini,0,2850,,"14,1","24,90",,191222,Vincennes,Rikard N Skoglund,0,2100,,"11,7a","33,60",,191116,Bjerke,Rikard N Skoglund,1,1609,,"12,4a","1,50",,191013,Hamburg,Rikard N Skoglund,1,2200,,"12,2a","4,42",
2020-05-09,ÅBY,4,FERRARI SISU,v,5,Marc Elias,10,"11,48","2,24 - 3,77",6,AUTOSTART,2640M,2640,"1.13,1",128 220,200502,Örebro,Marc Elias,0,3180,6,ug,"7,27",200',200415,Jägersro,Marc Elias,d,3180,3,1g,"2,34",60',191110,Eskilstuna,Marc Elias,3,2140,8,"12,8a","17,71",800',191027,Solvalla,Marc Elias,4,2140,3,"12,9a","4,20",200',191015,Axevalla,Marc Elias,6,2140,2,"13,7a","7,46",110'
2020-05-09,ÅBY,4,MELLBY GLADER,v,5,Robert Bergh,3,"29,57","3,00 - 5,29",7,AUTOSTART,2640M,2640,"1.13,4",33 907,200412,Romme,Per Lennartsson,2,2640,3,"14,4a","27,47",125',200402,Örebro,Ulf Eriksson,5,2680,1,"16,1","4,44",25',200227,Vincennes,David Thomain,d,2700,,-,"8,90",,191127,Solvalla,Per Lennartsson,5,2140,4,"13,0a","2,61",300',191123,Jägersro,Robert Bergh,6,2160,1,"13,4","22,62",150'
2020-05-09,ÅBY,4,ZABUL FI,h,5,Carl Johan Jepson,12,"84,14","7,91 - 14,79",0,AUTOSTART,2640M,2640,"1.13,5",72 778,200415,Jägersro,Kevin Oscarsson,0,3180,2,"15,4","28,33",60',200314,Halmstad,Carl Johan Jepson,4,1640,10,"11,4a","57,52",150',200212,Åby,Carl Johan Jepson,4,2140,2,"14,3a","3,09",60',191222,Vincennes,Pietro Gubellini,0,2100,,ita,"340,80",,191207,Åby,Kevin Oscarsson,5,1640,4,"12,6a","31,55",200'
2020-05-09,ÅBY,4,THRUST CONTROL,h,5,Jorma Kontio,7,"19,00","2,85 - 4,99",0,AUTOSTART,2640M,2640,"1.13,7",33 668,200502,Örebro,Björn Goop,d,2100,1,uag,"4,60",125',200418,Umåker,Björn Goop,d,2140,3,7ag,"13,51",200',191217,Solvalla,Ulf Eriksson,5,2140,2,"13,9a",,100',191214,Bergsåker,Ulf Eriksson,0,1640,8,"15,4a","34,90",150',191130,Gävle,Carl Johan Jepson,0,1640,2,"13,1a","3,83",150'
2020-05-09,ÅBY,4,PEAK FEAR,v,5,Peter Ingves,1,"54,15","5,45 - 10,11",0,AUTOSTART,2640M,2640,"1.13,7",12 096,200428,Jägersro,Peter Ingves,3,2640,12,"15,0g","72,72",35',200415,Jägersro,Roger Malmqvist,6,2160,3,"15,2","48,24",30',191130,Halmstad,Peter Ingves,4,2640,9,"15,8a","8,20",25',191104,Halmstad,Peter Ingves,5,2140,5,"15,7a","2,95",25',191021,Halmstad,Peter Ingves,2,2640,3,"15,5a","2,41",25'
2020-05-09,ÅBY,4,TITO C.A.,v,5,Ulf Ohlsson,11,"92,89","8,95 - 16,78",0,AUTOSTART,2640M,2640,"1.13,9",53 406,200501,Rättvik,Ulf Ohlsson,4,1640,6,"13,6ag","45,90",40',200418,Umåker,Ulf Ohlsson,4,2140,2,"12,6a","70,20",200',200318,Solvalla,Per Lennartsson,0,2140,5,"13,9a","162,54",100',191217,Solvalla,Ulf Ohlsson,0,2140,6,"14,4a",,100',191127,Solvalla,Ulf Ohlsson,4,2140,6,"12,8a","28,46",300'
2020-05-09,ÅBY,5,DIANA ZET,s,4,Örjan Kihlström,5,"8,21","2,91",1,AUTOSTART,2140M,2140,"1.12,6",296 083,200424,Åby,Örjan Kihlström,2,2140,1,"13,2a","2,99",125',200410,Färjestad,Örjan Kihlström,0,2140,9,"13,8a","14,05",110',191027,Solvalla,Örjan Kihlström,5,2140,2,"14,0a","1,44",200',190929,Solvalla,Örjan Kihlström,1,2140,2,"13,5a","3,10",1400',190917,Solvalla,Örjan Kihlström,1,2140,11,"13,4a","3,80",150'
2020-05-09,ÅBY,5,GRANDE DIVA SISU,s,4,Per Nordström,12,"58,71","9,16",2,AUTOSTART,2140M,2140,"1.12,6",56 300,200424,Åby,Per Nordström,3,2140,3,"13,6a","4,53",125',200409,Jägersro,Per Nordström,2,1640,5,"10,4a","5,21",30',200328,Solvalla,Per Nordström,0,2140,10,"14,3a","37,67",300',191217,Jägersro,Per Nordström,2,2160,2,"14,7","2,93",60',191015,Axevalla,Per Nordström,0,2140,1,"14,3a","4,35",110'
2020-05-09,ÅBY,5,TONIQUE,s,4,Åke Lindblom,2,"12,80","3,43",3,AUTOSTART,2140M,2140,"1.12,6",27 677,200424,Åby,Åke Lindblom,1,2140,9,"13,0a","19,43",125',200410,Eskilstuna,Åke Lindblom,1,1640,10,"11,3a","10,46",50',200328,Solvalla,Åke Lindblom,0,2140,11,"14,5a","23,31",300',200304,Solvalla,Åke Lindblom,1,2140,6,"14,9a","2,35",40',191106,Solvalla,Åke Lindblom,1,2140,6,"14,3a","4,76",100'
2020-05-09,ÅBY,5,MAHMA LANE,s,4,Peter Untersteiner,8,"54,41","4,97 - 9,95",4,AUTOSTART,2140M,2140,"1.12,7",53 500,200424,Åby,Peter Untersteiner,3,2140,1,"13,1a","9,00",125',200408,Åby,Peter Untersteiner,4,2140,6,"14,4a","2,20",40',191221,Halmstad,Peter Untersteiner,2,2160,9,"14,9","3,03",125',191207,Åby,Peter Untersteiner,1,2140,2,"14,7","1,68",100',191116,Åby,Peter Ingves,1,2140,12,"15,6a","2,67",60'
2020-05-09,ÅBY,5,SASHAY MY WAY,s,4,Adrian Kolgjini,10,"35,21","3,75 - 7,33",5,AUTOSTART,2140M,2140,"1.12,7",54 147,200424,Åby,Adrian Kolgjini,2,2140,1,"13,6a","4,36",125',200331,Jägersro,Adrian Kolgjini,1,2140,5,"14,9a","1,49",30',200318,Jägersro,Adrian Kolgjini,4,2140,4,"14,1a","7,89",60',191105,Jägersro,Adrian Kolgjini,4,2160,1,"16,1g","2,27",60',191008,Jägersro,Adrian Kolgjini,4,1640,4,"13,7a","1,41",60'
2020-05-09,ÅBY,5,GANGA BAE,s,4,Jorma Kontio,6,"1,81","1,26 - 1,48",6,AUTOSTART,2140M,2140,"1.12,8",200 115,200424,Åby,Jorma Kontio,2,2140,8,"13,0a","1,48",125',200410,Färjestad,Jorma Kontio,1,2140,4,"13,0a","1,44",110',200328,Solvalla,Jorma Kontio,2,2140,12,"13,9a","5,38",300',191110,Eskilstuna,Jorma Kontio,1,2140,1,"13,2a","4,90",800',191027,Solvalla,Jorma Kontio,1,2140,4,"13,7a","1,80",200'
2020-05-09,ÅBY,5,RESIDUAL THRUST,s,4,Erik Adielsson,9,"28,68","3,21 - 6,16",0,AUTOSTART,2140M,2140,"1.13,1",26 153,200424,Åby,Erik Adielsson,1,2140,6,"13,6a","41,48",125',200408,Solvalla,Erik Adielsson,4,2140,3,"12,9a","3,95",40',200328,Solvalla,Erik Adielsson,5,2140,2,"14,2a","70,92",300',200307,Färjestad,Jorma Kontio,7,2140,6,"15,2a","41,45",110',200122,Solvalla,Jorma Kontio,3,2140,6,"15,1a","6,25",40'
