,datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
10,2020-03-07,FÄRJESTAD,4,TRIPSSON Ö.K.,h,8,Göran Antonsen,3,"51,01","6,49 - 10,63",0,VOLTSTART,2140M,2180,"1.25,6",16 480,200201,Åby,Jorma Kontio,0,2660,8,"27,1","24,70",150',191228,Romme,Göran Antonsen,2,2140,1,"26,4","6,47",125',191204,Bjerke,Göran Antonsen,5,2100,,"25,3a","43,50",,(191122),Biri,Cato Antonsen,4,1609,,"27,9a","9,70",,(191018),Biri,Cato Antonsen,0,2120,,"27,5","4,80",
11,2020-03-07,FÄRJESTAD,4,SIKVELANDS SVARTEN,h,8,Anita Valstad Hagmann,9,"135,84","15,33 - 25,22",0,VOLTSTART,2140M,2160,"1.26,9",5 932,(200229),Jarlsberg,Anita Valstad Hagmann,0,2100,,"28,9a","77,80",,200219,Bjerke,Anita Valstad Hagmann,4,2100,,"26,8a","45,00",,200204,Momarken,Anita Valstad Hagmann,4,2140,,"29,0","26,26",,200120,Färjestad,Anita Valstad Hagmann,3,1680,3,"26,9","18,41",30',(191125),Drammen,Anita Valstad Hagmann,5,2100,,"28,4a","67,00",
12,2020-03-07,FÄRJESTAD,5,GARETH BOKO,h,7,Marc Elias,5,"2,85","2,21",1,AUTOSTART,2140M,2140,"1.12,6",108 540,200222,Axevalla,Marc Elias,1,2640,11,"14,7a","8,19",150',200208,Solvalla,Marc Elias,6,2140,9,"13,0a","6,10",300',200118,Kalmar,Marc Elias,1,2140,5,"13,2a","9,29",150',200106,Färjestad,Marc Elias,1,2680,4,"15,3","1,73",40',190531,Vincennes,Conrad Lugauer,3,2850,,"12,3","7,40",
13,2020-03-07,FÄRJESTAD,5,BARON GIFT,h,7,Rickard Svanstedt,7,"24,82","5,53",2,AUTOSTART,2140M,2140,"1.12,7",34 818,200208,Solvalla,Rickard Svanstedt,0,2140,3,"13,8a","22,43",300',200118,Kalmar,Rickard Svanstedt,d,2140,3,uag,"3,28",150',191221,Halmstad,Rickard Svanstedt,1,2140,6,"13,0a","2,78",200',191207,Åby,Rickard Svanstedt,7,1640,9,"12,7a","14,16",200',190929,Solvalla,Rickard Svanstedt,0,2140,11,"13,0a","58,38",400'
14,2020-03-07,FÄRJESTAD,5,RECKLESS,h,10,Björn Goop,8,"42,77","6,01",3,AUTOSTART,2140M,2140,"1.12,9",77 100,191226,Solvalla,Björn Goop,7,2140,6,"13,0a","26,12",400',191130,Gävle,Carl Johan Jepson,4,3140,3,"14,3a","30,66",200',191026,Jägersro,Stefan Söderkvist,0,2640,3,"13,1a","40,54",400',191012,Åby,Stefan Söderkvist,7,2640,5,"13,5a","35,54",500',190921,Färjestad,Björn Goop,5,2140,2,"11,5a","12,59",200'
15,2020-03-07,FÄRJESTAD,5,OLLE ROLS,v,7,Peter Untersteiner,1,"21,65","1,78 - 4,80",4,AUTOSTART,2140M,2140,"1.12,9",48 597,200222,Axevalla,Peter Ingves,0,2640,7,"16,4ag","8,91",150',200208,Solvalla,Peter Ingves,5,2140,6,"12,9a","16,51",300',200118,Kalmar,Peter Untersteiner,2,2140,2,"13,2a","8,09",150',191221,Halmstad,Peter Ingves,2,2140,8,"13,2a","16,41",200',191211,Jägersro,Peter Ingves,2,3200,2,"14,7","7,53",70'
16,2020-03-07,FÄRJESTAD,5,ORDER TO FLY,h,10,Per Lennartsson,3,"92,20","4,54 - 14,96",5,AUTOSTART,2140M,2140,"1.12,9",25 642,200221,Romme,Jorma Kontio,d,2140,1,uag,"3,87",35',200129,Bergsåker,Rikard N Skoglund,3,2140,12,"15,8a","2,75",60',200111,Bergsåker,Per Lennartsson,4,2140,9,"12,9a","167,22",150',191228,Romme,Per Lennartsson,5,2640,8,"14,8a","88,57",200',191214,Bergsåker,Per Lennartsson,0,2640,1,"17,1a","68,46",200'
17,2020-03-07,FÄRJESTAD,5,TEST DRIVE,v,7,Erik Berglöf,6,"148,76","5,45 - 18,23",6,AUTOSTART,2140M,2140,"1.12,9",29 315,200227,Momarken,Erik Berglöf,1,1640,,"13,2a","1,73",,200219,Bjerke,Erik Berglöf,4,2100,,"15,0a","2,70",,200118,Bjerke,Gunnar Austevoll,d,2100,,0ag,"9,10",,200112,Örebro,Erik Berglöf,2,2100,1,"14,7a","23,85",40',200106,Färjestad,Erik Berglöf,3,2680,3,"16,0","6,55",40'
18,2020-03-07,FÄRJESTAD,5,SUPER NICE,h,7,Torbjörn Jansson,9,"19,65","1,78 - 4,80",7,AUTOSTART,2140M,2140,"1.13,1",61 158,200215,Mantorp,Torbjörn Jansson,1,2140,4,"13,6a","15,72",150',191031,Visby,Claes Sjöström,0,2120,7,"15,9a","3,49",25',191014,Visby,Claes Sjöström,4,2660,1,"14,7","1,57",30',190912,Visby,Claes Sjöström,2,1620,3,"12,0a","1,61",25',190731,Enghien,David Thomain,0,2150,,"14,0a","16,50",
19,2020-03-07,FÄRJESTAD,5,VÄSTERBOONTHENEWS,v,12,Carl Johan Jepson,4,"32,09","1,94 - 5,37",0,AUTOSTART,2140M,2140,"1.13,1",49 650,200222,Axevalla,Kevin Oscarsson,0,2640,2,"16,1a","39,05",150',200208,Solvalla,Carl Johan Jepson,2,2140,2,"12,7a","52,92",300',200125,Eskilstuna,Rikard N Skoglund,5,1640,1,"11,5a","6,80",150',200118,Kalmar,Kim Eriksson,5,2140,4,"13,6a","18,21",150',191229,Charlottenlund,Jeppe Juel,4,2000,,"13,5a","23,40",
20,2020-03-07,FÄRJESTAD,5,ON TRACK PIRATEN,v,12,Jorma Kontio,10,"25,15","2,05 - 5,79",0,AUTOSTART,2140M,2140,"1.13,4",112 066,200222,Axevalla,Erik Adielsson,7,2640,5,"15,5a","11,54",150',191228,Romme,Hans R Strömberg,6,2640,1,"14,8a","6,94",200',191214,Bergsåker,Rikard N Skoglund,5,2640,11,"16,9a","6,93",200',191120,Solvalla,Torbjörn Jansson,2,2140,4,"13,4a","3,02",70',191005,Skellefteå,Rikard N Skoglund,0,3180,5,"14,4","4,58",200'
21,2020-03-07,FÄRJESTAD,5,SIR RATZEPUTZ,v,10,Rikard N Skoglund,2,"1,74","1,11 - 1,26",0,AUTOSTART,2140M,2140,"1.13,5g",59 257,200226,Solvalla,Rikard N Skoglund,1,2160,3,"12,2","2,97",100',200219,Solvalla,Rikard N Skoglund,k,2140,6,"15,0",gdk,,190316,Mantorp,Jorma Kontio,d,2140,6,7ag,"16,43",200',180407,Solvalla,Erik Adielsson,7,2140,2,"12,2a","4,18",400',180324,Mantorp,Erik Adielsson,2,1640,2,"12,1a","1,65",200'
22,2020-03-07,FÄRJESTAD,5,SLIDING HOME,h,7,Mikael J Andersson,11,"230,34","8,36 - 28,74",0,AUTOSTART,2140M,2140,"1.14,2g",48 933,200222,Axevalla,Mikael J Andersson,5,2640,1,"15,3a","100,70",150',200215,Mantorp,Mikael J Andersson,2,2140,8,"14,1a","40,33",150',190923,Mantorp,Kim Eriksson,0,1640,4,"12,3ag","73,78",50',190602,Axevalla,Peter Ingves,d,1640,4,6ag,"35,20",35',190515,Jägersro,Peter Ingves,4,1640,5,"11,6a","17,61",70'
23,2020-03-07,FÄRJESTAD,6,SHUTTER ISLAND,s,7,Claes Svensson,1,"45,30","7,36",1,VOLTSTART,2140M,2160,"1.13,1",13 111,200201,Åby,Jörgen Westholm,2,2160,10,"14,9","40,45",150',200113,Mantorp,Claes Svensson,2,2180,4,"15,8","5,78",30',191223,Mantorp,Claes Svensson,0,2160,3,"15,4","13,39",100',191121,Åby,Claes Svensson,3,2660,7,"15,1","9,28",40',191026,Jägersro,Claes Svensson,1,2160,5,"15,0","9,57",100'
24,2020-03-07,FÄRJESTAD,6,ANTHARA BI,s,4,Björn Goop,5,"27,77","6,66",2,VOLTSTART,2140M,2140,"1.13,8",12 726,200226,Solvalla,Björn Goop,6,1640,1,"13,4a","4,39",60',200214,Solvalla,Carl Johan Jepson,3,1640,11,"12,9a","9,45",40',200125,Eskilstuna,Carl Johan Jepson,5,2140,7,"16,4","4,53",110',200108,Solvalla,Björn Goop,1,2140,7,"15,7a","1,27",40',190921,Färjestad,Björn Goop,3,2140,5,"14,9a","2,12",60'
25,2020-03-07,FÄRJESTAD,6,FROZEN QUEEN,s,5,Jorma Kontio,1,"7,61","2,99",3,VOLTSTART,2140M,2140,"1.14,3",14 846,200228,Bollnäs,Jorma Kontio,5,2160,1,"15,9","1,47",30',200205,Solvalla,Jorma Kontio,1,2660,5,"16,4","1,79",40',200120,Färjestad,Jorma Kontio,1,2140,8,"15,2g","1,53",30',200106,Färjestad,Jorma Kontio,1,2140,12,"16,6a","1,25",30',191211,Solvalla,Jorma Kontio,1,2140,10,"15,6a","1,73",40'
26,2020-03-07,FÄRJESTAD,6,GREEN MAMBA,s,6,Rikard N Skoglund,3,"1,85","1,22 - 1,41",4,VOLTSTART,2140M,2160,"1.13,8",13 924,200201,Åby,Rikard N Skoglund,1,2160,7,"14,5g","2,25",150',200115,Solvalla,Rikard N Skoglund,1,2140,4,"14,2a","1,81",60',191231,Axevalla,Rikard N Skoglund,1,2160,6,"15,5","3,46",100',191210,Solvalla,Patrik Fernlund,2,2640,10,"15,6a","2,62",60',191126,Solvalla,Rikard N Skoglund,6,2140,4,"15,4g","3,70",60'
27,2020-03-07,FÄRJESTAD,6,RAPIDE CASH,s,6,Kim Eriksson,8,"35,62","3,82 - 7,85",5,VOLTSTART,2140M,2160,"1.13,9",17 271,200208,Solvalla,Kim Eriksson,2,2140,5,"14,6","8,84",220',200125,Eskilstuna,Kim Eriksson,2,2140,3,"16,2","2,72",110',200113,Färjestad,Kim Eriksson,1,1640,7,"14,5a","2,90",25',191218,Axevalla,Kim Eriksson,1,1640,1,"15,5a","3,00",25',191103,Axevalla,Thomas Dalborg,5,2640,9,"18,3a","10,03",35'
28,2020-03-07,FÄRJESTAD,6,OFELIA O.E.,s,6,Peter Untersteiner,6,"19,21","2,08 - 3,89",6,VOLTSTART,2140M,2160,"1.13,9",24 578,200215,Mantorp,Johan Untersteiner,3,2140,3,"14,8a","7,55",110',200108,Åby,Johan Untersteiner,1,2140,3,"14,4a","3,51",60',191229,Charlottenlund,Jörgen Sjunnesson,1,2000,,"15,3a","6,60",,191221,Halmstad,Jörgen Sjunnesson,5,2160,4,"16,0","6,59",125',191130,Halmstad,Peter Zadel,1,2140,5,"14,2a","4,77",25'
29,2020-03-07,FÄRJESTAD,6,DROPLUGGAGE RACING,s,7,André Eklundh,3,"38,65","4,90 - 10,32",7,VOLTSTART,2140M,2140,"1.14,7",11 976,200220,Åby,André Eklundh,1,2140,4,"16,1a","8,89",35',200210,Halmstad,André Eklundh,3,2140,4,"17,3g","2,48",30',200127,Färjestad,André Eklundh,2,2140,3,"16,7","3,10",35',200113,Mantorp,André Eklundh,6,2140,14,"17,1a","2,96",30',200104,Jägersro,André Eklundh,0,2140,7,"17,1","19,70",110'
30,2020-03-07,FÄRJESTAD,6,VALBORG MARJE,s,7,Paw Mahony,4,"17,95","2,34 - 4,48",0,VOLTSTART,2140M,2160,"1.16,3",21 391,200222,Axevalla,Paw Mahony,2,2160,4,"15,9","14,11",110',200212,Åby,Paw Mahony,2,2660,5,"16,0","4,39",60',191101,Färjestad,Paw Mahony,0,1640,9,u,"3,65",25',190728,Åmål,Paw Mahony,1,1680,2,"13,2a","3,34",50',181024,Åby,Paw Mahony,0,2140,4,"14,5g","7,73",70'
31,2020-03-07,FÄRJESTAD,6,APPLE ROSE,s,6,Mikael J Andersson,9,"124,15","9,93 - 21,64",0,VOLTSTART,2140M,2160,"1.16,9g",18 615,200208,Solvalla,Kevin Oscarsson,7,2160,6,"14,7","22,14",220',200118,Kalmar,Henriette Larsen,3,2160,11,"15,1","16,68",110',200107,Eskilstuna,Mikael J Andersson,0,1640,8,"19,3g","3,00",30',191216,Färjestad,Mikael J Andersson,3,2160,2,"15,7","2,92",35',191201,Örebro,Mikael J Andersson,1,2160,2,"14,2","11,50",100'
32,2020-03-07,FÄRJESTAD,6,GATELINK,s,7,Örjan Kihlström,5,"94,83","7,33 - 15,85",0,VOLTSTART,2140M,2160,"1.17,3",8 122,200229,Bergsåker,Oskar J Andersson,5,2160,7,"15,2","48,07",110',200215,Uleåborg,Hannu Torvinen,1,2140,,"16,0","5,80",,200130,Boden,Hanna Olofsson,5,2160,8,"16,9","6,85",35',200107,Skellefteå,Sandra Eriksson,3,2640,7,"17,3a","10,74",22',191225,Umåker,Mika Forss,5,2160,8,"16,5","40,38",100'
33,2020-03-07,FÄRJESTAD,6,FLYING KNIGHT,s,6,Carl Johan Jepson,2,"87,66","7,68 - 16,61",d,VOLTSTART,2140M,2140,ug,8 650,200217,Eskilstuna,Julia Smedman,2,2160,6,"18,2","2,42",30',200205,Solvalla,Torbjörn Jansson,0,2140,6,"16,4","7,22",60',200125,Eskilstuna,Kajsa Frick,3,2140,2,"16,4","64,94",110',200107,Eskilstuna,Julia Smedman,k,2140,1,"20,5",gdk,,190611,Solvalla,Torbjörn Jansson,0,2160,4,"18,2g","10,46",40'
34,2020-03-07,FÄRJESTAD,7,MAN AT WORK,v,7,Örjan Kihlström,8,"2,23","1,23",1,AUTOSTART,1640M,1640,"1.11,1",27 005,200229,Bergsåker,Örjan Kihlström,3,2140,10,"14,1a","2,88",125',200208,Solvalla,Örjan Kihlström,2,2140,10,"12,6a","4,04",220',200118,Kalmar,Örjan Kihlström,2,1640,3,"11,2a","1,87",110',191226,Solvalla,Örjan Kihlström,4,2140,12,"12,8a","5,50",250',191207,Åby,Örjan Kihlström,2,2140,9,"13,3a","2,31",125'
35,2020-03-07,FÄRJESTAD,7,HIGHSPIRIT,v,12,Troels Andersen,4,"3,25","1,51",2,AUTOSTART,1640M,1640,"1.11,2",16 350,200213,Örebro,Troels Andersen,d,2100,9,7ag,"4,07",35',200129,Solvalla,Troels Andersen,3,1640,2,"12,3a","2,48",60',200110,Gävle,Troels Andersen,1,1640,8,"11,8a","7,60",35',191228,Romme,Troels Andersen,2,2140,2,"14,8a","3,25",30',191002,Solvalla,Troels Andersen,0,2140,9,"21,4ag","9,70",60'
36,2020-03-07,FÄRJESTAD,7,FLORIS BALDWIN,v,8,Kristian Malmin,11,"12,33","1,98",3,AUTOSTART,1640M,1640,"1.11,2",20 711,(200215),Sörlandet,Kristian Malmin,2,1609,,"13,2a","2,40",,200205,Bjerke,Kristian Malmin,1,1609,,"11,2a","2,10",,200201,Åby,Flemming Jensen,3,2160,6,"14,7","7,60",150',200118,Bjerke,Kristian Malmin,2,2100,,"12,4a","9,20",,191230,Bjerke,Kristian Malmin,3,2100,,"14,1a","13,50",
37,2020-03-07,FÄRJESTAD,7,HAN HERRED,v,7,Erik Adielsson,3,"18,05","2,29 - 4,62",4,AUTOSTART,1640M,1640,"1.11,5",32 997,200213,Örebro,Ulf Ohlsson,5,2100,1,"14,2a","2,15",35',200129,Bergsåker,Per Linderoth,2,2140,3,"15,7a","12,66",60',191113,Solvalla,Erik Adielsson,0,2140,8,"15,0a","11,53",60',191016,Solvalla,Reijo Liljendahl,k,2140,3,"16,8",gdk,,190514,Bollnäs,Ville Karhulahti,0,2160,1,ug,"2,78",25'
38,2020-03-07,FÄRJESTAD,7,SOUTHWIND HYDRO,h,6,Torbjörn Jansson,10,"20,87","2,52 - 5,20",5,AUTOSTART,1640M,1640,"1.11,6",27 835,200222,Axevalla,Örjan Kihlström,3,2140,3,"14,2a","8,36",125',200208,Solvalla,Torbjörn Jansson,4,2140,2,"13,5a","20,08",250',200125,Eskilstuna,Örjan Kihlström,2,2140,10,"12,9a","17,44",125',200101,Solvalla,Örjan Kihlström,2,2140,5,"14,1a","4,85",60',191127,Solvalla,Örjan Kihlström,2,2140,3,"13,0a","6,42",60'
39,2020-03-07,FÄRJESTAD,7,KICK OFF CLASSIC,h,7,Björn Goop,5,"7,08","1,60 - 2,93",6,AUTOSTART,1640M,1640,"1.11,6",21 055,200212,Åby,Kristian Malmin,3,2140,1,"14,3a","15,80",60',200126,Momarken,Kristian Malmin,1,1640,,"12,6a","4,27",,200118,Bjerke,Dag Sveinung Dalen,0,2100,,"13,2a","17,70",,(191026),Bergen,Kristian Malmin,0,2100,,"14,0a","16,10",,191016,Bjerke,Kristian Malmin,5,2100,,"14,6a","4,10",
40,2020-03-07,FÄRJESTAD,7,PUCCY ITALIA,v,11,Henna Halme,2,"39,90","3,83 - 8,35",7,AUTOSTART,1640M,1640,"1.11,8",9 196,200121,Axevalla,Henna Halme,2,2140,10,"16,6a","11,27",35',200114,Jägersro,Henna Halme,4,1640,4,"13,0a","18,09",35',191206,Kalmar,Henna Halme,0,2140,3,"18,5","11,89",35',191121,Åby,Henna Halme,3,2140,3,"13,3a","14,16",35',191031,Åby,Henna Halme,2,2140,1,"13,5a","32,60",35'
41,2020-03-07,FÄRJESTAD,7,VALEUR,v,11,Rikard N Skoglund,1,"50,44","4,15 - 9,13",0,AUTOSTART,1640M,1640,"1.11,8",15 223,200219,Solvalla,Sandra Nordemo,3,1640,1,"12,3a","26,50",60',200129,Solvalla,Sandra Nordemo,0,1640,5,"13,1ag","21,09",60',191213,Bollnäs,Sandra Nordemo,0,1660,6,"15,3g","3,45",25',191126,Romme,Sandra Nordemo,3,2140,11,"14,8ag","3,81",10',191115,Romme,Sandra Nordemo,2,1640,1,"12,5a","40,63",35'
42,2020-03-07,FÄRJESTAD,7,DIGGER LORD,v,9,Ulf Ohlsson,9,"73,25","5,50 - 12,27",0,AUTOSTART,1640M,1640,"1.12,0",10 164,200226,Åby,Ville Karhulahti,3,3140,2,"16,4a","8,48",60',200222,Axevalla,Magnus A Djuse,0,2140,4,uag,"53,71",125',200125,Eskilstuna,Rikard N Skoglund,5,2140,6,"13,3a","66,32",125',200108,Åby,Carl Johan Jepson,3,3140,1,"17,3a","6,43",60',191226,Solvalla,Rikard N Skoglund,0,2140,12,"13,5a","127,94",300'
43,2020-03-07,FÄRJESTAD,7,SIR Q.C.,v,7,Jorma Kontio,6,"32,97","2,88 - 6,04",0,AUTOSTART,1640M,1640,"1.12,3",26 262,200229,Bergsåker,Jorma Kontio,5,2140,3,"14,3a","12,34",125',200219,Solvalla,Jorma Kontio,2,1640,5,"11,9a","15,54",60',200125,Eskilstuna,Örjan Kihlström,7,3200,2,"15,2","10,21",100',200111,Bergsåker,Jorma Kontio,5,3140,5,"15,9a","28,34",125',191218,Solvalla,Ulf Ohlsson,3,3160,3,"15,9","9,16",70'
44,2020-02-29,BERGSÅKER,1,STRONG HEARTBEAT,h,4,Jörgen Westholm,1,"2,41","1,61",1,AUTOSTART,2140M,2140,"1.14,0",48 416,200201,Åby,Jörgen Westholm,1,2140,5,"15,1","4,90",150',190917,Solvalla,Jörgen Westholm,0,2640,11,"15,0a","18,86",150',190726,Lindesberg,Jörgen Westholm,1,2140,4,"16,0a","1,25",50',190604,Solvalla,Jörgen Westholm,1,2140,6,"14,8a","1,67",40',190522,Örebro,Jörgen Westholm,1,2100,5,"15,8a","1,48",30'
45,2020-02-29,BERGSÅKER,1,MY SWEDEN,v,4,Mika Forss,9,"8,90","2,29",2,AUTOSTART,2140M,2140,"1.14,2",25 686,200129,Solvalla,Mika Forss,1,2140,1,"13,2a","3,01",60',191204,Solvalla,Örjan Kihlström,1,2140,5,"16,3a","3,79",70',191122,Romme,Ulf Eriksson,1,2140,2,"14,6a","5,60",100',191115,Romme,Ulf Ohlsson,3,2140,9,"14,9a","7,88",60',191029,Solvalla,Ulf Ohlsson,2,2140,9,"13,8a","57,72",70'
46,2020-02-29,BERGSÅKER,1,DIGITAL CLASS,s,5,Örjan Kihlström,3,"10,88","2,47",3,AUTOSTART,2140M,2140,"1.14,2",12 815,200215,Mantorp,Carl Johan Jepson,d,1640,3,9ag,"5,17",110',200125,Eskilstuna,Rikard N Skoglund,3,2140,12,"15,0","21,17",110',200115,Solvalla,Ulf Ohlsson,1,1640,8,"13,0","7,51",60',200101,Solvalla,Ulf Ohlsson,2,1640,12,"13,5a","10,67",60',191130,Gävle,Örjan Kihlström,0,2160,5,"21,5g","11,00",125'
47,2020-02-29,BERGSÅKER,1,BOWLING TRIPLE X.,v,8,Daniel Wäjersten,10,"24,20","3,31 - 5,33",4,AUTOSTART,2140M,2140,"1.14,4",13 787,200208,Solvalla,Daniel Wäjersten,7,2140,6,"14,5a","22,15",220',200111,Bergsåker,Daniel Wäjersten,2,2640,4,"15,9","15,52",110',200101,Bergsåker,Daniel Wäjersten,1,2640,7,"16,0a","3,48",60',191217,Bergsåker,Daniel Wäjersten,2,2640,5,"16,6a","2,60",30',191128,Östersund,Daniel Wäjersten,1,2140,11,"14,9a","12,36",25'
