,datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
107,2020-03-28,SOLVALLA,3,KUNG EDWARD,v,7,Björn Goop,11,"45,47","4,66 - 8,15",7,AUTOSTART,2140M,2140,"1.13,5",13 720,200314,Halmstad,Carl Johan Jepson,3,2140,8,"14,3a","70,82",125',200222,Axevalla,Emilia Leo,4,2140,2,"14,3a","41,02",125',200205,Jägersro,Joakim Lövgren,1,1640,5,"12,1a","3,65",60',200122,Jägersro,Joakim Lövgren,3,2640,6,"14,4a","14,18",60',200104,Jägersro,Henriette Larsen,7,1640,9,"12,6a","58,04",150'
108,2020-03-28,SOLVALLA,3,GRAINFIELD AIDEN,v,6,Hannu Korpi,9,"5,10","1,59 - 2,37",0,AUTOSTART,2140M,2140,"1.13,6",21 566,200314,Halmstad,Hannu Korpi,2,2140,3,"14,3a","2,53",125',200229,Bergsåker,Hannu Korpi,1,2140,12,"13,7a","5,45",125',200222,Axevalla,Mika Forss,1,2140,7,"14,0a","4,24",125',200215,Mantorp,Hannu Korpi,2,2640,12,"15,6a","11,18",125',200208,Solvalla,Hannu Korpi,0,2140,12,"13,4a","9,89",220'
109,2020-03-28,SOLVALLA,3,SIR Q.C.,v,7,Jorma Kontio,4,"62,78","6,98 - 12,47",0,AUTOSTART,2140M,2140,"1.13,8",25 794,200307,Färjestad,Jorma Kontio,0,1640,6,"12,3a","32,98",125',200229,Bergsåker,Jorma Kontio,5,2140,3,"14,3a","12,34",125',200219,Solvalla,Jorma Kontio,2,1640,5,"11,9a","15,54",60',200125,Eskilstuna,Örjan Kihlström,7,3200,2,"15,2","10,21",100',200111,Bergsåker,Jorma Kontio,5,3140,5,"15,9a","28,34",125'
110,2020-03-28,SOLVALLA,3,HAN HERRED,v,7,Ulf Ohlsson,6,"70,01","6,97 - 12,46",0,AUTOSTART,2140M,2140,"1.14,0",32 537,200307,Färjestad,Erik Adielsson,4,1640,3,"11,5a","18,05",125',200213,Örebro,Ulf Ohlsson,5,2100,1,"14,2a","2,15",35',200129,Bergsåker,Per Linderoth,2,2140,3,"15,7a","12,66",60',191113,Solvalla,Erik Adielsson,0,2140,8,"15,0a","11,53",60',191016,Solvalla,Reijo Liljendahl,k,2140,3,"16,8",gdk,
111,2020-03-28,SOLVALLA,3,PASTOR POWER,v,6,Peter Untersteiner,3,"20,82","3,37 - 5,73",0,AUTOSTART,2140M,2140,"1.14,4g",40 363,200314,Halmstad,Peter Untersteiner,5,2140,10,"14,4a","24,73",125',200222,Axevalla,Peter Untersteiner,5,2140,9,"14,3a","13,60",125',200208,Solvalla,Peter Untersteiner,2,2140,9,"13,5a","27,12",250',200118,Kalmar,Peter Untersteiner,4,1640,11,"13,0a","12,44",125',200104,Jägersro,Peter Untersteiner,2,2140,1,"13,7a","8,72",125'
112,2020-03-28,SOLVALLA,4,ANTHARA BI,s,4,Björn Goop,6,"8,43","2,86",1,VOLTSTART,2140M,2140,"1.13,4",14 951,200307,Färjestad,Björn Goop,2,2140,5,"13,8","27,77",110',200226,Solvalla,Björn Goop,6,1640,1,"13,4a","4,39",60',200214,Solvalla,Carl Johan Jepson,3,1640,11,"12,9a","9,45",40',200125,Eskilstuna,Carl Johan Jepson,5,2140,7,"16,4","4,53",110',200108,Solvalla,Björn Goop,1,2140,7,"15,7a","1,27",40'
113,2020-03-28,SOLVALLA,4,CALLMESALLY,s,8,Magnus A Djuse,3,"25,42","6,08",2,VOLTSTART,2140M,2160,"1.12,8",21 740,200314,Halmstad,Magnus A Djuse,5,2180,3,"13,5","63,63",110',200222,Axevalla,Örjan Kihlström,0,2160,1,"16,4","8,63",110',191231,Axevalla,Carl Johan Jepson,0,2160,3,ug,"6,54",100',191215,Axevalla,Mikko Aho,0,2660,2,"18,6","2,33",35',191021,Halmstad,Mikko Aho,4,2140,7,"14,3ag","3,14",125'
114,2020-03-28,SOLVALLA,4,CATWALK IMA,s,5,Oskar Svanberg,3,"78,22","12,22",3,VOLTSTART,2140M,2140,"1.13,7",12 893,200313,Kalmar,Oskar Svanberg,6,2140,10,"17,2","8,01",35',200307,Färjestad,Oskar Svanberg,0,2140,4,ug,"21,52",110',200215,Mantorp,Oskar Svanberg,3,2140,4,"15,2","19,02",110',200201,Åby,Rikard N Skoglund,2,2140,2,"15,9","3,79",150',200113,Färjestad,Oskar Svanberg,1,2160,3,"16,6","1,97",25'
115,2020-03-28,SOLVALLA,4,VELEGANCE,s,5,Johan Untersteiner,4,"24,39","2,97 - 5,29",4,VOLTSTART,2140M,2160,"1.13,3",26 976,200304,Jägersro,Peter Untersteiner,2,1640,1,"12,1a","1,89",60',200222,Axevalla,Peter Untersteiner,1,2160,5,"15,8","11,05",110',200211,Jägersro,Peter Untersteiner,2,2140,3,"15,3a","2,84",30',200201,Åby,Peter Untersteiner,6,2160,2,"15,2","8,56",150',191231,Axevalla,Peter Untersteiner,1,2160,6,"15,4","2,32",50'
116,2020-03-28,SOLVALLA,4,LA NORNA,s,5,Hanna Olofsson,4,"12,33","2,18 - 3,71",5,VOLTSTART,2140M,2140,"1.14,0",27 107,200229,Bergsåker,Hanna Olofsson,1,2140,6,"15,4","3,40",110',200119,Boden,Hanna Olofsson,1,2140,4,"16,3a","1,87",35',191225,Umåker,Mika Forss,4,2140,6,"15,9a","6,73",100',191207,Boden,Hanna Olofsson,1,2140,3,"17,1a","1,74",25',191024,Boden,Hanna Olofsson,1,2140,3,"15,3a","2,05",25'
117,2020-03-28,SOLVALLA,4,OFELIA O.E.,s,6,Jörgen Sjunnesson,1,"55,66","6,37 - 12,10",6,VOLTSTART,2140M,2160,"1.13,7",23 937,200307,Färjestad,Peter Untersteiner,6,2160,6,"13,9","19,21",110',200215,Mantorp,Johan Untersteiner,3,2140,3,"14,8a","7,55",110',200108,Åby,Johan Untersteiner,1,2140,3,"14,4a","3,51",60',191229,Charlottenlund,Jörgen Sjunnesson,1,2000,,"15,3a","6,60",,191221,Halmstad,Jörgen Sjunnesson,5,2160,4,"16,0","6,59",125'
118,2020-03-28,SOLVALLA,4,BARA MIN,s,8,Jan Henriksson,8,"139,53","14,85 - 28,73",7,VOLTSTART,2140M,2160,"1.13,8",9 267,200314,Halmstad,Jan Henriksson,7,2180,1,"13,8","127,75",110',200303,Axevalla,Jan Henriksson,2,2160,3,"16,7","3,92",35',200222,Axevalla,Jan Henriksson,7,2160,2,"16,4","43,06",110',200215,Mantorp,Jan Henriksson,0,2140,6,"15,7a","22,59",110',200201,Åby,Joakim Lövgren,4,2140,9,"15,6","19,51",150'
119,2020-03-28,SOLVALLA,4,WHITSUN MADONNA,s,5,Rikard N Skoglund,7,"29,19","3,24 - 5,82",0,VOLTSTART,2140M,2140,"1.14,9",16 452,200229,Bergsåker,Emilia Leo,2,2160,1,"15,0","15,36",110',200208,Solvalla,Emilia Leo,6,2140,9,"14,8a","18,63",220',200129,Bergsåker,Emilia Leo,2,2140,8,"16,6a","9,64",60',200111,Bergsåker,Emilia Leo,2,1640,7,"14,3a","9,85",110',200101,Bergsåker,Jan-Olof Johansson,6,1640,12,"13,9a","14,92",60'
120,2020-03-28,SOLVALLA,4,METALLICA I.R.,s,6,Kevin Oscarsson,5,"129,19","10,19 - 19,62",0,VOLTSTART,2140M,2140,"1.15,5",10 890,200309,Eskilstuna,Lars-Åke Söderholm,0,2140,1,"22,8g","7,69",30',200301,Mantorp,Lars-Åke Söderholm,6,1640,9,"15,4a","4,01",35',200215,Mantorp,Lars-Åke Söderholm,2,2140,1,"15,0","86,45",110',200128,Axevalla,Lars-Åke Söderholm,1,2640,7,"17,0a","10,62",30',200117,Eskilstuna,Kim Eriksson,4,2140,8,"16,7a","1,64",25'
121,2020-03-28,SOLVALLA,4,PRINCESS S.W.,s,6,Peter Untersteiner,5,"3,75","1,50 - 2,09",0,VOLTSTART,2140M,2160,"1.15,1",45 021,200307,Färjestad,Peter Untersteiner,5,2140,10,"13,3a","6,49",110',200215,Mantorp,Peter Untersteiner,1,2140,4,"14,4a","2,25",110',200202,Kalmar,Peter Untersteiner,1,2140,8,"13,7a","3,35",35',191229,Charlottenlund,Peter Untersteiner,2,2000,,"15,4a","1,60",,191121,Åby,Peter Untersteiner,1,2660,1,"14,7","1,99",40'
122,2020-03-28,SOLVALLA,4,SHUTTER ISLAND,s,7,Claes Svensson,2,"19,10","2,50 - 4,36",d,VOLTSTART,2140M,2160,6g,15 365,200307,Färjestad,Claes Svensson,1,2160,1,"13,1","45,30",110',200201,Åby,Jörgen Westholm,2,2160,10,"14,9","40,45",150',200113,Mantorp,Claes Svensson,2,2180,4,"15,8","5,78",30',191223,Mantorp,Claes Svensson,0,2160,3,"15,4","13,39",100',191121,Åby,Claes Svensson,3,2660,7,"15,1","9,28",40'
123,2020-03-28,SOLVALLA,5,DISCO VOLANTE,v,7,Ulf Ohlsson,5,"2,23","1,36",1,AUTOSTART,2140M,2140,"1.10,9",67 119,200314,Halmstad,Ulf Ohlsson,1,1640,8,"10,1a","1,85",150',200229,Bergsåker,Ulf Ohlsson,1,1640,4,"10,3a","5,67",150',200208,Solvalla,Ulf Ohlsson,0,2140,5,"13,5a","5,49",300',200125,Eskilstuna,Ulf Ohlsson,1,1640,10,"10,6a","1,96",150',200104,Jägersro,Ulf Ohlsson,1,1640,7,"12,0a","2,13",150'
124,2020-03-28,SOLVALLA,5,RECKLESS,h,10,Björn Goop,2,"9,03","1,73",2,AUTOSTART,2140M,2140,"1.11,2",76 592,200307,Färjestad,Björn Goop,3,2140,8,"12,9a","42,77",150',191226,Solvalla,Björn Goop,7,2140,6,"13,0a","26,12",400',191130,Gävle,Carl Johan Jepson,4,3140,3,"14,3a","30,66",200',191026,Jägersro,Stefan Söderkvist,0,2640,3,"13,1a","40,54",400',191012,Åby,Stefan Söderkvist,7,2640,5,"13,5a","35,54",500'
125,2020-03-28,SOLVALLA,5,GARETH BOKO,h,7,Marc Elias,6,"4,74","1,49",3,AUTOSTART,2140M,2140,"1.11,2",109 603,200307,Färjestad,Marc Elias,1,2140,5,"12,6a","2,85",150',200222,Axevalla,Marc Elias,1,2640,11,"14,7a","8,19",150',200208,Solvalla,Marc Elias,6,2140,9,"13,0a","6,10",300',200118,Kalmar,Marc Elias,1,2140,5,"13,2a","9,29",150',200106,Färjestad,Marc Elias,1,2680,4,"15,3","1,73",40'
126,2020-03-28,SOLVALLA,5,SUPER NICE,h,7,Torbjörn Jansson,1,"18,90","2,87 - 5,14",4,AUTOSTART,2140M,2140,"1.11,3",60 035,200307,Färjestad,Torbjörn Jansson,7,2140,9,"13,1a","19,65",150',200215,Mantorp,Torbjörn Jansson,1,2140,4,"13,6a","15,72",150',191031,Visby,Claes Sjöström,0,2120,7,"15,9a","3,49",25',191014,Visby,Claes Sjöström,4,2660,1,"14,7","1,57",30',190912,Visby,Claes Sjöström,2,1620,3,"12,0a","1,61",25'
127,2020-03-28,SOLVALLA,5,BARON GIFT,h,7,Rickard Svanstedt,3,"9,65","2,11 - 3,59",5,AUTOSTART,2140M,2140,"1.11,4",35 347,200307,Färjestad,Rickard Svanstedt,2,2140,7,"12,7a","24,82",150',200208,Solvalla,Rickard Svanstedt,0,2140,3,"13,8a","22,43",300',200118,Kalmar,Rickard Svanstedt,d,2140,3,uag,"3,28",150',191221,Halmstad,Rickard Svanstedt,1,2140,6,"13,0a","2,78",200',191207,Åby,Rickard Svanstedt,7,1640,9,"12,7a","14,16",200'
128,2020-03-28,SOLVALLA,5,ELIAN WEB,v,8,Jorma Kontio,11,"6,96","1,77 - 2,90",6,AUTOSTART,2140M,2140,"1.11,5",108 112,200229,Bergsåker,Jorma Kontio,4,1640,1,"10,9a","1,35",150',200208,Solvalla,Jorma Kontio,1,2140,4,"12,5a","1,66",300',200111,Bergsåker,Jorma Kontio,1,2140,5,"12,4a","4,14",150',191226,Solvalla,Janne Soronen,2,2140,10,"12,6a","9,23",400',191130,Gävle,Jorma Kontio,0,3140,11,"14,5a","5,89",200'
129,2020-03-28,SOLVALLA,5,SNOWSTORM HANOVER,h,6,Rikard N Skoglund,12,"34,00","3,49 - 6,37",7,AUTOSTART,2140M,2140,"1.11,6",87 523,200314,Halmstad,Rikard N Skoglund,2,1640,4,"10,8a","13,13",150',200229,Bergsåker,Rikard N Skoglund,2,1640,9,"10,8a","34,89",150',200215,Mantorp,Rikard N Skoglund,0,2140,6,distag,"2,15",150',200208,Solvalla,Örjan Kihlström,0,2140,11,"13,4a","17,83",300',200125,Eskilstuna,Örjan Kihlström,2,1640,2,"10,9a","7,43",150'
130,2020-03-28,SOLVALLA,5,ZACK'S ZOOMER,h,6,Örjan Kihlström,4,"47,04","5,58 - 10,60",0,AUTOSTART,2140M,2140,"1.11,8",57 168,200314,Halmstad,Björn Goop,7,1640,2,"12,0a","5,57",150',200229,Bergsåker,Emilia Leo,5,1640,10,"10,9a","91,62",150',200215,Mantorp,Carl Johan Jepson,d,2140,2,uag,"4,74",150',191109,Eskilstuna,Jorma Kontio,0,1640,1,"13,2a","16,41",200',191102,Solvalla,Örjan Kihlström,0,2140,4,"13,1a","57,07",400'
131,2020-03-28,SOLVALLA,5,OLLE ROLS,v,7,Peter Untersteiner,8,"34,04","4,89 - 9,20",0,AUTOSTART,2140M,2140,"1.11,8g",47 875,200307,Färjestad,Peter Untersteiner,4,2140,1,"12,9a","21,65",150',200222,Axevalla,Peter Ingves,0,2640,7,"16,4ag","8,91",150',200208,Solvalla,Peter Ingves,5,2140,6,"12,9a","16,51",300',200118,Kalmar,Peter Untersteiner,2,2140,2,"13,2a","8,09",150',191221,Halmstad,Peter Ingves,2,2140,8,"13,2a","16,41",200'
132,2020-03-28,SOLVALLA,5,SLIDING HOME,h,7,Erik Adielsson,7,"84,22","8,61 - 16,75",0,AUTOSTART,2140M,2140,"1.11,8",48 002,200307,Färjestad,Mikael J Andersson,0,2140,11,"14,2ag","230,34",150',200222,Axevalla,Mikael J Andersson,5,2640,1,"15,3a","100,70",150',200215,Mantorp,Mikael J Andersson,2,2140,8,"14,1a","40,33",150',190923,Mantorp,Kim Eriksson,0,1640,4,"12,3ag","73,78",50',190602,Axevalla,Peter Ingves,d,1640,4,6ag,"35,20",35'
133,2020-03-28,SOLVALLA,5,WEST WING,v,12,Oskar Kylin Blom,10,"140,29","13,39 - 26,19",0,AUTOSTART,2140M,2140,"1.11,9",16 041,200310,Gävle,Oskar Kylin Blom,6,2140,4,"13,9a","14,35",35',200226,Solvalla,Ulf Ohlsson,d,2160,1,10g,"21,56",100',200215,Mantorp,Oskar Kylin Blom,3,2140,1,"14,1a","13,87",150',200208,Solvalla,Oskar Kylin Blom,0,2140,1,"13,6a","103,85",300',200125,Eskilstuna,Oskar Kylin Blom,0,1640,5,"13,8ag","14,34",150'
134,2020-03-28,SOLVALLA,5,AJLEXES CUBANO,v,10,Jenny A Björk,9,"114,37","8,61 - 16,76",0,AUTOSTART,2140M,2140,"1.12,0",16 666,200310,Gävle,Tomas Pettersson,0,2140,8,"14,4a","7,92",35',200229,Bergsåker,Tomas Pettersson,3,1640,6,"10,8a","80,45",150',200221,Romme,Tomas Pettersson,3,2140,3,"16,7a","2,54",35',200215,Mantorp,Erik Adielsson,5,2140,3,"14,8a","3,78",150',200125,Eskilstuna,Jenny A Björk,6,1640,9,"11,6a","48,01",150'
135,2020-03-28,SOLVALLA,6,TAKATA,v,8,Henrik Nilsson,9,"56,95","6,55",1,AUTOSTART,2140M,2140,"1.13,2",10 078,200313,Solvalla,Henrik Nilsson,0,2140,5,"15,6a","5,03",40',200229,Bergsåker,Henrik Nilsson,1,2140,3,"15,3","14,14",110',200214,Romme,Henrik Nilsson,2,2640,6,"16,0a","7,26",30',200203,Eskilstuna,Peter N Nilsson,2,2660,4,"16,7","5,95",30',200112,Örebro,Henrik Nilsson,2,2100,10,"17,8a","15,49",35'
136,2020-03-28,SOLVALLA,6,ROYAL T.N.,v,5,Rikard N Skoglund,11,"20,32","2,65",2,AUTOSTART,2140M,2140,"1.13,2",17 287,200229,Bergsåker,Rikard N Skoglund,2,2140,9,"15,3","5,47",110',200214,Romme,Linus Lönn,1,2640,2,"15,9a","2,02",30',200131,Romme,Joakim Elfving,6,2140,8,"16,7a","3,68",30',200107,Eskilstuna,Niclas Hammarström,2,2160,8,"17,2","2,71",30',190821,Jägersro,Oskar J Andersson,6,2640,11,"13,4a","81,09",200'
137,2020-03-28,SOLVALLA,6,KING OF EVERYTHING,h,4,Claes Svensson,5,"1,37","1,26",3,AUTOSTART,2140M,2140,"1.13,3",34 375,200307,Färjestad,Claes Svensson,1,2140,4,"14,3a","1,95",110',200226,Åby,Claes Svensson,1,2140,5,"14,0a","2,55",40',200211,Axevalla,Claes Svensson,1,1640,3,"14,6a","1,87",30',200128,Axevalla,Claes Svensson,2,2140,3,"16,6a","4,96",30',190912,Örebro,Claes Svensson,0,2100,3,"16,0a","3,88",50'
138,2020-03-28,SOLVALLA,6,BOTTNAS FANTOM,v,5,Jorma Kontio,2,"6,90","1,42 - 2,45",4,AUTOSTART,2140M,2140,"1.13,4",20 416,200314,Halmstad,Björn Goop,2,3140,11,"16,1","11,22",110',200125,Eskilstuna,Jorma Kontio,0,2140,5,"20,1ag","4,61",110',191226,Solvalla,Jorma Kontio,1,2140,5,"14,7a","3,48",40',190706,Halmstad,Jorma Kontio,7,1640,10,"12,8a","6,41",125',190619,Solvalla,Jorma Kontio,5,1640,3,"11,7a","5,95",125'
139,2020-03-28,SOLVALLA,6,MARTIN TOOMA,v,4,Kevin Oscarsson,3,"23,95","2,21 - 5,26",5,AUTOSTART,2140M,2140,"1.13,4",17 905,200222,Axevalla,Kevin Oscarsson,1,1640,8,"14,4a","16,81",110',200129,Åby,Johan Untersteiner,1,1640,4,"13,7a","9,21",30',191217,Jägersro,Johan Untersteiner,3,2160,1,"15,2","9,94",60',191127,Åby,Kevin Oscarsson,4,2140,2,"14,6a","14,32",70',191026,Jägersro,Kevin Oscarsson,0,2140,2,"15,0","45,40",125'
140,2020-03-28,SOLVALLA,6,CAYUCOS,v,5,Jan Henriksson,8,"57,13","5,51 - 14,97",6,AUTOSTART,2140M,2140,"1.13,7",9 412,200311,Solvalla,Jan Henriksson,1,2660,4,"16,0","3,36",40',200303,Axevalla,Jan Henriksson,2,2640,7,"16,1a","5,05",35',200222,Axevalla,Jan Henriksson,4,1640,2,"15,0a","8,19",110',200215,Mantorp,Jan Henriksson,6,2640,1,"17,5","4,59",110',200201,Åby,Joakim Lövgren,3,3140,4,"16,3","8,36",150'
141,2020-03-28,SOLVALLA,6,IKAROS DI QUATTRO,v,5,Hans Crebas,1,"29,43","2,08 - 4,88",7,AUTOSTART,2140M,2140,"1.13,8",12 763,200307,Färjestad,Hans Crebas,2,2140,1,"14,6a","11,57",110',200215,Mantorp,Hans Crebas,0,2640,4,ug,"6,49",110',200118,Kalmar,Hans Crebas,1,2140,1,"15,0","12,30",100',191221,Örebro,Hans Crebas,3,2100,6,"16,8a","2,54",25',191202,Färjestad,Hans Crebas,1,2140,4,"16,4a","4,41",25'
142,2020-03-28,SOLVALLA,6,FATHER OF SUN,v,5,Emilia Leo,4,"17,06","1,82 - 4,09",0,AUTOSTART,2140M,2140,"1.15,2",20 600,200215,Mantorp,Emilia Leo,1,2640,2,"16,8","8,38",110',200125,Eskilstuna,Emilia Leo,4,2140,2,"15,1a","4,45",110',191228,Romme,Emilia Leo,1,2160,1,"16,0","3,26",30',191208,Färjestad,Emilia Leo,1,1640,10,"14,5a","4,06",30',191124,Eskilstuna,Magnus A Djuse,2,2140,1,"15,0a","12,03",35'
143,2020-03-28,SOLVALLA,6,ACE TO PLAY,v,5,Isac Lindberg,7,"22,38","2,42 - 5,89",d,AUTOSTART,2140M,2140,9g,14 129,200313,Solvalla,Isac Lindberg,1,2640,1,"15,7a","2,64",40',200222,Axevalla,Isac Lindberg,2,1640,1,"14,5a","6,14",110',200205,Solvalla,Isac Lindberg,2,2140,12,"14,6a","5,22",40',200125,Eskilstuna,Isac Lindberg,5,2140,11,"15,2a","45,54",110',200117,Eskilstuna,Isac Lindberg,1,2140,8,"15,9a","2,05",25'
144,2020-03-28,SOLVALLA,6,G.R.J.'S WOLVERINE,v,6,Kim Eriksson,6,"30,60","2,96 - 7,49",d,AUTOSTART,2140M,2140,ug,9 945,200313,Solvalla,Micael Stjernström,2,2140,9,"15,2a","5,35",40',200228,Eskilstuna,Kim Eriksson,1,2140,7,"15,7a","1,57",25',200215,Mantorp,Kim Eriksson,2,2640,8,"17,0","7,09",110',200125,Eskilstuna,Kim Eriksson,7,2140,3,"15,3a","10,98",110',191228,Romme,Örjan Kihlström,4,2140,1,"15,5a","11,61",125'
145,2020-03-28,SOLVALLA,7,I LOVE PARIS,s,10,Björn Goop,6,"22,13","2,91",1,AUTOSTART,1640M,1640,"1.10,5",37 941,200315,Axevalla,Björn Goop,3,2140,4,"14,8a","4,06",35',200227,Vincennes,Adrien Lamy,d,2700,,-,"111,10",,200105,Vincennes,Björn Goop,d,2100,,-a,"37,40",,191230,Cagnes sur Mer,R Le Vexier,0,2925,,"14,8","24,00",,191118,Vincennes,Björn Goop,0,2700,,"13,6","24,30",
146,2020-03-28,SOLVALLA,7,UNIQUE JUNI,s,7,Jörgen Westholm,5,"6,90","1,76",2,AUTOSTART,1640M,1640,"1.10,7",65 742,200227,Vincennes,Matthieu Abrivard,1,2700,,"13,3","25,70",,200208,Vincennes,Mathieu Mottier,2,2850,,"12,4","13,20",,200126,Vincennes,Björn Goop,6,2100,,"11,8a","21,30",,191214,Vincennes,Gabriele Gelormini,3,2100,,"12,5a","13,30",,191015,Axevalla,Erik Adielsson,4,1640,6,"11,2a","36,75",100'
147,2020-03-28,SOLVALLA,7,HEVIN BOKO,s,6,Rikard N Skoglund,3,"4,15","1,65",3,AUTOSTART,1640M,1640,"1.10,7",82 337,200208,Solvalla,Mika Forss,2,2140,2,"13,1a","1,30",220',200115,Solvalla,Rikard N Skoglund,1,2140,4,"12,3a","1,85",100',191226,Solvalla,Rikard N Skoglund,2,2140,5,"12,9a","7,09",250',191102,Solvalla,Rikard N Skoglund,7,2640,10,"14,3a","12,70",250',191012,Åby,Rikard N Skoglund,7,2140,12,"12,7a","17,90",500'
148,2020-03-28,SOLVALLA,7,WILD LOVE,s,6,Kevin Oscarsson,7,"9,81","2,13 - 3,17",4,AUTOSTART,1640M,1640,"1.10,9",31 060,200314,Halmstad,Kevin Oscarsson,2,2180,2,"13,2","3,27",110',200218,Jägersro,Kevin Oscarsson,3,2640,6,"15,0a","3,96",35',200201,Åby,Örjan Kihlström,4,2180,1,"14,3","3,85",150',200104,Jägersro,Kevin Oscarsson,6,2140,8,"14,2a","8,96",125',191226,Solvalla,Kevin Oscarsson,4,2140,7,"13,3a","2,40",250'
149,2020-03-28,SOLVALLA,7,DONATELLA CENTER,s,8,Jorma Kontio,2,"48,95","4,63 - 6,91",5,AUTOSTART,1640M,1640,"1.12,1",12 094,200317,Örebro,Jorma Kontio,3,2100,6,"14,0a","39,83",40',200308,Örebro,Juhani Partanen,4,2100,9,"16,5a","3,09",10',200226,Åby,Juhani Partanen,0,3140,7,"17,0a","27,61",60',200208,Solvalla,Juhani Partanen,7,2140,6,"13,6a","62,01",220',200124,Örebro,Juhani Partanen,3,2680,2,"15,7","23,67",35'
150,2020-03-28,SOLVALLA,7,GOLDEN TRICKS,s,4,Örjan Kihlström,1,"2,90","1,37 - 1,87",6,AUTOSTART,1640M,1640,"1.18,8g",92 573,191025,US,Andy Miller,1,1609,,"12,2a","2,70",,191019,Kanada,Åke Svanstedt,0,1609,,"11,2a","5,10",,191006,US,Andy Miller,4,1609,,"9 ,0a","67,70",,190929,US,Åke Svanstedt,2,1609,,"8 ,6a","12,90",,190831,Yonkers,Andy Miller,1,1609,,"12,1a","8,60",
151,2020-03-28,SOLVALLA,7,ULTRA BRIGHT,s,7,Erik Adielsson,4,"3,58","1,36 - 1,83",d,AUTOSTART,1640M,1640,6g,92 506,200304,Solvalla,Erik Adielsson,d,1660,2,4g,"1,65",60',200208,Solvalla,Erik Adielsson,1,2140,5,"13,0a","5,93",220',200115,Solvalla,Erik Adielsson,2,2140,6,"12,8a","1,95",100',191226,Solvalla,Erik Adielsson,3,2140,2,"13,0a","5,23",250',191127,Åby,Fredrik Persson,0,3180,1,ug,"3,09",100'
152,2020-03-21,BERGSÅKER,1,LYX HÅLERYD,s,5,Rikard N Skoglund,6,"4,09","2,14",1,VOLTSTART,1640M,1660,"1.13,4",21 008,200303,Romme,Rikard N Skoglund,0,2140,1,"15,6","2,04",30',200215,Mantorp,Rikard N Skoglund,6,2160,1,"14,7","13,62",110',200129,Bergsåker,Rikard N Skoglund,1,2140,11,"16,6a","4,29",60',200118,Kalmar,Rikard N Skoglund,0,2160,2,"15,6","7,26",110',200105,Romme,Niclas Hammarström,1,2140,4,"16,4a","2,43",35'
153,2020-03-21,BERGSÅKER,1,BELLE GODIVA,s,6,Daniel Wäjersten,2,"29,36","6,64",2,VOLTSTART,1640M,1660,"1.13,7",7 389,200129,Bergsåker,Daniel Wäjersten,4,2140,9,"17,2a","10,66",60',200101,Bergsåker,Daniel Wäjersten,1,1640,3,"13,3a","27,32",60',191217,Bergsåker,Rikard N Skoglund,d,2140,12,uag,"16,04",10',191120,Bergsåker,Magnus A Djuse,d,2140,2,ug,"64,41",150',191004,Östersund,Ulf Ohlsson,0,2140,2,"17,2","11,91",30'
154,2020-03-21,BERGSÅKER,1,DENALI,s,5,Magnus A Djuse,4,"16,82","4,48",3,VOLTSTART,1640M,1660,"1.13,9",13 850,200312,Östersund,Magnus A Djuse,5,2160,4,"17,1","6,93",35',200229,Bergsåker,Magnus A Djuse,0,2140,7,"15,3a","61,67",110',200209,Bergsåker,Magnus A Djuse,2,1640,5,"16,8a","2,31",35',200129,Bergsåker,Tamara Skutnabb,1,2160,5,"18,3","4,17",40',200101,Bergsåker,Magnus A Djuse,2,1640,4,"13,4a","3,98",60'
155,2020-03-21,BERGSÅKER,1,MISS DUFFY,s,5,Ulf Ohlsson,5,"14,45","3,35 - 5,26",4,VOLTSTART,1640M,1660,"1.14,0",14 265,200311,Bergsåker,Olle Wäjersten,1,2160,8,"15,9","10,30",30',200108,Solvalla,Anders Eriksson,5,1640,10,"13,8a","3,36",40',191220,Östersund,Daniel Wäjersten,1,2140,6,"16,9a","1,82",10',191217,Bergsåker,Daniel Wäjersten,0,2140,14,"17,6a","11,28",10',191204,Bergsåker,Mats E Djuse,k,2140,2,"19,3",gdk,
156,2020-03-21,BERGSÅKER,1,CORDELIA I.S.,s,5,Erik Lindegren,5,"53,92","6,68 - 10,98",5,VOLTSTART,1640M,1640,"1.15,0",11 336,200228,Bollnäs,Erik Lindegren,2,2140,2,"16,3","59,88",30',200214,Romme,Jenny A Björk,5,1640,3,"14,8a","13,12",35',200124,Örebro,Jenny A Björk,0,2140,2,"18,7","19,04",30',191227,Bergsåker,Jenny A Björk,0,1640,9,"16,1a","5,08",30',191211,Solvalla,Jenny A Björk,3,2140,7,"16,3a","5,85",40'
