iter	Logloss
0	0.658332925
1	0.6260776349
2	0.5945946548
3	0.5678749726
4	0.5409307777
5	0.5158050172
6	0.4961264666
7	0.4775760322
8	0.4614998125
9	0.4466665197
10	0.431327553
11	0.418488279
12	0.4056438588
13	0.3925420694
14	0.382349728
15	0.3726915234
16	0.3621383713
17	0.3546716073
18	0.3473675267
19	0.3405719213
20	0.3341899159
21	0.3275312098
22	0.3226146123
23	0.3160907069
24	0.3104602552
25	0.3048997967
26	0.3004366333
27	0.2966744711
28	0.2934372153
29	0.2902683681
30	0.2872874471
31	0.2833537839
32	0.2808013395
33	0.2785537982
34	0.2752844185
35	0.2734927856
36	0.2705557681
37	0.2689696248
38	0.2674194808
39	0.2651879344
40	0.263074746
41	0.2613788657
42	0.2598003789
43	0.2582395719
44	0.256614798
45	0.2558857098
46	0.2545952672
47	0.2535602355
48	0.2522831481
49	0.2517065189
50	0.2504605462
51	0.2496102895
52	0.2488408853
53	0.248401489
54	0.2475959548
55	0.2469716975
56	0.2462213431
57	0.2457997147
58	0.2450280226
59	0.2445217485
60	0.2440726724
61	0.2436459261
62	0.2430872267
63	0.2427434331
64	0.2424692041
65	0.2417929079
66	0.2414383694
67	0.2410355154
68	0.2405898811
69	0.2401003104
70	0.2397378204
71	0.2395134224
72	0.2390176142
73	0.2388445317
74	0.2385205007
75	0.2382844622
76	0.2379397439
77	0.2375807409
78	0.237170862
79	0.2369921357
80	0.2367986759
81	0.2366606437
82	0.2364391475
83	0.2361340392
84	0.2358077858
85	0.2357271256
86	0.2356093119
87	0.2354719422
88	0.2351990201
89	0.2351142898
90	0.2348892997
91	0.2346809633
92	0.2345610898
93	0.2344193227
94	0.2342005221
95	0.2339793148
96	0.2338568818
97	0.2337631578
98	0.2336833807
99	0.2335506396
100	0.2333215218
101	0.2332393368
102	0.2330703985
103	0.2329457792
104	0.2328262174
105	0.2327359845
106	0.232603592
107	0.23245041
108	0.2323756229
109	0.2321899153
110	0.2320466427
111	0.2319813935
112	0.2318083193
113	0.231728255
114	0.2316884944
115	0.2315840704
116	0.2315775393
117	0.2314912383
118	0.2313992229
119	0.2313009348
120	0.2312146725
121	0.2311623075
122	0.2310391366
123	0.2309393981
124	0.2307932784
125	0.2306292154
126	0.2305721076
127	0.2305242626
128	0.2304750675
129	0.2304288733
130	0.2302967758
131	0.2301744265
132	0.2301219703
133	0.230014219
134	0.2299723653
135	0.2298827937
136	0.2297614394
137	0.2296703039
138	0.2296197289
139	0.229565182
140	0.2295173616
141	0.2294712275
142	0.2293846091
143	0.22927225
144	0.2292189493
145	0.2291949741
146	0.2291382296
147	0.2290480406
148	0.2290247924
149	0.2289650285
150	0.2289158715
151	0.2288811443
152	0.228824289
153	0.2287735452
154	0.2287006436
155	0.2286479752
156	0.2285653286
157	0.2284787248
158	0.2284217296
159	0.2282901537
160	0.2282249998
161	0.2281394772
162	0.2280737141
163	0.2279737384
164	0.227859902
165	0.2277890442
166	0.2277003818
167	0.2276704109
168	0.22760304
169	0.2275784865
170	0.2275233967
171	0.2275206722
172	0.2274413445
173	0.2273768511
174	0.227354148
175	0.2273008593
176	0.227245534
177	0.2271821081
178	0.2270800492
179	0.2270156745
180	0.226987833
181	0.2269095152
182	0.2268465006
183	0.2267783333
184	0.2266876338
185	0.2266227318
186	0.2265899613
187	0.2265708145
188	0.2265161633
189	0.2264718213
190	0.226426138
191	0.2263521882
192	0.22634035
193	0.2262985963
194	0.2262674814
195	0.2262256961
196	0.2262074507
197	0.2261495541
198	0.2260808036
199	0.2260359796
200	0.2260015075
201	0.2259149504
202	0.2258808094
203	0.2258275368
204	0.2257661477
205	0.2257272457
206	0.2256798571
207	0.2256416057
208	0.2255720283
209	0.2255375585
210	0.2254452089
211	0.2253941207
212	0.225306002
213	0.2252834335
214	0.2252409776
215	0.2252312838
216	0.2251452727
217	0.2250824949
218	0.2250019493
219	0.2249601504
220	0.2248971584
221	0.2248499127
222	0.224812471
223	0.2247425459
224	0.2246799478
225	0.2245966261
226	0.2245296541
227	0.2244747541
228	0.2243795912
229	0.2243480384
230	0.2243127107
231	0.2242905149
232	0.2242230393
233	0.2242040227
234	0.2241588224
235	0.2241578585
236	0.2241061605
237	0.2240581216
238	0.2240093173
239	0.2239092429
240	0.2238282825
241	0.2237573356
242	0.2237183527
243	0.2236936194
244	0.2236429412
245	0.223579592
246	0.2235507672
247	0.2234796268
248	0.2234182445
249	0.2233727983
250	0.22333823
251	0.223302897
252	0.2232556476
253	0.2231896888
254	0.2231752429
255	0.2231319275
256	0.2230602392
257	0.2230001196
258	0.2229546101
259	0.2229165589
260	0.2228211305
261	0.2228038001
262	0.2227705541
