iter	Passed	Remaining
0	60	60207
1	122	60886
2	196	65377
3	268	66769
4	337	67160
5	406	67330
6	473	67203
7	531	65855
8	597	65766
9	665	65855
10	736	66193
11	803	66176
12	869	66037
13	940	66273
14	1007	66159
15	1086	66797
16	1158	67008
17	1233	67304
18	1304	67374
19	1379	67617
20	1453	67782
21	1530	68037
22	1602	68058
23	1671	67980
24	1746	68107
25	1818	68105
26	1892	68186
27	1960	68054
28	2026	67869
29	2097	67812
30	2183	68266
31	2252	68133
32	2322	68057
33	2393	67998
34	2459	67818
35	2530	67758
36	2600	67673
37	2671	67634
38	2739	67509
39	2808	67411
40	2881	67397
41	2952	67342
42	3020	67218
43	3090	67154
44	3163	67140
45	3238	67153
46	3307	67065
47	3380	67040
48	3446	66891
49	3514	66775
50	3620	67366
51	3689	67266
52	3760	67198
53	3830	67103
54	3899	66992
55	3967	66875
56	4035	66758
57	4103	66643
58	4172	66555
59	4240	66439
60	4311	66367
61	4380	66274
62	4450	66195
63	4521	66119
64	4592	66063
65	4663	65999
66	4731	65892
67	4799	65776
68	4871	65728
69	4943	65674
70	5015	65626
71	5081	65492
72	5150	65398
73	5230	65457
74	5302	65395
75	5372	65315
76	5439	65203
77	5508	65109
78	5579	65049
79	5650	64977
80	5718	64883
81	5786	64782
82	5856	64707
83	5925	64617
84	5994	64526
85	6062	64431
86	6129	64320
87	6195	64206
88	6261	64091
89	6328	63987
90	6398	63918
91	6469	63846
92	6540	63790
93	6608	63695
94	6676	63604
95	6745	63519
96	6813	63429
97	6885	63373
98	6958	63332
99	7038	63344
100	7109	63277
101	7175	63176
102	7240	63057
103	7309	62973
104	7379	62903
105	7449	62826
106	7521	62775
107	7592	62707
108	7664	62649
109	7734	62581
110	7808	62537
111	7880	62484
112	7954	62440
113	8022	62352
114	8091	62265
115	8156	62159
116	8222	62056
117	8293	61992
118	8363	61920
119	8435	61856
120	8502	61769
121	8570	61680
122	8639	61602
123	8707	61514
124	8776	61437
125	8844	61348
126	8915	61283
127	8982	61192
128	9049	61101
129	9117	61015
130	9185	60931
131	9253	60851
132	9322	60769
133	9389	60681
134	9457	60597
135	9526	60518
136	9598	60464
137	9668	60393
138	9738	60321
139	9809	60257
140	9886	60231
141	9952	60137
142	10019	60047
143	10087	59966
144	10155	59881
145	10224	59805
146	10290	59713
147	10359	59637
148	10425	59542
149	10495	59471
150	10565	59404
151	10634	59330
152	10701	59244
153	10772	59177
154	10843	59114
155	10913	59042
156	10981	58963
157	11054	58909
158	11120	58820
159	11187	58733
160	11257	58665
161	11329	58608
162	11400	58543
163	11469	58466
164	11538	58391
165	11607	58316
166	11674	58233
167	11742	58152
168	11768	57865
169	11835	57786
170	11902	57702
171	11981	57677
172	12048	57593
173	12114	57510
174	12185	57443
175	12251	57358
176	12318	57277
177	12387	57206
178	12454	57125
179	12524	57057
180	12597	57001
181	12670	56949
182	12742	56888
183	12810	56813
184	12880	56745
185	12952	56684
186	13025	56627
187	13093	56551
188	13162	56480
189	13232	56413
190	13308	56368
191	13396	56375
192	13473	56336
193	13541	56260
194	13608	56179
195	13677	56104
196	13743	56020
197	13814	55955
198	13888	55901
199	13955	55822
200	14021	55738
201	14091	55668
202	14160	55595
203	14226	55512
204	14295	55437
205	14364	55366
206	14432	55289
207	14502	55221
208	14574	55160
209	14641	55081
210	14708	55000
211	14780	54937
212	14851	54875
213	14920	54802
214	14987	54722
215	15056	54647
216	15125	54578
217	15199	54522
218	15268	54452
219	15337	54379
220	15405	54301
221	15475	54233
222	15543	54157
223	15615	54095
224	15685	54027
225	15755	53960
226	15826	53892
227	15893	53813
228	15960	53734
229	16028	53660
230	16096	53583
231	16165	53514
232	16236	53449
233	16306	53380
234	16379	53320
235	16452	53263
236	16520	53186
237	16586	53105
238	16654	53029
239	16723	52957
240	16790	52880
241	16870	52843
242	16937	52762
243	17004	52687
244	17075	52619
245	17148	52562
246	17218	52491
247	17288	52422
248	17363	52368
249	17448	52346
250	17518	52275
251	17589	52209
252	17658	52136
253	17731	52076
254	17803	52014
255	17876	51952
256	17944	51879
257	18013	51807
258	18083	51738
259	18158	51681
260	18228	51611
261	18299	51546
262	18367	51469
263	18439	51405
264	18510	51341
265	18580	51271
266	18646	51191
267	18718	51125
268	18785	51050
269	18851	50970
270	18919	50894
271	18993	50834
272	19061	50760
273	19129	50687
274	19196	50607
275	19264	50533
276	19332	50459
277	19400	50386
278	19466	50305
279	19534	50232
280	19569	50074
281	19635	49995
282	19713	49946
283	19780	49869
284	19847	49792
285	19915	49719
286	19982	49643
287	20050	49569
288	20119	49498
289	20190	49430
290	20258	49358
291	20339	49316
292	20409	49248
293	20477	49174
294	20546	49101
295	20613	49027
296	20681	48952
297	20748	48876
298	20816	48803
299	20887	48736
300	20955	48663
301	21038	48624
302	21109	48559
303	21176	48482
304	21242	48405
305	21309	48329
306	21375	48252
307	21444	48180
308	21513	48108
309	21581	48035
310	21649	47962
311	21714	47883
312	21789	47824
313	21855	47748
314	21926	47682
315	21993	47605
316	22059	47529
317	22129	47459
318	22196	47384
319	22267	47317
320	22336	47247
321	22407	47181
322	22477	47112
323	22545	47040
324	22615	46969
325	22681	46893
326	22751	46824
327	22819	46753
328	22888	46682
329	22955	46606
330	23025	46538
331	23093	46465
332	23165	46400
333	23236	46333
334	23307	46266
335	23376	46195
336	23443	46122
337	23515	46056
338	23582	45983
339	23649	45907
340	23716	45833
341	23784	45760
342	23867	45716
343	23936	45645
344	24005	45575
345	24072	45500
346	24140	45429
347	24209	45358
348	24277	45285
349	24344	45210
