iter	Logloss
0	0.6582673033
1	0.6260257192
2	0.5946163808
3	0.5679036363
4	0.5409881087
5	0.5159065678
6	0.4962210554
7	0.4776925437
8	0.4615962587
9	0.4467390114
10	0.4313475243
11	0.4184919632
12	0.4056554701
13	0.3925793694
14	0.3823772632
15	0.372712189
16	0.3621032767
17	0.3538007326
18	0.346555449
19	0.3397719857
20	0.3319478343
21	0.3258238241
22	0.3209828668
23	0.3148452408
24	0.3093388178
25	0.3039359749
26	0.2995336424
27	0.2953386028
28	0.2921561752
29	0.2890436889
30	0.2861339524
31	0.2837529513
32	0.2811980378
33	0.2783432758
34	0.2754418533
35	0.2736856063
36	0.2711455842
37	0.2693066728
38	0.2668410179
39	0.2644756854
40	0.2628333378
41	0.261615493
42	0.2603928129
43	0.2586688727
44	0.257789945
45	0.2562444898
46	0.2554157552
47	0.2543485855
48	0.2530465961
49	0.2523801571
50	0.2512876489
51	0.2506784292
52	0.2495124519
53	0.2489862285
54	0.2481872844
55	0.2474693687
56	0.2470618094
57	0.2467937656
58	0.2459252448
59	0.2450437441
60	0.2444430348
61	0.2439342612
62	0.2433781583
63	0.2429766334
64	0.2423797068
65	0.2421649874
66	0.2418652311
67	0.2412430716
68	0.2406777282
69	0.2401551868
70	0.2399238015
71	0.239699107
72	0.2393598056
73	0.2391737182
74	0.2389726394
75	0.2385657232
76	0.238183604
77	0.2378128481
78	0.2375210658
79	0.2371606414
80	0.2370208346
81	0.2366936803
82	0.2365087538
83	0.2363617043
84	0.2363295755
85	0.2360750696
86	0.2359698936
87	0.2358556247
88	0.2357351907
89	0.2354676767
90	0.2352707123
91	0.2351698735
92	0.2349496752
93	0.2348031925
94	0.2346362396
95	0.2344227816
96	0.2343542022
97	0.2341748704
98	0.2339869206
99	0.2338811908
100	0.2337370208
101	0.2335536414
102	0.2334908809
103	0.2333606884
104	0.2332035072
105	0.2331237142
106	0.2330243994
107	0.2328902958
108	0.2328192328
109	0.2327565334
110	0.2326456656
111	0.232587665
112	0.232510278
113	0.2323680424
114	0.2323086993
115	0.2321651385
116	0.2321112439
117	0.2320494025
118	0.2318643054
119	0.2317131056
120	0.2316145562
121	0.2315134474
122	0.2314477593
123	0.2313764962
124	0.2313452721
125	0.2312897468
126	0.231204706
127	0.2311451293
128	0.2310864273
129	0.231024874
130	0.2309234569
131	0.2308629065
132	0.2307517046
133	0.2307083703
134	0.2306324152
135	0.2305396653
136	0.2304044986
137	0.2303143009
138	0.230249846
139	0.2301401323
140	0.2300526356
141	0.2300213642
142	0.2299577956
143	0.229902398
144	0.2298118622
145	0.2297542973
146	0.2297360426
147	0.2296557157
148	0.2296041682
149	0.2295366455
150	0.2294690269
151	0.2293955864
152	0.2293577639
153	0.2292630449
154	0.2292247562
155	0.2291691655
156	0.2291195133
157	0.2289707796
158	0.2289367322
159	0.228855162
160	0.2287804705
161	0.2287211913
162	0.228649605
163	0.228602539
164	0.2285149701
165	0.2284623815
166	0.2284012178
167	0.2282877842
168	0.2282225883
169	0.2281379683
170	0.2280745891
171	0.2280384838
172	0.2280006229
173	0.2279440344
174	0.2278884066
175	0.2278182553
176	0.2277646594
177	0.2277261579
178	0.2276303659
179	0.227594115
180	0.2275305174
181	0.2274774739
182	0.2274499048
183	0.2274144951
184	0.2273419204
185	0.2272979314
186	0.2272730184
187	0.2272623701
188	0.2271988929
189	0.2271397254
190	0.2270838396
191	0.227007956
192	0.2269511496
