iter	Logloss
0	0.6593110964
1	0.6274784897
2	0.5960935807
3	0.5730261172
4	0.5495461239
5	0.5252844412
6	0.504380687
7	0.4855944829
8	0.4689515075
9	0.4519718324
10	0.4359280102
11	0.422144547
12	0.4083394441
13	0.3941825469
14	0.3840903918
15	0.374472723
16	0.3656560636
17	0.3584415873
18	0.3521010579
19	0.3455507552
20	0.3384311755
21	0.3312851588
22	0.3233072203
23	0.3172099464
24	0.3112853025
25	0.3064588033
26	0.3003966029
27	0.2949444805
28	0.2919901184
29	0.2872926515
30	0.2831184076
31	0.2800932283
32	0.2762397995
33	0.2735187889
34	0.2712401565
35	0.269609091
36	0.2664144835
37	0.2646467181
38	0.263175769
39	0.2602855221
40	0.25764947
41	0.2562693433
42	0.2540560581
43	0.2531864185
44	0.2512047362
45	0.2489876053
46	0.2480014911
47	0.2469260197
48	0.24517364
49	0.2438869587
50	0.2428244395
51	0.2416049608
52	0.2410932499
53	0.2399084414
54	0.2393919883
55	0.23892371
56	0.2380220717
57	0.2374608973
58	0.2361957651
59	0.2356649458
60	0.2350805524
61	0.2344709011
62	0.2338101044
63	0.232989368
64	0.2327521794
65	0.2321348273
66	0.2314241537
67	0.2306851336
68	0.2304917848
69	0.2302406905
70	0.2297629155
71	0.2292711573
72	0.2286285863
73	0.2283083339
74	0.2279354592
75	0.2271967288
76	0.2267484742
77	0.2263199663
78	0.2258268287
79	0.2256043124
80	0.2255088723
81	0.2253255742
82	0.2248551103
83	0.2243467857
84	0.2240302463
85	0.2237074405
86	0.2233306536
87	0.223191892
88	0.2229478498
89	0.2226428274
90	0.2224573958
91	0.2222276641
92	0.2220220058
93	0.2211757513
94	0.2209030783
95	0.2207252118
96	0.2205664392
97	0.2203328478
98	0.2200448341
99	0.2197775529
100	0.2195714498
101	0.219414879
102	0.2192132924
103	0.2191821686
104	0.2189923065
105	0.2188609833
106	0.2185581359
107	0.2184157254
108	0.2182755162
109	0.2180944654
110	0.2178709677
111	0.2177489949
112	0.2176308374
113	0.2173743272
114	0.2171911028
115	0.2170392868
116	0.2169309029
117	0.2167365061
118	0.2166643581
119	0.2166108596
120	0.2163399777
121	0.2162159881
122	0.2161468773
123	0.2158513087
124	0.2157677683
125	0.2156389233
126	0.2155571071
127	0.2154097915
128	0.2153355027
129	0.2152603127
130	0.2151557261
131	0.215086208
132	0.2149646255
133	0.2148603353
134	0.2147181681
135	0.2145280981
136	0.2142758421
137	0.2141332008
138	0.2140895488
139	0.21395663
140	0.2138323991
141	0.2137669664
142	0.2136991099
143	0.2136533398
144	0.2136027139
145	0.2135175176
146	0.2134439802
147	0.2133423596
148	0.2131847839
149	0.2130027327
150	0.2129585745
151	0.2128433904
152	0.2127689267
153	0.2127306683
154	0.2126438498
155	0.2125984455
156	0.212483609
157	0.212351701
158	0.2123118394
159	0.2122316969
160	0.2121677293
161	0.2121652567
162	0.2120856596
163	0.2119829632
164	0.2118131188
165	0.2117541085
166	0.2115997228
167	0.2114753651
168	0.2113991303
169	0.2113389879
170	0.2112190409
171	0.2111826061
172	0.2111124533
173	0.2111107957
174	0.2110211048
175	0.2109438287
176	0.2108883737
177	0.2108546034
178	0.2107663835
179	0.2106601884
180	0.2105783995
181	0.2105373841
182	0.2104213584
183	0.2103851154
184	0.2102483437
185	0.2101488992
186	0.2101471891
187	0.2100500833
188	0.2100012327
189	0.209958467
190	0.2099311897
191	0.2098740985
192	0.2098169696
193	0.2096003888
194	0.2095185685
195	0.20944724
196	0.209408511
197	0.2092880944
198	0.209286523
199	0.2091974415
200	0.2091287378
201	0.2090769079
202	0.2089524558
203	0.2088080584
204	0.208792563
205	0.2085621436
206	0.2085200923
207	0.2084577655
208	0.2083006678
209	0.2082371031
210	0.208162541
211	0.2081580747
212	0.2081248711
213	0.2080758685
214	0.2079680581
215	0.2078961605
216	0.2077786349
217	0.2077151973
218	0.2075618549
219	0.2074992754
220	0.2074891738
221	0.2074309798
222	0.207407231
223	0.2073679065
224	0.2072668534
225	0.2072497012
226	0.2071900327
227	0.2071337547
228	0.2071082913
229	0.2069601254
230	0.2069265034
231	0.2068981291
232	0.206798998
233	0.2067477509
234	0.2066405396
235	0.2066314326
236	0.2065914162
237	0.2064647582
238	0.2064228855
239	0.2063446625
240	0.2063120265
241	0.206216367
242	0.2061373055
243	0.2060516924
244	0.2059919491
245	0.2059291283
246	0.2058718719
247	0.2057525663
248	0.2056386597
249	0.2055936982
250	0.2055318105
251	0.2054547477
252	0.2053851749
253	0.2052831365
254	0.2050370817
255	0.2050356758
256	0.2049890095
257	0.2049316582
258	0.2048591748
259	0.2047696655
260	0.2046507444
261	0.2046017471
262	0.2045505073
263	0.2044941161
264	0.2044355805
265	0.2043790226
266	0.2042979309
