iter	Passed	Remaining
0	76	76256
1	146	73148
2	223	74143
3	313	78060
4	397	79158
5	511	84809
6	540	76658
7	625	77587
8	705	77635
9	765	75808
10	860	77377
11	897	73907
12	917	69684
13	1000	70488
14	1039	68289
15	1100	67660
16	1203	69601
17	1283	70038
18	1342	69290
19	1460	71558
20	1546	72093
21	1666	74061
22	1733	73619
23	1798	73140
24	1874	73110
25	1949	73049
26	2014	72588
27	2096	72774
28	2176	72890
29	2272	73463
30	2354	73592
31	2473	74837
32	2549	74695
33	2628	74678
34	2675	73774
35	2695	72172
36	2764	71947
37	2847	72074
38	2908	71664
39	2991	71791
40	3064	71674
41	3129	71390
42	3195	71113
43	3244	70494
44	3326	70602
45	3413	70794
46	3512	71219
47	3576	70937
48	3653	70902
49	3721	70717
50	3838	71417
51	3957	72156
52	4040	72193
53	4134	72430
54	4238	72820
55	4281	72182
56	4360	72147
57	4472	72645
58	4550	72582
59	4634	72604
60	4770	73433
61	4831	73094
62	4925	73261
63	5010	73283
64	5092	73259
65	5166	73112
66	5273	73435
67	5353	73380
68	5419	73130
69	5480	72814
70	5587	73107
71	5690	73339
72	5801	73671
73	5908	73940
74	5974	73691
75	6072	73832
76	6141	73622
77	6228	73619
78	6314	73616
79	6388	73468
80	6458	73272
81	6570	73562
82	6650	73477
83	6757	73686
84	6831	73536
85	6914	73486
86	6997	73434
87	7078	73356
88	7153	73221
89	7253	73336
90	7329	73210
91	7414	73179
92	7493	73085
93	7585	73107
94	7717	73521
95	7792	73377
96	7876	73327
97	7981	73465
98	8054	73300
99	8199	73796
100	8299	73876
101	8385	73822
102	8500	74027
103	8520	73407
104	8593	73251
105	8679	73205
106	8778	73265
107	8852	73111
108	8926	72971
109	9012	72915
110	9100	72887
111	9192	72886
112	9307	73055
113	9384	72937
114	9474	72912
115	9581	73020
116	9705	73247
117	9801	73260
118	9876	73120
119	9992	73277
120	10080	73232
121	10155	73083
122	10226	72918
123	10316	72877
124	10387	72714
125	10469	72623
126	10576	72703
127	10660	72627
128	10794	72886
129	10863	72701
130	10967	72754
131	11060	72729
132	11163	72774
133	11258	72762
134	11344	72689
135	11427	72596
136	11509	72504
137	11607	72502
138	11689	72407
139	11787	72406
140	11885	72406
141	11956	72241
142	12049	72214
143	12129	72101
144	12197	71924
145	12287	71871
146	12366	71759
147	12447	71659
148	12517	71492
149	12600	71401
150	12649	71120
151	12771	71251
152	12908	71460
153	13003	71436
154	13076	71289
155	13159	71195
156	13235	71066
157	13352	71155
158	13436	71070
159	13531	71042
160	13609	70923
161	13651	70615
162	13739	70551
163	13817	70436
164	13892	70303
165	14011	70394
166	14091	70289
167	14172	70185
168	14244	70044
169	14327	69952
170	14395	69790
171	14464	69632
172	14527	69444
173	14560	69120
174	14656	69095
175	14733	68979
176	14803	68833
177	14873	68685
178	14969	68658
179	15064	68626
180	15167	68630
181	15260	68586
182	15355	68553
183	15445	68496
184	15523	68386
185	15603	68284
186	15623	67923
187	15692	67780
188	15785	67737
189	15873	67669
190	15958	67595
191	16046	67529
192	16120	67404
193	16194	67284
194	16260	67127
195	16345	67050
196	16458	67085
197	16544	67013
198	16592	66785
199	16672	66688
200	16746	66569
201	16861	66611
202	16933	66480
203	17007	66363
204	17081	66241
205	17215	66356
206	17282	66207
207	17394	66232
208	17478	66148
209	17551	66026
210	17614	65867
211	17676	65702
212	17751	65588
213	17814	65432
214	17919	65425
215	17989	65294
216	18076	65226
217	18160	65142
218	18260	65120
219	18355	65078
220	18433	64974
221	18513	64879
222	18621	64882
223	18712	64825
224	18812	64799
225	18894	64708
226	19006	64724
227	19086	64624
228	19168	64535
229	19239	64411
230	19319	64313
231	19388	64183
232	19491	64162
233	19574	64078
234	19675	64048
235	19717	63831
236	19798	63740
237	19942	63850
238	20068	63900
239	20150	63808
240	20228	63706
241	20264	63473
242	20325	63317
243	20432	63307
244	20504	63188
245	20572	63054
246	20644	62936
247	20708	62792
248	20798	62730
249	20894	62682
250	20966	62564
251	21054	62496
252	21126	62378
253	21195	62251
254	21289	62198
255	21325	61977
256	21416	61917
257	21491	61808
258	21582	61746
259	21668	61672
260	21750	61583
261	21814	61448
262	21885	61329
263	21973	61260
264	22049	61157
265	22151	61125
266	22241	61059
