iter	Logloss
0	0.6570184887
1	0.6278021468
2	0.6027174633
3	0.5741091864
4	0.5534422862
5	0.5306309911
6	0.5099324018
7	0.4917309424
8	0.4707112449
9	0.4546726401
10	0.4410313301
11	0.427329282
12	0.4136506082
13	0.4001173347
14	0.3904415209
15	0.3795384588
16	0.3686176681
17	0.3580898965
18	0.3518800686
19	0.3422687625
20	0.3348095336
21	0.3275563196
22	0.3216749554
23	0.3167260434
24	0.311670118
25	0.3076585362
26	0.3044613231
27	0.2990728851
28	0.2954871885
29	0.2924192324
30	0.2872500742
31	0.2834203664
32	0.2806232002
33	0.2774294582
34	0.2748311709
35	0.2720027687
36	0.2686981772
37	0.2654286733
38	0.2633690246
39	0.2611940597
40	0.2595329872
41	0.2568922345
42	0.2544812338
43	0.252068366
44	0.2497991711
45	0.2485049913
46	0.2471291227
47	0.2460360759
48	0.2452956977
49	0.2437323049
50	0.2424728153
51	0.2406173787
52	0.2391108004
53	0.2380455486
54	0.2369813212
55	0.2365450951
56	0.2354865438
57	0.2348158892
58	0.2344954635
59	0.2335643292
60	0.2328903352
61	0.2317112238
62	0.2305048179
63	0.2292926561
64	0.2284789395
65	0.2281556828
66	0.2276648435
67	0.2272290533
68	0.226898369
69	0.2261577799
70	0.2253342584
71	0.2246808864
72	0.2239802971
73	0.2237904045
74	0.223471805
75	0.2228904833
76	0.2227887704
77	0.2222811177
78	0.2220259124
79	0.2212060343
80	0.2208729149
81	0.2203761997
82	0.2197582211
83	0.2196194921
84	0.21952089
85	0.2192861401
86	0.2191119153
87	0.2185558869
88	0.2183648112
89	0.2181940588
90	0.2179220922
91	0.2178751029
92	0.2173033075
93	0.217004944
94	0.2167145702
95	0.2165789071
96	0.2161531112
97	0.2156930675
98	0.2155472874
99	0.2152628752
100	0.2151192491
101	0.2146421044
102	0.2142090144
103	0.2139231248
104	0.2136676445
105	0.2135506777
106	0.2134897525
107	0.2131756491
108	0.2128274105
109	0.2124347293
110	0.2121985106
111	0.2119380513
112	0.2117032675
113	0.211284875
114	0.2109250331
115	0.2106809281
116	0.2104849776
117	0.2100628802
118	0.2098859705
119	0.2097003635
120	0.2093988114
121	0.2092543609
122	0.2088894192
123	0.2086803528
124	0.2084605797
125	0.2081165797
126	0.2079515478
127	0.2075372282
128	0.2073444731
129	0.2072234427
130	0.2069637305
131	0.2068810567
132	0.2066827894
133	0.206541991
134	0.2062951819
135	0.2061226236
136	0.2059072736
137	0.2056700109
138	0.2054383575
139	0.2052438088
140	0.205049757
141	0.204888813
142	0.2046111916
143	0.2045005994
144	0.204338933
145	0.2041389385
146	0.2040036579
147	0.2039058189
148	0.2038446433
149	0.2036917344
150	0.2036068615
151	0.2033121327
152	0.2031650426
153	0.2030334392
154	0.2030043511
155	0.2027742448
156	0.2026410195
157	0.2023091957
158	0.202059594
159	0.201968419
160	0.2016128129
161	0.201407554
162	0.2012218689
163	0.2010116173
164	0.2008391171
165	0.2006707036
166	0.2004081644
167	0.2001834421
168	0.1998565692
169	0.1997860304
170	0.1996404769
171	0.1995064363
172	0.1992875451
173	0.1988506151
174	0.1986973095
175	0.1984141305
176	0.1982870325
177	0.198044132
178	0.1978539452
179	0.1975984791
180	0.1975021765
181	0.1972938143
182	0.1971530732
183	0.1969813793
184	0.1968277332
185	0.1964764689
186	0.1963154092
187	0.1962027303
188	0.1960314673
189	0.1957528532
190	0.1955159759
191	0.1953315786
192	0.1951424081
193	0.194953028
194	0.1947980354
195	0.1944768614
196	0.1943628347
197	0.1941125803
198	0.19403715
199	0.1937992413
200	0.1936376628
201	0.1934909401
202	0.1933398963
203	0.1931609175
204	0.1930080119
205	0.1928988568
206	0.1928930285
207	0.1926777045
208	0.1925188291
209	0.1924048757
210	0.192399296
211	0.1921592599
212	0.1919862991
213	0.1915320268
214	0.1913858427
215	0.1911714906
216	0.1910571686
217	0.1909301923
218	0.1907622157
