iter	Passed	Remaining
0	77	77693
1	141	70701
2	199	66282
3	245	61136
4	277	55203
5	322	53439
6	368	52335
7	418	51907
8	473	52097
9	516	51127
10	576	51847
11	608	50072
12	644	48916
13	719	50675
14	765	50261
15	780	48029
16	844	48810
17	903	49267
18	918	47427
19	963	47187
20	1021	47603
21	1102	48999
22	1143	48592
23	1189	48354
24	1245	48577
25	1332	49904
26	1355	48846
27	1404	48758
28	1461	48918
29	1511	48870
30	1558	48712
31	1605	48553
32	1652	48433
33	1714	48699
34	1768	48762
35	1814	48600
36	1863	48500
37	1911	48382
38	2005	49428
39	2061	49483
40	2110	49372
41	2169	49475
42	2240	49875
43	2294	49852
44	2369	50285
45	2418	50165
46	2475	50192
47	2528	50140
48	2574	49960
49	2635	50067
50	2690	50059
51	2720	49595
52	2781	49704
53	2828	49545
54	2892	49699
55	2910	49066
56	2957	48935
57	3022	49085
58	3052	48688
59	3102	48598
60	3161	48660
61	3251	49190
62	3341	49692
63	3422	50051
64	3507	50448
65	3539	50091
66	3582	49884
67	3646	49985
68	3714	50118
69	3773	50133
70	3832	50142
71	3877	49973
72	3938	50013
73	3994	49983
74	4044	49883
75	4140	50334
76	4193	50263
77	4251	50254
78	4298	50113
79	4357	50105
80	4411	50051
81	4471	50064
82	4550	50277
83	4623	50412
84	4670	50275
85	4730	50275
86	4814	50520
87	4877	50543
88	4928	50443
89	4988	50444
90	5051	50457
91	5101	50346
92	5150	50231
93	5212	50243
94	5261	50121
95	5309	49994
96	5370	49990
97	5428	49964
98	5477	49851
99	5555	49996
100	5613	49963
101	5676	49975
102	5736	49958
103	5786	49852
104	5835	49738
105	5928	50003
106	5979	49902
107	6041	49897
108	6096	49832
109	6145	49723
110	6173	49441
111	6217	49296
112	6283	49323
113	6343	49297
114	6399	49248
115	6455	49198
116	6535	49322
117	6614	49440
118	6675	49418
119	6740	49428
120	6797	49381
121	6858	49358
122	6908	49256
123	6959	49166
124	7010	49076
125	7077	49095
126	7142	49098
127	7207	49103
128	7275	49120
129	7330	49058
130	7387	49006
131	7417	48772
132	7472	48711
133	7518	48592
134	7592	48646
135	7657	48650
136	7764	48907
137	7867	49146
138	7947	49229
139	8011	49213
140	8084	49251
141	8174	49393
142	8248	49431
143	8296	49316
144	8371	49363
145	8422	49265
146	8479	49201
147	8580	49397
148	8631	49300
149	8695	49274
150	8753	49215
151	8814	49175
152	8896	49247
153	8955	49194
154	8977	48939
155	9039	48908
156	9087	48792
157	9145	48738
158	9221	48777
159	9269	48663
160	9318	48561
161	9368	48463
162	9444	48499
163	9509	48477
164	9571	48439
165	9618	48324
166	9683	48303
167	9756	48316
168	9814	48258
169	9882	48250
170	9935	48168
171	9998	48133
172	10062	48101
173	10128	48083
174	10195	48063
175	10251	47997
176	10324	48008
177	10389	47976
178	10449	47928
179	10519	47922
180	10568	47821
181	10668	47950
182	10730	47906
183	10789	47850
184	10868	47880
185	10915	47771
186	10965	47672
187	11011	47560
188	11072	47514
189	11126	47433
190	11190	47397
191	11257	47377
192	11317	47320
193	11383	47295
194	11431	47191
195	11489	47131
196	11568	47155
197	11657	47216
198	11721	47178
199	11788	47155
200	11869	47181
201	11916	47076
202	11999	47111
203	12092	47184
204	12156	47145
205	12216	47088
206	12236	46876
207	12285	46780
208	12351	46745
209	12431	46767
210	12450	46556
211	12497	46451
212	12546	46358
213	12660	46499
214	12715	46424
215	12768	46345
216	12834	46309
217	12916	46332
218	12971	46260
