datum,bana,avd,startnr,häst,ålder,kön,kusk,lopp_dist,start,dist,pris,spår,streck,vodds,podds,plac,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_odds,h1_pris,h1_kmtid,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_odds,h2_pris,h2_kmtid,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_odds,h3_pris,h3_kmtid,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_odds,h4_pris,h4_kmtid,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_odds,h5_pris,h5_kmtid,bins,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,rel_kr,streck_avst,rel_rank,h1_samma_bana,h2_samma_bana,h3_samma_bana,h1_samma_kusk,h2_samma_kusk,h3_samma_kusk,proba_cat1L1,proba_cat2L1,proba_xgb1L1,proba_xgb2L1,proba_cat1L2,proba_cat2L2,proba_xgb1L2,proba_xgb2L2,meta
2022-12-17,romme,2,9,valle mattis,12,h,öyvind ruttenborg,2140.0,1,2180.0,220000.0,2.0,1.0,45.34,6.34,15,2022-11-12,orkla,öyvind ruttenborg,15.0,1740.0,,13.4,,24.4,2022-10-08,biri,karina osmark,6.0,2120.0,,3.1,,27.6,2022-09-06,bjerke,karina osmark,2.0,1680.0,,6.0,,24.3,2022-08-18,östersund,karina osmark,2.0,2180.0,,17.39,75.0,26.1,2022-08-06,rättvik,torbjörn jansson,2.0,1660.0,,70.28,110.0,21.7,25,0,0,0,0,0,,,,5760.295513310844,6976.064300232707,35.0,35.0,32.0,19.0,12.0,0.03991356378777635,44.0,0.5833333333333334,False,False,False,True,False,False,0.025029229101208045,0.02447346238249256,0.17686845,0.17923346,0.04199878407448213,0.03911622080178875,0.16051215,0.1721042,0.005448492194882229
2022-12-17,romme,2,10,guli rubin,10,v,erik adielsson,2140.0,1,2180.0,220000.0,3.0,1.0,52.57,7.22,15,2022-12-10,romme,jörgen westholm,20.0,1640.0,6.0,4.12,30.0,30.0,2022-11-09,solvalla,erik adielsson,15.0,2140.0,6.0,46.86,100.0,23.0,2022-10-01,skellefteå,oskar j andersson,8.0,1640.0,6.0,155.93,150.0,22.1,2022-09-17,färjestad,erik adielsson,8.0,2140.0,6.0,83.13,300.0,22.5,2022-08-27,bergsåker,erik adielsson,8.0,2640.0,6.0,66.78,250.0,24.5,26,1,1,1,1,1,0.4495980537908989,10.0,405.5797995022296,573.5764530806138,523.6012696767594,7.0,31.0,39.0,14.0,21.0,0.05250620786392615,44.0,0.5833333333333334,False,False,False,False,True,False,0.02728107806504595,0.02321626621173336,0.050601114,0.040302195,0.025781267579899028,0.02227205610453911,0.08045624,0.060658973,0.0013793215187713898
2022-12-17,romme,2,11,järvsöodin,9,h,marcus lilius,2140.0,1,2180.0,220000.0,4.0,1.0,41.19,5.57,5,2022-11-09,solvalla,marcus lilius,5.0,2140.0,8.0,66.47,100.0,22.8,2022-10-29,romme,marcus lilius,4.0,2160.0,8.0,71.22,110.0,23.1,2022-10-15,solänget,marcus lilius,2.0,2640.0,8.0,41.39,100.0,24.0,2022-10-08,biri,ingvar nyberg,2.0,2640.0,8.0,25.4,,23.6,2022-09-17,färjestad,örjan kihlström,2.0,2140.0,8.0,57.29,300.0,23.2,24,1,0,1,0,1,1484.131591025766,2566.350636345657,6651.416330443618,,11520.591026621689,38.0,11.0,14.0,7.0,21.0,0.0668174666860432,44.0,0.5833333333333334,False,False,False,True,True,True,0.0279432169328976,0.022092830428993872,0.0038476908,0.011716492,0.028856916298929437,0.024423624684137096,0.005267674,0.0044599012,0.00014651511187790955
2022-12-17,romme,2,12,grisle odin g.l.,6,h,ulf ohlsson,2140.0,1,2180.0,220000.0,5.0,45.0,2.01,1.28,6,2022-12-03,bergsåker,magnus a djuse,2.0,2180.0,3.0,2.63,200.0,22.8,2022-11-09,solvalla,öystein tjomsland,4.0,2140.0,3.0,1.17,100.0,22.8,2022-11-04,umåker,öystein tjomsland,1.0,2180.0,3.0,1.22,75.0,23.2,2022-10-29,romme,björn goop,1.0,2160.0,3.0,1.46,110.0,30.0,2022-10-20,gävle,öystein tjomsland,1.0,2160.0,3.0,1.13,100.0,22.2,0,0,1,0,0,0,9406.523183503248,2446.919322642204,9497.1217383141,11501.58559756547,10966.331584284586,14.0,24.0,5.0,6.0,9.0,0.34168841261918154,0.0,0.08333333333333333,False,False,False,False,False,False,0.3727715155580495,0.38572883160268706,0.3977989,0.4064279,0.3832684276603764,0.3420265691836436,0.524007,0.4728843,0.16577028975736563
2022-12-17,romme,3,1,titania hills,3,s,stefan persson,2140.0,0,2140.0,175000.0,1.0,3.0,20.4,3.51,15,2022-12-06,axevalla,peter zadel,15.0,1640.0,2.0,3.16,25.0,16.3,2022-09-23,solvalla,björn goop,15.0,2140.0,2.0,34.88,100.0,13.5,2022-09-09,solvalla,björn goop,3.0,2140.0,2.0,22.37,150.0,14.0,2022-08-24,solvalla,björn goop,3.0,2140.0,2.0,51.29,100.0,13.8,2022-08-09,solvalla,björn goop,3.0,2140.0,2.0,10.15,60.0,14.2,18,1,1,1,1,1,5.0,10.0,4940.973458019238,4034.287934927351,3124.9459971558285,11.0,74.0,14.0,16.0,15.0,0.05558472545174644,42.0,0.5454545454545454,False,False,False,False,False,False,0.031747080400091485,0.022998284363405563,0.038098935,0.039842367,0.03361974063311252,0.02725945292704338,0.042103324,0.049908374,0.0012086891517885737
2022-12-17,romme,3,2,violin artist,3,s,anna sedström,2140.0,0,2140.0,175000.0,2.0,1.0,44.97,6.16,8,2022-11-24,åby,petter karlsson,4.0,1640.0,4.0,7.78,50.0,14.2,2022-11-04,solvalla,magnus jakobsson,5.0,2140.0,4.0,34.67,60.0,15.2,2022-10-13,örebro,anna sedström,2.0,1609.0,4.0,31.76,40.0,13.7,2022-09-30,solvalla,anna sedström,2.0,2140.0,4.0,72.77,60.0,15.5,2022-08-22,färjestad,anna sedström,2.0,2140.0,4.0,85.03,40.0,15.4,25,1,1,1,1,1,1730.233246056696,1149.6033871246218,4206.725054048198,5152.164935300037,4206.725054048198,23.0,20.0,22.0,13.0,39.0,0.042186813540070506,44.0,0.7272727272727273,False,False,False,False,False,True,0.024445530790861127,0.01842633950066528,0.0010495976,0.005333546,0.030708013712223033,0.027828338772334225,0.003981073,0.005170048,8.160707122652359e-05
2022-12-17,romme,3,3,global dancer,3,s,carl johan jepson,2140.0,0,2140.0,175000.0,3.0,45.0,2.26,1.41,1,2022-11-23,solvalla,magnus a djuse,20.0,2140.0,8.0,3.82,100.0,30.0,2022-11-04,bollnäs,oskar kylin blom,2.0,2160.0,8.0,2.11,100.0,14.9,2022-10-17,mantorp,magnus a djuse,1.0,2140.0,8.0,2.91,300.0,14.2,2022-09-23,solvalla,magnus a djuse,1.0,2140.0,8.0,2.89,100.0,12.5,2022-09-09,solvalla,erik adielsson,1.0,2140.0,8.0,20.44,150.0,13.4,1,1,0,1,1,1,0.820849986238988,6651.416330443618,18994.2434766282,10966.331584284586,13430.958365832146,24.0,19.0,18.0,24.0,14.0,0.1603106058170726,0.0,0.09090909090909091,False,False,False,False,False,False,0.3575449464632913,0.3955417661574721,0.19460827,0.23998427,0.3414169306022795,0.4082165904152915,0.14066978,0.16580841,0.06807106299628085
2022-12-17,romme,3,4,crazy life,3,s,claes sjöström,2140.0,0,2140.0,175000.0,4.0,1.0,50.2,8.54,2,2022-11-09,solvalla,per lennartsson,6.0,2140.0,6.0,93.9,100.0,14.3,2022-10-21,solvalla,stefan melander,8.0,2140.0,6.0,47.62,60.0,15.5,2022-10-08,åby,örjan kihlström,5.0,2140.0,6.0,6.67,60.0,13.8,2022-09-23,solvalla,claes sjöström,5.0,2140.0,6.0,108.77,100.0,13.4,2022-09-09,solvalla,per lennartsson,5.0,2140.0,6.0,45.68,150.0,14.4,26,1,1,1,1,1,900.1713130052182,256.51118787629423,1149.6033871246218,1484.131591025766,1817.6825545790464,38.0,19.0,13.0,15.0,14.0,0.060138801081548315,44.0,0.7272727272727273,False,False,False,False,False,False,0.025197859885454883,0.021756691380650086,0.0016877467,0.0020385552,0.028397730689527674,0.025378864792667287,0.0049967836,0.0046218033,7.485331211668643e-05
2022-12-17,romme,3,5,carbonfiber,3,s,per lennartsson,2140.0,0,2140.0,175000.0,5.0,19.0,4.21,1.7,3,2022-11-23,solvalla,per lennartsson,2.0,2140.0,4.0,12.75,100.0,13.4,2022-11-09,solvalla,magnus a djuse,20.0,2140.0,4.0,10.92,60.0,30.0,2022-10-30,solvalla,björn goop,15.0,2140.0,4.0,84.85,200.0,14.3,2022-09-24,solvalla,örjan kihlström,15.0,2140.0,4.0,43.56,1400.0,12.4,2022-09-09,solvalla,magnus a djuse,15.0,2140.0,4.0,22.3,150.0,13.8,4,1,1,1,1,1,6651.416330443618,0.6358276652876376,14.142135623730953,37.416573867739416,12.24744871391589,24.0,14.0,10.0,36.0,15.0,0.13585432672903072,26.0,0.18181818181818182,False,False,False,True,False,False,0.12789600998163728,0.1396817395869651,0.0016829377,0.0021566194,0.09006077917653041,0.09183623964300586,0.0071194363,0.006165368,0.00039169511020495265
2022-12-17,romme,3,6,caradja,3,s,örjan kihlström,2140.0,0,2140.0,175000.0,6.0,10.0,9.81,2.62,4,2022-10-30,solvalla,örjan kihlström,15.0,2140.0,6.0,123.87,200.0,14.2,2022-10-11,bollnäs,oskar j andersson,15.0,2140.0,6.0,79.13,110.0,14.1,2022-09-30,bollnäs,ulf ohlsson,15.0,2140.0,6.0,5.95,100.0,30.0,2022-09-09,solvalla,per lennartsson,15.0,2140.0,6.0,31.28,150.0,13.6,2022-08-20,örebro,ulf ohlsson,15.0,1609.0,6.0,73.05,1000.0,12.3,11,1,1,1,1,1,14.142135623730953,10.488088481701515,10.0,12.24744871391589,31.622776601683796,48.0,19.0,11.0,21.0,20.0,0.1099586025595691,35.0,0.2727272727272727,False,False,False,True,False,False,0.07148634553611807,0.07180540546065213,0.0019762905,0.0024964584,0.04952903302981666,0.0435202015195144,0.006495968,0.0053256517,0.0002084638149394447
2022-12-17,romme,3,7,coquina beach,3,s,carl-erik lindblom,2140.0,0,2140.0,175000.0,7.0,0.0,58.82,8.54,15,2022-11-30,solvalla,carl-erik lindblom,15.0,2140.0,3.0,6.49,40.0,14.4,2022-11-18,örebro,carl-erik lindblom,3.0,2100.0,3.0,47.55,25.0,15.6,2022-11-04,solvalla,carl-erik lindblom,8.0,2140.0,3.0,85.84,60.0,15.7,2022-10-29,romme,carl-erik lindblom,8.0,2140.0,3.0,44.48,30.0,16.1,2022-10-13,örebro,carl-erik lindblom,8.0,2100.0,3.0,36.77,25.0,15.6,27,1,1,1,1,1,6.324555320336759,2017.143967463676,256.51118787629423,181.38080039754416,165.57725979346156,17.0,12.0,14.0,6.0,16.0,0.04097239337212334,45.0,0.8181818181818182,False,False,False,True,True,True,0.019651493791612334,0.016897360400242915,0.009980709,0.012893081,0.026488446467104715,0.02198899417436723,0.013477802,0.01120916,0.0002476262249883035
2022-12-17,romme,3,8,aries,3,s,marcus lilius,2140.0,0,2140.0,175000.0,8.0,3.0,20.48,5.04,7,2022-10-30,solvalla,kim eriksson,15.0,2140.0,9.0,157.64,200.0,14.9,2022-10-11,bollnäs,kim eriksson,15.0,2140.0,9.0,26.63,30.0,14.9,2022-09-09,solvalla,kim eriksson,15.0,2140.0,9.0,32.54,150.0,17.9,2022-06-16,bergsåker,kim eriksson,15.0,2140.0,9.0,6.34,100.0,30.0,2022-05-04,solvalla,kim eriksson,15.0,2140.0,9.0,27.59,300.0,15.0,18,1,1,1,1,1,14.142135623730953,5.477225575051661,12.24744871391589,10.0,17.320508075688775,48.0,19.0,32.0,85.0,43.0,0.1750193771453268,42.0,0.5454545454545454,False,False,False,False,False,False,0.02981528507025993,0.025258518213144433,0.0015682366,0.002776112,0.03298577766009248,0.024351966063017715,0.003852138,0.004323922,8.138305070975848e-05
2022-12-17,romme,3,9,solöns skrammel,3,s,jorma kontio,2140.0,0,2140.0,175000.0,9.0,8.0,8.49,2.31,15,2022-11-08,rättvik,jorma kontio,1.0,1640.0,4.0,3.33,25.0,13.4,2022-10-30,solvalla,ulf ohlsson,15.0,2140.0,4.0,101.08,200.0,14.1,2022-10-10,färjestad,björn goop,3.0,2140.0,4.0,44.5,110.0,13.2,2022-09-20,solänget,henrik svensson,3.0,2140.0,4.0,23.94,110.0,15.8,2022-09-02,bollnäs,henrik svensson,3.0,2140.0,4.0,9.0,40.0,15.0,9,1,1,1,1,1,5483.165792142293,14.142135623730953,4231.196882217894,4231.196882217894,2551.5077222615173,39.0,9.0,20.0,20.0,18.0,0.07540477695744886,37.0,0.36363636363636365,False,False,False,True,False,False,0.04596841832292325,0.05781213510530423,0.04669152,0.06731381,0.04511227642215263,0.047619104427352954,0.03555828,0.046080988,0.0023285727501768014
2022-12-17,romme,3,10,simb trishia,3,s,oskar j andersson,2140.0,0,2140.0,175000.0,10.0,2.0,22.66,4.24,6,2022-11-29,gävle,oskar j andersson,15.0,2160.0,1.0,3.43,40.0,21.8,2022-11-18,örebro,oskar j andersson,2.0,2100.0,1.0,4.99,25.0,14.1,2022-11-08,rättvik,oskar j andersson,2.0,2140.0,1.0,2.15,40.0,15.8,2022-11-01,gävle,oskar j andersson,2.0,2140.0,1.0,4.19,40.0,15.8,2022-10-04,eskilstuna,oskar j andersson,2.0,2140.0,1.0,2.98,40.0,16.5,19,0,1,1,1,0,6.324555320336759,3325.708165221809,4206.725054048198,4206.725054048198,4206.725054048198,18.0,11.0,10.0,7.0,28.0,0.06206044240612354,43.0,0.6363636363636364,False,False,False,True,True,True,0.02954641843153201,0.022622932296419804,0.024420625,0.026904074,0.035026184993295184,0.030031477914837817,0.020302486,0.022814304,0.0006801248357967741
2022-12-17,romme,3,11,ninepoints birdie,3,s,ulf ohlsson,2140.0,0,2140.0,175000.0,11.0,6.0,12.58,3.22,5,2022-11-09,solvalla,ulf ohlsson,15.0,2140.0,7.0,6.05,100.0,15.3,2022-10-21,solvalla,ulf ohlsson,1.0,2140.0,7.0,1.47,60.0,14.6,2022-10-12,solvalla,björn goop,1.0,2140.0,7.0,3.62,60.0,13.8,2022-09-09,solvalla,jörgen westholm,1.0,2140.0,7.0,103.81,150.0,13.7,2022-08-24,solvalla,jörgen westholm,1.0,2140.0,7.0,23.22,100.0,14.7,13,1,1,1,1,1,10.0,8494.48391898452,8494.48391898452,13430.958365832146,10966.331584284586,38.0,19.0,9.0,33.0,16.0,0.08250913493993978,39.0,0.45454545454545453,False,False,False,True,True,False,0.042250078199552864,0.047870857312869504,0.041458625,0.06010662,0.04181536201637074,0.03376177162773938,0.059391018,0.06006558,0.0022445840013446796
2022-12-17,romme,4,1,livi princess h.m.,5,s,erik adielsson,2140.0,1,2140.0,110000.0,1.0,18.0,4.53,1.84,2,2022-12-09,solvalla,erik adielsson,2.0,2140.0,9.0,3.73,40.0,15.1,2022-11-21,mantorp,sven-åke eriksson,6.0,2160.0,9.0,5.0,30.0,17.4,2022-11-01,gävle,claes sjöström,1.0,2140.0,9.0,24.74,30.0,13.5,2022-10-10,mantorp,sven-åke eriksson,1.0,2640.0,9.0,19.43,25.0,14.8,2022-09-23,solvalla,claes sjöström,1.0,2660.0,9.0,37.17,60.0,15.5,4,1,0,1,1,0,4206.725054048198,493.0441337520015,6006.507181794034,5483.165792142293,8494.48391898452,8.0,18.0,20.0,22.0,17.0,0.046146271393919136,3.0,0.14285714285714285,False,False,False,True,False,False,0.21254112509210163,0.17128632288503298,0.051486164,0.061987516,0.1403159584910904,0.12963683123741387,0.036136065,0.03598416,0.007240391128533853
2022-12-17,romme,4,2,zally gel,4,s,kajsa frick,2140.0,1,2140.0,110000.0,2.0,4.0,12.0,3.18,15,2022-11-22,bollnäs,kajsa frick,2.0,2140.0,3.0,12.43,30.0,15.7,2022-11-04,bollnäs,kajsa frick,1.0,1640.0,3.0,3.0,10.0,14.9,2022-10-21,romme,kajsa frick,5.0,2160.0,3.0,58.45,100.0,14.6,2022-08-31,solvalla,kajsa frick,5.0,2140.0,3.0,27.97,125.0,15.6,2022-08-15,romme,kajsa frick,5.0,2160.0,3.0,10.24,50.0,14.6,13,0,1,0,0,0,3643.130763542206,3467.858538298206,1484.131591025766,1659.309562544265,1049.439512187499,25.0,18.0,14.0,51.0,16.0,0.058229403341720005,17.0,0.5,False,False,False,True,True,True,0.03660548866660151,0.036226795816852196,0.0011441148,0.0016946258,0.04210080977154491,0.041426711891420054,0.0033571192,0.0033097505,8.401621574827568e-05
2022-12-17,romme,4,3,västerbo maharani,4,s,mats e djuse,2140.0,1,2140.0,110000.0,3.0,8.0,12.12,3.31,4,2022-11-23,solvalla,elias strandberg,4.0,2140.0,8.0,55.08,50.0,14.1,2022-11-01,gävle,mats e djuse,4.0,2140.0,8.0,4.57,30.0,13.6,2022-10-21,solvalla,karin nilsson,1.0,2160.0,8.0,8.15,40.0,14.5,2022-09-19,romme,karin nilsson,1.0,2140.0,8.0,9.63,30.0,14.2,2022-09-09,bollnäs,kajsa frick,1.0,2140.0,8.0,4.52,30.0,14.3,13,1,1,0,1,1,1730.233246056696,1340.2329094063966,6935.717076596412,6006.507181794034,6006.507181794034,24.0,22.0,11.0,32.0,10.0,0.06259288201894454,13.0,0.2857142857142857,False,False,False,False,True,False,0.08462426170205042,0.09322349235945748,0.10021306,0.086047865,0.07325316557002456,0.07135478613322149,0.050277803,0.039328277,0.005149367049882227
2022-12-17,romme,4,4,somethingroyal,4,s,stefan persson,2140.0,1,2140.0,110000.0,4.0,8.0,16.97,4.58,15,2022-12-04,mantorp,björn goop,1.0,2160.0,4.0,1.3,40.0,16.8,2022-11-25,romme,peter zadel,1.0,1640.0,4.0,7.31,30.0,13.3,2022-09-17,färjestad,björn goop,15.0,2140.0,4.0,3.62,50.0,15.8,2022-09-05,färjestad,björn goop,15.0,2140.0,4.0,5.99,25.0,14.7,2022-08-20,örebro,björn goop,15.0,2100.0,4.0,4.99,30.0,14.9,16,0,1,0,1,1,6935.717076596412,6006.507181794034,7.071067811865476,5.0,5.477225575051661,13.0,9.0,69.0,12.0,16.0,0.08921190877348306,13.0,0.2857142857142857,False,False,False,False,False,False,0.11224249162080613,0.10327692016051573,0.09691556,0.08748345,0.08690879216166102,0.08056173059205972,0.08172369,0.069999665,0.007920983405886307
2022-12-17,romme,4,5,diva ravina,5,s,petter karlsson,2140.0,1,2140.0,110000.0,5.0,8.0,13.84,4.25,15,2022-12-05,färjestad,petter karlsson,1.0,2140.0,2.0,5.18,30.0,14.3,2022-11-05,bjerke,petter karlsson,15.0,2600.0,2.0,20.99,,17.2,2022-10-18,axevalla,petter karlsson,1.0,1640.0,2.0,2.84,30.0,12.6,2022-10-08,åby,petter karlsson,1.0,2140.0,2.0,14.88,110.0,30.0,2022-09-30,axevalla,petter karlsson,1.0,2160.0,2.0,8.11,50.0,15.3,14,1,1,1,0,0,6006.507181794034,,6006.507181794034,11501.58559756547,7754.367427987846,12.0,30.0,18.0,10.0,8.0,0.054814506985631235,13.0,0.2857142857142857,False,False,False,True,True,True,0.0940851021372767,0.09143995379583413,0.00044284298,0.0015348888,0.07834561660690348,0.06969105119309076,0.0007209995,0.0011438102,7.16334792419122e-05
2022-12-17,romme,4,6,icecream in,5,s,örjan kihlström,2140.0,1,2140.0,110000.0,6.0,21.0,3.93,2.08,3,2022-11-18,åbo,hannu torvinen,1.0,2100.0,,1.9,,14.8,2022-11-06,forssa,hannu torvinen,1.0,2140.0,,2.0,,15.2,2022-08-11,åby,carl johan jepson,3.0,1640.0,,46.88,40.0,11.4,2022-07-24,axevalla,carl johan jepson,3.0,2140.0,,57.95,110.0,15.3,2022-06-19,vaggeryd,carl johan jepson,3.0,1646.0,,2.62,40.0,30.0,3,1,1,1,0,1,,,2551.5077222615173,4231.196882217894,2551.5077222615173,29.0,12.0,87.0,18.0,35.0,0.06967563001675829,0.0,0.07142857142857142,False,False,False,False,False,False,0.28409712746533694,0.2139477741091305,0.00083859684,0.0018058203,0.17844700959985646,0.16284429861347186,0.008292802,0.004513191,0.0005624932272908096
2022-12-17,romme,4,7,indine keeper,6,s,marcus lilius,2140.0,1,2140.0,110000.0,7.0,0.0,121.72,18.44,8,2022-11-22,bollnäs,linus lönn,4.0,2140.0,4.0,62.21,30.0,15.9,2022-11-04,bollnäs,linus lönn,4.0,1640.0,4.0,7.82,10.0,15.2,2022-10-24,hagmyren,mats e djuse,3.0,2140.0,4.0,6.41,20.0,14.2,2022-10-15,solänget,marcus lilius,3.0,2140.0,4.0,39.41,110.0,30.0,2022-10-06,östersund,marcus lilius,3.0,2140.0,4.0,31.26,30.0,15.0,29,0,1,1,0,0,1340.2329094063966,773.7838310225784,1804.188412660961,4231.196882217894,2209.670505430644,25.0,18.0,11.0,9.0,9.0,0.032875153015362514,21.0,0.7142857142857143,False,False,False,False,False,False,0.0233413863829403,0.01881854744976476,0.00061350875,0.0015824015,0.028674420137025956,0.02533212249996136,0.0018777498,0.002576718,3.498889758717186e-05
2022-12-17,romme,4,8,cala mayor de b.,5,s,per lennartsson,2140.0,1,2160.0,110000.0,1.0,3.0,23.87,5.52,6,2022-11-26,solvalla,per lennartsson,15.0,2160.0,1.0,22.59,220.0,14.1,2022-11-12,eskilstuna,per lennartsson,3.0,2160.0,1.0,49.86,110.0,13.5,2022-10-29,romme,marcus lilius,3.0,2160.0,1.0,10.93,110.0,13.4,2022-09-24,solvalla,per lennartsson,3.0,2160.0,1.0,64.94,220.0,13.6,2022-08-20,örebro,per lennartsson,3.0,2160.0,1.0,5.52,110.0,14.1,19,0,0,0,0,0,14.832396974191326,4231.196882217894,4231.196882217894,5983.816015903301,4231.196882217894,21.0,14.0,14.0,35.0,35.0,0.10997231043034018,18.0,0.5714285714285714,False,False,False,True,True,False,0.04744756665986315,0.03508539877894798,0.08165669,0.0701073,0.0495849998820773,0.0436466180110056,0.141151,0.12749757,0.004389302742671391
2022-12-17,romme,4,10,ies juvel,7,s,fredrik wallin,2140.0,1,2160.0,110000.0,3.0,1.0,42.13,7.92,15,2022-11-23,bergsåker,emilia leo,15.0,2160.0,3.0,16.71,150.0,14.0,2022-11-10,gävle,magnus a djuse,3.0,2160.0,3.0,7.47,35.0,12.9,2022-10-20,gävle,örjan kihlström,4.0,2140.0,3.0,18.69,75.0,13.2,2022-10-03,gävle,mats e djuse,4.0,2640.0,3.0,14.09,60.0,13.9,2022-09-10,hagmyren,emilia leo,4.0,2160.0,3.0,12.49,110.0,13.3,24,0,0,1,1,0,12.24744871391589,2386.7169291026403,2119.09429441916,1895.3755572212776,2566.350636345657,24.0,13.0,21.0,17.0,23.0,0.05870369450228789,20.0,0.6428571428571429,False,False,False,False,False,False,0.031997369564773184,0.026053381091880594,0.0006282913,0.0015400677,0.034224419621604475,0.02991449964047126,0.0024784978,0.00241646,4.715918645602611e-05
2022-12-17,romme,4,11,be the one,6,s,henna halme,2140.0,1,2160.0,110000.0,4.0,1.0,42.38,9.54,15,2022-12-10,tammerfors,ari moilanen,5.0,3140.0,,,,17.4,2022-12-01,lahti,henna halme,3.0,2140.0,,14.9,,14.7,2022-10-22,pori,henna halme,6.0,2609.0,,3.1,,14.9,2022-10-12,vermo,henna halme,6.0,2120.0,,2.6,,14.3,2022-10-05,vermo,henna halme,6.0,2120.0,,13.7,,13.7,24,0,1,1,1,1,,,,,,7.0,9.0,40.0,10.0,7.0,0.05312512704227515,20.0,0.6428571428571429,False,False,False,False,True,True,0.04306864207405279,0.026706471432000646,0.00010886057,0.001490979,0.04545501503526551,0.04027270231965587,0.00097469735,0.0014456827,2.6342912793039954e-05
2022-12-17,romme,4,12,shehuntyoudown,6,s,emilia leo,2140.0,1,2160.0,110000.0,5.0,6.0,18.4,4.59,1,2022-12-03,bergsåker,emilia leo,2.0,2160.0,6.0,20.89,110.0,14.3,2022-11-18,romme,mattias hansson,1.0,2140.0,6.0,6.23,60.0,15.3,2022-11-01,gävle,marcus lilius,1.0,2640.0,6.0,5.04,50.0,13.8,2022-10-21,bollnäs,erik lindegren,1.0,2140.0,6.0,4.48,10.0,15.2,2022-10-01,romme,frida asplund,1.0,2660.0,6.0,27.14,35.0,16.0,17,0,1,1,1,0,6976.064300232707,8494.48391898452,7754.367427987846,3467.858538298206,6487.769258055282,14.0,15.0,17.0,11.0,20.0,0.05596183988833831,15.0,0.35714285714285715,False,False,False,True,False,False,0.07655713180003253,0.06789840754037803,0.5152556,0.35920808,0.0933464594284463,0.09728121101925348,0.3682932,0.42594662,0.03421546380654909
2022-12-17,romme,4,13,tullibardine boe,6,s,richard l jansson,2140.0,1,2160.0,110000.0,6.0,5.0,17.2,4.72,5,2022-12-03,örebro,richard l jansson,1.0,2680.0,3.0,3.0,35.0,15.9,2022-10-12,solvalla,örjan kihlström,7.0,1660.0,3.0,7.7,60.0,13.1,2022-09-25,rättvik,richard l jansson,3.0,2140.0,3.0,13.78,35.0,14.1,2022-07-13,solvalla,richard l jansson,3.0,2160.0,3.0,11.56,110.0,13.7,2022-07-02,eskilstuna,richard l jansson,3.0,2160.0,3.0,6.77,220.0,13.0,16,0,0,1,0,0,6487.769258055282,422.9154516242031,2386.7169291026403,4231.196882217894,5983.816015903301,14.0,52.0,17.0,74.0,11.0,0.08330811308908091,16.0,0.42857142857142855,False,False,False,True,False,True,0.05637974222535159,0.05425415740741049,6.25851e-05,0.0016045375,0.05692020785692638,0.05440837552107925,0.00077685097,0.0013195442,3.142445140832698e-05
2022-12-17,romme,4,14,quarcia,7,s,tomas pettersson,2140.0,1,2180.0,110000.0,1.0,5.0,10.83,3.81,15,2022-11-18,romme,tomas pettersson,15.0,2140.0,10.0,8.83,40.0,14.8,2022-08-06,rättvik,tomas pettersson,15.0,2140.0,10.0,10.08,125.0,12.9,2022-07-24,axevalla,tomas pettersson,15.0,2140.0,10.0,23.09,100.0,13.5,2022-07-03,hagmyren,tomas pettersson,15.0,1640.0,10.0,12.41,70.0,11.7,2022-06-25,rättvik,tomas pettersson,15.0,2140.0,10.0,57.77,100.0,12.0,12,1,1,1,1,1,6.324555320336759,11.180339887498947,10.0,8.366600265340756,10.0,29.0,104.0,13.0,21.0,8.0,0.10830551578034447,16.0,0.42857142857142855,False,False,False,True,True,True,0.05161779020764748,0.05153276597192643,0.15901706,0.12941828,0.05899069770478039,0.05064770040354721,0.12899086,0.12524259,0.007169586556278478
2022-12-17,romme,4,15,digital class,7,s,ulf ohlsson,2140.0,1,2180.0,110000.0,2.0,10.0,9.69,3.49,7,2022-11-26,solvalla,ulf ohlsson,15.0,2140.0,8.0,40.07,300.0,12.9,2022-11-12,eskilstuna,ulf ohlsson,7.0,2640.0,8.0,10.29,110.0,13.8,2022-11-02,solvalla,ulf ohlsson,7.0,2640.0,8.0,8.23,100.0,12.8,2022-10-08,åby,ulf ohlsson,7.0,2140.0,8.0,12.88,500.0,11.7,2022-09-24,solvalla,björn goop,7.0,2140.0,8.0,19.48,220.0,12.2,10,1,1,1,1,1,17.320508075688775,572.6302284848314,545.9815003314424,1220.8517491984292,809.8214353480527,21.0,14.0,10.0,25.0,14.0,0.1170776437215143,11.0,0.21428571428571427,False,False,False,True,True,True,0.13698809240492127,0.15912242094254428,0.06400147,0.043763828,0.10825156422230128,0.07585990971277166,0.008042598,0.006027697,0.0022203857696328775
