proba6,proba1,proba9,kelly6,kelly1,kelly9
0.02132537253961413,0.021400768955390247,0.030491609213505955,-0.009133480305854284,-0.00905573736114121,0.0003180330536315072
0.07302827954962082,0.04173884290282257,0.08042222713404575,-0.02079457459542707,-0.05525095170656542,-0.012652253300709692
0.021313983838034598,0.022714209009766034,0.03045209368359241,-0.009145223452900957,-0.007701419699218374,0.0002772876995486481
0.023094941689452846,0.02236306137287935,0.03175819808647893,-0.012298727454129722,-0.013057124093407391,-0.0033215977405372955
0.1389452723438038,0.11095800914640506,0.14506315115912757,-0.028506051961831,-0.06193606361129562,-0.021198414961965444
0.12234572023957312,0.0864523989897347,0.132915265716452,-0.024668382398035472,-0.06657412167615358,-0.012328353623342652
0.05229294491003332,0.03210936237732873,0.05918296479065994,-0.02273116669254598,-0.0445125587385814,-0.015295706511890089
0.021226827994404413,0.02031217016092936,0.030208732466782393,-0.006781543995906748,-0.007722375490017929,0.002457384809420932
0.024828656632239272,0.025343413228536244,0.031205062855463286,-0.003076646169807236,-0.002547159404513083,0.0034822259837971937
0.04597931401245062,0.03352718885052058,0.05573712605139717,-0.01884616937443716,-0.03214441354056947,-0.008425316280391984
0.02154011455913591,0.026507436292408624,0.030277441952095335,-0.00891205496647437,-0.0037901374998858144,9.720036030246761e-05
0.3549337909315997,0.32942215082426024,0.37672507194790356,0.04289133228236434,0.005038765319213544,0.07522386442894223
0.052329901060812076,0.02333261470930746,0.06092607796744474,-0.02269128495166474,-0.05398410728733558,-0.01341460183571879
0.02072398118222645,0.01612558185458107,0.029391344878949194,-0.007298780169146543,-0.012028766347159698,0.0016166070263156423
0.02146855893664042,0.01959403468524994,0.029925822192101846,-0.00898583758261484,-0.010918701814144099,-0.00026536270426508044
0.02938883734147787,0.022425812760251043,0.036814240296833334,-0.014866701277337245,-0.022147208713813968,-0.007102733075780705
0.3598032932166438,0.3358870836680678,0.364828344892226,0.05011639349153442,0.014631026042274472,0.05757224910265794
0.2090860447694266,0.13982690368062195,0.18438057892020487,-0.018358171563674305,-0.10753425932495807,-0.05016822228215946
0.022069270357172148,0.020403858120385476,0.03060869801909514,-0.008366430489131983,-0.010083674606325078,0.00043876596176429904
0.023800321877870262,0.022009140863334192,0.032268260813006426,-0.011567791053471515,-0.013423867287522977,-0.002793055233163534
0.09790609701233118,0.03165529912873087,0.09585478136147804,-0.015598774551579028,-0.09018549875047716,-0.017908194507001787
0.020921933005405596,0.016556190540073564,0.029741190227220597,-0.007095163797266701,-0.011585835451996478,0.0019764634771935706
0.02811453786771904,0.026006727745486326,0.03331183613621263,-0.007097269256769068,-0.00928144620037214,-0.001711670749894384
0.022199056092128598,0.023326095770324067,0.029820711788142006,-0.005781494818693133,-0.004622204004629219,0.002058260610763724
0.04670077160283816,0.027884292343154243,0.049184563423153235,-0.0074542958866561605,-0.027339702586820832,-0.004829404703567897
0.020875949909344663,0.01775403763252116,0.030366798830386125,-0.007142462736156773,-0.010353711013262365,0.002619974367609065
0.07141911550482352,0.02512010297273054,0.07830066956299662,-0.022566609157349878,-0.07355174684733631,-0.01498854297432193
0.07837807729730484,0.0297230437799005,0.08368126121953438,-0.02243097031335677,-0.07640799918431196,-0.016547712385360996
0.10751193919961388,0.0412558358431698,0.1016319753517057,-0.009920144008227315,-0.08489411439742878,-0.016573783644277033
0.029663041953239808,0.020373609752683312,0.0374746913163361,-0.014579994158647566,-0.02429298302258773,-0.006412168436402208
0.021247697421923874,0.01835026383300513,0.02957281746979711,-0.006760077373137245,-0.009740423326326634,0.0018032725995377023
0.2584321193153404,0.22118891374607855,0.2758577396674988,0.01685752708386189,-0.03251809742253217,0.039959751345923604
0.039315627856253775,0.023560455775530717,0.04545417229124449,-0.01525897522720966,-0.03190916786593183,-0.008771712070686858
0.02157862033178092,0.02180200902965784,0.030028411046331582,-0.008872350795884033,-0.008642009671444642,-0.00015958102299467558
0.05902259766743351,0.025561281303199138,0.06639300199585972,-0.02359091822747371,-0.05998998525869403,-0.015573426079904376
0.2079971166336439,0.16233533566336428,0.22239003117767656,-0.019760244264486193,-0.07855304653041516,-0.0012283394452567013
0.0446622215917989,0.05435926570263235,0.04843127845959868,-0.009608651942785968,0.0006392623068534797,-0.0056254823148294145
0.06814891005196949,0.08141574084986943,0.07204636219750152,-0.013663357320526042,0.0007682405953519229,-0.009423726686991651
0.045052758079246344,0.05495303667166078,0.04813229643559602,-0.009195929840156197,0.0012667642450709762,-0.005941448923740667
0.02752166405597631,0.04312080587125415,0.032473241036025176,-0.007711623128788077,0.008452681963757033,-0.0025806484929691495
0.06598155535700594,0.09852119674013166,0.06504395386331782,-0.00795891353937824,0.027156690187304995,-0.008970739149815716
0.02547376346318861,0.031911712964664475,0.031631010954546734,-0.0048559808663938666,0.0017823340588805708,0.0014928958856094186
0.028667363878101475,0.05210202283032785,0.03147461108026184,0.0008719087338975858,0.02497716907179035,0.003759487545214909
0.13138597413168368,0.2058336433372995,0.14272034700434302,0.007705182780195882,0.09275335619988972,0.020653441872297718
0.05078992506911439,0.05548398193352085,0.06166888784264607,-0.0243531713270046,-0.019287514985552295,-0.012612988292572503
0.02469552420800198,0.03683352794629618,0.030874893509790453,-0.005658440913953345,0.006857328487543774,0.0007132461356952019
0.08790444800063972,0.0826143004669727,0.09831707944403807,-0.011862584078345902,-0.017731379668718156,-0.00031099594015499167
0.024999522061090542,0.038545439478513716,0.031175447634981614,-0.0029008912909501564,0.011032653316131064,0.003451763300250993
0.12125779894952252,0.1555299380240299,0.13479797100956495,-0.0038651297427985203,0.03528697345363976,0.011603009337747952
0.2034028326568229,0.28912489184024315,0.25601990561121596,-0.01983742849762865,0.08990758188787636,0.04752517656391186
0.11100062935058974,0.1457823272870234,0.1222739435251145,-0.000856638558843903,0.03830142434799303,0.011835126702913768
0.021348530680952094,0.018480659002374247,0.029788942569402045,-0.009109601424037921,-0.012066728590585416,-0.0004065023702605527
0.059465116021833554,0.026479743291556314,0.06694581840851443,-0.02310954878375484,-0.0589908865048992,-0.01497207491245045
0.3363371586861993,0.23606333652680506,0.31402331762087243,0.08110460603477998,-0.057732688419058126,0.050209271084264255
0.025946157906110833,0.02620688254449262,0.03166364159569864,-0.0019271667090855955,-0.001658981228020645,0.0039539273190430406
0.024566908913362794,0.020693894898666382,0.03084569231553517,-0.0057910590449011205,-0.009784611143074978,0.0006831361257275453
0.04493574380250046,0.024149352630545975,0.04835276370784418,-0.009319591469449573,-0.03128681693062604,-0.005708457336301471
0.0335660252912138,0.022039066289817957,0.038309857215707455,-0.010499052193689315,-0.022551589097822764,-0.005538922698126559
0.027163155801192582,0.025394082676241235,0.03164741389585209,-0.0006753434522838997,-0.0024950400103031663,0.003937235250671842
0.3377768996347247,0.24759105070731996,0.296651466198555,0.09238607311853111,-0.031218694593424152,0.036021358394572066
0.09572203218520392,0.01925977509832159,0.09428401898436167,-0.01805764668742359,-0.1041406745625682,-0.019676596155685712
0.023293356908656755,0.02056602797404933,0.03194337387620413,-0.012093123570518956,-0.014919264746025356,-0.0031297129563410578
0.0949465727293938,0.08812914672918111,0.11362089579314036,-0.010718520467681554,-0.018331881748587072,0.010136031991885073
0.02621052039986815,0.03772132480912166,0.031933567346865074,-0.004096294172992797,0.007772755855179258,0.0018048686052468679
0.5394165535878738,0.6328361296307122,0.5460610851701946,0.23715326395311656,0.39188053264308975,0.24815834733077313
0.05718874157858787,0.05593575259707173,0.06208953166897383,-0.006875063816262492,-0.008213193107206144,-0.0016412661808062937
0.02626549345421501,0.03600414949775165,0.032287760885913,-0.004039610216855048,0.006002137664376874,0.0021700855514435774
0.03462653474819237,0.03805034568421648,0.03877365489730849,-0.009390188236953726,-0.005810266797638354,-0.005053977911485864
0.02617641640895858,0.028795608966223345,0.031162157851719552,-0.0016903191762295212,0.0010038236571117817,0.003438093219281639
0.02545610771800028,0.028008759484897998,0.031055024793173243,-0.002431240072692876,0.00019445785269577742,0.0033278944631436416
0.08882656712941155,0.07377263698103052,0.11263590803612657,-0.01755303743528432,-0.03436451568434266,0.009036046799353332
0.06152833904051055,0.05659272367279714,0.07015174536502136,-0.012764663474912105,-0.0180910010137711,-0.0034585953563271046
0.02956539289215085,0.04379111724378126,0.03212264823979818,0.0017956355617029835,0.016428440318546848,0.0044260688029621196
0.0278864357694065,0.03725982756790485,0.03207482889141079,6.86337468945409e-05,0.009710252599231436,0.004376881065926295
