datum,bana,avd,häst,plac,h1_dat,h1_plac
2017-12-25 00:00:00,UMÅKER,2,STÅLVILLE,0.0,2017-11-30 00:00:00,3.0
2017-12-25 00:00:00,UMÅKER,3,BORUPS PUMA,0.0,2017-02-01 00:00:00,13.0
2017-12-25 00:00:00,UMÅKER,3,DON DRAPER,0.0,2017-10-30 00:00:00,1.0
2017-12-25 00:00:00,UMÅKER,4,BLÅS UNDAN,0.0,2017-12-16 00:00:00,14.0
2017-12-25 00:00:00,UMÅKER,4,FASTE VIKING,0.0,2017-10-12 00:00:00,13.0
2017-12-25 00:00:00,UMÅKER,4,NÄRBY PANIK,0.0,2017-11-16 00:00:00,14.0
2017-12-25 00:00:00,UMÅKER,4,STORSJARMÖREN,0.0,2017-12-16 00:00:00,3.0
2017-12-25 00:00:00,UMÅKER,4,TRIPPA UNDAN,0.0,2017-12-16 00:00:00,13.0
2017-12-25 00:00:00,UMÅKER,5,JORDAN LEE G.L.,0.0,2017-12-16 00:00:00,3.0
2017-12-25 00:00:00,UMÅKER,5,MARVELOUS,0.0,2017-12-06 00:00:00,5.0
2017-12-25 00:00:00,UMÅKER,6,MAGNIFIK BRODDE,1.0,2017-11-25 00:00:00,6.0
2017-12-25 00:00:00,UMÅKER,6,MERRY BROLINE,0.0,2017-12-16 00:00:00,1.0
2017-12-25 00:00:00,UMÅKER,6,SPECIAL PROMISE,0.0,2017-12-16 00:00:00,13.0
2017-12-25 00:00:00,UMÅKER,7,EVA I.H.,0.0,2017-11-12 00:00:00,14.0
2017-12-25 00:00:00,UMÅKER,7,GLOBAL MILLIONAIRE,0.0,2017-12-16 00:00:00,6.0
2017-12-25 00:00:00,UMÅKER,7,NOCHEBUENA FACE,0.0,2017-11-14 00:00:00,5.0
2017-12-25 00:00:00,UMÅKER,7,ROGER AMERICA,0.0,2017-12-15 00:00:00,7.0
2017-12-25 00:00:00,UMÅKER,7,SAUVIGNON BLANCE,0.0,2017-10-20 00:00:00,5.0
2017-12-26 00:00:00,SOLVALLA,1,EVIN BOKO,0.0,2017-11-26 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,1,GEISHA SUND,0.0,2017-12-09 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,1,INDOOR VOICES,0.0,2017-12-06 00:00:00,13.0
2017-12-26 00:00:00,SOLVALLA,1,MOUNTAIN CLEAVER,0.0,2017-12-09 00:00:00,4.0
2017-12-26 00:00:00,SOLVALLA,1,RAFFINOS,0.0,2017-12-06 00:00:00,7.0
2017-12-26 00:00:00,SOLVALLA,1,SPOIL ME,0.0,2017-11-26 00:00:00,6.0
2017-12-26 00:00:00,SOLVALLA,1,UNRESTRICTED,0.0,2017-11-18 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,2,B.B.S.JHONNY,0.0,2017-12-16 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,2,BO KENNETH,0.0,2017-12-13 00:00:00,6.0
2017-12-26 00:00:00,SOLVALLA,2,CORKY RAMIREZ,0.0,2017-12-16 00:00:00,5.0
2017-12-26 00:00:00,SOLVALLA,2,DOYOUCASH IN,0.0,2017-12-02 00:00:00,13.0
2017-12-26 00:00:00,SOLVALLA,2,HAVBERGS VIKING,0.0,2017-12-13 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,2,PERFECT BEAUTY,0.0,2017-12-16 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,2,TENTACLES,0.0,2017-12-09 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,3,DANI BOKO,0.0,2017-12-06 00:00:00,14.0
2017-12-26 00:00:00,SOLVALLA,3,NAHAR,0.0,2017-12-10 00:00:00,7.0
2017-12-26 00:00:00,SOLVALLA,3,NAKODA GOJ,1.0,2017-12-06 00:00:00,4.0
2017-12-26 00:00:00,SOLVALLA,3,ONE MEMPHIS,0.0,2017-12-12 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,3,RADJAH D'INVERNE,0.0,2017-12-17 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,3,READY RIBB,0.0,2017-12-06 00:00:00,1.0
2017-12-26 00:00:00,SOLVALLA,3,TIGER MARKE,0.0,2017-11-26 00:00:00,13.0
2017-12-26 00:00:00,SOLVALLA,3,TORONTO LOVE,0.0,2017-12-12 00:00:00,13.0
2017-12-26 00:00:00,SOLVALLA,3,ZEUS KARSK,0.0,2017-12-12 00:00:00,13.0
2017-12-26 00:00:00,SOLVALLA,4,GLOBAL TRUST,0.0,2017-12-09 00:00:00,1.0
2017-12-26 00:00:00,SOLVALLA,4,ISLAND LIFE,0.0,2017-12-16 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,4,JOE MARTINI,0.0,2017-12-09 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,4,MASTERGLIDE,0.0,2017-12-09 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,4,OBI DEGATO,0.0,2017-11-25 00:00:00,6.0
2017-12-26 00:00:00,SOLVALLA,4,SHELBY GLIDE,0.0,2017-12-18 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,4,STARO IVY LEAGUE,0.0,2017-12-02 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,4,TRINITY LUX,1.0,2017-12-13 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,4,WHISKY AKEMA,0.0,2017-12-02 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,5,ANGLE OF ATTACK,0.0,2017-12-09 00:00:00,1.0
2017-12-26 00:00:00,SOLVALLA,5,DIONNE SISU,0.0,2017-12-16 00:00:00,5.0
2017-12-26 00:00:00,SOLVALLA,5,DON'T MIND ME,0.0,2017-12-12 00:00:00,5.0
2017-12-26 00:00:00,SOLVALLA,5,HAN HERRED,0.0,2017-12-16 00:00:00,4.0
2017-12-26 00:00:00,SOLVALLA,5,HEARTBREAKER V.S.,0.0,2017-12-09 00:00:00,7.0
2017-12-26 00:00:00,SOLVALLA,5,JAIRO,1.0,2017-12-02 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,5,M.T.INSIDER,0.0,2017-12-16 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,5,PAJAS FACE,0.0,2017-12-09 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,5,SPRINGOVER,0.0,2017-12-09 00:00:00,6.0
2017-12-26 00:00:00,SOLVALLA,5,VICTOR A.U.,0.0,2017-12-16 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,6,CHARRUA FORLAN,0.0,2017-12-13 00:00:00,7.0
2017-12-26 00:00:00,SOLVALLA,6,CRUZADO DELA NOCHE,0.0,2017-12-02 00:00:00,4.0
2017-12-26 00:00:00,SOLVALLA,6,DIGITAL INK,0.0,2017-12-16 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,6,MIND YOUR FACE,0.0,2017-12-16 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,6,NADAL BROLINE,0.0,2017-12-09 00:00:00,3.0
2017-12-26 00:00:00,SOLVALLA,6,ON TRACK PIRATEN,0.0,2017-11-25 00:00:00,4.0
2017-12-26 00:00:00,SOLVALLA,6,ORDER TO FLY,0.0,2017-12-16 00:00:00,4.0
2017-12-26 00:00:00,SOLVALLA,6,ROCKY WINNER,0.0,2017-12-16 00:00:00,13.0
2017-12-26 00:00:00,SOLVALLA,6,ZENIT BRICK,1.0,2017-12-16 00:00:00,1.0
2017-12-26 00:00:00,SOLVALLA,7,CARMINE AM,0.0,2017-12-09 00:00:00,13.0
2017-12-26 00:00:00,SOLVALLA,7,CRAZY YEAR ÅS,0.0,2017-12-09 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,7,JEFFERSON DOTCOM,0.0,2017-12-16 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,7,MELLBY EMERALDS,0.0,2017-12-16 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,7,RAGAZZO DA SOPRA,0.0,2017-12-09 00:00:00,5.0
2017-12-26 00:00:00,SOLVALLA,7,SMEVIKENS CRUISER,0.0,2017-11-11 00:00:00,2.0
2017-12-26 00:00:00,SOLVALLA,7,TITAN BRODDE,0.0,2017-12-16 00:00:00,1.0
2017-12-26 00:00:00,SOLVALLA,7,TRACK ANGLE,0.0,2017-12-13 00:00:00,1.0
2017-12-26 00:00:00,SOLVALLA,7,UN DERNIER RIRE,0.0,2017-12-16 00:00:00,13.0
2017-12-27 00:00:00,BJERKE,1,MANANNAN,0.0,2017-12-10 00:00:00,13.0
2017-12-27 00:00:00,BJERKE,1,MR MAGNIFIQUE,0.0,2017-12-09 00:00:00,5.0
2017-12-27 00:00:00,BJERKE,1,PERILLAT,0.0,2017-12-10 00:00:00,13.0
2017-12-27 00:00:00,BJERKE,5,AVERY,0.0,2017-02-18 00:00:00,1.0
2017-12-27 00:00:00,BJERKE,5,FLASHING BOKO,0.0,2017-12-15 00:00:00,5.0
2017-12-27 00:00:00,BJERKE,6,DEEP SEA DREAM,0.0,2017-12-14 00:00:00,13.0
2017-12-27 00:00:00,BJERKE,6,PEBBE SIMONI,0.0,2017-12-16 00:00:00,13.0
2017-12-27 00:00:00,BJERKE,6,STRONG FORTE,0.0,2017-12-18 00:00:00,13.0
2017-12-27 00:00:00,BJERKE,6,THAI NAVIGATOR,0.0,2017-11-25 00:00:00,13.0
2017-12-27 00:00:00,BJERKE,7,DARCO,0.0,2017-12-13 00:00:00,4.0
2017-12-27 00:00:00,BJERKE,7,FERNANDO,0.0,2017-11-18 00:00:00,13.0
2017-12-27 00:00:00,BJERKE,7,ORLANDO KNICK,0.0,2017-12-16 00:00:00,1.0
2017-12-27 00:00:00,BJERKE,7,RAMBO RIVNER,1.0,2017-12-09 00:00:00,4.0
2017-12-28 00:00:00,ÅBY,1,BARKEVIOUS MINGO,1.0,2017-08-19 00:00:00,13.0
2017-12-28 00:00:00,ÅBY,1,NOBEL AMOK,0.0,2017-11-18 00:00:00,14.0
2017-12-28 00:00:00,ÅBY,2,HOBBY DE L'ITON,1.0,2017-11-26 00:00:00,5.0
2017-12-28 00:00:00,ÅBY,3,PUKETORPS JULIUS,0.0,2017-12-16 00:00:00,13.0
2017-12-28 00:00:00,ÅBY,3,REBEL YELL FACE,0.0,2017-11-29 00:00:00,2.0
2017-12-28 00:00:00,ÅBY,4,TOUTOU,0.0,2017-12-02 00:00:00,7.0
2017-12-28 00:00:00,ÅBY,5,DEALWITHAKISS,0.0,2017-12-20 00:00:00,1.0
2017-12-28 00:00:00,ÅBY,5,MELBA B.T.,0.0,2017-12-08 00:00:00,4.0
2017-12-28 00:00:00,ÅBY,5,SWISH LANE,1.0,2017-11-29 00:00:00,13.0
2017-12-28 00:00:00,ÅBY,6,AWESOME DEAL,0.0,2017-11-18 00:00:00,13.0
2017-12-28 00:00:00,ÅBY,6,CHAMPION MELON,0.0,2017-12-02 00:00:00,7.0
2017-12-28 00:00:00,ÅBY,6,CROWN WOOD,0.0,2017-11-29 00:00:00,2.0
2017-12-28 00:00:00,ÅBY,6,GOMEZ,1.0,2017-12-09 00:00:00,5.0
2017-12-28 00:00:00,ÅBY,6,IGOR RIBB,0.0,2017-11-26 00:00:00,14.0
2017-12-28 00:00:00,ÅBY,6,WINGAIT ERIK,0.0,2017-12-09 00:00:00,6.0
2017-12-28 00:00:00,ÅBY,7,AKERMANN,0.0,2017-12-02 00:00:00,5.0
2017-12-28 00:00:00,ÅBY,7,ALORAC MATHBELL,0.0,2017-10-25 00:00:00,4.0
2017-12-28 00:00:00,ÅBY,7,HADES HÅLERYD,0.0,2017-12-19 00:00:00,13.0
2017-12-28 00:00:00,ÅBY,7,ROYAL PRINCE,0.0,2017-12-09 00:00:00,5.0
2017-12-28 00:00:00,ÅBY,7,WELL DONE LA MARC,0.0,2017-12-09 00:00:00,14.0
2017-12-29 00:00:00,MOMARKEN,2,MOE TYR,0.0,2017-09-10 00:00:00,13.0
2017-12-29 00:00:00,MOMARKEN,5,RAISE BROLINE,0.0,2017-12-07 00:00:00,13.0
2017-12-29 00:00:00,MOMARKEN,6,EMIR LA BROUSSE,0.0,2017-12-09 00:00:00,6.0
2017-12-29 00:00:00,MOMARKEN,6,VACQUEYRAS,0.0,2017-11-24 00:00:00,1.0
2017-12-29 00:00:00,MOMARKEN,6,VALOKAJA HINDØ,0.0,2017-12-09 00:00:00,5.0
2017-12-29 00:00:00,MOMARKEN,7,N.Y. COEUR DE SOLEIL,0.0,2017-12-20 00:00:00,13.0
2017-12-29 00:00:00,MOMARKEN,7,PHOTO LAVEC,0.0,2017-12-09 00:00:00,13.0
2017-12-29 00:00:00,MOMARKEN,7,TEDDY BOY O.K.,0.0,2017-12-12 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,1,LEGOHOLM ZON,1.0,2017-12-19 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,1,MAKERA,0.0,2017-12-09 00:00:00,3.0
2017-12-30 00:00:00,HALMSTAD,2,BOUNCING BALL O.O.,0.0,2017-12-23 00:00:00,14.0
2017-12-30 00:00:00,HALMSTAD,2,ELECTRICAL STORM,0.0,2017-12-16 00:00:00,4.0
2017-12-30 00:00:00,HALMSTAD,2,STAR COSTASHORTA,0.0,2017-12-02 00:00:00,3.0
2017-12-30 00:00:00,HALMSTAD,3,ART ON LINE,0.0,2017-12-04 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,3,B.B.S.SUGARLIGHT,0.0,2017-12-09 00:00:00,4.0
2017-12-30 00:00:00,HALMSTAD,3,CLAES BOKO,0.0,2017-03-11 00:00:00,3.0
2017-12-30 00:00:00,HALMSTAD,3,DANTE BOKO,1.0,2017-12-02 00:00:00,1.0
2017-12-30 00:00:00,HALMSTAD,3,HARRY HAYTHROW,0.0,2017-12-02 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,3,HIGHSPEED CALL,0.0,2017-12-06 00:00:00,3.0
2017-12-30 00:00:00,HALMSTAD,3,SPRING EROM,0.0,2017-11-25 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,3,VÄSTERBOONTHENEWS,0.0,2017-12-09 00:00:00,1.0
2017-12-30 00:00:00,HALMSTAD,5,APAPMAND,0.0,2017-12-02 00:00:00,4.0
2017-12-30 00:00:00,HALMSTAD,5,GLOBAL TAKEOVER,0.0,2017-12-09 00:00:00,6.0
2017-12-30 00:00:00,HALMSTAD,5,NIKY FLAX,0.0,2017-12-04 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,5,PHARAON FACE,0.0,2017-11-25 00:00:00,7.0
2017-12-30 00:00:00,HALMSTAD,5,VOLONTARY SIMPLCTY,0.0,2017-12-19 00:00:00,1.0
2017-12-30 00:00:00,HALMSTAD,5,VÄSTERBO EXACT,1.0,2017-12-07 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,5,WINSTON LASER,0.0,2017-12-19 00:00:00,5.0
2017-12-30 00:00:00,HALMSTAD,6,ASTERIX HORNLINE,0.0,2017-12-23 00:00:00,4.0
2017-12-30 00:00:00,HALMSTAD,6,AUGUSTUS F.,0.0,2017-12-13 00:00:00,1.0
2017-12-30 00:00:00,HALMSTAD,6,BRITISH STEEL,0.0,2017-12-13 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,6,DANNE EDEL,0.0,2017-12-09 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,6,EVEN'S FIRST BOY,0.0,2017-12-04 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,6,JUSTICE ÅS,1.0,2017-11-18 00:00:00,2.0
2017-12-30 00:00:00,HALMSTAD,6,MASTER CROWE,0.0,2017-11-28 00:00:00,7.0
2017-12-30 00:00:00,HALMSTAD,6,RACING MANGE,0.0,2017-12-13 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,7,DEFY ANYTHING,0.0,2017-12-03 00:00:00,4.0
2017-12-30 00:00:00,HALMSTAD,7,RHESOS FACE,0.0,2017-12-09 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,7,SANTIAGO KYU,0.0,2017-12-11 00:00:00,3.0
2017-12-30 00:00:00,HALMSTAD,7,TRAVOLTA TREB,0.0,2017-12-23 00:00:00,13.0
2017-12-30 00:00:00,HALMSTAD,7,VELVET GIO,0.0,2017-12-08 00:00:00,4.0
2017-12-31 00:00:00,ÖREBRO,1,COKTAIL FORTUNA,0.0,2017-12-23 00:00:00,6.0
2017-12-31 00:00:00,ÖREBRO,1,FRANKIE BRODDE,0.0,2017-11-23 00:00:00,1.0
2017-12-31 00:00:00,ÖREBRO,1,PLATON FACE,0.0,2017-12-13 00:00:00,4.0
2017-12-31 00:00:00,ÖREBRO,1,SUPER ZANTOS,0.0,2017-11-14 00:00:00,6.0
2017-12-31 00:00:00,ÖREBRO,2,VIKENS HIGH YIELD,0.0,2017-12-23 00:00:00,6.0
2017-12-31 00:00:00,ÖREBRO,3,DONATELLA CENTER,0.0,2017-11-20 00:00:00,4.0
2017-12-31 00:00:00,ÖREBRO,3,FIREWIRE,1.0,2017-11-29 00:00:00,13.0
2017-12-31 00:00:00,ÖREBRO,3,GREECE BOKO,0.0,2017-12-23 00:00:00,13.0
2017-12-31 00:00:00,ÖREBRO,3,JEEPSTER,0.0,2017-12-12 00:00:00,14.0
2017-12-31 00:00:00,ÖREBRO,3,MALGOMAJ B.,0.0,2017-12-21 00:00:00,13.0
2017-12-31 00:00:00,ÖREBRO,4,BANZAI MERCI,0.0,2017-12-16 00:00:00,7.0
2017-12-31 00:00:00,ÖREBRO,4,EASY TIGER PELLINI,0.0,2017-11-23 00:00:00,2.0
2017-12-31 00:00:00,ÖREBRO,4,MINNESTADS ECUADOR,1.0,2017-12-08 00:00:00,1.0
2017-12-31 00:00:00,ÖREBRO,4,RED WHITE N BLUE,0.0,2017-12-13 00:00:00,13.0
2017-12-31 00:00:00,ÖREBRO,4,SKIP BEAU,0.0,2017-12-23 00:00:00,6.0
2017-12-31 00:00:00,ÖREBRO,5,FRISCO FLAME,0.0,2017-12-16 00:00:00,13.0
2017-12-31 00:00:00,ÖREBRO,5,FUXA HÅLERYD,0.0,2017-12-23 00:00:00,6.0
2017-12-31 00:00:00,ÖREBRO,5,TAFFY,0.0,2017-12-23 00:00:00,2.0
2017-12-31 00:00:00,ÖREBRO,5,TUDOR KRONOS,0.0,2017-12-20 00:00:00,13.0
2017-12-31 00:00:00,ÖREBRO,7,ALL KNIGHT,0.0,2017-12-16 00:00:00,6.0
2017-12-31 00:00:00,ÖREBRO,7,FRIEND OF NATURE,1.0,2017-12-02 00:00:00,7.0
2017-12-31 00:00:00,ÖREBRO,7,GLOBAL TRADER,0.0,2017-12-16 00:00:00,7.0
2017-12-31 00:00:00,ÖREBRO,7,LUBECK,0.0,2017-12-23 00:00:00,4.0
2017-12-31 00:00:00,ÖREBRO,7,PACIFIC W.F.,0.0,2017-12-10 00:00:00,1.0
2017-12-31 00:00:00,ÖREBRO,7,RAFIKI FRI,0.0,2017-12-22 00:00:00,5.0
2018-01-06 00:00:00,BERGSÅKER,1,ALVENA VALVA,0.0,2017-12-29 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,1,CASH'EM ONLINE,0.0,2017-12-20 00:00:00,7.0
2018-01-06 00:00:00,BERGSÅKER,1,EVIN BOKO,1.0,2017-12-26 00:00:00,4.0
2018-01-06 00:00:00,BERGSÅKER,1,GEISHA SUND,0.0,2017-12-29 00:00:00,2.0
2018-01-06 00:00:00,BERGSÅKER,1,GLOBAL TRUSTFUL,0.0,2017-12-30 00:00:00,14.0
2018-01-06 00:00:00,BERGSÅKER,1,PANDORA DIAMANT,0.0,2017-12-25 00:00:00,5.0
2018-01-06 00:00:00,BERGSÅKER,1,QATRINE GEL,0.0,2017-12-18 00:00:00,14.0
2018-01-06 00:00:00,BERGSÅKER,1,RAFFINOS,0.0,2017-12-26 00:00:00,5.0
2018-01-06 00:00:00,BERGSÅKER,1,U.BERGS OPPZI,0.0,2017-12-25 00:00:00,6.0
2018-01-06 00:00:00,BERGSÅKER,2,FAIRPLAY PELLINI,0.0,2017-11-10 00:00:00,1.0
2018-01-06 00:00:00,BERGSÅKER,2,GLOBAL THUNDER,0.0,2017-12-23 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,2,GOBO'S MYSTERY,0.0,2017-12-25 00:00:00,5.0
2018-01-06 00:00:00,BERGSÅKER,2,TWINKLE KRONOS,0.0,2017-12-16 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,2,WEEKEND FUN,1.0,2017-12-21 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,3,BEAU MEC,0.0,2017-12-29 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,3,DIGITAL INK,1.0,2017-12-26 00:00:00,4.0
2018-01-06 00:00:00,BERGSÅKER,3,ELIT HÅLERYD,0.0,2017-12-25 00:00:00,7.0
2018-01-06 00:00:00,BERGSÅKER,3,FLY THE WORLD,0.0,2017-12-23 00:00:00,4.0
2018-01-06 00:00:00,BERGSÅKER,3,FOOD MONEY,0.0,2017-12-13 00:00:00,4.0
2018-01-06 00:00:00,BERGSÅKER,3,FRANCAIS DU GULL,0.0,2017-12-30 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,3,INDOOR VOICES,0.0,2017-12-26 00:00:00,2.0
2018-01-06 00:00:00,BERGSÅKER,3,KADETT C.D.,0.0,2017-07-22 00:00:00,5.0
2018-01-06 00:00:00,BERGSÅKER,3,NAROLD VOX,0.0,2017-12-22 00:00:00,1.0
2018-01-06 00:00:00,BERGSÅKER,3,ZENIT BRICK,0.0,2017-12-26 00:00:00,1.0
2018-01-06 00:00:00,BERGSÅKER,4,ALFIE,0.0,2017-12-16 00:00:00,5.0
2018-01-06 00:00:00,BERGSÅKER,4,ART KJARVALD,0.0,2017-12-16 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,4,BLÅS UNDAN,0.0,2017-12-25 00:00:00,6.0
2018-01-06 00:00:00,BERGSÅKER,4,ELDVIN,0.0,2017-12-16 00:00:00,6.0
2018-01-06 00:00:00,BERGSÅKER,4,JÄRVSÖ RASMUS,0.0,2017-12-25 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,4,ODIN TABAC,0.0,2017-12-16 00:00:00,2.0
2018-01-06 00:00:00,BERGSÅKER,4,SJÖ ODIN,0.0,2017-12-16 00:00:00,4.0
2018-01-06 00:00:00,BERGSÅKER,4,SNYGG,0.0,2017-12-16 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,4,STORSJARMÖREN,0.0,2017-12-25 00:00:00,5.0
2018-01-06 00:00:00,BERGSÅKER,4,TAND TUFF,1.0,2017-12-16 00:00:00,7.0
2018-01-06 00:00:00,BERGSÅKER,4,TRIPPA UNDAN,0.0,2017-12-25 00:00:00,7.0
2018-01-06 00:00:00,BERGSÅKER,5,ANGLE OF ATTACK,1.0,2017-12-26 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,5,CUPIDO SISU,0.0,2017-12-16 00:00:00,7.0
2018-01-06 00:00:00,BERGSÅKER,5,DANNE EDEL,0.0,2017-12-30 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,5,FLIP A COIN,0.0,2017-12-29 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,5,NAVARONNE,0.0,2017-11-28 00:00:00,1.0
2018-01-06 00:00:00,BERGSÅKER,5,VALEUR,0.0,2017-12-16 00:00:00,14.0
2018-01-06 00:00:00,BERGSÅKER,6,DEMO,0.0,2017-12-25 00:00:00,5.0
2018-01-06 00:00:00,BERGSÅKER,6,FORECAST,0.0,2017-12-29 00:00:00,3.0
2018-01-06 00:00:00,BERGSÅKER,6,HAMTARO,0.0,2017-12-25 00:00:00,14.0
2018-01-06 00:00:00,BERGSÅKER,6,SAMBUCA KNIGHT,0.0,2017-12-23 00:00:00,4.0
2018-01-06 00:00:00,BERGSÅKER,6,SAUVIGNON BLANCE,0.0,2017-12-25 00:00:00,3.0
2018-01-06 00:00:00,BERGSÅKER,6,TAFFY,0.0,2017-12-31 00:00:00,3.0
2018-01-06 00:00:00,BERGSÅKER,6,TOBACCO,0.0,2017-11-25 00:00:00,1.0
2018-01-06 00:00:00,BERGSÅKER,7,ANDREAS BOY,0.0,2017-12-16 00:00:00,4.0
2018-01-06 00:00:00,BERGSÅKER,7,ERIK STING,0.0,2017-11-01 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,7,JAQUES NOIR,0.0,2017-11-12 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,7,JORDAN LEE G.L.,0.0,2017-12-25 00:00:00,4.0
2018-01-06 00:00:00,BERGSÅKER,7,MELLBY EMERALDS,0.0,2017-12-26 00:00:00,13.0
2018-01-06 00:00:00,BERGSÅKER,7,PACIFIC W.F.,0.0,2017-12-31 00:00:00,3.0
2018-01-06 00:00:00,BERGSÅKER,7,ZORRO SWING,1.0,2017-12-25 00:00:00,3.0
2018-01-13 00:00:00,JÄGERSRO,1,BATMAN GODIVA,0.0,2018-01-03 00:00:00,14.0
2018-01-13 00:00:00,JÄGERSRO,1,DEFY ANYTHING,0.0,2017-12-30 00:00:00,6.0
2018-01-13 00:00:00,JÄGERSRO,1,PLATON FACE,0.0,2017-12-31 00:00:00,4.0
2018-01-13 00:00:00,JÄGERSRO,1,TODDLER,0.0,2017-12-28 00:00:00,13.0
2018-01-13 00:00:00,JÄGERSRO,1,ZORN BRICK,0.0,2017-12-27 00:00:00,4.0
2018-01-13 00:00:00,JÄGERSRO,2,COPACA BANANA,0.0,2017-12-28 00:00:00,2.0
2018-01-13 00:00:00,JÄGERSRO,2,GLOBAL UNLIMITED,1.0,2017-12-03 00:00:00,14.0
2018-01-13 00:00:00,JÄGERSRO,2,HARRI K.,0.0,2017-12-31 00:00:00,2.0
2018-01-13 00:00:00,JÄGERSRO,2,HIGH COLOURS,0.0,2017-12-28 00:00:00,2.0
2018-01-13 00:00:00,JÄGERSRO,2,WAFFLE,0.0,2017-12-30 00:00:00,14.0
2018-01-13 00:00:00,JÄGERSRO,3,DEUXIEME PICSOUS,0.0,2017-12-02 00:00:00,13.0
2018-01-13 00:00:00,JÄGERSRO,3,DREAMS TAKE TIME,0.0,2017-11-24 00:00:00,2.0
2018-01-13 00:00:00,JÄGERSRO,3,NAPPA SCAR,0.0,2017-11-11 00:00:00,7.0
2018-01-13 00:00:00,JÄGERSRO,3,OASIS BI,0.0,2017-10-14 00:00:00,13.0
2018-01-13 00:00:00,JÄGERSRO,3,OLYMPIC KRONOS,0.0,2017-12-02 00:00:00,7.0
2018-01-13 00:00:00,JÄGERSRO,3,SCELLINO LUIS,0.0,2017-12-23 00:00:00,7.0
2018-01-13 00:00:00,JÄGERSRO,3,VÄSTERBOONTHENEWS,1.0,2017-12-30 00:00:00,2.0
2018-01-13 00:00:00,JÄGERSRO,4,DIGITAL FURCOLA,0.0,2017-12-16 00:00:00,13.0
2018-01-13 00:00:00,JÄGERSRO,4,GAYA DI QUATTRO,0.0,2017-12-27 00:00:00,2.0
2018-01-13 00:00:00,JÄGERSRO,4,GEORGIA,0.0,2017-12-28 00:00:00,3.0
2018-01-13 00:00:00,JÄGERSRO,4,GLOBAL TENDENCY,0.0,2017-12-20 00:00:00,13.0
2018-01-13 00:00:00,JÄGERSRO,4,MELBA B.T.,0.0,2017-12-28 00:00:00,13.0
2018-01-13 00:00:00,JÄGERSRO,5,DARLING HORNLINE,0.0,2018-01-03 00:00:00,13.0
2018-01-13 00:00:00,JÄGERSRO,5,GOING DIABLO,0.0,2017-12-31 00:00:00,6.0
