datum,bana,avd,häst,plac,h1_dat,h1_plac
2015-01-17 00:00:00,ÅBY,1,RAMBO FLEX,0.0,2015-01-03 00:00:00,13.0
2015-01-17 00:00:00,ÅBY,1,VÄSTERBOONTHENEWS,1.0,2015-01-03 00:00:00,2.0
2015-01-17 00:00:00,ÅBY,2,RAYMOND PALEMA,0.0,2015-01-10 00:00:00,4.0
2015-01-17 00:00:00,ÅBY,2,SHARIF AMERICA,0.0,2015-01-03 00:00:00,13.0
2015-01-17 00:00:00,ÅBY,2,SPRINGOVER,1.0,2015-01-03 00:00:00,2.0
2015-01-17 00:00:00,ÅBY,3,MAN WINNER,0.0,2015-01-03 00:00:00,4.0
2015-01-17 00:00:00,ÅBY,3,QUICK FIX,1.0,2015-01-03 00:00:00,2.0
2015-01-17 00:00:00,ÅBY,4,KICKI THE DANCER,0.0,2015-01-10 00:00:00,13.0
2015-01-17 00:00:00,ÅBY,6,HERTIG SHIM,0.0,2015-01-03 00:00:00,4.0
2015-01-17 00:00:00,ÅBY,6,MONTDORE,0.0,2015-01-10 00:00:00,2.0
2015-01-24 00:00:00,BERGSÅKER,1,AIR GUNNER,0.0,2015-01-10 00:00:00,4.0
2015-01-24 00:00:00,BERGSÅKER,1,FREDRIK LADAY,0.0,2015-01-10 00:00:00,14.0
2015-01-24 00:00:00,BERGSÅKER,1,QUEASY,1.0,2015-01-10 00:00:00,13.0
2015-01-24 00:00:00,BERGSÅKER,2,KRUSEN,0.0,2015-01-10 00:00:00,13.0
2015-01-24 00:00:00,BERGSÅKER,2,MITT HJÄRTAS LILJA,0.0,2015-01-10 00:00:00,2.0
2015-01-24 00:00:00,BERGSÅKER,3,CANAKA B.F.,0.0,2015-01-10 00:00:00,5.0
2015-01-24 00:00:00,BERGSÅKER,4,DIGIGIRL I.H.,0.0,2015-01-10 00:00:00,5.0
2015-01-24 00:00:00,BERGSÅKER,4,MOCKINGBIRD FACE,0.0,2015-01-03 00:00:00,4.0
2015-01-24 00:00:00,BERGSÅKER,4,ROCKET SPEED,0.0,2015-01-10 00:00:00,3.0
2015-01-24 00:00:00,BERGSÅKER,5,GIN T.DELUXE,0.0,2015-01-10 00:00:00,13.0
2015-01-24 00:00:00,BERGSÅKER,6,GREENSTAR,0.0,2015-01-10 00:00:00,3.0
2015-01-24 00:00:00,BERGSÅKER,6,PAVE THE WAY,1.0,2015-01-10 00:00:00,6.0
2015-01-24 00:00:00,BERGSÅKER,6,VÄSTERBO PAYMYDAY,0.0,2015-01-14 00:00:00,6.0
2015-01-24 00:00:00,BERGSÅKER,7,GLOBAL PERFECTION,0.0,2015-01-17 00:00:00,13.0
2015-01-24 00:00:00,BERGSÅKER,7,JETHRO TULL,0.0,2015-01-03 00:00:00,2.0
2015-01-24 00:00:00,BERGSÅKER,7,OBI DEGATO,0.0,2015-01-10 00:00:00,6.0
2015-01-25 00:00:00,SOLVALLA,1,FOCUS HÅLERYD,0.0,2015-01-10 00:00:00,6.0
2015-01-25 00:00:00,SOLVALLA,1,JETSPIRIT,0.0,2015-01-18 00:00:00,1.0
2015-01-25 00:00:00,SOLVALLA,5,ALOE VERA,0.0,2015-01-10 00:00:00,5.0
2015-01-25 00:00:00,SOLVALLA,5,GREBY ANNA,0.0,2015-01-10 00:00:00,6.0
2015-01-25 00:00:00,SOLVALLA,5,NINEPOINTS ARIEL,0.0,2015-01-14 00:00:00,5.0
2015-01-25 00:00:00,SOLVALLA,5,RUB IT OUT,1.0,2015-01-10 00:00:00,2.0
2015-01-25 00:00:00,SOLVALLA,6,CERTIFICATION,1.0,2015-01-10 00:00:00,2.0
2015-01-25 00:00:00,SOLVALLA,6,CROQUE,0.0,2015-01-10 00:00:00,3.0
2015-01-25 00:00:00,SOLVALLA,6,DUFFMAN,0.0,2015-01-10 00:00:00,5.0
2015-01-25 00:00:00,SOLVALLA,6,RETURN TO SWEDEN,0.0,2015-01-17 00:00:00,13.0
2015-01-25 00:00:00,SOLVALLA,7,CANDOR HALL,1.0,2015-01-10 00:00:00,3.0
2015-01-25 00:00:00,SOLVALLA,7,ELECTRIFYING,0.0,2015-01-17 00:00:00,4.0
2015-01-25 00:00:00,SOLVALLA,7,LINUS WIBB,0.0,2015-01-17 00:00:00,6.0
2015-01-25 00:00:00,SOLVALLA,7,NAROLD VOX,0.0,2015-01-10 00:00:00,13.0
2015-01-31 00:00:00,AXEVALLA,1,BEAT THE WIZ,0.0,2015-01-17 00:00:00,13.0
2015-01-31 00:00:00,AXEVALLA,1,LISTAS RAFIKI,0.0,2015-01-17 00:00:00,13.0
2015-01-31 00:00:00,AXEVALLA,1,ROCKET ZET,1.0,2015-01-10 00:00:00,13.0
2015-01-31 00:00:00,AXEVALLA,2,ASTERIX HORNLINE,1.0,2015-01-17 00:00:00,6.0
2015-01-31 00:00:00,AXEVALLA,2,SAARI IN ACTION,0.0,2015-01-17 00:00:00,6.0
2015-01-31 00:00:00,AXEVALLA,2,VINCERE SCIS WIN,0.0,2015-01-17 00:00:00,13.0
2015-01-31 00:00:00,AXEVALLA,3,FOOD MONEY,0.0,2015-01-10 00:00:00,4.0
2015-01-31 00:00:00,AXEVALLA,3,GOLDOMASTER,0.0,2015-01-10 00:00:00,3.0
2015-01-31 00:00:00,AXEVALLA,3,MONTGOMERY HILL,0.0,2015-01-17 00:00:00,5.0
2015-01-31 00:00:00,AXEVALLA,3,OBI WAN,0.0,2015-01-17 00:00:00,6.0
2015-01-31 00:00:00,AXEVALLA,4,VERSAILLES,0.0,2015-01-17 00:00:00,3.0
2015-01-31 00:00:00,AXEVALLA,5,DAYTONA,0.0,2015-01-21 00:00:00,13.0
2015-01-31 00:00:00,AXEVALLA,5,FIDDELINA FIGHTER,0.0,2015-01-25 00:00:00,14.0
2015-01-31 00:00:00,AXEVALLA,6,ALLABALLAKAITOZ,0.0,2015-01-17 00:00:00,5.0
2015-01-31 00:00:00,AXEVALLA,6,BEAR DANCER,0.0,2015-01-17 00:00:00,4.0
2015-01-31 00:00:00,AXEVALLA,6,ONLINE D'AMOUR,0.0,2015-01-17 00:00:00,13.0
2015-01-31 00:00:00,AXEVALLA,7,LIGHT BRODDE,0.0,2015-01-17 00:00:00,3.0
2015-01-31 00:00:00,AXEVALLA,7,ODIN TÖLL,0.0,2015-01-17 00:00:00,5.0
2015-02-07 00:00:00,SOLVALLA,1,AIR GUNNER,0.0,2015-01-24 00:00:00,5.0
2015-02-07 00:00:00,SOLVALLA,1,ARISTOCAT BOKO,0.0,2015-01-10 00:00:00,6.0
2015-02-07 00:00:00,SOLVALLA,1,BEAR DANCER,0.0,2015-01-31 00:00:00,3.0
2015-02-07 00:00:00,SOLVALLA,1,HIGHSPEED CALL,0.0,2015-01-10 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,1,JA EL TOMCAT,0.0,2015-01-10 00:00:00,13.0
2015-02-07 00:00:00,SOLVALLA,1,OCTOBER KRONOS,0.0,2015-01-03 00:00:00,13.0
2015-02-07 00:00:00,SOLVALLA,1,QUEASY,0.0,2015-01-24 00:00:00,1.0
2015-02-07 00:00:00,SOLVALLA,1,REBELLION,0.0,2015-01-24 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,1,REMEE LA MARC,0.0,2015-01-17 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,1,VÄSTERBOONTHENEWS,1.0,2015-01-17 00:00:00,1.0
2015-02-07 00:00:00,SOLVALLA,2,CERTIFICATION,0.0,2015-01-25 00:00:00,1.0
2015-02-07 00:00:00,SOLVALLA,2,NELLY BURGE,0.0,2015-01-24 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,2,OBI DEGATO,0.0,2015-01-24 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,2,QUICK FIX,1.0,2015-01-17 00:00:00,1.0
2015-02-07 00:00:00,SOLVALLA,2,RETURN TO SWEDEN,0.0,2015-01-25 00:00:00,6.0
2015-02-07 00:00:00,SOLVALLA,2,SPIRIT REAL,0.0,2015-01-17 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,2,YOUNG FARMER,0.0,2015-01-17 00:00:00,3.0
2015-02-07 00:00:00,SOLVALLA,3,DREAMS TAKE TIME,0.0,2015-01-03 00:00:00,14.0
2015-02-07 00:00:00,SOLVALLA,3,FREEMAN T.PORTER,0.0,2015-01-22 00:00:00,14.0
2015-02-07 00:00:00,SOLVALLA,3,GOING FOR GOLD ZAZ,0.0,2015-01-24 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,3,HARRY HAYTHROW,0.0,2015-01-17 00:00:00,3.0
2015-02-07 00:00:00,SOLVALLA,3,ROCKY WINNER,0.0,2015-01-10 00:00:00,13.0
2015-02-07 00:00:00,SOLVALLA,3,WINMECREDIT,0.0,2015-01-31 00:00:00,1.0
2015-02-07 00:00:00,SOLVALLA,4,JETSPIRIT,0.0,2015-01-25 00:00:00,6.0
2015-02-07 00:00:00,SOLVALLA,4,MR JÄGER,0.0,2015-01-24 00:00:00,5.0
2015-02-07 00:00:00,SOLVALLA,4,NEW REVOLUTION,0.0,2015-01-03 00:00:00,13.0
2015-02-07 00:00:00,SOLVALLA,4,RAYMOND PALEMA,0.0,2015-01-17 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,4,SPRINGOVER,0.0,2015-01-17 00:00:00,1.0
2015-02-07 00:00:00,SOLVALLA,5,BASCAPHI IN,0.0,2015-01-31 00:00:00,3.0
2015-02-07 00:00:00,SOLVALLA,5,CHERIE SUND,0.0,2015-01-24 00:00:00,5.0
2015-02-07 00:00:00,SOLVALLA,5,OCCASIONE FONT,0.0,2015-01-10 00:00:00,4.0
2015-02-07 00:00:00,SOLVALLA,6,ALAMO BOKO,0.0,2015-01-17 00:00:00,3.0
2015-02-07 00:00:00,SOLVALLA,6,FINISH FUTURE,0.0,2015-01-24 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,6,MONTDORE,0.0,2015-01-17 00:00:00,4.0
2015-02-07 00:00:00,SOLVALLA,6,PAVE THE WAY,0.0,2015-01-24 00:00:00,1.0
2015-02-07 00:00:00,SOLVALLA,6,PEDRO BI,0.0,2015-01-21 00:00:00,3.0
2015-02-07 00:00:00,SOLVALLA,6,SHADOW WOODLAND,0.0,2015-01-03 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,6,SUPER OTTO,0.0,2015-01-28 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,6,VÄSTERBO PAYMYDAY,0.0,2015-01-24 00:00:00,4.0
2015-02-07 00:00:00,SOLVALLA,6,WEST WING,0.0,2015-01-17 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,7,ALLABALLAKAITOZ,0.0,2015-01-31 00:00:00,13.0
2015-02-07 00:00:00,SOLVALLA,7,ALOE VERA,0.0,2015-01-25 00:00:00,13.0
2015-02-07 00:00:00,SOLVALLA,7,I AM DYNAMITE,0.0,2015-01-25 00:00:00,13.0
2015-02-07 00:00:00,SOLVALLA,7,LINUS WIBB,0.0,2015-01-25 00:00:00,3.0
2015-02-07 00:00:00,SOLVALLA,7,PERICLE BI,0.0,2015-01-25 00:00:00,2.0
2015-02-07 00:00:00,SOLVALLA,7,RUB IT OUT,0.0,2015-01-25 00:00:00,1.0
2015-02-07 00:00:00,SOLVALLA,7,TOMORROWLAND,0.0,2015-01-25 00:00:00,2.0
2015-02-14 00:00:00,KALMAR,1,ARISTOCAT BOKO,0.0,2015-02-07 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,1,CALIBER T.T.,0.0,2015-01-31 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,1,DENIM BOKO,0.0,2015-01-31 00:00:00,5.0
2015-02-14 00:00:00,KALMAR,1,LORD ROCKET,0.0,2015-01-31 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,1,NAGLO' DEL NORD,1.0,2015-01-17 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,1,OCTOBER KRONOS,0.0,2015-02-07 00:00:00,3.0
2015-02-14 00:00:00,KALMAR,1,SEARCH LAUNCHER,0.0,2015-02-05 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,1,VÄSTERBO HIGHFLYER,0.0,2015-01-24 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,1,WHAT LOVE CAN DO,0.0,2015-01-31 00:00:00,4.0
2015-02-14 00:00:00,KALMAR,2,DARIUS BOKO,0.0,2015-01-25 00:00:00,3.0
2015-02-14 00:00:00,KALMAR,2,IL SÅNNA,0.0,2015-01-17 00:00:00,14.0
2015-02-14 00:00:00,KALMAR,2,MAX NOT SAND,0.0,2015-01-31 00:00:00,5.0
2015-02-14 00:00:00,KALMAR,2,STARO HOLLYWOOD,0.0,2015-02-04 00:00:00,1.0
2015-02-14 00:00:00,KALMAR,2,VERSAILLES,0.0,2015-01-31 00:00:00,3.0
2015-02-14 00:00:00,KALMAR,3,ART ON LINE,0.0,2015-02-07 00:00:00,4.0
2015-02-14 00:00:00,KALMAR,3,CLASSIC SON,0.0,2015-01-31 00:00:00,6.0
2015-02-14 00:00:00,KALMAR,3,DREAMS TAKE TIME,1.0,2015-02-07 00:00:00,4.0
2015-02-14 00:00:00,KALMAR,3,MONTGOMERY HILL,0.0,2015-01-31 00:00:00,2.0
2015-02-14 00:00:00,KALMAR,3,OBI WAN,0.0,2015-01-31 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,3,OVERTAKER BY SIB,0.0,2015-01-21 00:00:00,1.0
2015-02-14 00:00:00,KALMAR,4,FLASH OAK,0.0,2015-02-02 00:00:00,1.0
2015-02-14 00:00:00,KALMAR,4,KAMANDA,0.0,2015-01-03 00:00:00,6.0
2015-02-14 00:00:00,KALMAR,4,NETWORK BROLINE,0.0,2015-01-31 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,4,VINCERE SCIS WIN,0.0,2015-01-31 00:00:00,5.0
2015-02-14 00:00:00,KALMAR,4,WINGAIT IDA,0.0,2015-02-02 00:00:00,14.0
2015-02-14 00:00:00,KALMAR,5,DET ÄR K.H.K. BOKO,0.0,2015-01-31 00:00:00,3.0
2015-02-14 00:00:00,KALMAR,5,GREBY ANNA,0.0,2015-01-25 00:00:00,3.0
2015-02-14 00:00:00,KALMAR,6,GEISHA SUND,1.0,2015-02-07 00:00:00,5.0
2015-02-14 00:00:00,KALMAR,6,ROXY HILL,0.0,2015-01-31 00:00:00,4.0
2015-02-14 00:00:00,KALMAR,6,UNIQUE GOWAN,0.0,2015-02-07 00:00:00,7.0
2015-02-14 00:00:00,KALMAR,7,ARN HAMMERING,0.0,2015-01-25 00:00:00,14.0
2015-02-14 00:00:00,KALMAR,7,ASTERIX HORNLINE,0.0,2015-01-31 00:00:00,1.0
2015-02-14 00:00:00,KALMAR,7,LISTAS RAFIKI,0.0,2015-01-31 00:00:00,5.0
2015-02-14 00:00:00,KALMAR,7,SEND IN THE CLOWNS,0.0,2015-01-31 00:00:00,3.0
2015-02-14 00:00:00,KALMAR,7,SUPER PHOTOGENIC,0.0,2015-01-31 00:00:00,14.0
2015-02-14 00:00:00,KALMAR,7,VÄSTERBO PAYMYDAY,0.0,2015-02-07 00:00:00,13.0
2015-02-14 00:00:00,KALMAR,7,ZONGULDAK,0.0,2015-01-17 00:00:00,13.0
2015-02-21 00:00:00,GÄVLE,1,ALOE VERA,0.0,2015-02-07 00:00:00,5.0
2015-02-21 00:00:00,GÄVLE,1,CARAMELLA B.F.,0.0,2015-01-24 00:00:00,13.0
2015-02-21 00:00:00,GÄVLE,1,LINA LIV,0.0,2015-02-11 00:00:00,2.0
2015-02-21 00:00:00,GÄVLE,1,SUNTORY ROYAL,0.0,2015-02-08 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,1,WHAT LOVE CAN DO,0.0,2015-02-14 00:00:00,5.0
2015-02-21 00:00:00,GÄVLE,2,BRETAGNE HORNLINE,0.0,2015-02-13 00:00:00,2.0
2015-02-21 00:00:00,GÄVLE,2,IL SÅNNA,1.0,2015-02-14 00:00:00,4.0
2015-02-21 00:00:00,GÄVLE,2,TAMALI WINNER,0.0,2015-02-13 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,3,CANDOR HALL,0.0,2015-02-01 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,3,FRANCAIS DU GULL,0.0,2015-02-06 00:00:00,13.0
2015-02-21 00:00:00,GÄVLE,3,GOLDOMASTER,0.0,2015-02-14 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,3,HERR RATZEPUTZ,0.0,2015-02-06 00:00:00,5.0
2015-02-21 00:00:00,GÄVLE,3,ROCKY WINNER,0.0,2015-02-07 00:00:00,13.0
2015-02-21 00:00:00,GÄVLE,3,VERMO,0.0,2015-01-25 00:00:00,6.0
2015-02-21 00:00:00,GÄVLE,4,HIGHSPEED CALL,1.0,2015-02-07 00:00:00,5.0
2015-02-21 00:00:00,GÄVLE,4,MAGNIFIK GELJ,0.0,2015-02-12 00:00:00,4.0
2015-02-21 00:00:00,GÄVLE,4,QUEASY,0.0,2015-02-07 00:00:00,2.0
2015-02-21 00:00:00,GÄVLE,4,REBELLION,0.0,2015-02-07 00:00:00,14.0
2015-02-21 00:00:00,GÄVLE,4,VÄSTERBO HIGHFLYER,0.0,2015-02-14 00:00:00,2.0
2015-02-21 00:00:00,GÄVLE,4,WANNABE KEMP,0.0,2015-01-24 00:00:00,6.0
2015-02-21 00:00:00,GÄVLE,5,ALGOT ÅLJ,0.0,2015-01-30 00:00:00,4.0
2015-02-21 00:00:00,GÄVLE,5,GULI JÄRVEN,0.0,2015-02-03 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,5,LÄRKAN,0.0,2015-02-03 00:00:00,4.0
2015-02-21 00:00:00,GÄVLE,5,NÄRBY KALABALIK,0.0,2015-01-23 00:00:00,5.0
2015-02-21 00:00:00,GÄVLE,5,RASKE RUTGER,0.0,2015-01-24 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,5,TYRI SVARTEN,0.0,2015-02-08 00:00:00,4.0
2015-02-21 00:00:00,GÄVLE,5,VINGBO STJÄRN,0.0,2015-02-03 00:00:00,13.0
2015-02-21 00:00:00,GÄVLE,6,FIGARO'S DREAM,0.0,2015-02-06 00:00:00,2.0
2015-02-21 00:00:00,GÄVLE,6,JETHRO TULL,0.0,2015-02-13 00:00:00,2.0
2015-02-21 00:00:00,GÄVLE,6,MOCKINGBIRD FACE,0.0,2015-02-06 00:00:00,4.0
2015-02-21 00:00:00,GÄVLE,6,MR JÄGER,0.0,2015-02-07 00:00:00,5.0
2015-02-21 00:00:00,GÄVLE,6,USAIN HENNA,0.0,2015-02-02 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,7,CERTIFICATION,0.0,2015-02-07 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,7,ELLES W.FILL,0.0,2015-02-13 00:00:00,5.0
2015-02-21 00:00:00,GÄVLE,7,FINISH FUTURE,0.0,2015-02-07 00:00:00,13.0
2015-02-21 00:00:00,GÄVLE,7,PEDRO BI,0.0,2015-02-07 00:00:00,13.0
2015-02-21 00:00:00,GÄVLE,7,SUPER OTTO,0.0,2015-02-07 00:00:00,3.0
2015-02-21 00:00:00,GÄVLE,7,TWITTER,0.0,2015-01-28 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,1,ALAMO BOKO,0.0,2015-02-07 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,1,DENIM BOKO,0.0,2015-02-14 00:00:00,4.0
2015-02-28 00:00:00,HALMSTAD,1,FALCON HÅLERYD,0.0,2015-02-16 00:00:00,4.0
2015-02-28 00:00:00,HALMSTAD,1,MAFFIOSO FACE,0.0,2015-02-18 00:00:00,14.0
2015-02-28 00:00:00,HALMSTAD,1,NAGLO' DEL NORD,1.0,2015-02-14 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,1,NOK'EN FRÄKKERT,0.0,2015-02-04 00:00:00,13.0
2015-02-28 00:00:00,HALMSTAD,1,OCTOBER KRONOS,0.0,2015-02-14 00:00:00,6.0
2015-02-28 00:00:00,HALMSTAD,1,REMEE LA MARC,0.0,2015-02-18 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,2,LIZETTE SISU,0.0,2015-02-14 00:00:00,14.0
2015-02-28 00:00:00,HALMSTAD,2,MAN WINNER,0.0,2015-01-17 00:00:00,4.0
2015-02-28 00:00:00,HALMSTAD,2,SHARIF AMERICA,0.0,2015-01-17 00:00:00,5.0
2015-02-28 00:00:00,HALMSTAD,2,SOUL ARTIST,0.0,2015-02-09 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,3,KASH'S CANTAB,1.0,2015-02-07 00:00:00,5.0
2015-02-28 00:00:00,HALMSTAD,3,M.T.HARMONY,0.0,2015-02-11 00:00:00,6.0
2015-02-28 00:00:00,HALMSTAD,3,MONTGOMERY HILL,0.0,2015-02-14 00:00:00,3.0
2015-02-28 00:00:00,HALMSTAD,3,OBI WAN,0.0,2015-02-14 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,3,RIFF KRONOS,0.0,2015-02-14 00:00:00,6.0
2015-02-28 00:00:00,HALMSTAD,3,VÄSTERBOONTHENEWS,0.0,2015-02-07 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,4,CHIPEN BOY,0.0,2015-02-14 00:00:00,14.0
2015-02-28 00:00:00,HALMSTAD,4,DAYDREAM RAPIDA,1.0,2015-02-14 00:00:00,6.0
2015-02-28 00:00:00,HALMSTAD,4,PHOTO HUDSON,0.0,2015-01-17 00:00:00,13.0
2015-02-28 00:00:00,HALMSTAD,4,WATERAID J.E.,0.0,2015-02-19 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,5,ALFAS FARAO,0.0,2015-02-14 00:00:00,13.0
2015-02-28 00:00:00,HALMSTAD,5,BOOGIE MAN,0.0,2015-01-31 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,5,FELICIA V.E.,0.0,2015-02-14 00:00:00,3.0
2015-02-28 00:00:00,HALMSTAD,5,SPIRIT REAL,0.0,2015-02-07 00:00:00,4.0
2015-02-28 00:00:00,HALMSTAD,5,USAIN HENNA,0.0,2015-02-21 00:00:00,5.0
2015-02-28 00:00:00,HALMSTAD,5,WILDA TIGERN JACK,1.0,2015-01-31 00:00:00,14.0
2015-02-28 00:00:00,HALMSTAD,6,DIEGO M.BOKO,0.0,2015-02-18 00:00:00,13.0
2015-02-28 00:00:00,HALMSTAD,6,IPOD,0.0,2015-02-16 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,6,LIVACIOUS LINDY,0.0,2015-02-11 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,6,PEDRO BI,0.0,2015-02-21 00:00:00,3.0
2015-02-28 00:00:00,HALMSTAD,6,PERICLE BI,0.0,2015-02-07 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,6,QUICK FIX,0.0,2015-02-07 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,6,YOUNG FARMER,0.0,2015-02-07 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,7,AROMA GRIM,0.0,2015-02-07 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,7,ARTEMIS,0.0,2015-02-09 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,7,DET ÄR K.H.K. BOKO,0.0,2015-02-14 00:00:00,2.0
2015-02-28 00:00:00,HALMSTAD,7,GEISHA SUND,0.0,2015-02-14 00:00:00,1.0
2015-02-28 00:00:00,HALMSTAD,7,J.S.ANNABELL,0.0,2015-01-31 00:00:00,4.0
2015-02-28 00:00:00,HALMSTAD,7,LA PRINSESS,0.0,2015-02-04 00:00:00,3.0
2015-02-28 00:00:00,HALMSTAD,7,RADYSIN AMERICA,0.0,2015-02-07 00:00:00,6.0
2015-02-28 00:00:00,HALMSTAD,7,RINA CHEN HAI,0.0,2015-02-14 00:00:00,2.0
2015-03-01 00:00:00,SOLVALLA,1,VINCERE SCIS WIN,0.0,2015-02-14 00:00:00,3.0
2015-03-01 00:00:00,SOLVALLA,2,BENITA,0.0,2015-02-22 00:00:00,4.0
2015-03-01 00:00:00,SOLVALLA,2,LEGOHOLM ZON,0.0,2015-02-21 00:00:00,13.0
2015-03-01 00:00:00,SOLVALLA,2,TRINITY ZET,1.0,2015-02-13 00:00:00,13.0
2015-03-01 00:00:00,SOLVALLA,4,CAMELOT SISU,0.0,2015-02-06 00:00:00,4.0
2015-03-01 00:00:00,SOLVALLA,4,CONNY SISU,0.0,2015-02-11 00:00:00,1.0
2015-03-01 00:00:00,SOLVALLA,4,IDOL TOOMA,0.0,2015-02-11 00:00:00,2.0
2015-03-01 00:00:00,SOLVALLA,4,NO LIMIT POWER,0.0,2015-01-25 00:00:00,6.0
2015-03-01 00:00:00,SOLVALLA,5,CLASSIC SON,0.0,2015-02-14 00:00:00,5.0
2015-03-01 00:00:00,SOLVALLA,5,LUCKYCHARM HANOVER,0.0,2015-01-24 00:00:00,4.0
2015-03-01 00:00:00,SOLVALLA,5,VENKATESH,0.0,2015-02-21 00:00:00,4.0
2015-03-01 00:00:00,SOLVALLA,5,WANNABE KEMP,0.0,2015-02-21 00:00:00,5.0
2015-03-01 00:00:00,SOLVALLA,5,ZONGULDAK,1.0,2015-02-14 00:00:00,14.0
2015-03-01 00:00:00,SOLVALLA,6,CROQUE,0.0,2015-01-25 00:00:00,14.0
2015-03-01 00:00:00,SOLVALLA,6,FILLE JUBB,0.0,2015-02-21 00:00:00,6.0
2015-03-01 00:00:00,SOLVALLA,7,FIRE FIGHTER,0.0,2015-02-22 00:00:00,2.0
2015-03-01 00:00:00,SOLVALLA,7,MAX NOT SAND,0.0,2015-02-14 00:00:00,5.0
2015-03-01 00:00:00,SOLVALLA,7,RINGO STAR EFFE,0.0,2015-02-12 00:00:00,4.0
2015-03-01 00:00:00,SOLVALLA,7,TE FREDDO KNICK,0.0,2015-02-21 00:00:00,5.0
2015-03-07 00:00:00,BERGSÅKER,1,ARISTOCAT BOKO,0.0,2015-02-25 00:00:00,13.0
2015-03-07 00:00:00,BERGSÅKER,1,FLIP A COIN,0.0,2015-02-27 00:00:00,13.0
2015-03-07 00:00:00,BERGSÅKER,1,ON HOLD,1.0,2015-02-28 00:00:00,5.0
2015-03-07 00:00:00,BERGSÅKER,1,QUEASY,0.0,2015-02-21 00:00:00,2.0
2015-03-07 00:00:00,BERGSÅKER,1,QUICK RAZZ,0.0,2015-02-25 00:00:00,13.0
2015-03-07 00:00:00,BERGSÅKER,2,OOPS TROT,0.0,2015-02-28 00:00:00,14.0
2015-03-07 00:00:00,BERGSÅKER,2,SONATA ÅS,0.0,2015-02-25 00:00:00,14.0
2015-03-07 00:00:00,BERGSÅKER,3,CLASSIC SON,0.0,2015-03-01 00:00:00,13.0
2015-03-07 00:00:00,BERGSÅKER,3,FRANCAIS DU GULL,0.0,2015-02-21 00:00:00,13.0
2015-03-07 00:00:00,BERGSÅKER,3,HARALDINHO,0.0,2015-01-10 00:00:00,13.0
2015-03-07 00:00:00,BERGSÅKER,3,HERR RATZEPUTZ,0.0,2015-02-21 00:00:00,13.0
2015-03-07 00:00:00,BERGSÅKER,3,INDIGO BROLINE,1.0,2015-02-21 00:00:00,5.0
2015-03-07 00:00:00,BERGSÅKER,3,KAKA A.T.,0.0,2015-02-26 00:00:00,2.0
2015-03-07 00:00:00,BERGSÅKER,3,ROCKY WINNER,0.0,2015-02-21 00:00:00,2.0
2015-03-07 00:00:00,BERGSÅKER,4,BEAUTYSON,0.0,2015-02-21 00:00:00,14.0
2015-03-07 00:00:00,BERGSÅKER,4,STARO GREEN RIVER,0.0,2015-02-21 00:00:00,13.0
