datum,bana,avd,häst,ålder,kön,kusk,lopp_dist,start,dist,pris,spår,streck,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_odds,h1_pris,h1_kmtid,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_odds,h2_pris,h2_kmtid,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_odds,h3_pris,h3_kmtid,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_odds,h4_pris,h4_kmtid,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_odds,h5_pris,h5_kmtid,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,rel_kr,streck_avst,rel_rank,h1_samma_bana,h2_samma_bana,h3_samma_bana,h1_samma_kusk,h2_samma_kusk,h3_samma_kusk,probat1,probat2,probat3,probat4
2022-10-01,skellefteå,3,don viking,13,v,ove a lindqvist,1640.0,0,1640.0,150000.0,10.0,1.0,bergsåker,lena fritz,1.0,2140.0,2.0,1.86,100.0,23.6,skellefteå,ove a lindqvist,2.0,2180.0,2.0,1.75,22.0,24.0,hagmyren,lena fritz,2.0,1680.0,2.0,5.04,20.0,23.1,östersund,lena fritz,2.0,2180.0,2.0,9.09,75.0,26.2,bergsåker,örjan kihlström,2.0,2140.0,2.0,7.9,110.0,30.0,1,0,0,0,1,10966.331584284586,3119.790798145967,2974.603812304827,5760.295513310844,6976.064300232707,8.0,11.0,15.0,10.0,180.0,0.05253089870194398,40.0,0.6,False,True,False,False,True,False,0.021850832504263146,0.024864693146418548,0.06747916607168467,0.020455158834379466
2022-10-01,skellefteå,3,forspärla,11,s,jens eriksson,1640.0,0,1640.0,150000.0,11.0,0.0,hagmyren,erik adielsson,3.0,2140.0,8.0,19.32,250.0,30.0,umåker,hanna gustafsson,6.0,2200.0,8.0,12.3,100.0,24.5,solänget,jens eriksson,4.0,2180.0,8.0,3.4,30.0,25.7,skellefteå,hanna gustafsson,4.0,2180.0,8.0,17.87,50.0,24.1,skellefteå,hanna gustafsson,4.0,2200.0,8.0,13.94,30.0,25.4,1,0,0,0,0,6378.769305653794,900.1713130052182,1340.2329094063966,1730.233246056696,1340.2329094063966,21.0,29.0,11.0,13.0,8.0,0.032298614992857584,41.0,0.7,False,False,False,False,False,True,0.018652065908006395,0.02085807433970297,0.033029734317282025,0.018953015734290476
2022-10-01,skellefteå,3,guli rubin,10,v,oskar j andersson,1640.0,0,1640.0,150000.0,12.0,0.0,färjestad,erik adielsson,8.0,2140.0,6.0,83.13,300.0,22.5,bergsåker,erik adielsson,2.0,2640.0,6.0,66.78,250.0,24.5,rättvik,mats e djuse,15.0,1660.0,6.0,51.77,110.0,22.9,östersund,per lennartsson,15.0,2180.0,6.0,52.47,220.0,25.1,hagmyren,per lennartsson,15.0,2140.0,6.0,6.43,50.0,23.7,1,1,0,0,1,573.5764530806138,10516.812635120496,10.488088481701515,14.832396974191326,7.071067811865476,14.0,21.0,21.0,56.0,15.0,0.042248307558536737,41.0,0.7,False,False,False,False,False,False,0.017756451870558253,0.020005045601313592,0.027217608188622774,0.018598262949951226
2022-10-01,skellefteå,4,samedi,4,s,mats e djuse,2140.0,1,2140.0,110000.0,1.0,21.0,solvalla,jörgen westholm,3.0,2140.0,3.0,29.41,50.0,13.1,örebro,william ekberg,2.0,2100.0,3.0,4.36,35.0,14.4,axevalla,jörgen westholm,15.0,2140.0,3.0,9.18,110.0,16.7,gävle,jörgen westholm,15.0,2140.0,3.0,2.58,30.0,15.0,tingsryd,jörgen westholm,15.0,1609.0,3.0,3.88,35.0,13.2,1,1,0,1,1,2852.672356046204,3935.030968151612,10.488088481701515,5.477225575051661,5.916079783099616,8.0,34.0,28.0,39.0,23.0,0.056930661098314427,0.0,0.06666666666666667,False,False,False,False,False,False,0.19374921399173675,0.2319431801442801,0.046889071588539576,0.17729913968299796
2022-10-01,skellefteå,4,twigs intense,4,s,tomas pettersson,2140.0,1,2140.0,110000.0,2.0,3.0,umåker,jan norberg,2.0,2140.0,10.0,8.38,25.0,16.4,skellefteå,jan norberg,6.0,2140.0,10.0,10.96,50.0,15.8,dannero,jan norberg,1.0,1640.0,10.0,2.94,25.0,14.5,umåker,mats e djuse,1.0,1640.0,10.0,1.58,25.0,14.5,halmstad,david grundmann,1.0,2160.0,10.0,5.38,35.0,15.3,1,1,0,1,0,3325.708165221809,636.517239655588,5483.165792142293,5483.165792142293,6487.769258055282,15.0,11.0,14.0,10.0,46.0,0.03912341506468904,18.0,0.4,False,True,False,False,False,False,0.03227575348605228,0.04566997099900224,0.05366849517138224,0.026949525376022677
2022-10-01,skellefteå,4,al's successor,4,s,jenny engfors,2140.0,1,2140.0,110000.0,3.0,0.0,skellefteå,jenny engfors,2.0,2140.0,3.0,58.56,50.0,15.3,solänget,jenny engfors,4.0,2140.0,3.0,2.38,20.0,17.9,umåker,jenny engfors,1.0,2140.0,3.0,1.7,25.0,18.1,skellefteå,jenny engfors,1.0,2140.0,3.0,66.83,22.0,17.3,skellefteå,hanna olofsson,1.0,1640.0,3.0,22.28,30.0,18.5,1,0,0,0,0,4703.261591751624,1094.2955881771416,5483.165792142293,5143.665449037786,6006.507181794034,26.0,13.0,3.0,23.0,9.0,0.053008417109766864,21.0,0.5333333333333333,True,False,False,True,True,True,0.02161061503904373,0.026747819240684978,0.05283299797332916,0.020432368996213993
2022-10-01,skellefteå,4,chocliq bishop,5,s,per linderoth,2140.0,1,2140.0,110000.0,4.0,0.0,boden,sandra eriksson,2.0,2640.0,6.0,13.94,25.0,16.6,boden,malin viklund,7.0,2140.0,6.0,45.1,25.0,16.0,boden,sandra eriksson,3.0,1640.0,6.0,4.16,30.0,14.5,boden,sandra eriksson,3.0,2140.0,6.0,5.45,25.0,17.1,umåker,malin viklund,3.0,2140.0,6.0,5.84,10.0,16.4,1,1,1,0,1,3325.708165221809,272.9907501657212,2209.670505430644,2017.143967463676,1275.7538611307589,29.0,14.0,10.0,26.0,23.0,0.02931565237982477,21.0,0.5333333333333333,False,False,False,False,False,False,0.021517933804118202,0.02497011131980408,0.03721664288242116,0.019896213589738206
2022-10-01,skellefteå,4,olly håleryd,4,s,ove a lindqvist,2140.0,1,2140.0,110000.0,5.0,15.0,skellefteå,ove a lindqvist,1.0,2140.0,4.0,2.49,50.0,14.7,solänget,ove a lindqvist,2.0,2140.0,4.0,2.34,50.0,14.6,skellefteå,ove a lindqvist,2.0,2140.0,4.0,3.58,50.0,15.0,boden,sandra eriksson,2.0,2140.0,4.0,1.51,25.0,16.3,skellefteå,ove a lindqvist,2.0,2140.0,4.0,1.68,20.0,17.9,1,1,1,1,0,7754.367427987846,4703.261591751624,4703.261591751624,3325.708165221809,2974.603812304827,26.0,35.0,37.0,23.0,17.0,0.12485738273093235,6.0,0.13333333333333333,True,False,True,True,True,True,0.14532452502747809,0.17199417918982965,0.10464823395575826,0.12246058191632195
2022-10-01,skellefteå,4,make it a star,4,s,markus b svedberg,2140.0,1,2140.0,110000.0,6.0,21.0,solvalla,markus b svedberg,7.0,2140.0,5.0,6.15,60.0,14.7,eskilstuna,markus b svedberg,2.0,2140.0,5.0,4.94,30.0,14.3,mantorp,markus b svedberg,1.0,2140.0,5.0,4.31,25.0,16.1,vaggeryd,markus b svedberg,1.0,1646.0,5.0,9.02,35.0,13.4,axevalla,markus b svedberg,1.0,2140.0,5.0,17.11,50.0,14.9,1,1,0,1,1,422.9154516242031,3643.130763542206,5483.165792142293,6487.769258055282,7754.367427987846,10.0,15.0,8.0,8.0,30.0,0.04535767334725421,0.0,0.06666666666666667,False,False,False,True,True,True,0.17911722662761514,0.22540920443251325,0.04600651948312743,0.16163061082975813
2022-10-01,skellefteå,4,chrissies symphony,5,s,niko jokela,2140.0,1,2140.0,110000.0,7.0,3.0,torneå,niko jokela,1.0,2100.0,,1.8,,16.8,boden,john östman,5.0,2140.0,,6.04,25.0,17.0,torneå,niko jokela,1.0,2100.0,,3.9,,15.4,skellefteå,niko jokela,1.0,2160.0,,31.33,22.0,17.1,torneå,niko jokela,1.0,2100.0,,4.4,,17.0,0,1,0,0,0,,742.065795512883,,5143.665449037786,,21.0,8.0,12.0,24.0,26.0,0.032329451273330034,18.0,0.4,False,False,False,True,False,True,0.031888017772715334,0.04574782145387477,0.05320684663748293,0.02692636229418982
2022-10-01,skellefteå,4,someity,4,s,robert bergh,2140.0,1,2160.0,110000.0,1.0,1.0,dannero,robert bergh,20.0,1640.0,8.0,5.91,30.0,30.0,gävle,rikard n skoglund,2.0,1640.0,8.0,31.85,30.0,12.3,axevalla,erik adielsson,4.0,2140.0,8.0,25.84,50.0,13.9,bergsåker,robert bergh,4.0,1640.0,8.0,7.03,30.0,13.6,dannero,mats e djuse,4.0,2140.0,8.0,2.49,35.0,15.7,1,1,1,1,1,0.4495980537908989,3643.130763542206,1730.233246056696,1340.2329094063966,1447.6169935559349,55.0,10.0,4.0,45.0,16.0,0.05733537123544227,20.0,0.4666666666666667,False,False,False,True,False,False,0.022828759729757373,0.0307058181005396,0.04489685142910959,0.02098085641399387
2022-10-01,skellefteå,4,juno beach,4,s,petter lundberg,2140.0,1,2160.0,110000.0,2.0,5.0,solänget,sandra eriksson,15.0,2140.0,11.0,67.6,110.0,13.9,bergsåker,sandra eriksson,6.0,2140.0,11.0,27.08,110.0,13.5,boden,sandra eriksson,1.0,2140.0,11.0,1.69,40.0,15.0,boden,petter lundberg,1.0,2140.0,11.0,2.66,60.0,14.4,eskilstuna,petter lundberg,1.0,2140.0,11.0,11.71,220.0,13.8,1,1,1,1,0,10.488088481701515,944.107637948816,6935.717076596412,8494.48391898452,16265.698340872146,11.0,24.0,18.0,13.0,25.0,0.11821841431123932,16.0,0.26666666666666666,False,False,False,False,False,False,0.06330724578861922,0.09320007275222864,0.044782046734313914,0.03979471877394875
2022-10-01,skellefteå,4,golden opportunity,5,s,troels andersen,2140.0,1,2160.0,110000.0,3.0,8.0,gävle,sune hansen,1.0,2140.0,8.0,4.08,50.0,14.1,bergsåker,troels andersen,5.0,2140.0,8.0,29.46,110.0,13.3,gävle,sune hansen,1.0,2140.0,8.0,3.03,30.0,14.4,gävle,troels andersen,1.0,1640.0,8.0,2.96,30.0,14.1,östersund,linus lönn,1.0,2140.0,8.0,21.76,110.0,15.0,1,1,1,1,1,7754.367427987846,1556.570344516668,6006.507181794034,6006.507181794034,11501.58559756547,23.0,12.0,15.0,15.0,47.0,0.06451251802897552,13.0,0.2,False,False,False,False,True,False,0.09152515973061125,0.10390267734113126,0.06727251694701157,0.06541302266387858
2022-10-01,skellefteå,4,high hope laday,6,s,jens eriksson,2140.0,1,2160.0,110000.0,4.0,0.0,torneå,jens eriksson,2.0,2120.0,,27.0,,16.4,boden,tilde eriksson,2.0,2140.0,,5.59,30.0,16.4,umåker,jens eriksson,1.0,2140.0,,11.44,25.0,16.9,skellefteå,tilde eriksson,1.0,2140.0,,2.83,10.0,16.4,skellefteå,leif eriksson,1.0,2140.0,,64.77,25.0,16.8,0,1,1,1,0,,3643.130763542206,5483.165792142293,3467.858538298206,5483.165792142293,21.0,8.0,13.0,5.0,11.0,0.025970335608033926,21.0,0.5333333333333333,False,False,False,True,False,True,0.021308660488723045,0.02672288460163055,0.04395214184513981,0.02012547556016658
2022-10-01,skellefteå,4,invidia,4,s,daniel wäjersten,2140.0,1,2160.0,110000.0,5.0,15.0,umåker,olle wäjersten,1.0,2140.0,10.0,2.77,35.0,15.1,gävle,daniel wäjersten,4.0,2140.0,10.0,3.62,35.0,14.0,jägersro,daniel wäjersten,15.0,2140.0,10.0,43.09,100.0,13.0,östersund,daniel wäjersten,15.0,1640.0,10.0,4.79,35.0,12.6,axevalla,daniel wäjersten,15.0,2640.0,10.0,10.91,75.0,15.1,1,1,1,1,1,6487.769258055282,1447.6169935559349,10.0,5.916079783099616,8.660254037844387,15.0,8.0,16.0,23.0,16.0,0.07848362861386778,6.0,0.13333333333333333,False,False,False,False,True,True,0.14946269090920758,0.1575777123450197,0.07029080925029887,0.12771775611230032
2022-10-01,skellefteå,4,keira de veluwe,5,s,sandra eriksson,2140.0,1,2160.0,110000.0,6.0,4.0,boden,sandra eriksson,1.0,2640.0,9.0,3.4,25.0,15.3,skellefteå,sandra eriksson,1.0,2140.0,9.0,2.83,22.0,15.3,skellefteå,sandra eriksson,2.0,1640.0,9.0,1.53,22.0,13.4,boden,sandra eriksson,2.0,2140.0,9.0,3.49,60.0,14.9,lycksele,sandra eriksson,2.0,2140.0,9.0,3.33,25.0,14.9,1,1,1,1,1,5483.165792142293,5143.665449037786,3119.790798145967,5152.164935300037,3325.708165221809,9.0,24.0,14.0,19.0,19.0,0.06601511204873743,17.0,0.3333333333333333,False,True,True,True,True,True,0.04947867892870914,0.06712207906091844,0.0851816371176258,0.03842972328238461
2022-10-01,skellefteå,4,lyckans loes,4,s,ulf ohlsson,2140.0,1,2160.0,110000.0,7.0,1.0,hagmyren,örjan kihlström,15.0,2160.0,1.0,45.31,110.0,13.9,romme,stefan arvidsson,15.0,2140.0,1.0,17.21,30.0,14.4,dannero,daniel wäjersten,2.0,2160.0,1.0,28.5,110.0,15.4,axevalla,örjan kihlström,2.0,2640.0,1.0,76.22,75.0,16.5,dannero,lucas h vikström,2.0,2140.0,1.0,5.21,35.0,15.7,0,1,0,1,1,10.488088481701515,5.477225575051661,6976.064300232707,5760.295513310844,3935.030968151612,21.0,15.0,19.0,23.0,52.0,0.08254795169310916,20.0,0.4666666666666667,False,False,False,False,False,False,0.02203006483427346,0.030130570265087434,0.03967092241868704,0.020429276574170152
2022-10-01,skellefteå,4,nikita sunrise,5,s,roger nilsson,2140.0,1,2180.0,110000.0,1.0,3.0,skellefteå,roger nilsson,5.0,1640.0,1.0,1.94,22.0,15.1,solvalla,erik adielsson,15.0,2640.0,1.0,63.52,200.0,13.2,dannero,ulf ohlsson,5.0,2180.0,1.0,4.52,110.0,15.0,skellefteå,roger nilsson,5.0,1640.0,1.0,2.04,40.0,12.9,skellefteå,sandra eriksson,5.0,2180.0,1.0,7.54,110.0,13.7,0,1,0,1,0,696.1194204199074,14.142135623730953,1556.570344516668,938.6472350101868,1556.570344516668,33.0,12.0,10.0,19.0,24.0,0.1259940154564829,18.0,0.4,True,False,False,True,False,False,0.03662884168439597,0.05708594347597414,0.05842493407365328,0.02793950946709289
2022-10-01,skellefteå,5,dizzy river,11,v,jenny engfors,1640.0,0,1640.0,125000.0,1.0,0.0,solänget,olle wäjersten,1.0,2160.0,2.0,2.07,10.0,15.3,umåker,john östman,15.0,1640.0,2.0,30.94,25.0,14.4,solänget,ulf ohlsson,15.0,2140.0,2.0,51.45,40.0,14.3,hoting,stefan johansson,15.0,2060.0,2.0,20.34,25.0,15.6,lycksele,micael melander,15.0,1640.0,2.0,77.97,25.0,13.3,0,1,1,0,1,3467.858538298206,5.0,6.324555320336759,5.0,5.0,20.0,36.0,5.0,17.0,7.0,0.03817709697551763,80.0,0.5833333333333334,False,False,False,False,False,False,0.019557218034789388,0.021921079785675507,0.05575414812506349,0.02339649303671402
2022-10-01,skellefteå,5,elite b.r.,10,h,john östman,1640.0,0,1640.0,125000.0,2.0,1.0,norge,patrick larsen,3.0,3140.0,,5.2,,16.8,harstad,stian pettersen,2.0,1600.0,,2.6,,11.4,norge,stian pettersen,1.0,1609.0,,3.6,,14.1,norge,stian pettersen,1.0,2120.0,,2.4,,15.9,leangen,helene kolle,1.0,1640.0,,1.57,,30.0,0,1,1,0,1,,,,,,34.0,29.0,14.0,28.0,229.0,0.05039726040686451,79.0,0.5,False,False,False,False,False,False,0.020864538446687085,0.021759557185176318,0.0665911349654086,0.02228522307305936
2022-10-01,skellefteå,5,readly lavec,5,v,oskar j andersson,1640.0,0,1640.0,125000.0,3.0,80.0,solvalla,oskar j andersson,15.0,2140.0,6.0,44.84,1500.0,10.7,bollnäs,oskar j andersson,1.0,1640.0,6.0,3.37,125.0,11.5,årjäng,oskar j andersson,1.0,2640.0,6.0,4.63,125.0,12.8,solvalla,oskar j andersson,1.0,2140.0,6.0,8.38,220.0,12.0,umåker,oskar j andersson,1.0,2140.0,6.0,3.54,110.0,13.0,1,1,1,1,1,38.72983346207417,12260.73144313165,12260.73144313165,16265.698340872146,11501.58559756547,45.0,18.0,14.0,49.0,14.0,0.17039997671733878,0.0,0.08333333333333333,False,False,False,True,True,True,0.6153351777203248,0.2987765686925219,0.07070744320441004,0.6565858426136202
2022-10-01,skellefteå,5,leave your sox on,6,v,ulf ohlsson,1640.0,0,1640.0,125000.0,4.0,1.0,boden,mika forss,15.0,1640.0,3.0,9.8,30.0,19.1,bergsåker,mika forss,15.0,3160.0,3.0,5.47,100.0,14.9,umåker,mika forss,4.0,2560.0,3.0,1.55,75.0,14.4,boden,mika forss,4.0,3180.0,3.0,1.92,60.0,15.6,eskilstuna,santtu raitala,4.0,2140.0,3.0,50.64,250.0,12.2,1,0,0,0,1,5.477225575051661,10.0,2119.09429441916,1895.3755572212776,3868.919155112892,9.0,27.0,14.0,16.0,25.0,0.09331819960354802,79.0,0.5,False,False,False,False,False,False,0.01996681049504251,0.024199242087702234,0.07380167602915735,0.021788449815285656
2022-10-01,skellefteå,5,gazoline mearas,6,v,sandra eriksson,1640.0,0,1640.0,125000.0,5.0,5.0,boden,sandra eriksson,20.0,1640.0,7.0,6.53,30.0,30.0,bergsåker,sandra eriksson,15.0,1640.0,7.0,22.82,125.0,11.8,boden,sandra eriksson,2.0,2140.0,7.0,6.1,100.0,12.4,eskilstuna,petter lundberg,2.0,2140.0,7.0,65.6,250.0,12.1,boden,sandra eriksson,2.0,2640.0,7.0,51.55,125.0,15.0,1,1,1,1,1,0.4495980537908989,11.180339887498947,6651.416330443618,10516.812635120496,7436.509530762067,9.0,26.0,31.0,25.0,14.0,0.077110880440301,75.0,0.25,False,False,False,True,True,True,0.05118215126950515,0.06252590089397132,0.03944069174001689,0.04812925130929868
2022-10-01,skellefteå,5,president lindy,8,h,niko jokela,1640.0,0,1640.0,125000.0,6.0,3.0,boden,niko jokela,2.0,1640.0,1.0,2.36,30.0,13.0,torneå,niko jokela,1.0,1600.0,1.0,2.6,,12.9,uleåborg,jarmo saarela,2.0,2120.0,1.0,70.4,,13.3,uleåborg,niko jokela,2.0,2120.0,1.0,3.2,,13.2,boden,niko jokela,2.0,2140.0,1.0,19.07,100.0,13.0,1,1,1,1,1,3643.130763542206,,,,6651.416330443618,9.0,12.0,14.0,12.0,19.0,0.08169950492007903,77.0,0.3333333333333333,False,False,False,True,True,False,0.03439540678216071,0.052384108191223216,0.06801169129712395,0.029974799597831708
2022-10-01,skellefteå,5,reddington,6,v,robert bergh,1640.0,0,1640.0,125000.0,7.0,6.0,solvalla,robert bergh,5.0,2140.0,9.0,59.84,250.0,12.1,hagmyren,robert bergh,3.0,2140.0,9.0,57.56,125.0,12.0,bollnäs,robert bergh,1.0,2640.0,9.0,10.2,50.0,14.1,bergsåker,rikard n skoglund,1.0,2140.0,9.0,14.59,30.0,30.0,årjäng,carl johan jepson,1.0,2640.0,9.0,48.05,125.0,13.3,1,1,1,1,1,2346.6180875254668,4510.471031652402,7754.367427987846,6006.507181794034,12260.73144313165,7.0,14.0,22.0,8.0,26.0,0.08071969292756828,74.0,0.16666666666666666,False,False,False,True,True,True,0.05634740362760601,0.07315481290854861,0.036702380747582745,0.05542026740008722
2022-10-01,skellefteå,5,mr mah can,5,v,rikard n skoglund,1640.0,0,1640.0,125000.0,8.0,2.0,solänget,rikard n skoglund,1.0,2640.0,5.0,2.94,50.0,15.6,östersund,robert bergh,20.0,2140.0,5.0,1.92,30.0,30.0,solänget,robert bergh,1.0,2140.0,5.0,4.47,40.0,13.6,skellefteå,rikard n skoglund,1.0,2160.0,5.0,4.97,100.0,13.9,mantorp,rikard n skoglund,1.0,2140.0,5.0,22.11,150.0,12.4,1,1,1,0,1,7754.367427987846,0.4495980537908989,6935.717076596412,10966.331584284586,13430.958365832146,11.0,33.0,17.0,37.0,61.0,0.14718522327101988,78.0,0.4166666666666667,False,False,False,True,False,False,0.02820212779966059,0.04046287480300574,0.06949895543325364,0.023338009200765925
2022-10-01,skellefteå,5,even's cool boy,7,h,robert dunder,1640.0,0,1640.0,125000.0,9.0,2.0,bergsåker,robert dunder,6.0,1640.0,1.0,10.23,125.0,11.5,solänget,robert dunder,2.0,2140.0,1.0,6.29,40.0,13.7,östersund,robert dunder,6.0,1640.0,1.0,9.78,125.0,13.2,bollnäs,robert dunder,6.0,2160.0,1.0,4.59,25.0,12.9,solänget,robert dunder,6.0,2160.0,1.0,4.03,25.0,15.1,1,1,1,0,0,1006.422123637454,4206.725054048198,1006.422123637454,450.0856565026091,450.0856565026091,35.0,26.0,51.0,12.0,28.0,0.12804493553613178,78.0,0.4166666666666667,False,False,False,True,True,True,0.027281797244604743,0.037671595552894406,0.03177374330426258,0.022470142509347292
2022-10-01,skellefteå,5,vic de luxe,10,v,ove a lindqvist,1640.0,0,1640.0,125000.0,10.0,0.0,skellefteå,ove a lindqvist,1.0,1660.0,1.0,28.13,22.0,13.5,umåker,micael melander,7.0,1640.0,1.0,40.56,25.0,14.1,umåker,sandra v eriksson,2.0,2160.0,1.0,6.5,10.0,15.0,skellefteå,sören lennartson,2.0,2180.0,1.0,17.17,10.0,15.3,boden,krister söderholm,2.0,2140.0,1.0,116.8,30.0,14.7,0,1,0,0,1,5143.665449037786,272.9907501657212,2103.362527024099,2103.362527024099,3643.130763542206,33.0,23.0,46.0,15.0,18.0,0.04582480444181437,80.0,0.5833333333333334,True,False,False,True,False,False,0.01963948049256064,0.020781309576532663,0.03574015066589672,0.023485793656070664
2022-10-01,skellefteå,5,ava,8,s,hanna olofsson,1640.0,0,1640.0,125000.0,11.0,0.0,boden,hanna olofsson,6.0,2180.0,3.0,7.81,35.0,15.7,solänget,jenny engfors,20.0,2160.0,3.0,3.43,25.0,30.0,skellefteå,jenny engfors,2.0,2140.0,3.0,5.63,25.0,14.6,skellefteå,hanna olofsson,2.0,1640.0,3.0,6.57,40.0,13.7,skellefteå,hanna olofsson,2.0,2180.0,3.0,23.0,110.0,14.2,0,0,0,1,0,532.5485306196407,0.410424993119494,3325.708165221809,4206.725054048198,6976.064300232707,29.0,10.0,8.0,27.0,24.0,0.04357414719169068,80.0,0.5833333333333334,False,False,True,True,False,False,0.01731313394423408,0.017576759637936583,0.03537010565505558,0.019918822066880795
2022-10-01,skellefteå,5,nolimitjimmit,8,v,micael melander,1640.0,0,1640.0,125000.0,12.0,0.0,boden,micael melander,3.0,1640.0,9.0,49.01,30.0,13.2,torneå,hannu torvinen,4.0,1600.0,9.0,28.6,,13.2,harstad,sigmund jakobsen,5.0,1600.0,9.0,3.3,,12.2,bodö,sigmund jakobsen,5.0,1609.0,9.0,2.36,,14.1,lycksele,micael melander,5.0,2140.0,9.0,3.3,35.0,15.2,1,1,1,1,1,2209.670505430644,,,,878.0240901127003,9.0,12.0,42.0,14.0,15.0,0.043548277568126036,80.0,0.5833333333333334,False,False,False,True,False,False,0.01730642607983893,0.01840794487689389,0.03342513877973375,0.020782027185291152
2022-10-01,skellefteå,6,holy moses mearas,5,v,petter lundberg,3140.0,1,3140.0,200000.0,1.0,8.0,bergsåker,sandra eriksson,3.0,3140.0,2.0,14.14,100.0,15.1,umåker,sandra eriksson,2.0,2140.0,2.0,1.28,30.0,14.9,boden,sandra eriksson,1.0,2640.0,2.0,1.46,25.0,15.5,eskilstuna,petter lundberg,1.0,2140.0,2.0,52.78,220.0,13.1,boden,sandra eriksson,1.0,2140.0,2.0,7.07,110.0,15.5,0,1,0,1,0,4034.287934927351,3643.130763542206,5483.165792142293,16265.698340872146,11501.58559756547,36.0,14.0,29.0,12.0,14.0,0.07020048368569971,37.0,0.35714285714285715,False,False,False,False,False,False,0.06304482137895531,0.05377534631341266,0.07019678098089462,0.06646611248698066
2022-10-01,skellefteå,6,pretty devil,5,v,mats e djuse,3140.0,1,3140.0,200000.0,3.0,14.0,torneå,petteri joki,1.0,2100.0,,24.7,,14.7,norge,mats g ringberg,1.0,3100.0,,3.2,,17.6,harstad,ove a lindqvist,2.0,2040.0,,2.0,,13.4,norge,hans christian holm,2.0,1620.0,,1.7,,14.3,skellefteå,ove a lindqvist,2.0,1660.0,,11.78,50.0,12.9,1,0,1,0,0,,,,,4703.261591751624,21.0,13.0,29.0,14.0,21.0,0.05635782466209893,31.0,0.14285714285714285,False,False,False,False,False,False,0.1165031815306254,0.10540585764350854,0.06601089806230412,0.1089659876161275
2022-10-01,skellefteå,6,deliver,6,v,christian månsson,3140.0,1,3140.0,200000.0,4.0,0.0,skellefteå,christian månsson,4.0,2140.0,3.0,5.66,22.0,14.6,skellefteå,christian månsson,2.0,2140.0,3.0,4.51,22.0,15.0,boden,christian månsson,4.0,3160.0,3.0,8.5,60.0,16.4,skellefteå,christian månsson,4.0,1640.0,3.0,29.5,30.0,13.0,lycksele,christian månsson,4.0,3140.0,3.0,5.24,35.0,16.8,1,1,0,1,1,1147.7068953937464,3119.790798145967,1895.3755572212776,1340.2329094063966,1447.6169935559349,19.0,28.0,19.0,8.0,18.0,0.038118690158574046,45.0,0.6428571428571429,True,True,False,True,True,True,0.020072142347873568,0.021416656289550213,0.04308327562973994,0.020414285317145054
2022-10-01,skellefteå,6,rambunctious ravin,6,h,john östman,3140.0,1,3140.0,200000.0,5.0,4.0,norge,hans christian holm,4.0,3120.0,,2.6,,17.4,harstad,gunnar austevoll,1.0,3050.0,,3.4,,15.4,norge,hans christian holm,4.0,1609.0,,2.2,,14.5,norge,sigmund jakobsen,4.0,2120.0,,1.9,,15.8,orkla,hans christian holm,4.0,2300.0,,1.36,,14.1,0,0,1,0,1,,,,,,34.0,29.0,14.0,56.0,34.0,0.06440212704272802,41.0,0.42857142857142855,False,False,False,False,False,False,0.038932634484585886,0.03868100832370416,0.07847617793355983,0.038286515657280557
2022-10-01,skellefteå,6,testa di cavolo,7,v,nicklas westerholm,3140.0,1,3140.0,200000.0,6.0,3.0,årjäng,nicklas westerholm,2.0,2660.0,1.0,2.22,25.0,15.6,bergsåker,nicklas westerholm,2.0,2640.0,1.0,12.35,30.0,13.7,romme,dwight pieters,4.0,3160.0,1.0,22.34,60.0,15.0,dannero,nicklas westerholm,4.0,2640.0,1.0,37.65,100.0,14.3,romme,nicklas westerholm,4.0,3160.0,1.0,22.12,60.0,18.5,0,1,0,1,0,3325.708165221809,3643.130763542206,1895.3755572212776,2446.919322642204,1895.3755572212776,15.0,21.0,11.0,8.0,9.0,0.041726148753536814,42.0,0.5,False,False,False,True,True,False,0.023743655563647523,0.02616959690125591,0.045907331359452325,0.02733833811154009
2022-10-01,skellefteå,6,albert zonett,6,v,rikard n skoglund,3140.0,1,3140.0,200000.0,7.0,9.0,solvalla,björn goop,20.0,2140.0,8.0,42.44,220.0,30.0,bollnäs,kajsa frick,15.0,2140.0,8.0,3.37,25.0,30.0,bergsåker,robert bergh,4.0,2640.0,8.0,31.23,110.0,13.1,östersund,robert dunder,4.0,2160.0,8.0,4.32,25.0,16.3,östersund,robert dunder,4.0,2160.0,8.0,4.9,25.0,14.5,1,1,1,0,0,1.2175172852156155,5.0,2566.350636345657,1223.459661321102,1223.459661321102,7.0,15.0,13.0,40.0,46.0,0.060079048482335196,36.0,0.2857142857142857,False,False,False,False,False,False,0.07871735701906406,0.06005887102512467,0.03545232822331513,0.07024041982539309
