datum,bana,avd,nr,häst,ålder,kön,kusk,lopp_dist,start,dist,pris,spår,streck,vodds,podds,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_odds,h1_pris,h1_kmtid,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_odds,h2_pris,h2_kmtid,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_odds,h3_pris,h3_kmtid,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_odds,h4_pris,h4_kmtid,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_odds,h5_pris,h5_kmtid,bins,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,rel_kr,streck_avst,rel_rank,h1_samma_bana,h2_samma_bana,h3_samma_bana,h1_samma_kusk,h2_samma_kusk,h3_samma_kusk,proba_cat1L1,proba_cat2L1,proba_xgb1L1,proba_xgb2L1,proba_cat1L2,proba_cat2L2,proba_xgb1L2,proba_xgb2L2,Meta,välj
2023-02-04,solvalla,3,2,alone,8,v,örjan kihlström,2140.0,0,2140.0,150000.0,2.0,7.0,5.72,3.1,2023-01-25,solvalla,örjan kihlström,1.0,2140.0,7.0,5.83,60.0,15.3,2023-01-15,romme,jorma kontio,6.0,2140.0,7.0,12.88,40.0,16.0,2022-10-23,solvalla,anders eriksson,20.0,2660.0,7.0,15.74,60.0,30.0,2022-10-12,solvalla,örjan kihlström,20.0,2140.0,7.0,7.96,60.0,13.2,2022-09-19,romme,mats e djuse,20.0,2140.0,7.0,13.8,40.0,13.2,6,1,1,0,1,1,8494.48391898452,569.3183266881678,0.6358276652876376,0.6358276652876376,0.5191511147666147,10.0,10.0,84.0,11.0,23.0,0.0799724820439025,58.0,0.25,False,False,False,True,False,False,0.0942994983132829,0.0799920449796289,0.00086416793,0.0018370845,0.0153676096444648,0.0147122027065118,0.0020492054,0.0010785015,0.0047279465723602,False
2023-02-04,solvalla,3,4,chestnut hill,6,h,rikard n skoglund,2140.0,0,2140.0,150000.0,4.0,1.0,34.68,7.11,2023-01-25,solvalla,rikard n skoglund,2.0,2140.0,10.0,37.16,60.0,15.3,2023-01-07,färjestad,örjan kihlström,20.0,2140.0,10.0,8.1,150.0,30.0,2022-12-14,solvalla,örjan kihlström,6.0,2140.0,10.0,34.17,100.0,14.8,2022-11-25,solvalla,ulf ohlsson,6.0,1640.0,10.0,68.88,100.0,11.7,2022-11-16,solvalla,björn goop,6.0,2140.0,10.0,35.06,100.0,12.7,22,1,1,1,1,1,5152.164935300037,1.005331810828057,900.1713130052182,900.1713130052182,900.1713130052182,10.0,18.0,24.0,19.0,9.0,0.1862574317415836,64.0,0.5,False,False,False,True,False,False,0.0356994984940672,0.029100035405192,0.001048698,0.0018383451,0.0107436221923723,0.0081111983616937,0.0010926017,0.0011793158,0.0032552319359937,False
2023-02-04,solvalla,3,1,super nice,10,h,martin malmqvist,2140.0,0,2140.0,150000.0,1.0,2.0,5.45,2.89,2023-01-28,halmstad,martin malmqvist,5.0,1640.0,2.0,31.46,150.0,13.1,2023-01-14,kalmar,martin malmqvist,5.0,2140.0,2.0,128.16,150.0,13.4,2022-11-12,eskilstuna,torbjörn jansson,15.0,2140.0,2.0,107.8,150.0,13.4,2022-11-05,visby,martin malmqvist,15.0,1620.0,2.0,3.1,30.0,12.8,2022-10-11,visby,martin malmqvist,15.0,1620.0,2.0,2.8,25.0,12.7,5,1,1,1,1,1,1817.6825545790464,1817.6825545790464,12.24744871391589,5.477225575051661,5.0,7.0,14.0,63.0,7.0,25.0,0.0854781770826759,63.0,0.4166666666666667,False,False,False,True,True,False,0.0405055717620147,0.0342320413004022,0.00043024463,0.0016226696,0.0088602631065771,0.0075194822959333,0.0002969666,0.00044403278,0.0017216279396526,False
2023-02-04,solvalla,4,3,bottoms up broline,4,v,jorma kontio,2140.0,0,2140.0,300000.0,3.0,8.0,23.79,4.02,2022-11-25,solvalla,jorma kontio,2.0,2640.0,5.0,1.75,40.0,16.3,2022-11-16,solvalla,jorma kontio,1.0,2140.0,5.0,1.87,40.0,15.0,2022-10-19,solvalla,jorma kontio,3.0,2140.0,5.0,3.92,60.0,13.8,2022-10-05,solvalla,andreas lövdal,3.0,2140.0,5.0,5.14,60.0,14.3,2022-09-21,solvalla,jorma kontio,3.0,2140.0,5.0,6.47,60.0,16.0,19,1,1,1,1,0,4206.725054048198,6935.717076596412,3124.9459971558285,3124.9459971558285,3124.9459971558285,71.0,9.0,28.0,14.0,14.0,0.0784999010218639,21.0,0.3636363636363636,False,False,False,True,True,True,0.0598612044445275,0.0798686260907396,0.060151584,0.07164749,0.0146442055052051,0.0150287349136076,0.021843337,0.024496367,0.0185247444158208,False
2023-02-04,solvalla,4,6,byron face,4,v,daniel wäjersten,2140.0,0,2140.0,300000.0,6.0,10.0,29.22,3.0,2023-01-25,bergsåker,daniel wäjersten,2.0,2140.0,3.0,1.21,60.0,15.4,2022-11-06,bergsåker,daniel wäjersten,1.0,2140.0,3.0,1.78,50.0,14.4,2022-10-26,bergsåker,daniel wäjersten,1.0,2140.0,3.0,1.43,50.0,15.0,2022-10-19,solvalla,daniel wäjersten,1.0,2140.0,3.0,19.66,60.0,14.0,2022-08-07,dannero,daniel wäjersten,1.0,2140.0,3.0,4.08,40.0,15.6,21,1,1,1,1,1,5152.164935300037,7754.367427987846,7754.367427987846,8494.48391898452,6935.717076596412,10.0,80.0,11.0,7.0,73.0,0.0783292490631207,19.0,0.2727272727272727,False,False,False,True,True,True,0.0956554826867369,0.0941420514482573,0.07466378,0.0797299,0.0200577749246996,0.0201822976932694,0.013368048,0.013031558,0.0162959402652906,False
2023-02-04,solvalla,4,9,mister jigolo,4,v,carl johan jepson,2140.0,0,2140.0,300000.0,9.0,5.0,17.39,7.4,2023-01-04,solvalla,björn goop,1.0,2640.0,11.0,4.51,80.0,17.2,2022-12-10,åby,björn goop,1.0,2640.0,11.0,2.51,40.0,16.3,2022-12-04,mantorp,björn goop,4.0,2140.0,11.0,2.15,40.0,16.0,2022-11-23,solvalla,carl johan jepson,4.0,2640.0,11.0,1.99,40.0,17.1,2022-10-19,åby,björn goop,4.0,2140.0,11.0,2.39,30.0,16.9,16,0,0,1,0,0,9808.58515450532,6935.717076596412,1547.5676620451568,1547.5676620451568,1340.2329094063966,31.0,25.0,6.0,11.0,35.0,0.1368628709120323,24.0,0.4545454545454545,False,False,False,False,False,False,0.0455874595334235,0.0491185987415826,0.033666916,0.046883423,0.013621727388863,0.0129939792341714,0.01309467,0.016313529,0.0139445404484096,False
2023-02-04,solvalla,4,8,bottnas justin,4,v,örjan kihlström,2140.0,0,2140.0,300000.0,8.0,4.0,4.88,4.52,2023-01-18,solvalla,jorma kontio,1.0,1640.0,6.0,2.96,80.0,12.8,2022-12-28,örebro,jorma kontio,3.0,2609.0,6.0,5.5,100.0,14.9,2022-12-12,gävle,jorma kontio,1.0,2140.0,6.0,2.64,40.0,16.7,2022-11-27,färjestad,carl johan jepson,1.0,2140.0,6.0,8.22,40.0,15.4,2022-10-29,romme,jorma kontio,1.0,2140.0,6.0,16.48,40.0,15.2,5,1,1,1,1,1,9808.58515450532,4034.287934927351,6935.717076596412,6935.717076596412,6935.717076596412,17.0,21.0,16.0,15.0,29.0,0.1053161498187676,25.0,0.5454545454545454,False,False,False,False,False,False,0.038859726349407,0.0408397875799853,0.038400657,0.049470883,0.0123276125737377,0.0101886184168912,0.015390869,0.017184967,0.0135005522006522,False
2023-02-04,solvalla,4,10,bugatti hall,4,v,claes sjöström,2140.0,0,2140.0,300000.0,10.0,3.0,5.95,2.2,2023-01-11,solvalla,claes sjöström,2.0,2140.0,5.0,5.24,80.0,14.6,2022-12-16,solvalla,claes sjöström,1.0,2140.0,5.0,1.47,40.0,16.4,2022-11-30,solvalla,claes sjöström,2.0,2140.0,5.0,2.43,40.0,15.2,2022-11-05,visby,claes sjöström,2.0,1620.0,5.0,1.43,20.0,16.2,2022-10-19,solvalla,claes sjöström,2.0,2140.0,5.0,7.41,40.0,14.4,6,1,1,1,1,1,5949.207624609654,6935.717076596412,4206.725054048198,2974.603812304827,4206.725054048198,24.0,26.0,16.0,25.0,17.0,0.0573390581377093,26.0,0.6363636363636364,False,False,False,True,True,True,0.0310389247377701,0.0351990672143969,0.02667527,0.03697562,0.0100928160290557,0.0072365893741142,0.0072689005,0.008828088,0.0082740932839402,False
2023-02-04,solvalla,4,12,vanity flair,4,h,kevin oscarsson,2140.0,0,2140.0,300000.0,12.0,1.0,27.29,15.41,2022-12-23,halmstad,kevin oscarsson,2.0,2640.0,9.0,7.78,110.0,16.5,2022-12-02,kalmar,christoffer eriksson,20.0,2140.0,9.0,28.42,150.0,30.0,2022-11-17,åby,kevin oscarsson,1.0,2640.0,9.0,3.63,50.0,15.5,2022-10-28,kalmar,kim eriksson,1.0,2140.0,9.0,3.15,40.0,15.0,2022-10-22,jägersro,erik adielsson,1.0,2140.0,9.0,16.44,35.0,15.7,20,1,1,1,1,0,6976.064300232707,1.005331810828057,7754.367427987846,6935.717076596412,6487.769258055282,43.0,21.0,15.0,20.0,6.0,0.0741551021522625,28.0,0.7272727272727273,False,False,False,True,False,True,0.0287956928175019,0.0238450782558104,0.02440498,0.023404201,0.0087811469104307,0.0070047449880007,0.0085496195,0.0055218083,0.0073407920299871,False
2023-02-04,solvalla,4,11,sandokan,4,v,emilia leo,2140.0,0,2140.0,300000.0,11.0,1.0,18.35,10.58,2023-01-25,solvalla,carl johan jepson,2.0,2140.0,5.0,3.14,80.0,17.0,2023-01-04,solvalla,emilia leo,1.0,2140.0,5.0,5.15,60.0,15.2,2022-12-13,axevalla,carl johan jepson,1.0,2140.0,5.0,1.82,25.0,17.7,2022-11-26,axevalla,emilia leo,1.0,2140.0,5.0,5.32,25.0,17.1,2022-11-22,färjestad,carl johan jepson,1.0,2140.0,5.0,3.58,40.0,30.0,17,0,1,0,0,0,5949.207624609654,8494.48391898452,5483.165792142293,5483.165792142293,6935.717076596412,10.0,21.0,22.0,17.0,4.0,0.0861792391653071,28.0,0.7272727272727273,False,False,False,False,True,False,0.0273657468649961,0.0231375734142012,0.024896026,0.023032805,0.009007262760992,0.0064021227720865,0.005606347,0.005231827,0.0064130193461819,False
2023-02-04,solvalla,4,7,portofino,4,v,jimmy dahlman,2140.0,0,2140.0,300000.0,7.0,1.0,81.63,14.08,2023-01-25,solvalla,jimmy dahlman,1.0,2140.0,10.0,14.5,80.0,16.9,2023-01-18,solvalla,jimmy dahlman,4.0,1640.0,10.0,65.84,80.0,13.4,2022-11-29,gävle,jorma kontio,3.0,2140.0,10.0,5.68,25.0,15.5,2022-11-12,bergsåker,jimmy dahlman,3.0,2140.0,10.0,6.83,30.0,15.3,2022-10-31,rättvik,jorma kontio,3.0,2140.0,10.0,6.6,22.0,15.9,29,0,1,0,1,1,9808.58515450532,2188.591176354283,2017.143967463676,2209.670505430644,1892.2487709648767,10.0,7.0,50.0,17.0,12.0,0.0676532625241472,28.0,0.7272727272727273,False,False,False,True,True,False,0.0237390228571956,0.0200860175817055,0.0008792744,0.006996235,0.0075678733749332,0.0051495655335019,0.0009477905,0.0009546863,0.0024368532426646,False
2023-02-04,solvalla,5,5,shapes,7,v,björn goop,2140.0,0,2140.0,250000.0,5.0,19.0,13.04,2.66,2023-01-21,östersund,torbjörn jansson,2.0,2140.0,5.0,6.8,125.0,14.2,2023-01-07,färjestad,björn goop,1.0,2140.0,5.0,10.04,125.0,14.6,2022-12-31,axevalla,björn goop,5.0,2660.0,5.0,24.51,593.0,16.6,2022-12-21,åby,björn goop,5.0,2140.0,5.0,2.02,60.0,15.2,2022-12-04,mantorp,björn goop,5.0,2140.0,5.0,3.55,50.0,14.1,13,1,1,0,1,1,7436.509530762067,12260.73144313165,3614.0965975358745,1149.6033871246218,1049.439512187499,14.0,14.0,7.0,10.0,17.0,0.0689741213374206,1.0,0.1666666666666666,False,False,False,False,True,True,0.2081246419120719,0.1931375750099192,0.17758106,0.1499358,0.0432942282209346,0.0408165357384956,0.009254716,0.007496351,0.0187119819956445,False
2023-02-04,solvalla,5,3,kimi di quattro,6,v,markus b svedberg,2140.0,0,2140.0,250000.0,3.0,7.0,11.38,5.2,2023-01-07,färjestad,claes sjöström,3.0,2140.0,4.0,16.72,125.0,14.7,2022-12-26,solvalla,markus b svedberg,6.0,2140.0,4.0,75.19,250.0,14.7,2022-12-17,romme,claes sjöström,5.0,1640.0,4.0,7.56,125.0,12.1,2022-12-07,solvalla,agnes larsson,5.0,2140.0,4.0,5.58,50.0,15.9,2022-11-12,eskilstuna,markus b svedberg,5.0,3180.0,4.0,11.35,100.0,15.5,12,1,1,1,1,0,4510.471031652402,1423.2958167204197,1659.309562544265,1049.439512187499,1484.131591025766,28.0,12.0,9.0,10.0,25.0,0.1061524203322164,13.0,0.5,False,False,False,False,True,False,0.0605743785213913,0.0547057433372545,0.026869949,0.052323595,0.0127693852230231,0.0131532730330613,0.009053803,0.009197318,0.0108748685800807,False
2023-02-04,solvalla,5,1,call me brodda,8,s,stefan persson,2140.0,0,2140.0,250000.0,1.0,6.0,36.6,2.18,2023-01-14,kalmar,örjan kihlström,1.0,1640.0,1.0,12.95,125.0,12.9,2022-12-31,axevalla,stefan persson,8.0,1640.0,1.0,37.4,125.0,14.5,2022-12-23,halmstad,stefan persson,8.0,2140.0,1.0,15.02,125.0,14.5,2022-12-14,jägersro,johnny takter,8.0,1640.0,1.0,12.89,60.0,12.7,2022-12-02,kalmar,stefan persson,8.0,1640.0,1.0,5.99,40.0,12.5,23,1,1,0,1,1,12260.73144313165,370.24200842632285,370.24200842632285,256.51118787629423,209.44050787070375,21.0,14.0,8.0,9.0,12.0,0.0554320563588404,14.0,0.5833333333333334,False,False,False,False,True,True,0.0405497464948909,0.0419110877148368,0.04460376,0.08389656,0.0105299307737023,0.0089529884415836,0.013038467,0.010471028,0.0106512934136822,False
2023-02-04,solvalla,5,9,a good point,6,h,adrian kolgjini,2140.0,0,2140.0,250000.0,9.0,1.0,99.99,41.87,2022-12-23,halmstad,adrian kolgjini,4.0,2140.0,11.0,35.13,125.0,14.4,2022-11-09,åby,kevin oscarsson,15.0,2180.0,11.0,21.85,60.0,17.2,2022-10-08,åby,kevin oscarsson,15.0,2640.0,11.0,213.51,500.0,13.1,2022-09-13,axevalla,kevin oscarsson,15.0,2140.0,11.0,9.15,40.0,13.6,2022-09-03,jägersro,kevin oscarsson,15.0,2140.0,11.0,68.46,125.0,13.6,29,0,0,1,1,1,2735.738970442854,7.745966692414834,22.360679774997894,6.324555320336759,11.180339887498947,43.0,44.0,32.0,25.0,10.0,0.1021439172504974,19.0,0.75,False,False,False,True,False,False,0.0327792375745054,0.0263761690593193,0.0008133143,0.0017451829,0.0097210985779971,0.0071809291507901,0.0011383761,0.0007161748,0.0027466302094733,False
2023-02-04,solvalla,5,6,hurricane river,8,v,christoffer eriksson,2140.0,0,2140.0,250000.0,6.0,2.0,99.99,24.02,2023-01-14,kalmar,christoffer eriksson,5.0,1640.0,5.0,16.88,125.0,13.2,2022-12-31,axevalla,åke svanstedt,20.0,1640.0,5.0,4.19,125.0,30.0,2022-12-23,halmstad,christoffer eriksson,2.0,2140.0,5.0,5.99,125.0,14.1,2022-12-10,åby,christoffer eriksson,2.0,2640.0,5.0,32.66,125.0,14.8,2022-12-02,kalmar,christoffer eriksson,2.0,1640.0,5.0,8.58,40.0,12.9,29,1,1,0,1,1,1659.309562544265,0.917738184280072,7436.509530762067,7436.509530762067,4206.725054048198,21.0,14.0,8.0,13.0,8.0,0.0558889673810897,18.0,0.6666666666666666,False,False,False,True,False,True,0.032712989130074,0.0294524928980548,0.000664777,0.0016885655,0.0097063452237414,0.0069113422248979,0.0008528003,0.0007472648,0.0025570251967915,False
2023-02-04,solvalla,5,12,arvid s.h.,8,v,thomas uhrberg,2140.0,0,2140.0,250000.0,12.0,2.0,99.99,9.61,2023-01-14,kalmar,thomas uhrberg,4.0,1640.0,6.0,9.62,125.0,13.2,2022-12-31,axevalla,thomas uhrberg,1.0,1640.0,6.0,2.62,125.0,13.6,2022-12-14,jägersro,thomas uhrberg,2.0,1640.0,6.0,33.27,60.0,12.4,2022-12-02,kalmar,fredrik persson,2.0,1640.0,6.0,15.07,40.0,12.9,2022-11-19,jägersro,thomas uhrberg,2.0,2140.0,6.0,49.6,125.0,12.1,29,1,1,1,1,1,2735.738970442854,12260.73144313165,5152.164935300037,4206.725054048198,7436.509530762067,21.0,14.0,17.0,12.0,13.0,0.0653026306409068,18.0,0.6666666666666666,False,False,False,True,True,True,0.0365580866557608,0.0311331284131708,0.00054389227,0.0017588682,0.0097426318272394,0.00782143397107,0.0007836859,0.0006954131,0.002538556833946,False
2023-02-04,solvalla,5,7,vacqueyras,14,v,rikard n skoglund,2140.0,0,2140.0,250000.0,7.0,0.0,6.95,6.5,2023-01-27,romme,thomas åhlund,15.0,2160.0,4.0,49.22,40.0,30.0,2023-01-21,östersund,thomas åhlund,7.0,2140.0,4.0,116.89,125.0,14.6,2023-01-11,bergsåker,thomas åhlund,7.0,1640.0,4.0,77.8,100.0,14.4,2022-12-26,solvalla,nicole melberg,7.0,2140.0,4.0,52.13,50.0,30.0,2022-12-07,solvalla,thomas åhlund,7.0,1640.0,4.0,216.07,60.0,14.0,7,0,1,1,1,1,6.324555320336759,610.4258745992146,545.9815003314424,386.0672212867682,422.9154516242031,8.0,6.0,10.0,16.0,19.0,0.0270549654238254,20.0,0.8333333333333334,False,False,False,False,False,False,0.0206510566103741,0.0149497878167066,6.6673274e-05,0.0013945802,0.0057562652131038,0.004546250093789,0.00021568111,0.000376799,0.0012076163708294,False
2023-02-04,solvalla,6,3,hera hammering,5,s,per lennartsson,2140.0,1,2140.0,220000.0,3.0,8.0,8.46,4.44,2023-01-21,östersund,per lennartsson,2.0,2140.0,6.0,4.55,110.0,15.7,2023-01-09,örebro,rikard n skoglund,1.0,2160.0,6.0,2.92,25.0,15.8,2022-12-23,romme,rikard n skoglund,1.0,2140.0,6.0,5.21,10.0,16.2,2022-10-19,solvalla,per lennartsson,1.0,2640.0,6.0,33.76,40.0,16.2,2022-10-12,solvalla,per lennartsson,1.0,2140.0,6.0,39.54,60.0,14.8,9,0,0,1,0,1,6976.064300232707,5483.165792142293,3467.858538298206,6935.717076596412,8494.48391898452,14.0,12.0,17.0,65.0,7.0,0.0309390842717637,15.0,0.2666666666666666,False,False,False,True,False,False,0.0848862253453206,0.0884770378970989,0.12106928,0.100603044,0.0169867536846234,0.0163507089210394,0.02248021,0.018325206,0.0183917922347789,False
2023-02-04,solvalla,6,11,sanibel,5,s,victor rosleff,2140.0,1,2160.0,220000.0,5.0,3.0,19.86,9.5,2023-01-28,halmstad,victor rosleff,4.0,2160.0,6.0,14.02,110.0,15.4,2023-01-14,kalmar,victor rosleff,20.0,2140.0,6.0,10.67,110.0,30.0,2022-12-23,halmstad,victor rosleff,1.0,2160.0,6.0,5.43,110.0,15.1,2022-12-14,jägersro,victor rosleff,1.0,2640.0,6.0,5.03,50.0,14.8,2022-12-05,halmstad,victor rosleff,1.0,2140.0,6.0,3.11,60.0,14.0,17,0,1,0,1,1,2566.350636345657,0.8609147285877977,11501.58559756547,7754.367427987846,8494.48391898452,7.0,14.0,22.0,9.0,9.0,0.0751316458955292,20.0,0.5333333333333333,False,False,False,True,True,True,0.044100392225436,0.0409719593267266,0.13247344,0.12663123,0.0132241622357078,0.0128324910676557,0.027359277,0.023205997,0.0181174052560271,False
2023-02-04,solvalla,6,8,readly's dream,5,s,erik adielsson,2140.0,1,2160.0,220000.0,2.0,1.0,9.12,7.44,2023-01-14,kalmar,johan untersteiner,7.0,2140.0,10.0,30.04,110.0,14.4,2022-12-23,halmstad,johan untersteiner,3.0,2140.0,10.0,5.4,110.0,14.6,2022-11-09,åby,johan untersteiner,15.0,3160.0,10.0,10.53,70.0,15.8,2022-10-30,solvalla,johan untersteiner,15.0,2140.0,10.0,68.56,200.0,13.0,2022-10-10,färjestad,johan untersteiner,15.0,2140.0,10.0,67.77,110.0,13.2,10,1,1,0,1,1,572.6302284848314,4231.196882217894,8.366600265340756,14.142135623730953,10.488088481701515,21.0,22.0,44.0,10.0,20.0,0.119511178407008,22.0,0.6666666666666666,False,False,False,False,False,False,0.0361994435808882,0.0261243162745496,0.11315762,0.08586315,0.00982511279178,0.0091398240029176,0.033865083,0.035132464,0.0180794008172283,False
2023-02-04,solvalla,6,10,loaded leila,5,s,markus b svedberg,2140.0,1,2160.0,220000.0,4.0,1.0,56.33,7.14,2023-01-11,solvalla,örjan kihlström,15.0,2160.0,7.0,3.24,80.0,16.7,2022-12-31,axevalla,markus b svedberg,1.0,2160.0,7.0,10.22,110.0,16.6,2022-12-02,solvalla,markus b svedberg,2.0,2140.0,7.0,4.01,40.0,14.6,2022-11-16,solvalla,markus b svedberg,2.0,2160.0,7.0,4.52,60.0,14.4,2022-10-11,bollnäs,markus b svedberg,2.0,2140.0,7.0,62.05,110.0,30.0,26,0,0,1,0,1,8.94427190999916,11501.58559756547,4206.725054048198,5152.164935300037,6976.064300232707,24.0,11.0,29.0,16.0,36.0,0.0738994770945337,22.0,0.6666666666666666,False,False,False,False,True,True,0.0355497087489144,0.0264706450077637,0.08666926,0.09771975,0.0100410893920047,0.0080754395912652,0.020879624,0.023999847,0.014197750582874,False
2023-02-04,solvalla,6,14,seventh heaven,5,s,christoffer eriksson,2140.0,1,2160.0,220000.0,8.0,1.0,4.0,1.24,2023-01-14,kalmar,christoffer eriksson,5.0,2140.0,9.0,45.39,110.0,14.3,2023-01-04,jägersro,christoffer eriksson,4.0,2160.0,9.0,8.5,60.0,15.0,2022-12-23,halmstad,christoffer eriksson,2.0,2140.0,9.0,13.03,110.0,14.5,2022-12-02,kalmar,christoffer eriksson,2.0,2180.0,9.0,3.05,50.0,15.1,2022-11-19,jägersro,magnus a djuse,2.0,2160.0,9.0,17.43,110.0,13.7,3,1,0,1,0,0,1556.570344516668,1895.3755572212776,6976.064300232707,4703.261591751624,6976.064300232707,21.0,10.0,12.0,21.0,13.0,0.0786473116038424,22.0,0.6666666666666666,False,False,False,True,True,True,0.0362705251403714,0.0251672940031587,0.0604289,0.06423,0.0092273065460015,0.007076854640677,0.028308216,0.0128217265,0.0124077650224108,False
2023-02-04,solvalla,6,13,north dakota,6,s,carl johan jepson,2140.0,1,2160.0,220000.0,7.0,1.0,14.11,4.22,2023-01-28,halmstad,kim eriksson,15.0,2160.0,1.0,51.45,110.0,15.9,2023-01-14,kalmar,örjan kihlström,8.0,2140.0,1.0,25.09,110.0,14.6,2022-12-23,halmstad,carl johan jepson,4.0,2140.0,1.0,24.7,110.0,14.8,2022-12-10,åby,carl johan jepson,4.0,1640.0,1.0,19.0,110.0,14.2,2022-11-27,färjestad,carl johan jepson,4.0,2180.0,1.0,3.63,40.0,13.2,14,0,1,1,1,0,10.488088481701515,347.31779025430075,2566.350636345657,2566.350636345657,1547.5676620451568,7.0,14.0,22.0,13.0,13.0,0.0540683026108492,22.0,0.6666666666666666,False,False,False,False,False,True,0.0293307280465531,0.0217381702373403,0.03295846,0.03004785,0.0081242486481235,0.006235249325465,0.0066729584,0.007036238,0.0069835137344825,False
2023-02-04,solvalla,6,6,queen,5,s,björn goop,2140.0,1,2140.0,220000.0,6.0,5.0,12.66,3.97,2023-01-21,östersund,torbjörn jansson,4.0,2140.0,4.0,10.78,110.0,16.0,2023-01-11,solvalla,peter zadel,4.0,2140.0,4.0,3.78,60.0,15.7,2022-12-31,axevalla,björn goop,6.0,2140.0,4.0,7.31,110.0,17.6,2022-12-21,åby,björn goop,6.0,2140.0,4.0,4.05,60.0,16.0,2022-12-09,solvalla,björn goop,6.0,2140.0,4.0,2.72,40.0,15.0,13,0,1,0,1,1,2566.350636345657,1895.3755572212776,944.107637948816,697.2697008005748,569.3183266881678,14.0,10.0,11.0,10.0,12.0,0.0544545047723552,18.0,0.4,False,False,False,False,False,True,0.0569936848257924,0.0573710443670939,0.0011107816,0.0017479989,0.0128407485260407,0.012069688804979,0.0018827349,0.0015089241,0.0045807410854396,False
2023-02-04,solvalla,6,2,beawinner,5,s,emilia leo,2140.0,1,2140.0,220000.0,2.0,8.0,28.66,6.27,2023-01-17,bergsåker,emilia leo,1.0,1640.0,2.0,3.16,40.0,14.5,2023-01-07,färjestad,emilia leo,2.0,2140.0,2.0,16.57,110.0,15.1,2022-12-22,gävle,emilia leo,20.0,1640.0,2.0,11.92,40.0,30.0,2022-11-24,rättvik,emilia leo,20.0,2140.0,2.0,2.95,25.0,14.2,2022-11-13,eskilstuna,emilia leo,20.0,2140.0,2.0,51.15,100.0,13.6,21,0,0,1,1,1,6935.717076596412,6976.064300232707,0.5191511147666147,0.410424993119494,0.820849986238988,18.0,10.0,16.0,28.0,11.0,0.0465189698823615,15.0,0.2666666666666666,False,False,False,True,True,True,0.1043799622304097,0.0921582045831306,0.0004393384,0.0017443838,0.0164899158730393,0.0170980236999361,0.0010914507,0.00090324425,0.0040831319916082,False
2023-02-04,solvalla,6,4,primadonna tile,6,s,johan untersteiner,2140.0,1,2140.0,220000.0,4.0,4.0,6.91,2.88,2023-01-14,kalmar,johan untersteiner,15.0,2160.0,8.0,12.36,110.0,15.0,2022-12-23,halmstad,peter ingves,2.0,2160.0,8.0,24.27,110.0,15.2,2022-12-10,åby,johan untersteiner,6.0,2160.0,8.0,7.19,110.0,14.9,2022-11-26,solvalla,johan untersteiner,6.0,2140.0,8.0,16.7,220.0,14.8,2022-11-08,jägersro,johan untersteiner,6.0,2160.0,8.0,2.04,35.0,14.8,7,0,0,0,0,0,10.488088481701515,6976.064300232707,944.107637948816,1335.169825927243,532.5485306196407,21.0,22.0,13.0,14.0,18.0,0.0668957315465864,19.0,0.4666666666666667,False,False,False,True,False,True,0.0393789996383032,0.0426117445297937,0.0009816651,0.0017805438,0.0108167208481022,0.0105538243086522,0.00159269,0.0013877589,0.0039855447341992,False
2023-02-04,solvalla,6,7,tasherit,6,s,hans crebas,2140.0,1,2160.0,220000.0,1.0,2.0,60.96,10.67,2023-01-14,kalmar,hans crebas,2.0,2160.0,2.0,10.73,110.0,14.4,2022-12-26,solvalla,hans crebas,15.0,2160.0,2.0,41.5,220.0,15.3,2022-12-10,åby,kim eriksson,2.0,2160.0,2.0,24.36,110.0,14.5,2022-11-23,solvalla,hans crebas,2.0,2160.0,2.0,8.53,110.0,14.6,2022-11-13,eskilstuna,torbjörn jansson,2.0,2160.0,2.0,24.66,110.0,14.5,27,0,0,0,0,0,6976.064300232707,14.832396974191326,6976.064300232707,6976.064300232707,6976.064300232707,21.0,19.0,16.0,17.0,10.0,0.0329681781679305,21.0,0.6,False,False,False,True,True,False,0.0330770036183386,0.0292742023759029,0.00083145255,0.001706789,0.0099747434028091,0.0078182436887495,0.0010928502,0.0009584454,0.0030063167940068,False
