datum,bana,avd,nr,häst,ålder,kön,kusk,lopp_dist,start,dist,pris,spår,streck,vodds,podds,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_odds,h1_pris,h1_kmtid,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_odds,h2_pris,h2_kmtid,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_odds,h3_pris,h3_kmtid,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_odds,h4_pris,h4_kmtid,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_odds,h5_pris,h5_kmtid,bins,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,rel_kr,streck_avst,rel_rank,h1_samma_bana,h2_samma_bana,h3_samma_bana,h1_samma_kusk,h2_samma_kusk,h3_samma_kusk,proba_cat1L1,proba_cat2L1,proba_xgb1L1,proba_xgb2L1,proba_cat1L2,proba_cat2L2,proba_xgb1L2,proba_xgb2L2,Meta,välj
2023-02-04,solvalla,7,8,lucky guy boko,5,v,joakim lövgren,2140.0,0,2140.0,220000.0,8.0,4.0,99.99,4.59,2023-01-14,kalmar,joakim lövgren,2.0,2640.0,3.0,2.31,110.0,14.7,2022-12-26,solvalla,joakim lövgren,2.0,2140.0,3.0,4.25,220.0,14.7,2022-12-11,kalmar,joakim lövgren,1.0,2140.0,3.0,1.49,40.0,14.3,2022-11-19,jägersro,tyler mifsud,1.0,1640.0,3.0,13.29,110.0,11.6,2022-10-08,åby,tyler mifsud,1.0,2140.0,3.0,8.91,150.0,12.0,29,0,1,1,1,1,6976.064300232707,9865.64474537587,6935.717076596412,11501.58559756547,13430.958365832146,21.0,19.0,15.0,22.0,42.0,0.1251436679673643,58.0,0.3333333333333333,False,False,False,True,True,True,0.0944821600858902,0.0734312985519631,0.09770903,0.12266781,0.0199578429630118,0.0204466043430632,0.025926292,0.026914503,0.0231001815533552,True
2023-02-04,solvalla,1,9,jello w.,7,v,björn goop,2140.0,0,2140.0,220000.0,9.0,15.0,8.4,4.59,2023-01-14,kalmar,thomas uhrberg,20.0,2640.0,11.0,8.82,110.0,30.0,2022-12-23,halmstad,thomas uhrberg,1.0,2140.0,11.0,13.97,110.0,13.6,2022-12-04,mantorp,björn goop,1.0,2640.0,11.0,1.71,40.0,15.2,2022-11-17,åby,stig-christer westrum,1.0,2140.0,11.0,5.04,40.0,15.1,2022-10-27,åby,björn goop,1.0,2640.0,11.0,11.57,40.0,14.6,9,0,1,1,1,1,0.8609147285877977,11501.58559756547,6935.717076596412,6935.717076596412,6935.717076596412,21.0,22.0,19.0,17.0,21.0,0.0577469683064394,28.0,0.1666666666666666,False,False,False,False,False,True,0.1298360761552486,0.1357237308691515,0.18111178,0.22428851,0.0236664463303069,0.0274752845119546,0.03952978,0.045634534,0.0329096544325367,False
2023-02-04,solvalla,1,7,bottnas idol,5,h,preben sövik,2140.0,0,2140.0,220000.0,7.0,6.0,9.23,4.3,2023-01-14,kalmar,preben sövik,1.0,2140.0,5.0,11.19,110.0,13.5,2022-12-31,axevalla,preben sövik,8.0,2640.0,5.0,25.05,593.0,17.5,2022-12-14,jägersro,preben sövik,2.0,2640.0,5.0,2.9,50.0,14.9,2022-11-17,åby,ken ecce olsen,2.0,2640.0,5.0,3.05,40.0,15.4,2022-09-24,solvalla,preben sövik,2.0,3140.0,5.0,38.81,300.0,14.5,10,1,0,1,1,0,11501.58559756547,806.4139526000749,4703.261591751624,4206.725054048198,11520.591026621689,21.0,14.0,17.0,27.0,54.0,0.1324990421541285,37.0,0.4166666666666667,False,False,False,True,True,True,0.0588982099682841,0.056395008077723,0.15328835,0.15740393,0.0158650367572593,0.0172735511839724,0.03867387,0.02804974,0.0233502908186918,False
2023-02-04,solvalla,1,12,friend of elves,4,h,örjan kihlström,2140.0,0,2140.0,220000.0,12.0,6.0,12.48,2.78,2023-01-14,kalmar,örjan kihlström,3.0,2140.0,8.0,6.68,110.0,13.8,2022-12-28,örebro,magnus jakobsson,1.0,1609.0,8.0,5.18,100.0,13.3,2022-12-14,solvalla,gustav hellman,1.0,2140.0,8.0,4.02,40.0,14.6,2022-11-21,mantorp,kenneth haugstad,1.0,1640.0,8.0,5.62,30.0,13.0,2022-11-07,mantorp,tobias j gustafsson,1.0,1640.0,8.0,6.89,25.0,30.0,13,1,1,1,1,1,4231.196882217894,10966.331584284586,6935.717076596412,6006.507181794034,5483.165792142293,21.0,17.0,14.0,23.0,14.0,0.1156899608842476,37.0,0.4166666666666667,False,False,False,True,False,False,0.0590781306397218,0.0605552202495499,0.031575184,0.06497034,0.012835390854431,0.0124435527481963,0.019763771,0.02105866,0.0160569668853508,False
2023-02-04,solvalla,1,1,inge b.svärlig,8,v,ulf ohlsson,2140.0,0,2140.0,220000.0,1.0,4.0,16.04,4.18,2023-01-21,östersund,petter lundberg,1.0,1640.0,3.0,4.49,110.0,13.3,2023-01-09,gävle,petter lundberg,2.0,2140.0,3.0,16.6,40.0,15.9,2022-12-15,örebro,petter lundberg,5.0,2100.0,3.0,16.43,25.0,16.0,2022-12-06,eskilstuna,petter lundberg,5.0,2640.0,3.0,64.09,40.0,15.1,2022-11-28,eskilstuna,petter lundberg,5.0,2140.0,3.0,81.14,25.0,15.4,15,1,1,1,1,1,11501.58559756547,4206.725054048198,742.065795512883,938.6472350101868,742.065795512883,14.0,12.0,25.0,9.0,8.0,0.0453306127540519,39.0,0.5,False,False,False,False,False,False,0.0291592977767919,0.0306593372571984,0.10804251,0.14482439,0.0097659546063523,0.0081179739894218,0.01205896,0.019442366,0.0116763024606502,False
2023-02-04,solvalla,1,8,babsans bankir,5,v,petter karlsson,2140.0,0,2140.0,220000.0,8.0,1.0,35.3,11.96,2023-01-18,solvalla,petter karlsson,5.0,2640.0,9.0,4.17,80.0,15.2,2022-12-31,axevalla,petter karlsson,1.0,1640.0,9.0,6.44,110.0,14.3,2022-12-19,färjestad,carl johan jepson,1.0,2140.0,9.0,2.38,35.0,15.3,2022-11-30,solvalla,petter karlsson,1.0,2640.0,9.0,30.59,110.0,14.3,2022-10-29,romme,petter karlsson,1.0,2640.0,9.0,7.49,110.0,15.2,23,1,1,1,1,0,1327.447650035412,11501.58559756547,6487.769258055282,11501.58559756547,11501.58559756547,17.0,18.0,12.0,19.0,32.0,0.0879480713884755,42.0,0.6666666666666666,False,False,False,True,True,False,0.0353797365861337,0.0286816334094405,0.017677529,0.036079407,0.0101609847937244,0.0079667517092157,0.005561257,0.0066413144,0.0073945375298043,False
2023-02-04,solvalla,1,6,zinfandel,5,h,thomas uhrberg,2140.0,0,2140.0,220000.0,6.0,8.0,10.25,4.88,2023-01-14,kalmar,thomas uhrberg,2.0,2140.0,7.0,17.53,110.0,13.6,2023-01-04,jägersro,stefan persson,1.0,2140.0,7.0,2.03,60.0,14.3,2022-12-12,halmstad,thomas uhrberg,3.0,2140.0,7.0,8.21,40.0,14.2,2022-11-11,kalmar,ola samuelsson,3.0,2140.0,7.0,53.17,150.0,13.6,2022-10-22,jägersro,stefan persson,3.0,2160.0,7.0,49.01,100.0,15.2,11,1,1,1,1,0,6976.064300232707,8494.48391898452,2551.5077222615173,4940.973458019238,4034.287934927351,21.0,10.0,23.0,31.0,20.0,0.080205112669405,35.0,0.3333333333333333,False,False,False,True,False,True,0.064318285601974,0.075622522239711,0.0013795891,0.0018225169,0.0128448128022543,0.0132767325151003,0.0010296192,0.0010294716,0.0036667179589101,False
2023-02-04,solvalla,1,11,extreme a.f.,5,v,erik adielsson,2140.0,0,2140.0,220000.0,11.0,2.0,5.48,1.41,2023-01-14,kalmar,kevin oscarsson,15.0,2140.0,3.0,5.96,110.0,16.2,2022-12-23,halmstad,carl johan jepson,2.0,2140.0,3.0,4.25,110.0,13.9,2022-12-10,åby,erik adielsson,4.0,2140.0,3.0,12.03,110.0,14.8,2022-11-26,solvalla,erik adielsson,4.0,2140.0,3.0,35.59,220.0,14.0,2022-11-02,jägersro,stefan persson,4.0,2160.0,3.0,9.61,30.0,14.8,5,1,1,1,1,0,10.488088481701515,6976.064300232707,2566.350636345657,3629.3678757248513,1340.2329094063966,21.0,22.0,13.0,14.0,24.0,0.0869724051287077,41.0,0.5833333333333334,False,False,False,False,False,True,0.0301735960501413,0.0293782209923109,0.0007980342,0.001711749,0.0090238136402842,0.0076509711494684,0.0008852127,0.0011184566,0.002875367505576,False
2023-02-04,solvalla,1,2,babaris,5,v,magnus a djuse,2140.0,0,2140.0,220000.0,2.0,1.0,14.7,5.17,2023-01-07,färjestad,mika forss,3.0,2640.0,1.0,26.83,110.0,16.4,2022-12-26,solvalla,mika forss,15.0,2140.0,1.0,51.08,220.0,15.2,2022-12-17,romme,mika forss,2.0,2640.0,1.0,52.81,110.0,15.2,2022-12-02,solvalla,mika forss,2.0,2140.0,1.0,9.32,40.0,15.8,2022-11-24,rättvik,hans r strömberg,2.0,2140.0,1.0,59.77,25.0,14.3,14,0,1,0,1,1,4231.196882217894,14.832396974191326,6976.064300232707,4206.725054048198,3325.708165221809,28.0,12.0,9.0,15.0,8.0,0.0473755023121953,42.0,0.6666666666666666,False,False,False,False,False,False,0.0260136998050339,0.0204765113492283,0.001012725,0.0016355321,0.0088078708198761,0.0068691417241195,0.0010503844,0.0007800867,0.0026534819042305,False
2023-02-04,solvalla,1,3,what a winner,5,v,stefan persson,2140.0,0,2140.0,220000.0,3.0,13.0,26.83,4.08,2023-01-11,solvalla,peter johansson,1.0,2160.0,5.0,2.45,60.0,14.7,2022-12-31,axevalla,åke svanstedt,3.0,1640.0,5.0,5.94,110.0,14.5,2022-12-17,mantorp,peter johansson,1.0,2160.0,5.0,4.25,35.0,15.4,2022-12-01,axevalla,peter johansson,1.0,2160.0,5.0,4.07,25.0,15.6,2022-11-21,mantorp,peter johansson,1.0,1640.0,5.0,3.85,30.0,13.2,20,0,1,0,0,1,8494.48391898452,4231.196882217894,6487.769258055282,5483.165792142293,6006.507181794034,24.0,11.0,14.0,16.0,10.0,0.084776042269961,30.0,0.25,False,False,False,False,False,False,0.0934928376649944,0.1045145128614509,5.5551456e-05,0.001394905,0.017742762835332,0.0197536061869278,0.00017658238,0.00038459225,0.0022087872400783,False
2023-02-04,solvalla,1,4,global believer,6,v,andré eklundh,2140.0,0,2140.0,220000.0,4.0,1.0,72.22,6.86,2023-01-14,kalmar,andré eklundh,15.0,2140.0,2.0,4.65,110.0,16.8,2022-12-31,axevalla,thomas uhrberg,2.0,1640.0,2.0,28.13,110.0,14.5,2022-12-11,kalmar,christoffer eriksson,1.0,1640.0,2.0,10.41,35.0,12.6,2022-11-21,halmstad,stefan persson,1.0,2140.0,2.0,6.56,25.0,15.0,2022-10-03,halmstad,stefan persson,1.0,1640.0,2.0,8.81,60.0,12.6,28,1,1,1,1,1,10.488088481701515,6976.064300232707,6487.769258055282,5483.165792142293,8494.48391898452,21.0,14.0,20.0,20.0,49.0,0.0797863335442079,42.0,0.6666666666666666,False,False,False,True,False,False,0.0273974044277091,0.0239736130328905,0.0006571443,0.0016226425,0.0085479613865996,0.0060282601497815,0.0006908887,0.0006512276,0.0021943143950644,False
2023-02-04,solvalla,1,10,mr birkenstock,5,v,lisa gilljam,2140.0,0,2140.0,220000.0,10.0,0.0,24.92,7.32,2023-01-21,östersund,lisa gilljam,3.0,1640.0,1.0,13.03,110.0,13.5,2023-01-03,bergsåker,lisa gilljam,1.0,2160.0,1.0,10.39,40.0,15.6,2022-12-25,umåker,lisa gilljam,1.0,2140.0,1.0,10.99,40.0,16.3,2022-11-30,bergsåker,lisa gilljam,1.0,1640.0,1.0,11.04,30.0,14.9,2022-11-17,bergsåker,lisa gilljam,1.0,2640.0,1.0,22.79,30.0,16.0,19,1,0,1,1,1,4231.196882217894,6935.717076596412,6935.717076596412,6006.507181794034,6006.507181794034,14.0,18.0,9.0,25.0,13.0,0.0601170799511721,43.0,0.75,False,False,False,True,True,True,0.0259851757572644,0.021535120102487,0.00010532446,0.0015656734,0.0077548226124631,0.0051768872275124,0.0001400438,0.00025902453,0.0010985285318227,False
2023-02-04,solvalla,2,7,debonair mary,5,h,mats e djuse,2140.0,0,2140.0,220000.0,7.0,1.0,26.27,9.91,2023-01-21,östersund,mats e djuse,2.0,2140.0,10.0,12.94,110.0,15.7,2023-01-11,bergsåker,mats e djuse,20.0,1640.0,10.0,6.67,60.0,30.0,2023-01-01,östersund,magnus a djuse,2.0,2140.0,10.0,1.98,40.0,15.6,2022-12-18,bergsåker,daniel wäjersten,2.0,2140.0,10.0,1.82,15.0,15.5,2022-11-24,åby,johan untersteiner,2.0,2140.0,10.0,5.84,35.0,30.0,20,1,1,1,0,1,6976.064300232707,0.6358276652876376,4206.725054048198,2576.0824676500183,3935.030968151612,14.0,10.0,10.0,14.0,24.0,0.0561052110273482,34.0,0.5833333333333334,False,False,False,True,True,False,0.0297915985340367,0.024811673153057,0.032581825,0.023914672,0.0093183513157635,0.0071427739589919,0.006808225,0.0055579646,0.0070841690445812,False
2023-02-04,solvalla,2,11,run for sebastian,6,v,andré eklundh,2140.0,0,2140.0,220000.0,11.0,1.0,5.09,1.0,2023-01-12,åby,stefan persson,3.0,2140.0,5.0,2.95,40.0,15.3,2022-12-23,halmstad,andré eklundh,1.0,2640.0,5.0,15.52,110.0,16.5,2022-10-04,kalmar,stefan persson,6.0,2640.0,5.0,11.78,110.0,15.5,2022-09-19,halmstad,stefan persson,6.0,2140.0,5.0,14.3,35.0,14.1,2022-09-10,halmstad,stefan persson,6.0,2640.0,5.0,4.33,25.0,30.0,5,1,1,1,1,1,2551.5077222615173,11501.58559756547,944.107637948816,532.5485306196407,450.0856565026091,23.0,20.0,80.0,15.0,9.0,0.0602432179607109,34.0,0.5833333333333334,False,False,False,False,True,False,0.0320880451165738,0.0246057053903857,0.026008753,0.019717488,0.0099854306538934,0.0081575219719543,0.005477875,0.0055885427,0.0070665743944445,False
2023-02-04,solvalla,2,2,laban lagö,5,v,conrad lugauer,2140.0,0,2140.0,220000.0,2.0,7.0,17.69,3.87,2023-01-14,kalmar,conrad lugauer,3.0,2140.0,7.0,4.02,110.0,14.4,2022-12-10,åby,conrad lugauer,4.0,2140.0,7.0,1.82,110.0,14.3,2022-11-19,jägersro,conrad lugauer,20.0,2140.0,7.0,5.93,110.0,30.0,2022-11-09,åby,conrad lugauer,20.0,1640.0,7.0,3.4,60.0,12.3,2022-10-14,kalmar,conrad lugauer,20.0,2140.0,7.0,1.56,30.0,13.9,16,0,1,0,1,1,4231.196882217894,2566.350636345657,0.8609147285877977,0.6358276652876376,0.4495980537908989,21.0,35.0,21.0,10.0,26.0,0.0938755296318714,28.0,0.4166666666666667,False,False,False,True,True,True,0.0546601424811906,0.0575803150402703,0.000846256,0.00181193,0.0131831886506819,0.0137821553436488,0.0010921634,0.0009504949,0.0037059004769095,False
2023-02-04,solvalla,2,10,jarel boko,4,h,björn goop,2140.0,0,2140.0,220000.0,10.0,3.0,12.3,5.89,2023-01-07,färjestad,björn goop,2.0,1640.0,1.0,5.75,110.0,14.8,2022-12-28,örebro,björn goop,3.0,2100.0,1.0,3.0,100.0,14.9,2022-12-13,axevalla,björn goop,4.0,2140.0,1.0,2.78,60.0,16.7,2022-11-09,solvalla,björn goop,4.0,2140.0,1.0,8.84,100.0,13.4,2022-10-18,axevalla,björn goop,4.0,2140.0,1.0,2.04,40.0,15.1,13,1,1,1,1,1,6976.064300232707,4034.287934927351,1895.3755572212776,2446.919322642204,1547.5676620451568,28.0,10.0,15.0,34.0,22.0,0.1109704873530328,32.0,0.5,False,False,False,True,True,True,0.043972810049713,0.0391296523233623,0.0009402166,0.001659203,0.0131960879547148,0.0102812730375789,0.00086538406,0.00091998995,0.0032238217253635,False
2023-02-04,solvalla,2,9,hulk marke,6,v,örjan kihlström,2140.0,0,2140.0,220000.0,9.0,1.0,17.51,4.65,2023-01-14,kalmar,örjan kihlström,2.0,2140.0,1.0,9.43,110.0,14.4,2023-01-07,färjestad,örjan kihlström,5.0,1640.0,1.0,27.09,110.0,15.2,2022-12-31,axevalla,björn goop,3.0,2140.0,1.0,27.89,110.0,16.6,2022-12-19,färjestad,rikard n skoglund,3.0,1640.0,1.0,4.04,30.0,15.6,2022-11-30,solvalla,christer nyström,3.0,2140.0,1.0,23.78,40.0,13.7,16,0,1,1,0,1,6976.064300232707,1556.570344516668,4231.196882217894,2209.670505430644,2551.5077222615173,21.0,7.0,7.0,12.0,19.0,0.0422348172196848,34.0,0.5833333333333334,False,False,False,True,True,False,0.0310175614142576,0.0218772296225508,0.00032670912,0.0015118878,0.0084524239796109,0.0055093096456067,0.00084054953,0.0006140854,0.0022142040266725,False
2023-02-04,solvalla,2,12,segway,5,v,carl johan jepson,2140.0,0,2140.0,220000.0,12.0,0.0,49.25,27.65,2023-01-14,kalmar,andré eklundh,7.0,2140.0,4.0,42.61,110.0,15.6,2022-12-31,axevalla,carl johan jepson,4.0,2140.0,4.0,6.63,110.0,16.6,2022-12-23,halmstad,carl johan jepson,4.0,2640.0,4.0,5.58,110.0,16.6,2022-12-06,axevalla,carl johan jepson,4.0,1640.0,4.0,2.5,25.0,14.6,2022-11-26,axevalla,carl johan jepson,4.0,2640.0,4.0,4.2,25.0,15.8,25,0,1,1,1,1,572.6302284848314,2566.350636345657,2566.350636345657,1223.459661321102,1223.459661321102,21.0,14.0,8.0,17.0,10.0,0.0415047964929657,35.0,0.6666666666666666,False,False,False,False,True,True,0.0253594499811686,0.0197776530767485,0.0006176844,0.0015647582,0.0079946346532557,0.0059043750453845,0.00062136434,0.00073767506,0.0021567310704816,False
2023-02-04,solvalla,2,6,b.b.s.avicii,5,v,jenny a björk,2140.0,0,2140.0,220000.0,6.0,1.0,85.74,9.83,2023-01-21,östersund,jenny a björk,6.0,2140.0,7.0,9.03,110.0,16.0,2022-12-31,axevalla,jenny a björk,2.0,2140.0,7.0,5.22,110.0,16.5,2022-12-17,romme,jenny a björk,5.0,2140.0,7.0,13.11,110.0,14.9,2022-12-09,solvalla,jenny a björk,5.0,2140.0,7.0,13.36,40.0,14.2,2022-11-14,romme,jenny a björk,5.0,2140.0,7.0,21.21,30.0,17.1,29,1,1,1,1,1,944.107637948816,6976.064300232707,1556.570344516668,938.6472350101868,812.8923507108439,14.0,21.0,14.0,8.0,25.0,0.0377519763752086,34.0,0.5833333333333334,False,False,False,True,True,True,0.0301876076753971,0.0223258637981471,0.00018836536,0.0014110852,0.0081683677237439,0.0060854166477257,0.00012902828,0.0002557873,0.0011317418512069,False
2023-02-04,solvalla,2,5,matadore,8,v,roy atle ruud nilsen,2140.0,0,2140.0,220000.0,5.0,1.0,20.51,10.38,2023-01-22,färjestad,roy atle ruud nilsen,2.0,1640.0,2.0,2.8,35.0,14.5,2023-01-07,färjestad,roy atle ruud nilsen,3.0,1640.0,2.0,12.48,110.0,14.8,2022-12-30,bjerke,roy atle ruud nilsen,3.0,2100.0,2.0,7.18,,16.0,2022-12-12,färjestad,roy atle ruud nilsen,3.0,2140.0,2.0,3.2,30.0,16.6,2022-11-27,färjestad,roy atle ruud nilsen,3.0,2140.0,2.0,22.83,30.0,15.1,18,1,1,1,1,1,3935.030968151612,4231.196882217894,,2209.670505430644,2209.670505430644,13.0,15.0,8.0,18.0,15.0,0.0330306865496432,34.0,0.5833333333333334,False,False,False,True,True,True,0.0278189073812465,0.0217227751202731,2.178481e-05,0.0013644879,0.0076125928230482,0.0049133877030074,5.992463e-05,0.0001658758,0.0007808641885992,False
2023-02-04,solvalla,3,6,spickleback face,9,v,daniel wäjersten,2140.0,0,2140.0,150000.0,6.0,13.0,25.48,3.2,2022-07-07,halmstad,daniel wäjersten,15.0,3180.0,8.0,4.42,200.0,15.0,2022-06-11,östersund,daniel wäjersten,5.0,2140.0,8.0,6.66,700.0,13.4,2022-05-28,solvalla,daniel wäjersten,7.0,3180.0,8.0,12.29,1000.0,12.9,2022-05-07,åby,daniel wäjersten,7.0,2140.0,8.0,22.76,1500.0,12.3,2022-04-17,romme,daniel wäjersten,7.0,2140.0,8.0,9.83,150.0,12.0,20,0,1,0,1,1,14.142135623730953,3926.643102748797,1726.5451013633349,2114.577258121016,668.6880424056193,212.0,26.0,14.0,21.0,20.0,0.0818785423057017,52.0,0.1666666666666666,False,False,False,True,True,True,0.1222452317798158,0.1162641726368769,0.13812102,0.15569155,0.0208474475658477,0.0217719500318979,0.041798368,0.05098209,0.0313604148087008,False
2023-02-04,solvalla,3,3,reckless,13,h,björn goop,2140.0,0,2140.0,150000.0,3.0,2.0,14.16,4.33,2023-01-07,färjestad,björn goop,15.0,2140.0,1.0,8.47,150.0,30.0,2022-12-06,eskilstuna,björn goop,3.0,2140.0,1.0,14.39,40.0,14.1,2022-11-27,färjestad,björn goop,6.0,1640.0,1.0,35.5,60.0,12.4,2021-11-30,eskilstuna,björn goop,6.0,2140.0,1.0,7.43,30.0,17.0,2021-11-17,solvalla,björn goop,6.0,2640.0,1.0,24.23,100.0,13.6,14,1,1,1,1,1,12.24744871391589,2551.5077222615173,697.2697008005748,493.0441337520015,900.1713130052182,28.0,32.0,9.0,362.0,13.0,0.1617437295666553,63.0,0.4166666666666667,False,False,False,True,True,True,0.0557983938690234,0.0397916383721924,0.05428833,0.04451375,0.0128860597073175,0.00950594419578,0.031410515,0.02357653,0.0173547189675338,False
2023-02-04,solvalla,3,5,hawk cliff,11,v,mats e djuse,2140.0,0,2140.0,150000.0,5.0,2.0,13.14,5.36,2023-01-25,bergsåker,mats e djuse,1.0,2140.0,6.0,11.73,50.0,13.7,2023-01-11,bergsåker,mats e djuse,5.0,1640.0,6.0,20.98,100.0,13.0,2022-12-28,örebro,hanna forslin,6.0,2100.0,6.0,76.9,100.0,15.0,2022-10-31,mantorp,andreas lövdal,6.0,3200.0,6.0,43.05,50.0,16.0,2022-10-06,örebro,mercedes balogh,6.0,2160.0,6.0,5.89,10.0,16.2,13,1,1,1,0,0,7754.367427987846,1484.131591025766,900.1713130052182,636.517239655588,284.6591633440839,10.0,14.0,14.0,58.0,25.0,0.0580443737561168,63.0,0.4166666666666667,False,False,False,True,True,False,0.0443809704112641,0.0358688854991613,0.07539722,0.07259392,0.0105030556984539,0.0083898708563629,0.029652897,0.02029575,0.0151752480062817,False
2023-02-04,solvalla,3,8,order to fly,13,h,per lennartsson,2140.0,0,2140.0,150000.0,8.0,1.0,44.75,12.99,2023-01-15,romme,rikard n skoglund,1.0,2140.0,5.0,4.63,40.0,15.7,2022-12-17,romme,per lennartsson,6.0,2640.0,5.0,41.9,150.0,14.5,2022-12-03,bergsåker,per linderoth,7.0,2640.0,5.0,72.52,150.0,14.6,2022-11-18,romme,rikard n skoglund,7.0,2140.0,5.0,18.97,40.0,13.7,2022-11-02,solvalla,per lennartsson,7.0,2640.0,5.0,71.56,100.0,12.8,25,1,1,1,1,1,6935.717076596412,1102.4801989769735,668.6880424056193,345.309020272667,545.9815003314424,20.0,29.0,14.0,15.0,16.0,0.0515898562249908,64.0,0.5,False,False,False,False,True,False,0.0291877800605925,0.0199439946124288,0.049744252,0.03561852,0.0076749060338732,0.0060874147114763,0.0123928515,0.012375206,0.0092004147989257,False
2023-02-04,solvalla,3,12,perfect dynamite,10,v,ulf ohlsson,2140.0,0,2140.0,150000.0,12.0,0.0,14.84,5.05,2023-01-25,bergsåker,ulf ohlsson,3.0,2140.0,7.0,4.29,50.0,14.0,2023-01-06,romme,ulf ohlsson,3.0,2180.0,7.0,4.43,40.0,14.3,2022-12-26,solvalla,mats e djuse,15.0,2140.0,7.0,43.27,300.0,14.6,2022-12-17,romme,ulf ohlsson,15.0,2640.0,7.0,38.12,150.0,14.3,2022-12-05,romme,mats e djuse,15.0,2180.0,7.0,2.42,10.0,15.3,15,1,0,1,1,0,2852.6723560462037,2551.5077222615173,17.320508075688775,12.24744871391589,3.1622776601683795,10.0,19.0,11.0,9.0,12.0,0.0514110315867425,65.0,0.5833333333333334,False,False,False,True,True,False,0.0260766006030632,0.0217936281769355,0.039950006,0.031488553,0.0080695883656992,0.005128912072093,0.011994725,0.011028583,0.0086019450548365,False
2023-02-04,solvalla,3,7,weekend fun,9,v,henrik svensson,2140.0,0,2140.0,150000.0,7.0,6.0,10.41,2.81,2023-01-11,bergsåker,marcus lilius,1.0,1640.0,5.0,16.52,100.0,12.1,2022-12-25,umåker,marcus lilius,3.0,2140.0,5.0,38.05,100.0,16.4,2022-12-03,bergsåker,micael melander,6.0,2640.0,5.0,101.07,150.0,14.4,2022-11-25,umåker,micael melander,6.0,2140.0,5.0,6.43,25.0,14.1,2022-11-06,bergsåker,micael melander,6.0,2140.0,5.0,70.89,50.0,14.1,11,1,1,1,1,1,10966.331584284586,4034.287934927351,1102.4801989769735,450.0856565026091,636.517239655588,24.0,17.0,22.0,8.0,19.0,0.0524208648380269,59.0,0.3333333333333333,False,False,False,False,False,False,0.0543213270935255,0.0568405831452374,0.007009057,0.025811145,0.0103617999880699,0.0111735984972141,0.0041749952,0.005436049,0.0071596517800356,False
2023-02-04,solvalla,3,10,xanthis coktail,9,v,hanna forslin,2140.0,0,2140.0,150000.0,10.0,2.0,7.2,3.86,2023-01-21,östersund,rikard n skoglund,1.0,2680.0,1.0,2.94,150.0,15.1,2023-01-03,bergsåker,hanna forslin,2.0,2140.0,1.0,6.02,40.0,14.1,2022-12-12,gävle,hanna forslin,4.0,2160.0,1.0,5.44,40.0,16.6,2022-10-19,solvalla,rikard n skoglund,4.0,2640.0,1.0,14.43,60.0,13.8,2022-10-09,hagmyren,lukas svedin,4.0,2680.0,1.0,2.35,30.0,14.3,8,0,1,0,1,0,13430.958365832146,4206.725054048198,1547.5676620451568,1895.3755572212776,1340.2329094063966,14.0,18.0,22.0,54.0,10.0,0.0451689998022409,63.0,0.4166666666666667,False,False,False,False,True,True,0.0524498771473473,0.0371785138398231,0.008892175,0.020741187,0.0111117969979106,0.0119686103580045,0.0020588813,0.0028856557,0.0053018320389437,False
2023-02-04,solvalla,3,11,hard times,9,h,torbjörn jansson,2140.0,0,2140.0,150000.0,11.0,1.0,24.99,5.48,2023-01-21,östersund,torbjörn jansson,3.0,2700.0,1.0,11.34,150.0,14.6,2023-01-11,bergsåker,per linderoth,4.0,1640.0,1.0,23.58,100.0,13.0,2022-12-26,solvalla,torbjörn jansson,7.0,2140.0,1.0,137.57,300.0,14.1,2022-12-17,romme,rikard n skoglund,7.0,2640.0,1.0,38.87,150.0,14.4,2022-12-03,bergsåker,ulf ohlsson,7.0,2640.0,1.0,48.22,150.0,14.7,19,0,1,1,1,1,4940.973458019238,2446.919322642204,945.667698566742,668.6880424056193,668.6880424056193,14.0,10.0,16.0,9.0,14.0,0.065693860634596,64.0,0.5,False,False,False,True,False,True,0.027412466696933,0.0226956196038611,0.035263553,0.025872275,0.0075972775153402,0.006773192811165,0.004054817,0.0032880388,0.005117877682841,False
