bana,häst,kusk,streck,spår,dist,lopp_dist,start,ålder,kön,pris,h1_kusk,h1_bana,h1_spår,h1_plac,h1_pris,h1_odds,h1_kmtid,h2_kusk,h2_bana,h2_spår,h2_plac,h2_pris,h2_odds,h2_kmtid,h3_kusk,h3_bana,h3_spår,h3_plac,h3_pris,h3_odds,h3_kmtid,h4_kusk,h4_bana,h4_spår,h4_plac,h4_pris,h4_odds,h4_kmtid,h5_kusk,h5_bana,h5_spår,h5_plac,h5_pris,h5_odds,h5_kmtid,h1_dist,h2_dist,h3_dist,h4_dist,h5_dist,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,rel_kr,streck_avst,rel_rank,h1_samma_bana,h2_samma_bana,h3_samma_bana,h1_samma_kusk,h2_samma_kusk,h3_samma_kusk,probat1,probat2,probat3,probat4,meta1_et,meta2_ridge,meta3_knn,datum,avd,y,välj,spik,proba
0.09283819628647215,0.06799464710099243,0.04885993485343313,13.0,12.0,2000.0,2000.0,0,8,0.08113870077752697,75000.0,0.13201320132010871,0.1031578947368421,6.0,15.0,200.0,30.5,12.8,0.07316018903826611,0.04326267509607041,6.0,15.0,0.0,14.0,12.0,0.05797101449297126,0.0847457627118644,6.0,1.0,40.0,5.64,12.6,0.13071895424834926,0.10661609776654024,6.0,1.0,900.0,60.63,13.3,0.1027397260273723,0.10596026490066225,6.0,1.0,400.0,15.54,13.9,1640.0,2150.0,2140.0,3180.0,3180.0,1,1,1,0,0,14.142135623730953,0.0,6935.717076596412,32898.99475285377,21932.66316856917,22.0,175.0,9.0,12.0,21.0,0.18007453523656014,56.0,0.18181818181818182,False,False,False,False,False,True,0.12312791010350108,0.11794189163897287,0.053617807468616774,0.11750612977802204,0.09990760789499373,0.3072146260978775,0.1030471450025112,2019-12-29,6.0,0,False,False,0.14678853548679266
0.09283819628647215,0.06940924187602454,0.06325509952692988,24.0,3.0,2000.0,2000.0,0,6,0.07195266272189349,50000.0,0.06649687602359171,0.042206505357754345,5.0,15.0,13.0,1.81,17.5,0.06649687602359171,0.07129447208806293,5.0,2.0,20.0,3.4,14.5,0.06151515468355681,0.04645446862570704,5.0,1.0,20.0,7.17,12.1,0.08755760368376393,0.10661609776654024,5.0,1.0,250.0,74.7,15.0,0.07522123895084015,0.1016949152542373,5.0,1.0,125.0,18.83,14.0,1640.0,1900.0,1600.0,2160.0,2140.0,1,1,1,0,1,3.6055512754639887,2974.6038123048274,4904.29257725266,17339.292691491028,12260.73144313165,16.0,12.0,14.0,15.0,12.0,0.11433353800603925,37.0,0.25,False,False,False,True,True,True,0.14082108655780046,0.09450999236796095,0.06560340927832291,0.16421734705587623,0.10916055763517653,0.3041766910703998,0.09384942254537113,2019-12-29,1.0,0,False,False,0.1460632950982641
0.09283819628647215,0.08652535019214082,0.13905222755021582,11.0,2.0,2020.0,2000.0,1,3,0.07195266272189349,37500.0,0.15667022469619138,0.09090909088194657,3.0,2.0,13.0,3.0,16.8,0.1536429516334121,0.08536820201050713,3.0,2.0,10.0,3.13,16.3,0.08652535019214082,0.07894736873477634,3.0,4.0,11.0,8.72,14.3,0.1465647147461484,0.08204152214159312,3.0,4.0,13.0,4.07,17.5,0.14449585405917487,0.0876904918353563,3.0,4.0,13.0,2.23,16.2,2000.0,1800.0,1600.0,2060.0,2000.0,1,1,1,1,0,2398.2022633873,2103.362527024099,811.5513285474776,882.2493084710077,882.2493084710077,23.0,12.0,14.0,16.0,28.0,0.10070384407146725,4.0,0.36363636363636365,True,False,True,True,True,False,0.09838687120741856,0.09155765722850549,0.0664497351674104,0.12216553942058202,0.1294396917111736,0.2963764258140428,0.07979025221481006,2019-12-29,2.0,0,True,False,0.14519566651933805
0.09283819628647215,0.08652535019214082,0.0458107707104958,20.0,2.0,2000.0,2000.0,0,7,0.08113870077752697,50000.0,0.04110134215193999,0.042206505357754345,7.0,1.0,13.0,12.0,14.9,0.08553574350923962,0.09516129032258064,7.0,1.0,30.0,11.92,14.4,0.03895077102713405,0.04645446862570704,7.0,2.0,20.0,10.95,15.0,0.03682151025975728,0.11572459438799462,7.0,2.0,10.0,5.01,13.9,0.06394322545042849,0.0876904918353563,7.0,2.0,54.0,28.01,15.3,1640.0,2140.0,2060.0,1640.0,1900.0,1,1,1,1,1,3953.967083087832,6006.507181794034,2974.6038123048274,2103.362527024099,4887.7728229206505,16.0,15.0,11.0,20.0,15.0,0.05392302954441597,10.0,0.16666666666666666,False,False,False,False,False,False,0.13752872323118615,0.11809489675060467,0.048229523191873805,0.14797148086204853,0.10650703778005427,0.3150160423961008,0.08750995906074292,2019-12-29,3.0,0,True,False,0.14319334003374237
0.09283819628647215,0.0649165183718101,0.08046722713072668,19.0,5.0,2000.0,2000.0,0,7,0.08113870077752697,50000.0,0.09301442827953026,0.1031578947368421,3.0,3.0,35.0,13.63,16.6,0.07410193814392288,0.07374631268436596,3.0,3.0,35.0,9.93,14.8,0.08860190632576771,0.07478632478632478,3.0,2.0,35.0,3.1,14.6,0.04314940765896676,0.09791332263242375,3.0,2.0,25.0,15.69,14.2,0.07231525070008533,0.08285946385052803,3.0,2.0,70.0,37.18,13.7,2640.0,2140.0,2140.0,2140.0,2640.0,0,1,1,1,1,2386.7169291026403,2386.7169291026403,3935.030968151612,3325.708165221809,5564.974163518141,17.0,13.0,25.0,7.0,19.0,0.090589877323147,12.0,0.25,False,False,False,True,True,True,0.12162065698903061,0.0962526085683767,0.039538334811024665,0.12026817345858236,0.09833693724382174,0.30194628697413767,0.08672041326209583,2019-12-29,7.0,0,True,False,0.13706373747043504
0.09283819628647215,0.08652535019214082,0.12278223587606998,11.0,6.0,2000.0,2000.0,0,4,0.08113870077752697,50000.0,0.08002231320507797,0.09090909088194657,10.0,1.0,20.0,3.21,16.7,0.06615706569978831,0.09655168677325202,10.0,1.0,17.0,2.34,16.4,0.07001270960066089,0.07894736873477634,10.0,2.0,20.0,4.72,16.4,0.15651540057644636,0.07602339471972135,10.0,2.0,27.0,11.53,16.6,0.13249143512065378,0.05346842941301703,10.0,2.0,10.0,2.32,16.2,2000.0,2000.0,2000.0,2500.0,2140.0,1,1,1,1,1,4904.29257725266,4521.53434475524,2974.6038123048274,3456.1773079865065,2103.362527024099,9.0,21.0,19.0,98.0,6.0,0.0718540169049688,46.0,0.2727272727272727,True,True,True,True,True,True,0.08969531198550335,0.07495303112281122,0.07811219044400768,0.10219909493523745,0.0896141164872345,0.31407961964672587,0.08657345387837627,2019-12-29,5.0,0,True,False,0.13456547310933453
0.09283819628647215,0.12464861073277768,0.07074091786081112,10.0,7.0,2000.0,2000.0,0,5,0.07195266272189349,50000.0,0.028033530861153948,0.08163265306122448,4.0,5.0,125.0,6.59,16.0,0.09266539552790815,0.07528641571194762,4.0,1.0,25.0,4.77,14.2,0.10739856801909307,0.10040160642570281,4.0,2.0,30.0,10.57,15.5,0.10723192019950124,0.09791332263242375,4.0,2.0,25.0,9.51,14.9,0.09002433090024331,0.08285946385052803,4.0,2.0,35.0,5.02,30.0,2160.0,2140.0,2640.0,2140.0,2140.0,0,1,1,1,1,1659.3095625442652,5483.165792142293,3643.130763542206,3325.708165221809,3935.030968151612,8.0,21.0,16.0,10.0,18.0,0.174818528206983,51.0,0.375,False,False,False,False,False,False,0.07643860933459178,0.057493991836326495,0.046559298966995954,0.08794911982296412,0.08574746116235302,0.306733900497892,0.08971723641777156,2019-12-29,1.0,1,False,False,0.13313318183696415
0.09283819628647215,0.07074091786081112,0.04885993485343313,14.0,12.0,2000.0,2000.0,0,5,0.08113870077752697,50000.0,0.058181818182056935,0.08163265306122448,10.0,2.0,125.0,27.2,14.1,0.05180165944694329,0.09655168677325202,10.0,1.0,20.0,4.85,14.6,0.13627992633517497,0.09699570815450644,10.0,7.0,125.0,31.69,15.3,0.07420494699651307,0.0992430613961312,10.0,7.0,70.0,10.55,16.2,0.10666666666665274,0.10568421052631578,10.0,7.0,60.0,6.62,14.2,2140.0,1600.0,2640.0,3140.0,2140.0,0,1,0,0,0,7436.509530762067,4904.29257725266,610.4258745992146,456.80089655441896,422.9154516242031,8.0,15.0,13.0,10.0,21.0,0.10260078281774652,16.0,0.25,False,True,False,True,False,False,0.11282874170046,0.09408585103435323,0.04686859444764765,0.10558674443970216,0.08345292690189916,0.3198451347717277,0.08646223624389333,2019-12-29,3.0,0,True,False,0.13215063732880622
0.09283819628647215,0.08652535019214082,0.07425163712649802,14.0,3.0,2000.0,2000.0,0,6,0.08113870077752697,50000.0,0.07425163712649802,0.08339074561875837,1.0,1.0,20.0,4.73,16.3,0.07425163712649802,0.07129447208806293,1.0,2.0,10.0,13.43,15.5,0.08652535019214082,0.09183455932518503,1.0,20.0,10.0,4.72,30.0,0.07425163712649802,0.04952569559910139,1.0,20.0,20.0,9.96,14.6,0.07425163712649802,0.0876904918353563,1.0,20.0,20.0,2.76,14.6,1800.0,1900.0,1800.0,1640.0,1900.0,1,1,1,1,1,4904.29257725266,2103.362527024099,0.2595755573833073,0.3670952737120288,0.3670952737120288,35.0,10.0,206.0,29.0,35.0,0.10680858305357446,13.0,0.2727272727272727,False,False,False,True,True,False,0.11996713314360449,0.10468652650381566,0.05385200333648435,0.123508407389391,0.09263122464488943,0.3030440804333202,0.08101883765206029,2019-12-29,4.0,0,True,False,0.13150726317764025
0.09283819628647215,0.08652535019214082,0.04885993485343313,12.0,4.0,2040.0,2000.0,1,5,0.07195266272189349,37500.0,0.09990981617757906,0.06816819409755494,5.0,2.0,10.0,1.7,15.6,0.08571971404792599,0.09655168677325202,5.0,5.0,17.0,2.0,18.7,0.06953815539884965,0.07894736873477634,5.0,15.0,27.0,3.31,16.6,0.11409991830723212,0.07602339471972135,5.0,15.0,13.0,1.77,16.4,0.0779507681773118,0.05346842941301703,5.0,15.0,10.0,3.63,13.2,2060.0,2520.0,2000.0,2040.0,1640.0,1,0,1,0,1,2103.362527024099,611.9231312115226,5.196152422706632,3.6055512754639887,3.1622776601683795,20.0,24.0,19.0,9.0,11.0,0.08347126614587362,3.0,0.2727272727272727,False,True,True,False,False,False,0.1231593197315743,0.12941144247167224,0.0959635474667784,0.13041846144661162,0.09993958981940915,0.290324815785817,0.076992756887662,2019-12-29,2.0,0,True,False,0.1307245626416435
0.09283819628647215,0.08652535019214082,0.16137606781681563,13.0,12.0,2000.0,2000.0,0,7,0.08113870077752697,50000.0,0.08652535019214082,0.08588957055214724,0.0,20.0,0.0,5.9,30.0,0.08652535019214082,0.09655168677325202,0.0,1.0,0.0,2.72,14.7,0.08652535019214082,0.05549264704702805,0.0,1.0,0.0,1.9,15.2,0.07425163712649802,0.11572459438799462,0.0,1.0,0.0,0.0,17.5,0.11544461778471139,0.09286898839137644,0.0,1.0,50.0,11.61,16.3,2100.0,1600.0,2140.0,2140.0,2140.0,1,1,1,0,1,0.0,0.0,0.0,0.0,7754.367427987845,15.0,8.0,28.0,18.0,457.0,0.0912868315032783,44.0,0.18181818181818182,False,True,False,False,False,False,0.11578282469794408,0.09871348598640495,0.05462385482179898,0.12173221852707408,0.08995804885959027,0.28395313586903165,0.08257766418592298,2019-12-29,5.0,0,True,False,0.1282477526655846
0.09283819628647215,0.08652535019214082,0.04757457916500676,13.0,1.0,2020.0,2000.0,1,5,0.07195266272189349,37500.0,0.07074091786081112,0.08339074561875837,0.0,1.0,0.0,3.36,16.8,0.0649165183718101,0.08536820201050713,0.0,1.0,0.0,3.18,15.9,0.0649165183718101,0.09183455932518503,0.0,5.0,0.0,12.7,16.9,0.06151515468355681,0.058178097580126605,0.0,5.0,0.0,4.66,15.9,0.06799464710099243,0.06125798789420301,0.0,5.0,0.0,12.93,17.6,1800.0,1800.0,1800.0,1800.0,1820.0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,35.0,23.0,15.0,48.0,21.0,0.07664939283780649,2.0,0.18181818181818182,False,False,False,False,False,False,0.14168957717662042,0.16069021352330853,0.06284130166459038,0.14833453881233094,0.09230624819917979,0.2819819169162463,0.07926021982242458,2019-12-29,2.0,0,True,False,0.12730219054029335
0.09283819628647215,0.07425163712649802,0.08553574350923962,13.0,2.0,2000.0,2000.0,0,5,0.08113870077752697,50000.0,0.09266539552790815,0.08586224457649916,11.0,4.0,20.0,5.55,15.8,0.12041427268400617,0.10260517991822303,11.0,1.0,20.0,4.97,14.3,0.11406979056991973,0.014534668052128514,11.0,5.0,54.0,10.25,14.7,0.09858964952348405,0.058178097580126605,11.0,5.0,20.0,3.39,19.4,0.10237859378292757,0.05346842941301703,11.0,5.0,27.0,10.31,16.4,1900.0,2060.0,1900.0,2320.0,2140.0,1,1,1,0,1,1094.2955881771416,4904.29257725266,1090.6095327474277,663.723825017706,771.1773962323982,28.0,28.0,21.0,14.0,14.0,0.08273642847197513,14.0,0.36363636363636365,False,False,False,True,True,True,0.08576592192523239,0.0621617097447268,0.048988767395305555,0.106551067936189,0.08685878705308647,0.29904186738530736,0.07788950113104037,2019-12-29,4.0,0,True,False,0.1264760303747922
0.09283819628647215,0.08652535019214082,0.16137606781681563,9.0,2.0,2040.0,2000.0,1,6,0.07195266272189349,37500.0,0.03895077102713405,0.06816819409755494,10.0,3.0,10.0,6.88,15.9,0.13249143512065378,0.11278792692613185,10.0,6.0,30.0,3.96,16.1,0.11994209675879586,0.07894736873477634,10.0,3.0,27.0,5.57,15.9,0.10295325500764674,0.07602339471972135,10.0,3.0,20.0,9.02,15.5,0.08032558190186634,0.08285946385052803,10.0,3.0,35.0,59.77,14.9,2060.0,2140.0,2000.0,2040.0,2140.0,1,1,1,0,1,1275.7538611307589,493.0441337520015,2096.277502696889,1804.188412660961,2386.7169291026403,20.0,25.0,18.0,65.0,15.0,0.13357568257405833,6.0,0.45454545454545453,False,False,True,False,True,True,0.06714388150959323,0.059499929457398466,0.04869580649162823,0.09472945097266824,0.08598626420540396,0.2905570639918487,0.08060280651670557,2019-12-29,2.0,1,False,False,0.12628067491819123
0.09283819628647215,0.08652535019214082,0.0649165183718101,12.0,1.0,2000.0,2000.0,0,4,0.11308767471410419,50000.0,0.06649687602359171,0.1114906834406553,4.0,1.0,20.0,4.58,15.0,0.06649687602359171,0.07129447208806293,4.0,3.0,20.0,3.74,14.8,0.090361444032521,0.09699570815450644,4.0,4.0,50.0,2.45,15.7,0.08652535019214082,0.07602339471972135,4.0,4.0,27.0,6.3,15.1,0.09858964952348405,0.0876904918353563,4.0,4.0,274.0,44.96,14.6,1640.0,1900.0,2160.0,2000.0,1900.0,1,1,0,1,1,4904.29257725266,1804.188412660961,1730.233246056696,1271.456576651496,4050.372184128787,14.0,14.0,12.0,23.0,14.0,0.08015934513520494,18.0,0.3333333333333333,False,False,False,True,True,False,0.0859172936458659,0.06782460990264112,0.06588966455190669,0.09003611187366282,0.07823003550799562,0.30553495669530717,0.0815638735228264,2019-12-29,3.0,0,False,False,0.12492348516865272
0.09283819628647215,0.08652535019214082,0.13905222755021582,6.0,2.0,2000.0,2000.0,0,6,0.11308767471410419,75000.0,0.15667022469619138,0.09418509418509419,7.0,15.0,70.0,9.5,13.5,0.1536429516334121,0.06484129396321843,7.0,1.0,40.0,5.93,15.4,0.08652535019214082,0.07894736873477634,7.0,15.0,0.0,0.0,16.7,0.1465647147461484,0.04952569559910139,7.0,15.0,221.0,2.5,30.0,0.08496732287034409,0.08285946385052803,7.0,15.0,125.0,2.94,17.5,1640.0,2640.0,2000.0,2140.0,3140.0,1,1,0,1,1,8.366600265340756,6935.717076596412,0.0,14.866068747318506,11.180339887498944,18.0,19.0,12.0,756.0,11.0,0.13820120186716717,63.0,0.2727272727272727,False,False,True,True,True,False,0.06746635188649329,0.07583585468504435,0.07431961358148535,0.0575299895653759,0.0842905002760928,0.2986415253354355,0.06972564588969794,2019-12-29,6.0,0,False,False,0.12062586967919005
0.09283819628647215,0.08652535019214082,0.0458107707104958,9.0,1.0,2040.0,2000.0,1,4,0.07195266272189349,37500.0,0.06325509952692988,0.09418509418509419,2.0,20.0,30.0,5.49,30.0,0.05180165944694329,0.06484129396321843,2.0,2.0,13.0,3.33,15.9,0.06940924187602454,0.10040160642570281,2.0,2.0,30.0,4.48,15.5,0.03682151025975728,0.04952569559910139,2.0,2.0,274.0,21.8,30.0,0.07425163712649802,0.09668755595344673,2.0,2.0,50.0,5.35,15.1,2140.0,2140.0,2140.0,2140.0,2140.0,1,1,1,1,0,0.4495980537908989,2398.2022633873,3643.130763542206,11010.053106613255,4703.261591751624,31.0,17.0,11.0,11.0,19.0,0.1693402428648774,6.0,0.45454545454545453,False,False,False,False,True,False,0.07161504444154866,0.06858750745467172,0.06239352200111458,0.09833560497346817,0.06020923165463584,0.29701987460081214,0.08916877371323752,2019-12-29,2.0,0,False,False,0.11682984392865027
