datum,avd,startnr,häst,vodds,prob_order,vodds2,prob_ord2,vodds3,prob_ord3,vodds4,prob_ord4
2021-01-30,1,2,BETTING REBEL,24.9,8,26.8,8.0,21.99,8.0,22.95,8.0
2021-01-30,1,3,GLOBAL UNDECIDED,11.37,5,11.65,5.0,12.11,6.0,12.04,6.0
2021-01-30,1,4,VACQUEYRAS,31.41,10,34.99,10.0,63.01,12.0,73.66,12.0
2021-01-30,1,5,MALKIN,8.76,4,8.82,4.0,9.26,4.0,9.49,4.0
2021-01-30,1,6,ELECTRICAL STORM,11.37,3,10.74,3.0,9.34,3.0,8.18,3.0
2021-01-30,1,7,SIR HENRY P.HILL,5.01,2,5.07,2.0,4.75,2.0,4.9,2.0
2021-01-30,1,8,CHAPUY,2.35,1,2.29,1.0,2.35,1.0,2.31,1.0
2021-01-30,1,9,SUPER PHOTO BOOD,55.08,12,54.14,12.0,57.33,11.0,64.92,11.0
2021-01-30,1,10,SOUTHWIND HYDRO,23.5,9,24.59,9.0,23.75,9.0,24.93,9.0
2021-01-30,1,11,BOTTNAS COMMANDEUR,99.99,11,99.99,11.0,99.99,10.0,187.1,10.0
2021-01-30,1,12,BEARTIME,25.34,6,25.49,6.0,20.89,5.0,22.66,5.0
2021-01-30,2,1,SHE IS CECILIA,8.51,3,8.71,3.0,9.23,3.0,10.49,3.0
2021-01-30,2,2,FUEL BURN,7.73,2,7.57,2.0,7.3,2.0,7.61,2.0
2021-01-30,2,3,SIDESLIP,29.1,10,27.4,10.0,29.18,10.0,31.28,9.0
2021-01-30,2,4,LA PARADETA,10.31,4,10.35,4.0,10.62,4.0,11.73,4.0
2021-01-30,2,5,JANIS JOPLIN BOKO,18.07,5,17.75,5.0,18.94,5.0,17.96,5.0
2021-01-30,2,6,BANSKY,2.19,1,2.17,1.0,2.09,1.0,1.81,1.0
2021-01-30,2,7,ARTEMIDE ZACK,15.71,7,16.35,7.0,15.67,7.0,14.88,6.0
2021-01-30,2,8,JAMAICA BOKO,35.41,11,36.96,11.0,39.14,11.0,54.96,10.0
2021-01-30,2,9,MOON ZAPPA,11.19,6,11.28,6.0,11.67,6.0,14.73,7.0
2021-01-30,2,10,BRILJANT SENSATION,25.39,12,25.83,12.0,27.82,12.0,34.22,11.0
2021-01-30,2,11,LA MAURESQUE,35.19,8,33.79,8.0,36.71,8.0,65.69,12.0
2021-01-30,2,12,IES JUVEL,26.12,9,26.69,9.0,28.66,9.0,31.29,8.0
2021-01-30,3,1,BONE HARD FLASH,5.95,3,5.67,3.0,5.44,3.0,3.73,3.0
2021-01-30,3,2,AFTER ALL FLASH,45.66,10,47.48,9.0,51.59,10.0,,
2021-01-30,3,3,B.G.ARNE,8.46,4,8.85,4.0,8.69,4.0,9.68,4.0
2021-01-30,3,4,PACIFIC KINGDOM,4.26,2,4.25,2.0,4.35,2.0,4.69,2.0
2021-01-30,3,5,KALAS,10.82,5,11.02,5.0,10.71,5.0,14.11,6.0
2021-01-30,3,6,SOLKATTENS FERRARI,3.81,1,3.8,1.0,3.87,1.0,3.38,1.0
2021-01-30,3,7,GLOBAL VIRGIN,25.38,8,25.88,8.0,26.65,8.0,52.29,8.0
2021-01-30,3,8,ESPRIT D'INVERNE,43.1,9,45.37,10.0,44.66,9.0,87.44,9.0
2021-01-30,3,9,SOMEONE SKIFT,45.56,12,47.91,12.0,49.28,12.0,115.88,11.0
2021-01-30,3,10,SUPER CHEESE L.W.,61.29,11,60.04,11.0,61.37,11.0,107.97,10.0
2021-01-30,3,11,BOYCOTT,12.45,7,12.9,7.0,13.03,7.0,15.01,7.0
2021-01-30,3,12,CASSIUS IMA,10.01,6,9.69,6.0,9.57,6.0,8.95,5.0
2021-01-30,4,1,HAZARD BOKO,7.54,5,7.63,5.0,7.99,5.0,7.09,4.0
2021-01-30,4,2,FLORIS BALDWIN,4.78,2,4.87,2.0,4.98,2.0,4.53,2.0
2021-01-30,4,3,HAWK CLIFF,16.58,7,16.98,7.0,17.96,7.0,22.72,6.0
2021-01-30,4,4,ZENIT BRICK,18.94,9,19.34,8.0,20.07,8.0,29.17,8.0
2021-01-30,4,5,ON TRACK PIRATEN,11.16,4,11.42,4.0,11.88,4.0,28.69,7.0
2021-01-30,4,6,GRAINFIELD AIDEN,17.6,6,17.96,6.0,18.87,6.0,21.16,5.0
2021-01-30,4,7,ELIAN WEB,10.38,3,10.54,3.0,10.1,3.0,8.78,3.0
2021-01-30,4,8,EVALUATE,57.0,10,57.94,10.0,61.9,10.0,136.47,10.0
2021-01-30,4,9,WEST WING,63.61,8,66.75,9.0,65.61,9.0,214.18,9.0
2021-01-30,4,10,HIGHSPEED CALL,99.99,12,99.99,12.0,99.99,12.0,359.36,12.0
2021-01-30,4,11,SORBET,2.32,1,2.26,1.0,2.16,1.0,1.92,1.0
2021-01-30,4,12,SUPER ZANTOS,88.75,11,83.98,11.0,90.61,11.0,154.53,11.0
2021-01-30,5,1,VÄSTERBO HIGHSCORE,9.07,5,9.19,5.0,9.18,5.0,11.31,6.0
2021-01-30,5,2,DOMINIC WIBB,5.26,2,5.3,2.0,5.11,2.0,4.33,1.0
2021-01-30,5,3,I'LL FIXIT,17.22,7,17.71,8.0,17.9,8.0,29.54,8.0
2021-01-30,5,4,OPALIS,6.56,4,6.58,4.0,6.76,4.0,3.87,3.0
2021-01-30,5,5,SIMB MURDOCH,34.39,10,35.21,10.0,33.34,9.0,93.24,9.0
2021-01-30,5,6,UP TO ME,7.59,3,7.65,3.0,7.7,3.0,10.11,4.0
2021-01-30,5,7,THIS IS ALEX,57.11,12,56.81,12.0,59.09,12.0,200.94,12.0
2021-01-30,5,8,DIGITAL CLASS,22.92,9,22.14,7.0,21.49,7.0,35.78,7.0
2021-01-30,5,9,PHOENIX PHOTO,4.02,1,4.05,1.0,4.06,1.0,4.73,2.0
2021-01-30,5,10,KAISER SOUTHWIND,24.85,8,25.2,9.0,25.72,10.0,35.74,10.0
2021-01-30,5,11,GRINNEBYS ORION,31.24,11,31.43,11.0,30.95,11.0,62.49,11.0
2021-01-30,5,12,DEEDE STAR,8.04,6,7.59,6.0,7.77,6.0,5.93,5.0
2021-01-30,6,1,TIMETOLEAVEAGAIN,13.09,5,12.86,5.0,12.79,5.0,14.4,6.0
2021-01-30,6,2,C.M.T.QUEEN BEE,8.68,3,8.68,3.0,8.97,4.0,6.8,2.0
2021-01-30,6,3,HARVARD STUDENT,9.03,6,9.01,6.0,9.14,6.0,8.32,5.0
2021-01-30,6,4,LEGENDARIA ZON,40.37,14,40.8,14.0,41.36,14.0,62.5,12.0
2021-01-30,6,5,DONNA LEONORA,13.08,7,13.42,7.0,14.2,8.0,18.5,11.0
2021-01-30,6,6,FOLLOW MY LEAD,17.68,9,17.98,9.0,16.54,9.0,18.64,9.0
2021-01-30,6,7,ESTHER CHERI,28.03,11,28.47,11.0,28.24,11.0,24.14,10.0
2021-01-30,6,8,HELLUVA AM,6.34,4,6.35,4.0,6.61,3.0,5.88,4.0
2021-01-30,6,9,VÄSTERBO JOLENE,26.01,15,26.0,15.0,27.52,15.0,38.31,15.0
2021-01-30,6,10,BELUGA WEST,16.75,8,16.84,8.0,16.3,7.0,18.39,7.0
2021-01-30,6,11,XANTHIS DELICIOUS,14.77,10,15.01,10.0,14.33,10.0,11.66,8.0
2021-01-30,6,12,LYX HÅLERYD,8.68,2,8.79,2.0,8.96,2.0,11.84,3.0
2021-01-30,6,13,LUNA NERA DOC,46.22,13,46.27,13.0,47.56,13.0,67.13,14.0
2021-01-30,6,14,HAVANA BOKO,5.23,1,5.1,1.0,4.87,1.0,4.58,1.0
2021-01-30,6,15,AMARONE CLASSIC,33.09,12,32.47,12.0,33.67,12.0,46.26,13.0
2021-01-30,7,1,GREVIN SISU,8.17,4,8.37,4.0,7.93,4.0,8.61,4.0
2021-01-30,7,2,ISA,9.88,6,9.94,6.0,10.21,6.0,11.37,5.0
2021-01-30,7,3,OLE,4.85,3,4.91,3.0,4.86,3.0,5.1,3.0
2021-01-30,7,4,TULLIBARDINE BOE,6.38,2,6.25,1.0,6.23,1.0,4.53,1.0
2021-01-30,7,5,JOSEPH BOKO,3.68,1,3.64,2.0,3.67,2.0,3.23,2.0
2021-01-30,7,6,FLACCO,13.77,5,13.68,5.0,13.71,5.0,17.35,6.0
2021-01-30,7,7,DOUBLE NIGHT,24.29,9,24.14,9.0,25.3,9.0,45.5,10.0
2021-01-30,7,8,DELIVER,27.03,11,27.89,11.0,28.63,11.0,45.09,11.0
2021-01-30,7,9,BICC'S AVALON,23.0,10,23.32,10.0,24.76,10.0,29.32,9.0
2021-01-30,7,10,LEON ZON,12.08,8,11.9,8.0,11.72,8.0,12.07,7.0
2021-01-30,7,11,JOE FRAZIER BOKO,23.69,7,23.55,7.0,23.78,7.0,33.99,8.0
2021-02-06,1,1,HOSSIANA BOKO,19.32,7,20.29,7.0,25.43,7.0,30.41,7.0
2021-02-06,1,2,GALACTICA,4.66,3,4.57,3.0,4.98,3.0,5.1,3.0
2021-02-06,1,3,ZETA KRONOS,11.44,5,9.74,4.0,11.31,5.0,10.9,5.0
2021-02-06,1,4,DIXIE BRICK,4.27,2,4.02,1.0,3.45,1.0,3.17,1.0
2021-02-06,1,5,ULTRA BRIGHT,2.85,1,3.14,2.0,3.02,2.0,3.32,2.0
2021-02-06,1,6,GOBI PRINCESS,7.91,4,8.04,5.0,8.33,4.0,7.61,4.0
2021-02-06,1,7,VELEGANCE,12.07,6,11.56,6.0,12.11,6.0,11.4,6.0
2021-02-06,1,8,DONTLOOSEALLMONEY,32.92,8,32.52,8.0,37.29,8.0,45.67,8.0
2021-02-06,2,1,HEFNER AM,13.89,4,13.81,4.0,13.09,4.0,11.32,3.0
2021-02-06,2,2,DEMON IMA,2.04,1,1.98,1.0,1.98,1.0,1.52,1.0
2021-02-06,2,3,TAKE IT EASY TOUR,28.25,6,28.13,6.0,29.09,6.0,47.03,6.0
2021-02-06,2,4,JORI BOKO,23.51,5,24.52,5.0,24.93,5.0,31.28,5.0
2021-02-06,2,5,POWER BLASTER,4.32,2,4.51,2.0,4.39,2.0,4.59,2.0
2021-02-06,2,6,GLIMMA BLIXTEN,7.35,3,7.54,3.0,8.04,3.0,18.53,4.0
2021-02-06,2,7,SILVER BULLIT,31.67,9,31.9,9.0,32.97,8.0,47.09,8.0
2021-02-06,2,8,MADAME AF DJUPMYRA,24.45,7,24.55,7.0,25.44,10.0,40.6,10.0
2021-02-06,2,9,KEEGAN TROT,34.09,10,34.71,10.0,34.79,9.0,46.01,9.0
2021-02-06,2,10,MERRIMAC S.G.,37.28,8,37.96,8.0,29.05,7.0,50.61,7.0
2021-02-06,2,11,XANTHIS DAIQUIRI,55.19,12,58.04,12.0,63.52,11.0,123.44,12.0
2021-02-06,2,12,JEANS'N PASSION,37.77,11,39.35,11.0,43.61,12.0,81.48,11.0
2021-02-06,3,1,M.T.OSCAR,8.51,5,7.66,5.0,7.41,5.0,7.27,4.0
2021-02-06,3,2,ROMERO,6.85,2,7.03,2.0,6.91,2.0,6.15,2.0
2021-02-06,3,3,DAYSOFOURLIVES,12.06,6,11.95,6.0,12.18,6.0,13.85,6.0
2021-02-06,3,4,SWEETMAN,5.61,3,5.72,3.0,5.99,3.0,4.87,3.0
2021-02-06,3,5,MOROTAI DEGATO,5.38,1,5.43,1.0,5.59,1.0,4.75,1.0
2021-02-06,3,6,ARA,18.79,9,19.15,8.0,20.09,9.0,31.2,11.0
2021-02-06,3,7,TAXI OUT,18.36,7,19.02,7.0,19.53,7.0,30.54,9.0
2021-02-06,3,8,CRUISE,17.97,8,18.22,9.0,19.42,11.0,33.54,12.0
2021-02-06,3,9,ASTRONASCENTE ZAC,7.76,4,7.87,4.0,8.31,4.0,11.51,5.0
2021-02-06,3,10,AXEL RUDA,10.89,10,10.84,10.0,9.4,8.0,11.06,8.0
2021-02-06,3,11,ARVID S.H.,19.67,11,19.8,11.0,17.69,10.0,16.7,7.0
2021-02-06,3,12,DANILO BRICK,31.22,12,30.25,12.0,29.12,12.0,17.41,10.0
2021-02-06,4,1,ELLA PACE,13.03,4,12.7,4.0,13.43,8.0,23.62,8.0
2021-02-06,4,2,NOUBA MOM,4.18,1,4.18,1.0,4.24,1.0,3.22,2.0
2021-02-06,4,3,ESSIE GONZALES,14.13,6,14.46,6.0,14.23,5.0,13.05,4.0
2021-02-06,4,4,LORELEI MARIE,7.42,3,7.48,3.0,7.23,3.0,7.51,3.0
2021-02-06,4,5,HILLBILLY WOODLAND,13.38,7,13.37,7.0,13.26,6.0,12.45,5.0
2021-02-06,4,6,SHE IS CECILIA,58.36,14,58.76,14.0,57.34,14.0,114.84,14.0
2021-02-06,4,7,HIGHSURPRISE LADAY,47.75,13,44.94,13.0,45.49,13.0,71.81,12.0
2021-02-06,4,8,OTTILIA FRI,17.27,9,17.56,9.0,17.56,9.0,62.74,11.0
2021-02-06,4,9,ALHAMBRA MAIL,5.06,2,5.1,2.0,5.24,2.0,3.62,1.0
2021-02-06,4,10,MELLBY GUAVA,25.55,10,24.79,10.0,25.85,10.0,52.43,10.0
2021-02-06,4,11,NO LIMIT QUEEN,18.13,8,17.83,8.0,16.49,7.0,17.84,6.0
2021-02-06,4,12,OFELIA O.E.,21.93,12,20.87,12.0,21.03,11.0,21.82,9.0
2021-02-06,4,13,HASTY HELENE,24.31,11,24.96,11.0,25.25,12.0,57.1,13.0
2021-02-06,4,14,LYX HÅLERYD,9.37,5,9.47,5.0,9.11,4.0,12.22,7.0
2021-02-06,5,1,ZIO TOM JET,10.47,6,10.71,7.0,10.54,6.0,10.09,5.0
2021-02-06,5,2,RELIGIOUS,8.8,3,8.53,3.0,8.17,3.0,6.69,3.0
2021-02-06,5,3,MR CLAYTON J.F.,21.25,10,21.23,10.0,20.26,10.0,35.46,11.0
2021-02-06,5,4,MERRITT,4.7,2,4.8,2.0,4.79,2.0,4.98,2.0
2021-02-06,5,5,FRANKLIN FACE,21.88,9,22.0,9.0,22.19,9.0,21.02,7.0
2021-02-06,5,6,ALGOT ZONETT,2.66,1,2.62,1.0,2.68,1.0,2.46,1.0
2021-02-06,5,7,KENNEDY,23.99,5,23.36,5.0,23.75,5.0,48.82,8.0
2021-02-06,5,8,SIR HENRY P.HILL,13.68,7,13.94,6.0,14.29,7.0,16.9,6.0
2021-02-06,5,9,NIGHT BRODDE,10.22,4,10.38,4.0,10.02,4.0,9.41,4.0
2021-02-06,5,11,MR PERFECTION,43.35,11,42.84,11.0,42.49,11.0,49.67,10.0
2021-02-06,5,12,REMARKABLE FEET,19.01,8,19.38,8.0,19.94,8.0,23.86,9.0
2021-02-06,6,1,GARETH BOKO,4.37,3,4.44,3.0,4.56,3.0,5.79,4.0
2021-02-06,6,2,ORDER TO FLY,30.99,9,31.26,9.0,32.18,9.0,53.31,8.0
2021-02-06,6,3,GRAINFIELD AIDEN,13.24,7,13.13,7.0,13.3,7.0,18.09,7.0
2021-02-06,6,4,SUPER ZANTOS,46.39,11,46.54,11.0,44.88,11.0,91.37,11.0
2021-02-06,6,5,ANTONIO TROT,6.06,4,6.05,4.0,6.25,4.0,4.74,3.0
2021-02-06,6,6,DRAGSTER,6.25,1,6.31,2.0,6.33,2.0,5.15,1.0
2021-02-06,6,7,NADAL BROLINE,6.88,6,6.81,6.0,6.83,6.0,5.95,6.0
2021-02-06,6,8,TARGET KRONOS,48.27,10,45.65,10.0,46.46,10.0,76.49,10.0
2021-02-06,6,9,VÄSTERBO GROSBOIS,22.82,8,22.87,8.0,22.96,8.0,54.82,9.0
2021-02-06,6,10,PACIFIC FACE,12.34,5,12.44,5.0,12.43,5.0,12.97,5.0
2021-02-06,6,11,DISCO VOLANTE,5.32,2,5.3,1.0,4.93,1.0,4.38,2.0
2021-02-06,6,12,EVALUATE,61.39,12,56.42,12.0,57.8,12.0,93.71,12.0
2021-02-06,7,1,MARSCHALL MATCH,7.87,4,7.8,3.0,7.81,4.0,6.82,3.0
2021-02-06,7,2,PAYET D.E.,6.25,3,6.33,5.0,6.19,3.0,6.91,4.0
2021-02-06,7,3,CARGO DOOR,4.89,2,4.96,2.0,5.03,2.0,5.27,2.0
2021-02-06,7,4,GARDNER SHAW,3.62,1,3.61,1.0,3.58,1.0,2.69,1.0
2021-02-06,7,5,CALL ME BRODDA,41.25,10,42.16,10.0,41.53,10.0,71.25,8.0
2021-02-06,7,6,ROYAL T.N.,31.64,9,30.56,9.0,31.33,9.0,64.74,11.0
2021-02-06,7,7,WIND KNIGHT,63.86,12,61.99,12.0,61.88,12.0,73.75,12.0
2021-02-06,7,8,KAPTAH,15.9,6,15.58,6.0,15.45,6.0,24.93,7.0
2021-02-06,7,9,MAS CAPACITY,19.11,7,18.94,7.0,19.18,7.0,14.49,6.0
2021-02-06,7,10,GLOBAL TAILWIND,6.74,5,6.81,4.0,6.9,5.0,8.11,5.0
2021-02-06,7,11,LOVE HÅLERYD,19.39,8,19.36,8.0,19.45,8.0,28.17,9.0
2021-02-06,7,12,THE REAL STAR,41.73,11,39.79,11.0,40.23,11.0,65.69,10.0
2021-02-13,1,1,ANNIE FLAME,4.21,1,4.13,1.0,3.38,1.0,3.81,1.0
2021-02-13,1,2,VIOLETTE FACE,10.35,5,9.52,5.0,10.24,5.0,8.37,5.0
2021-02-13,1,3,GITANE D'INVERNE,22.1,6,21.32,6.0,15.48,6.0,17.28,6.0
2021-02-13,1,4,DACIA SCOOP,38.24,11,43.03,11.0,58.82,10.0,77.24,10.0
2021-02-13,1,5,QUITE A BARBARA,43.38,10,49.14,10.0,71.22,12.0,84.6,12.0
2021-02-13,1,6,GARCA,5.68,3,5.04,3.0,5.15,3.0,4.26,2.0
2021-02-13,1,7,QUIZ ROC,23.0,8,26.01,8.0,32.67,9.0,37.85,9.0
2021-02-13,1,8,ERIN ZET,6.34,4,5.83,4.0,5.04,4.0,5.0,4.0
2021-02-13,1,9,GLOBAL VIRGIN,29.76,13,30.26,13.0,37.74,13.0,42.91,13.0
2021-02-13,1,10,JERSEY MUSCLES,46.92,14,47.75,14.0,68.51,15.0,65.29,15.0
2021-02-13,1,11,BRILJANT SENSATION,37.5,9,38.25,9.0,47.14,8.0,47.24,8.0
2021-02-13,1,12,RUN A MILE,60.6,12,67.23,12.0,75.77,11.0,74.8,11.0
2021-02-13,1,13,FREQUENCY AM,23.05,7,25.13,7.0,25.29,7.0,26.48,7.0
2021-02-13,1,14,ISI BAND,71.44,15,82.16,15.0,99.99,14.0,130.68,14.0
2021-02-13,1,15,PRINCESS S.W.,4.61,2,5.39,2.0,7.08,2.0,7.44,3.0
2021-02-13,2,1,HOOPER DES CHASSES,9.09,3,9.42,3.0,8.86,3.0,9.58,3.0
2021-02-13,2,2,BOLD HEUVELLAND,2.89,1,2.85,1.0,2.86,1.0,2.84,1.0
2021-02-13,2,3,TAITTINGER,17.22,6,17.86,6.0,18.06,6.0,33.3,8.0
2021-02-13,2,4,JOEL DI QUATTRO,66.83,15,70.97,14.0,76.3,14.0,110.12,11.0
2021-02-13,2,5,GOODLOOKIN' PEPPER,37.09,9,40.02,9.0,41.08,9.0,66.26,9.0
2021-02-13,2,6,BARA DU CHENE,14.73,5,15.52,5.0,15.72,5.0,13.62,5.0
2021-02-13,2,7,EDLER,27.31,10,26.04,10.0,26.9,10.0,61.18,10.0
2021-02-13,2,8,LUCKY TRUC,5.89,2,5.21,2.0,5.13,2.0,3.51,2.0
2021-02-13,2,9,SEDIN U.S.,18.69,8,18.96,8.0,19.52,8.0,21.47,7.0
2021-02-13,2,10,O.M.ENTERTAINYOU,46.15,13,48.43,11.0,49.93,13.0,128.14,13.0
2021-02-13,2,11,AIR SPACE,61.5,11,65.6,15.0,59.93,11.0,108.18,12.0
2021-02-13,2,12,INCREDIBLE WINE,8.51,4,8.93,4.0,8.98,4.0,8.15,4.0
2021-02-13,2,13,MASSIVE ATTACK,44.44,12,45.83,12.0,39.77,12.0,65.65,14.0
2021-02-13,2,14,ÅSANNA STARLINE,59.28,14,63.7,13.0,67.25,15.0,143.36,15.0
2021-02-13,2,15,FILIP WINNER,10.13,7,10.66,7.0,11.4,7.0,11.7,6.0
2021-02-13,3,1,ARTFUL DEIMOS,40.2,14,41.27,14.0,37.05,13.0,43.77,12.0
2021-02-13,3,2,BABY BOY,20.63,9,19.44,9.0,17.46,8.0,18.12,7.0
2021-02-13,3,3,GLORY MARANCOURT,42.03,15,44.32,15.0,38.91,14.0,90.6,14.0
2021-02-13,3,4,PAPA CROWE,33.19,13,32.82,12.0,29.5,12.0,80.41,13.0
2021-02-13,3,5,GERONIMO AM,4.86,1,4.6,1.0,4.13,2.0,3.71,2.0
2021-02-13,3,6,QUANTUM ROC,6.58,2,6.8,2.0,6.03,1.0,4.03,1.0
2021-02-13,3,7,CONRADS JANNE,14.78,6,14.46,6.0,13.34,6.0,27.59,8.0
2021-02-13,3,8,BELLMONDO,17.76,8,17.42,8.0,14.87,7.0,16.88,6.0
2021-02-13,3,9,GIGANTIC STAR,56.98,12,59.06,11.0,46.01,11.0,76.72,11.0
2021-02-13,3,10,FLACCO,8.83,5,8.95,5.0,7.27,3.0,7.96,3.0
2021-02-13,3,11,GANGNAM STYLE K.,23.46,10,24.03,10.0,21.55,9.0,29.79,10.0
2021-02-13,3,12,DARLINGTON,6.69,3,6.75,3.0,,,,
2021-02-13,3,13,TIMO LANE,12.4,7,12.52,7.0,10.53,5.0,9.29,5.0
2021-02-13,3,14,BICC'S AVALON,8.02,4,8.3,4.0,7.56,4.0,7.04,4.0
2021-02-13,3,15,AMAZON FONT,24.66,11,25.44,13.0,19.54,10.0,23.81,9.0
2021-02-13,4,1,PARFYM ALO,38.03,10,38.17,10.0,38.79,10.0,52.69,11.0
2021-02-13,4,2,LILO LOVE,2.52,1,2.49,1.0,2.46,1.0,2.23,1.0
2021-02-13,4,3,LUNA PIENA,54.34,12,56.62,12.0,56.3,12.0,119.17,12.0
2021-02-13,4,4,NORTH DAKOTA,30.76,8,30.5,8.0,32.05,8.0,44.76,8.0
2021-02-13,4,5,O.M.GEMMA,48.95,11,51.51,11.0,49.28,11.0,63.35,10.0
2021-02-13,4,6,BETULLA C.R.,31.2,9,31.24,9.0,32.61,9.0,45.82,9.0
2021-02-13,4,8,FOLLOW MY LEAD,8.03,4,7.96,4.0,7.81,3.0,6.77,3.0
2021-02-13,4,9,TURBINA C.F.,47.56,13,49.49,13.0,53.68,13.0,167.11,13.0
2021-02-13,4,10,GUSTO,6.84,2,6.97,2.0,6.86,2.0,6.47,2.0
2021-02-13,4,11,FIRSTCLASS U.M.,9.78,5,9.92,5.0,10.33,5.0,11.23,5.0
2021-02-13,4,12,NOTHINGLIKE MALENA,11.53,6,11.55,6.0,10.84,6.0,13.08,6.0
2021-02-13,4,13,TOUR EIFFEL,8.5,3,8.42,3.0,8.85,4.0,8.89,4.0
2021-02-13,4,14,ALE' PRIDE GAR,22.27,7,22.08,7.0,22.71,7.0,19.05,7.0
2021-02-13,4,15,ANICE CAKE,99.99,14,99.99,14.0,99.99,14.0,209.71,14.0
2021-02-13,5,1,BUGATTI MILES,1.86,1,1.88,1.0,1.91,1.0,2.44,2.0
2021-02-13,5,2,TOURZO,91.69,12,90.26,12.0,92.08,12.0,203.55,12.0
2021-02-13,5,3,DREAMSTONE,28.31,9,29.19,8.0,29.31,8.0,27.02,7.0
2021-02-13,5,4,KNIFETOWN HALL,32.06,6,31.8,6.0,31.72,6.0,31.38,6.0
2021-02-13,5,5,TOTTI FACE,63.96,8,64.61,10.0,64.58,10.0,104.7,10.0
2021-02-13,5,6,READY DOC,12.69,3,12.85,3.0,12.53,3.0,9.28,3.0
2021-02-13,5,7,WILLMER GEL,22.38,5,22.19,5.0,21.26,5.0,18.77,4.0
2021-02-13,5,8,LENNART SJÖHAMMAR,15.69,4,15.61,4.0,15.13,4.0,16.71,5.0
2021-02-13,5,9,TYSON DIMANCHE,37.23,10,36.63,9.0,37.7,9.0,33.49,9.0
2021-02-13,5,10,ORACLE TILE,3.94,2,3.83,2.0,3.77,2.0,2.69,1.0
2021-02-13,5,11,MARYS OVERANDOUT,30.68,7,31.19,7.0,32.15,7.0,38.46,8.0
2021-02-13,5,12,PERSONAL GOALS,99.99,14,99.99,14.0,99.99,14.0,141.27,14.0
2021-02-13,5,14,THE BALD EAGLE,38.96,11,39.57,11.0,39.14,11.0,43.87,11.0
2021-02-13,5,15,UFO DEL RIO,75.73,13,77.23,13.0,76.68,13.0,120.94,13.0
2021-02-13,6,1,SURF'N TURF,48.59,10,49.44,10.0,47.62,10.0,55.83,9.0
2021-02-13,6,2,UPPER FACE,9.85,3,9.45,3.0,9.01,3.0,6.97,3.0
2021-02-13,6,3,EXCLUSIVE MATTER,22.49,6,22.55,6.0,22.75,6.0,20.43,6.0
2021-02-13,6,4,TOURNADO DREAM,99.99,11,99.99,12.0,99.99,12.0,71.87,11.0
2021-02-13,6,5,DEEDE STAR,11.49,4,11.49,4.0,11.05,4.0,10.0,4.0
2021-02-13,6,6,MOROTAI DEGATO,2.42,2,2.44,2.0,2.47,2.0,2.83,2.0
2021-02-13,6,7,RALLY HANS,21.22,5,21.33,5.0,21.41,5.0,24.9,7.0
2021-02-13,6,8,FLASH TEEMER,87.7,13,89.14,13.0,81.99,13.0,82.84,13.0
2021-02-13,6,10,TODDLER,46.52,12,44.2,11.0,44.19,11.0,53.39,12.0
2021-02-13,6,11,ELDORADO B.,29.66,7,29.18,7.0,27.73,7.0,21.17,5.0
2021-02-13,6,12,ARON PALEMA,28.73,8,28.61,8.0,29.44,8.0,32.64,8.0
2021-02-13,6,14,FLORIS BALDWIN,3.11,1,3.13,1.0,3.2,1.0,3.08,1.0
2021-02-13,6,15,MR PERFECTION,30.99,9,30.31,9.0,29.92,9.0,36.04,10.0
2021-02-13,7,1,HOMBRE D.,15.78,4,15.61,4.0,15.84,4.0,17.77,4.0
2021-02-13,7,2,HAPPY FEW,22.38,7,22.22,7.0,23.29,7.0,25.65,8.0
2021-02-13,7,3,LARADJA VRIJTHOUT,7.17,3,7.19,3.0,7.26,3.0,5.88,3.0
2021-02-13,7,4,BROADWAY SUN,2.09,1,2.09,1.0,2.01,1.0,2.05,1.0
2021-02-13,7,5,GASSIN AM,24.74,5,24.74,5.0,25.99,6.0,31.0,6.0
2021-02-13,7,6,STEPPING MONEYBOY,39.74,12,39.8,12.0,38.74,11.0,56.61,9.0
2021-02-13,7,7,MONARK AMOK,20.68,8,20.62,8.0,20.83,8.0,34.21,10.0
2021-02-13,7,8,BRANSBYS JUKE BOX,62.02,14,62.84,14.0,61.37,14.0,95.51,12.0
2021-02-13,7,9,OMEGA SUPERSTAR,23.38,10,23.42,10.0,24.73,10.0,36.89,13.0
2021-02-13,7,10,BEAR A PERFECTION,38.19,15,38.39,15.0,40.55,15.0,60.76,11.0
2021-02-13,7,11,BARON FRONTLINE,19.21,6,19.37,6.0,19.79,5.0,19.94,5.0
2021-02-13,7,12,HERAKLES,34.24,11,35.05,11.0,37.43,12.0,120.29,15.0
2021-02-13,7,13,OXIDIZER,8.33,2,8.4,2.0,8.65,2.0,5.21,2.0
2021-02-13,7,14,UNIT BRODDE,52.69,13,53.92,13.0,57.23,13.0,100.76,14.0
2021-02-13,7,15,DOMINIC WIBB,28.54,9,28.6,9.0,30.12,9.0,29.44,7.0
2021-02-20,1,1,TIGER MARKE,27.25,9,33.17,11.0,39.03,11.0,48.03,11.0
2021-02-20,1,2,RACING RIBB,11.39,5,11.26,5.0,11.08,5.0,11.35,6.0
2021-02-20,1,3,EXCLUSIVE MATTER,13.37,7,12.92,7.0,13.25,7.0,12.67,7.0
2021-02-20,1,4,JOYRIDE CANE,29.54,12,26.58,12.0,29.3,12.0,35.13,12.0
