datum,avd,startnr,häst,vodds,prob_order,vodds2,prob_ord2,vodds3,prob_ord3,vodds4,prob_ord4
2020-12-27,7,5,L'AMOUR BONANZA,11.73,3,12.05,3.0,11.71,3.0,15.91,4.0
2020-12-27,7,7,GOGO HALL,3.32,2,3.19,2.0,3.33,2.0,3.71,2.0
2020-12-27,7,8,RED BAR,2.84,1,2.89,1.0,2.97,1.0,2.71,1.0
2020-12-27,7,9,HARLEY D.E.,7.44,5,7.79,5.0,7.39,5.0,6.03,5.0
2020-12-27,7,10,ETNA B.R.,31.95,8,33.32,8.0,34.99,8.0,62.23,8.0
2020-12-27,7,11,HADES HÅLERYD,37.19,11,38.68,11.0,37.06,11.0,60.96,10.0
2020-12-27,7,12,ROYAL BABY,15.51,4,14.97,4.0,12.06,4.0,5.99,3.0
2020-12-28,1,1,THIS IS ALEX,27.19,9,32.52,9.0,38.35,9.0,56.95,9.0
2020-12-28,1,3,ON THE DOT,58.39,8,71.34,8.0,76.66,8.0,86.24,8.0
2020-12-28,1,4,DEXTER BRICK,7.85,4,7.21,4.0,8.04,4.0,7.42,4.0
2020-12-28,1,5,GIVE ME TEN,5.57,3,6.12,3.0,6.87,3.0,7.62,3.0
2020-12-28,1,7,DATS SO COOL,8.81,5,8.13,5.0,7.51,5.0,6.3,5.0
2020-12-28,1,8,CHAPUY,3.55,1,3.19,1.0,2.94,1.0,3.08,1.0
2020-12-28,1,9,BETTING REBEL,8.93,6,9.37,6.0,8.44,6.0,8.45,6.0
2020-12-28,1,10,BUSY DOIN' NOTHING,26.39,10,28.75,10.0,36.04,10.0,34.07,10.0
2020-12-28,1,11,ROCKY TILLY,4.56,2,4.93,2.0,4.87,2.0,4.84,2.0
2020-12-28,1,12,ROYAL NAVY NEO,18.93,7,19.12,7.0,22.5,7.0,21.61,7.0
2020-12-28,2,1,JAGUAR C.BOKO,32.11,8,32.73,8.0,32.69,8.0,44.14,8.0
2020-12-28,2,2,DIGITAL PEN,17.41,7,14.25,7.0,14.21,7.0,14.11,7.0
2020-12-28,2,3,FORCEMENT,4.11,3,4.29,3.0,4.46,3.0,6.41,4.0
2020-12-28,2,4,GLOBAL ATTENTION,16.49,5,16.6,5.0,16.58,5.0,14.28,5.0
2020-12-28,2,5,GORGEOUS LIME,50.88,13,54.6,13.0,53.24,13.0,93.06,13.0
2020-12-28,2,6,WINNIE THE POOH,69.75,10,71.49,10.0,75.72,10.0,123.7,10.0
2020-12-28,2,7,CHARLIE BRODDE,99.99,11,99.99,11.0,99.99,11.0,181.54,12.0
2020-12-28,2,8,FRONT PACE,38.4,12,39.86,12.0,39.69,12.0,92.45,11.0
2020-12-28,2,9,MASTER OF TRIX,38.98,9,37.85,9.0,39.96,9.0,69.63,9.0
2020-12-28,2,10,LET'S GO ERNIE,4.42,1,4.24,1.0,4.11,1.0,3.01,1.0
2020-12-28,2,11,SOLKATTENS CHIRON,18.47,6,19.21,6.0,19.65,6.0,19.38,6.0
2020-12-28,2,12,IMAGINE BOKO,5.61,2,5.6,2.0,5.75,2.0,5.17,2.0
2020-12-28,2,13,MCGARRET,4.74,4,4.91,4.0,4.62,4.0,4.51,3.0
2020-12-28,2,15,SHOW TIME,48.54,14,47.83,14.0,50.54,14.0,88.88,14.0
2020-12-28,3,1,GOING FOR GOLD ZAZ,4.74,4,5.0,4.0,5.32,4.0,9.46,4.0
2020-12-28,3,2,LINUS BOY,41.0,7,42.67,7.0,39.3,7.0,41.3,7.0
2020-12-28,3,3,NAROLD VOX,4.45,2,4.29,2.0,3.97,2.0,2.55,2.0
2020-12-28,3,4,TEST DRIVE,41.52,6,39.89,6.0,40.38,6.0,55.08,6.0
2020-12-28,3,6,LOVER FACE,22.27,9,23.17,9.0,23.59,9.0,32.54,9.0
2020-12-28,3,7,ON TRACK PIRATEN,2.81,1,2.78,1.0,2.76,1.0,2.79,1.0
2020-12-28,3,8,WEST WING,38.09,8,27.08,8.0,28.49,8.0,52.91,8.0
2020-12-28,3,9,SUPER ZANTOS,17.68,5,17.46,5.0,17.47,5.0,16.1,5.0
2020-12-28,3,10,VÄSTERBO GROSBOIS,4.74,3,4.98,3.0,5.21,3.0,5.9,3.0
2020-12-28,4,1,HUGO BÄCK,22.61,10,23.1,10.0,22.75,10.0,27.78,8.0
2020-12-28,4,2,HÖNN BLESA,74.89,9,81.77,9.0,69.66,9.0,281.04,10.0
2020-12-28,4,4,NORDBY KULING,52.02,7,56.15,7.0,59.94,7.0,234.09,7.0
2020-12-28,4,5,GORM,6.49,2,6.64,2.0,5.96,2.0,4.61,2.0
2020-12-28,4,6,BRENNE JÄRVEN,44.96,8,43.55,8.0,45.67,8.0,124.78,9.0
2020-12-28,4,7,GULI GLÖD,78.26,12,83.12,12.0,87.6,12.0,280.98,12.0
2020-12-28,4,8,S.T.C.C.FAKSEN,6.38,3,6.64,3.0,6.85,3.0,7.73,3.0
2020-12-28,4,9,ART KJARVALD,36.98,11,39.07,11.0,37.23,11.0,62.41,11.0
2020-12-28,4,10,DON VIKING,8.68,5,8.84,5.0,9.02,5.0,6.66,5.0
2020-12-28,4,11,VÅLER NIKOLAI,2.04,1,1.94,1.0,1.97,1.0,2.02,1.0
2020-12-28,4,12,B.W.RUNE,11.06,4,11.78,4.0,12.12,4.0,11.03,4.0
2020-12-28,4,13,JÄRVSÖODIN,30.99,6,31.94,6.0,33.79,6.0,39.98,6.0
2020-12-28,5,1,GREVIN SISU,8.58,3,8.79,3.0,9.07,3.0,7.94,3.0
2020-12-28,5,2,PRINCE YODA,33.03,12,32.74,12.0,33.77,12.0,46.46,12.0
2020-12-28,5,3,FATHER OF SUN,25.62,10,25.57,10.0,26.25,10.0,19.94,10.0
2020-12-28,5,4,ÅSENS BOGGIE,24.19,5,22.69,5.0,22.76,5.0,22.94,5.0
2020-12-28,5,5,GLOBAL AGENCY,5.23,1,5.12,1.0,5.0,1.0,3.98,1.0
2020-12-28,5,6,JOE FRAZIER BOKO,3.19,2,3.21,2.0,3.32,2.0,5.11,2.0
2020-12-28,5,7,BALDER D.K.,16.14,8,16.49,9.0,16.94,9.0,15.78,9.0
2020-12-28,5,8,ARA,17.92,6,17.95,8.0,13.2,8.0,17.29,8.0
2020-12-28,5,9,DOUBLE FORMULA,8.62,7,8.56,6.0,8.86,6.0,10.25,6.0
2020-12-28,5,10,TITANIA I.S.,32.76,11,33.65,11.0,35.57,11.0,112.02,11.0
2020-12-28,5,11,DAYSOFOURLIVES,8.32,4,8.38,4.0,8.5,4.0,5.58,4.0
2020-12-28,5,12,FASTER THAN YOU,16.15,9,16.28,7.0,16.33,7.0,11.98,7.0
2020-12-28,6,1,HULA HULA SISU,6.23,2,3.79,2.0,3.98,2.0,5.15,2.0
2020-12-28,6,2,ESSIE GONZALES,6.01,1,6.75,1.0,6.85,1.0,4.99,1.0
2020-12-28,6,3,BE MY VALENTINE,14.08,9,16.25,10.0,17.21,10.0,34.51,10.0
2020-12-28,6,4,VÄSTERBO VIXEN,39.49,12,45.42,12.0,47.88,12.0,71.17,12.0
2020-12-28,6,5,SELF TAUGHT BEAUTY,9.6,3,10.75,3.0,10.93,4.0,9.89,4.0
2020-12-28,6,6,HARRIET WEB,43.61,10,40.12,9.0,40.71,9.0,73.36,9.0
2020-12-28,6,7,LISTAS PRETTYWOMAN,25.83,13,29.76,13.0,30.34,13.0,39.86,13.0
2020-12-28,6,8,GLOBAL VIRGIN,15.07,11,17.3,11.0,13.89,11.0,29.29,11.0
2020-12-28,6,9,M.T.OOOGAACHAKKA,13.53,7,14.97,8.0,12.17,7.0,9.63,7.0
2020-12-28,6,10,FLAVIENNE LASCAUX,10.48,8,11.8,6.0,11.84,6.0,15.4,6.0
2020-12-28,6,11,CORDELIA I.S.,18.24,6,20.4,7.0,19.56,8.0,21.67,8.0
2020-12-28,6,12,MADAME AF DJUPMYRA,6.48,5,7.36,5.0,7.69,5.0,9.04,5.0
2020-12-28,6,13,BEARICECREAM,6.95,4,7.31,4.0,7.53,3.0,4.14,3.0
2020-12-28,7,1,RED HOT ROADSTER,5.85,3,6.67,3.0,6.77,3.0,8.11,3.0
2020-12-28,7,2,T.MIDI,62.1,8,76.85,8.0,68.22,8.0,123.7,8.0
2020-12-28,7,3,TAKE IT EASY TOUR,11.44,4,7.7,4.0,7.79,4.0,9.26,4.0
2020-12-28,7,4,CRACKER JACK,13.14,7,16.08,7.0,16.31,7.0,35.03,7.0
2020-12-28,7,6,APPASSO,12.18,5,14.27,5.0,13.56,5.0,6.91,5.0
2020-12-28,7,7,JACOBY KEEPER,2.8,1,3.21,1.0,3.2,1.0,2.56,1.0
2020-12-28,7,9,LIKE A MONSTER,12.59,9,14.86,9.0,15.07,9.0,34.67,9.0
2020-12-28,7,10,ALIEN HILL,3.96,2,3.06,2.0,3.06,2.0,3.22,2.0
2020-12-28,7,11,CALL TO THE BAR,17.29,6,20.81,6.0,21.15,6.0,26.73,6.0
2020-12-29,1,1,LEICESTER'S TROPHY,14.21,5,18.99,5.0,22.12,5.0,25.16,5.0
2020-12-29,1,2,BELMONDO SIMONI,24.98,7,25.53,7.0,31.22,7.0,39.1,7.0
2020-12-29,1,3,JACKPOT B R,10.99,4,11.68,4.0,10.05,4.0,11.29,4.0
2020-12-29,1,4,ALFAS IPPON,79.78,11,84.03,11.0,96.84,11.0,134.15,11.0
2020-12-29,1,5,ARKIBAL TAMSEN,30.32,10,40.08,10.0,40.42,10.0,51.0,10.0
2020-12-29,1,6,BELL MAN,17.1,8,23.8,8.0,25.21,8.0,29.99,8.0
2020-12-29,1,7,COLD CASH,2.95,1,2.38,1.0,2.77,1.0,2.74,1.0
2020-12-29,1,8,CAID DE LA COTE,16.79,6,25.17,6.0,32.92,6.0,44.25,6.0
2020-12-29,1,9,MAGIC HEART,5.93,3,5.14,3.0,4.81,3.0,4.42,3.0
2020-12-29,1,10,BILLIE JEAN,34.41,9,43.58,9.0,42.96,9.0,55.45,9.0
2020-12-29,1,11,ONCEFORALL FACE,3.61,2,4.1,2.0,3.28,2.0,3.0,2.0
2020-12-29,2,1,TRIOMPHE FERM,12.46,4,12.74,5.0,12.96,5.0,16.25,5.0
2020-12-29,2,2,BAXO EPICE,32.89,8,30.3,8.0,31.01,8.0,58.57,8.0
2020-12-29,2,3,WHAM BAM BOO,10.65,7,10.78,7.0,11.48,7.0,16.3,7.0
2020-12-29,2,4,AROS LINE,2.16,2,2.14,2.0,2.16,2.0,1.72,2.0
2020-12-29,2,5,MACHIAVELLI,14.39,5,14.31,4.0,13.87,4.0,30.58,4.0
2020-12-29,2,6,ZAFFIRO JET,3.39,1,3.42,1.0,3.34,1.0,3.43,1.0
2020-12-29,2,7,CHERI DE VIE,9.31,3,9.26,3.0,8.87,3.0,8.47,3.0
2020-12-29,2,8,CHAMPIONS PEAK,24.87,6,26.78,6.0,27.36,6.0,55.91,6.0
2020-12-29,3,1,FRØKEN A P,48.82,10,48.84,10.0,49.16,11.0,32.3,11.0
2020-12-29,3,2,LIVI PASADENA H M,13.54,5,11.76,5.0,11.88,5.0,19.58,5.0
2020-12-29,3,3,GRACE SALT,75.94,8,76.39,8.0,77.47,8.0,67.54,8.0
2020-12-29,3,4,DOWN TOWN GIRL,1.84,1,1.91,1.0,1.94,1.0,2.42,1.0
2020-12-29,3,5,INKA RIVER,15.6,6,14.33,6.0,13.97,6.0,13.15,6.0
2020-12-29,3,6,DOYOUTHINKIAMSEXY,23.85,12,23.04,12.0,22.71,12.0,25.98,12.0
2020-12-29,3,7,ARM BRI,6.23,2,6.53,2.0,6.54,2.0,4.23,2.0
2020-12-29,3,8,EASYCOMEEASYGO S,43.24,7,43.43,7.0,42.32,7.0,48.97,7.0
2020-12-29,3,9,FIVIE BAROSSO,25.31,11,26.06,11.0,26.63,10.0,15.13,10.0
2020-12-29,3,10,ENVY SECRET,23.91,9,23.46,9.0,22.57,9.0,28.3,9.0
2020-12-29,3,11,EVER SO CLEVER,14.36,3,13.66,3.0,13.65,3.0,10.82,3.0
2020-12-29,3,12,TOUR EIFFEL,11.3,4,10.63,4.0,10.12,4.0,9.63,4.0
2020-12-29,4,1,EBAY HOLMSMINDE,31.06,8,29.25,8.0,30.51,8.0,65.33,8.0
2020-12-29,4,2,DIVA DE MEAUX,35.09,10,31.55,10.0,32.66,10.0,40.61,10.0
2020-12-29,4,3,SON OF SIZZLING,13.03,7,12.88,7.0,12.38,6.0,9.72,6.0
2020-12-29,4,4,BREAKING BAD,43.98,6,39.85,6.0,41.57,7.0,81.21,7.0
2020-12-29,4,5,ENZO DESIGN,3.44,3,3.55,2.0,3.55,2.0,4.28,2.0
2020-12-29,4,6,COLORADO LASER,45.67,12,46.48,12.0,38.36,12.0,105.54,12.0
2020-12-29,4,7,ELDON NEERGÅRD,10.01,4,10.48,4.0,10.72,4.0,12.52,4.0
2020-12-29,4,8,FREJA SKOVSENDE,18.19,5,18.47,5.0,19.26,5.0,23.46,5.0
2020-12-29,4,9,HUNTER DRAGON,2.74,1,2.69,1.0,2.66,1.0,2.05,1.0
2020-12-29,4,10,DE LIGHT,99.99,9,99.99,9.0,99.99,9.0,157.93,9.0
2020-12-29,4,11,ROSSI GARLINE,5.89,2,5.95,3.0,6.05,3.0,6.31,3.0
2020-12-29,4,12,S A PHOTO,99.99,11,99.99,11.0,99.99,11.0,145.38,11.0
2020-12-29,5,1,CAN TAB,38.82,9,36.79,10.0,33.33,10.0,53.08,10.0
2020-12-29,5,2,ENFORALLE P,5.11,2,5.2,2.0,4.94,3.0,3.73,3.0
2020-12-29,5,3,DRACO,10.79,6,10.32,6.0,10.21,6.0,7.13,6.0
2020-12-29,5,4,BITCOIN,11.22,4,11.41,4.0,11.72,4.0,17.31,4.0
2020-12-29,5,5,EXPRESS A P,5.55,3,5.52,3.0,5.78,2.0,7.04,2.0
2020-12-29,5,6,DEKANEN K,11.69,5,11.81,5.0,12.53,5.0,18.43,5.0
2020-12-29,5,7,CONFUSION TÅRS,24.04,7,24.17,7.0,25.27,7.0,51.83,8.0
2020-12-29,5,8,BLACK SNAPPER,20.2,8,21.56,9.0,22.61,9.0,89.49,9.0
2020-12-29,5,10,CMYNEWLOLLIPOP,47.02,10,46.8,11.0,49.85,11.0,150.53,11.0
2020-12-29,5,11,CODY S,11.03,11,10.86,8.0,8.97,8.0,14.05,7.0
2020-12-29,5,12,DREAM KÅSGÅRD,3.26,1,3.26,1.0,3.4,1.0,2.57,1.0
2020-12-29,6,1,OBI,47.83,10,35.66,10.0,36.14,10.0,56.24,10.0
2020-12-29,6,2,ROCKY P H,30.6,9,33.0,9.0,33.6,9.0,67.78,9.0
2020-12-29,6,3,FORECAST,20.14,7,18.73,7.0,19.03,7.0,21.26,7.0
2020-12-29,6,4,WONDERBOY,18.13,5,19.13,6.0,19.25,6.0,23.02,6.0
2020-12-29,6,5,TYCOON CONWAY HALL,2.14,1,2.17,1.0,2.18,1.0,2.49,1.0
2020-12-29,6,7,PHOTO LAVEC,6.19,3,5.95,3.0,5.83,3.0,4.62,3.0
2020-12-29,6,8,DONATELLO GARBO,24.85,4,26.65,4.0,26.37,4.0,81.07,4.0
2020-12-29,6,9,THUNDER PEAK,18.09,6,18.54,5.0,18.78,5.0,24.31,5.0
2020-12-29,6,10,TROPHY SPRING,69.96,8,72.16,8.0,73.06,8.0,79.1,8.0
2020-12-29,6,11,SLIDE SO EASY,3.56,2,3.56,2.0,3.55,2.0,2.69,2.0
2020-12-29,7,1,EVEN STEVEN,1.78,1,1.74,1.0,1.71,1.0,1.81,2.0
2020-12-29,7,3,DANIELLA GARDENIA,38.3,10,40.79,10.0,42.78,10.0,86.46,10.0
2020-12-29,7,4,EXPRESS BORK,39.79,7,43.21,7.0,38.53,8.0,68.5,8.0
2020-12-29,7,5,ERICANO,9.0,4,9.1,4.0,9.32,4.0,9.12,3.0
2020-12-29,7,6,ESCAPE A P,5.18,2,5.4,2.0,5.47,2.0,3.95,1.0
2020-12-29,7,7,FRENCH QUICK,16.21,5,17.25,5.0,17.93,5.0,27.35,5.0
2020-12-29,7,9,DANGER DYNAMITE,36.32,6,38.37,6.0,39.58,6.0,51.41,6.0
2020-12-29,7,10,BELLA DONNA,21.64,8,22.4,8.0,22.8,7.0,26.52,7.0
2020-12-29,7,11,JOLIE,29.41,9,31.03,9.0,32.17,9.0,33.35,9.0
2020-12-29,7,12,SHAGGY MILLPOND,10.86,3,9.86,3.0,10.09,3.0,8.93,4.0
2020-12-30,1,1,DARLING SIMONI,34.35,8,38.72,7.0,38.54,7.0,48.63,7.0
2020-12-30,1,2,DANI'S PRINCESS,11.93,5,13.09,4.0,15.44,5.0,16.43,5.0
2020-12-30,1,3,CHERE,38.96,7,47.95,8.0,61.99,8.0,84.91,8.0
2020-12-30,1,4,INDEPENDENT BABY,7.11,4,4.3,3.0,3.25,2.0,2.81,1.0
2020-12-30,1,6,VICKY WAITING,37.15,9,52.61,9.0,62.81,9.0,89.86,9.0
2020-12-30,1,7,NEW ACTION,20.29,6,27.13,6.0,28.79,6.0,35.22,6.0
2020-12-30,1,8,CORONA,4.42,2,6.25,2.0,5.47,3.0,6.54,3.0
2020-12-30,1,9,INDIANA FORTUNA,6.68,3,9.18,5.0,9.84,4.0,10.55,4.0
2020-12-30,1,10,SOFIES CASE,2.24,1,2.0,1.0,2.33,1.0,2.25,2.0
2020-12-30,2,1,ALM NORINDA,18.69,7,21.37,7.0,22.57,8.0,50.96,10.0
2020-12-30,2,2,TAKO Ø.K.,7.47,3,6.13,2.0,5.14,2.0,4.55,3.0
2020-12-30,2,3,SOLØR ALMA,28.53,10,32.24,11.0,31.27,10.0,51.84,9.0
2020-12-30,2,4,ÅSA O.K.,5.35,1,5.89,1.0,6.3,1.0,6.16,2.0
2020-12-30,2,5,PINSLETERNA,12.22,5,14.13,5.0,13.65,5.0,33.27,8.0
2020-12-30,2,6,KUL STILLING,7.72,4,8.27,4.0,8.92,4.0,11.55,5.0
2020-12-30,2,7,H.C. BLESEN,18.02,8,20.6,8.0,20.26,7.0,45.89,11.0
2020-12-30,2,8,KLEPPE SPØDÅ,10.74,6,12.14,6.0,12.57,6.0,7.58,4.0
2020-12-30,2,10,TANGEN MARTE,20.14,9,22.47,9.0,22.51,9.0,20.28,6.0
2020-12-30,2,11,DRIVJERVEN,4.79,2,4.3,3.0,4.42,3.0,3.25,1.0
2020-12-30,2,12,AARBAKKS EVELYN,64.22,13,71.13,13.0,71.68,13.0,125.22,13.0
2020-12-30,2,13,SKUMSJØSTJERNA,65.58,14,74.67,14.0,65.39,14.0,145.7,14.0
2020-12-30,2,14,HELLIN VICTORIA,27.34,12,22.66,12.0,23.56,12.0,59.86,12.0
2020-12-30,2,15,HORG MIO,12.19,11,10.47,10.0,10.99,11.0,10.24,7.0
2020-12-30,3,1,PATENT LEATHER,6.86,3,7.0,3.0,6.71,3.0,5.08,3.0
2020-12-30,3,2,MONTDORE,12.07,6,12.51,6.0,12.61,5.0,34.14,9.0
2020-12-30,3,3,GOLDSTILE,12.36,5,13.06,5.0,13.46,7.0,12.86,5.0
2020-12-30,3,4,JET VOICE,4.4,1,4.61,1.0,4.76,1.0,3.25,1.0
2020-12-30,3,5,PEBBE SIMONI,15.16,8,14.24,7.0,14.59,6.0,17.81,6.0
2020-12-30,3,6,RUSHMORE FACE,3.25,2,3.08,2.0,2.98,2.0,3.02,2.0
2020-12-30,3,7,ALLAWAY G.T.,8.28,4,8.5,4.0,8.64,4.0,11.16,4.0
2020-12-30,3,8,LA GRANGE,11.5,7,12.4,8.0,12.67,8.0,19.14,7.0
2020-12-30,3,9,CATHERINE'S CHEVY,16.76,9,14.63,9.0,14.98,9.0,27.19,8.0
2020-12-30,4,1,FRIER BIRK,10.36,2,10.67,2.0,10.77,2.0,5.9,2.0
2020-12-30,4,2,WRONS FRIGG,30.7,5,31.73,6.0,28.98,6.0,58.59,7.0
2020-12-30,4,4,ODINS ELD,38.55,8,38.2,8.0,37.47,8.0,61.83,8.0
2020-12-30,4,6,BRÅTNESFAKS,15.33,3,14.18,3.0,14.09,3.0,12.53,3.0
2020-12-30,4,7,SOLBERG JELA,19.69,7,19.41,7.0,20.0,7.0,22.21,6.0
2020-12-30,4,8,TORBEN,1.32,1,1.34,1.0,1.34,1.0,1.5,1.0
2020-12-30,4,9,ALSAKER PUMBAA,10.24,4,10.03,4.0,10.09,4.0,8.09,4.0
2020-12-30,4,10,BEST RUGGEN,19.07,6,16.12,5.0,16.48,5.0,16.15,5.0
2020-12-30,5,1,COLOR BLIND,11.52,3,12.11,3.0,11.91,3.0,21.07,7.0
2020-12-30,5,2,MEMPHIS TENNESSEE E.P.,15.82,7,16.02,7.0,15.96,7.0,22.61,8.0
2020-12-30,5,3,SOPHIA FRECEL,13.54,8,13.63,8.0,13.91,8.0,9.25,6.0
2020-12-30,5,4,CASH ALO,45.58,11,48.15,11.0,50.62,11.0,92.7,11.0
2020-12-30,5,5,CALL ME FOX,3.88,1,3.97,1.0,4.09,1.0,3.98,1.0
2020-12-30,5,6,BRIANSFANTASIE A.H.,9.72,5,9.89,5.0,10.18,5.0,9.28,5.0
2020-12-30,5,7,L.A.'S I FEEL GOOD,5.75,2,5.38,2.0,4.84,2.0,6.59,2.0
2020-12-30,5,8,VICTOR'S VOICE,22.79,9,23.13,9.0,21.69,9.0,30.35,9.0
2020-12-30,5,10,LIKE NO OTHER,20.93,10,21.14,10.0,22.22,10.0,26.95,10.0
2020-12-30,5,11,GLOBAL ASSOCIATION,9.49,6,8.6,6.0,9.01,6.0,6.68,4.0
2020-12-30,5,12,MARA BOUDREAM,46.71,12,47.36,12.0,49.78,12.0,58.41,12.0
2020-12-30,5,13,SASSY MAY,5.59,4,5.84,4.0,5.96,4.0,4.57,3.0
2020-12-30,6,2,HIGH INTO THE SKY,3.0,1,2.95,1.0,3.06,1.0,2.75,1.0
2020-12-30,6,3,ALPHA SCARLET R.R.,3.97,2,4.0,2.0,3.96,2.0,4.13,2.0
2020-12-30,6,4,PRINCE TANIC,10.66,6,10.98,6.0,10.64,6.0,27.27,7.0
2020-12-30,6,5,DREAM BUILDER,9.81,4,9.61,4.0,9.73,4.0,11.86,4.0
2020-12-30,6,6,JACKSON AVERY,11.3,5,11.4,5.0,9.75,5.0,10.43,5.0
2020-12-30,6,7,ORLANDO CLASSIC,16.36,7,16.44,7.0,16.35,7.0,23.82,6.0
2020-12-30,6,9,SAM THE MAN,4.78,3,4.8,3.0,4.93,3.0,3.5,3.0
2020-12-30,6,10,EDDIE ARCTOUS,26.49,8,27.11,8.0,28.41,8.0,36.86,8.0
2020-12-30,7,1,GIGOLO N.L.,15.3,5,15.89,5.0,16.35,5.0,17.95,6.0
2020-12-30,7,2,MONBALENO,32.58,9,33.24,9.0,33.38,9.0,40.18,9.0
2020-12-30,7,3,GOODMAN B.R.,21.02,6,21.35,6.0,21.75,6.0,12.83,5.0
2020-12-30,7,5,TAYNO DESTRIER,1.92,1,1.93,1.0,1.93,1.0,2.97,1.0
2020-12-30,7,6,ROSSINI DIAMANT,5.08,2,4.88,2.0,5.0,2.0,4.38,3.0
2020-12-30,7,8,NEW TALISMAN,22.81,8,23.1,7.0,23.78,7.0,30.85,7.0
2020-12-30,7,9,J.T.'S MONEYPENNY,13.22,4,13.06,3.0,11.88,3.0,10.7,4.0
2020-12-30,7,10,ORLANDO G.M.,6.34,3,6.38,4.0,6.34,4.0,3.24,2.0
2020-12-30,7,11,EXPRESSO DOC,24.95,7,25.37,8.0,26.11,8.0,51.99,8.0
2021-01-02,1,2,ARVID S.H.,5.1,3,5.15,2.0,4.84,3.0,,
2021-01-02,1,4,JAXON V.S.,6.19,2,6.4,3.0,4.76,2.0,,
2021-01-02,1,5,FELIX AM,36.32,9,29.36,9.0,34.65,8.0,,
2021-01-02,1,6,L.L.ROYAL,3.1,1,3.01,1.0,3.46,1.0,,
2021-01-02,1,7,CRUISE,7.27,4,7.19,4.0,8.12,4.0,,
2021-01-02,1,8,TAXI OUT,13.47,5,15.34,6.0,15.15,6.0,,
2021-01-02,1,9,GIGANTIC STAR,68.01,10,69.71,10.0,75.4,10.0,,
2021-01-02,1,10,SHUTUPANDSCRATCHME,18.1,8,21.27,8.0,23.12,9.0,,
2021-01-02,1,11,M.T.OSCAR,14.72,7,13.51,7.0,15.54,7.0,,
2021-01-02,1,12,FIRST ONE IN,8.28,6,8.14,5.0,7.46,5.0,,
2021-01-02,2,1,LORELEI MARIE,3.4,1,3.1,1.0,3.08,1.0,,
2021-01-02,2,2,SPINOFHOPE L.B.,27.38,10,26.54,10.0,27.07,10.0,,
2021-01-02,2,3,MINNUCCI ZON,5.85,2,6.0,2.0,6.13,2.0,,
2021-01-02,2,4,SILVER GRACE,37.95,13,40.68,13.0,41.59,13.0,,
2021-01-02,2,5,VERAVIA AS,20.36,9,20.78,9.0,20.0,9.0,,
2021-01-02,2,6,AMANDARIN R.D.,30.46,11,31.65,11.0,30.32,11.0,,
2021-01-02,2,7,IES JUVEL,7.62,3,7.91,3.0,8.06,3.0,,
2021-01-02,2,8,LOVELY JONS,99.99,15,99.99,15.0,99.99,15.0,,
2021-01-02,2,9,LA PARADETA,12.67,4,13.54,5.0,13.7,5.0,,
2021-01-02,2,10,AROSEFORYOU,22.06,8,21.76,8.0,17.86,8.0,,
2021-01-02,2,11,CRAZYMONSTERHEART,56.41,12,61.23,12.0,61.84,12.0,,
2021-01-02,2,12,VICINI AXANG,63.77,14,69.58,14.0,72.53,14.0,,
2021-01-02,2,13,HILLBILLY WOODLAND,15.22,7,15.31,6.0,15.44,6.0,,
2021-01-02,2,14,BRILJANT SENSATION,9.58,5,9.46,4.0,9.65,4.0,,
2021-01-02,2,15,ELLA PACE,9.99,6,11.21,7.0,11.61,7.0,,
2021-01-02,3,1,DRAGSTER,2.41,1,2.4,1.0,2.43,1.0,,
2021-01-02,3,2,SEVILLA,3.26,2,3.29,2.0,3.34,2.0,,
2021-01-02,3,3,PASTORE BOB,11.22,4,11.68,4.0,11.68,4.0,,
2021-01-02,3,4,ZEPHYR KRONOS,16.49,5,17.2,5.0,17.25,5.0,,
2021-01-02,3,5,ALL STAR,41.28,9,43.84,9.0,43.84,9.0,,
2021-01-02,3,6,MASTER CROWE,41.66,8,43.51,8.0,43.47,8.0,,
2021-01-02,3,7,SECRET MISSION,46.85,6,49.57,6.0,50.02,6.0,,
2021-01-02,3,8,MONARK NEWMEN,15.38,7,15.97,7.0,15.58,7.0,,
2021-01-02,3,9,GARETH BOKO,6.41,3,5.87,3.0,5.66,3.0,,
2021-01-02,3,10,STAR ADVISOR JOLI,55.32,10,59.76,10.0,59.35,10.0,,
2021-01-02,4,1,DENNIS K.,33.95,6,33.64,6.0,33.71,6.0,,
2021-01-02,4,2,CLAW,9.6,2,9.18,2.0,9.09,2.0,,
2021-01-02,4,3,S.G.'S ACCENTA,40.71,7,42.62,7.0,43.01,7.0,,
2021-01-02,4,4,ONE DEEP VALLEY,20.69,4,20.06,4.0,20.24,4.0,,
2021-01-02,4,5,GLIMMA BLIXTEN,46.07,9,46.76,9.0,47.32,9.0,,
2021-01-02,4,6,ALIBI,63.72,8,59.77,8.0,60.01,8.0,,
2021-01-02,4,7,DEMON IMA,1.36,1,1.36,1.0,1.37,1.0,,
2021-01-02,4,8,BELLZAPP,99.99,11,99.99,11.0,99.99,11.0,,
2021-01-02,4,9,PLAYIT FLAX,52.07,10,52.11,10.0,49.31,10.0,,
2021-01-02,4,10,SILVER BULLIT,10.48,3,10.45,3.0,10.05,3.0,,
2021-01-02,4,11,JORI BOKO,16.45,5,16.47,5.0,16.63,5.0,,
2021-01-02,4,12,NEWLIGHT COGER,67.36,12,70.42,12.0,70.56,12.0,,
