datum,bana,avd,startnr,häst,ålder,kön,kusk,lopp_dist,start,dist,pris,spår,streck,vodds,podds,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_odds,h1_pris,h1_kmtid,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_odds,h2_pris,h2_kmtid,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_odds,h3_pris,h3_kmtid,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_odds,h4_pris,h4_kmtid,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_odds,h5_pris,h5_kmtid,bins,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,proba,f,spela,insats,prob_order,poäng
2021-10-09,ÅBY,3,6,VACQUEYRAS,12,v,Josefine Ivehag,2140.0,0,2140.0,1.0,6.0,1.0,33.12,7.84,8741.0,2021-09-25,Mariehamn-6,Thomas Åhlund,1.0,1640.0,,1.81,,12.1,2021-09-18,Dannero-4,Thomas Åhlund,1.0,1640.0,,1.56,10.0,11.7,2021-09-09,Gävle-9,Thomas Åhlund,3.0,1640.0,,42.67,50.0,11.7,2021-08-28,Bergsåker-5,Thomas Åhlund,3.0,2640.0,,116.05,125.0,14.1,2021-08-21,Gävle-11,Thomas Åhlund,3.0,1640.0,,62.89,125.0,11.6,22,1,1,1,1,1,,3467.858538298206,2852.672356046204,4510.471031652402,4510.471031652402,14.0,7.0,9.0,12.0,7.0,0.015466981813459995,-0.015184731081513232,False,-0.0,8,15
2021-10-09,ÅBY,3,8,ROBIN HOOD,8,v,Caroline Forsner,2140.0,0,2140.0,0.0,8.0,0.0,42.41,9.51,18110.0,2021-09-04,Jägersro-1,Anna Erixon,5.0,2140.0,4.0,7.22,50.0,15.0,2021-08-15,Tingsryd-6,Anna Erixon,1.0,1609.0,4.0,2.56,35.0,13.0,2021-07-29,Åby-3,Jennifer L Oscarsson,5.0,2140.0,4.0,4.25,35.0,15.0,2021-07-01,Åby-8,Jennifer L Oscarsson,5.0,2140.0,4.0,46.17,250.0,13.8,2021-06-09,Vaggeryd-2,Anna Erixon,5.0,1640.0,4.0,23.22,40.0,13.5,24,1,1,1,1,1,1049.439512187499,6487.769258055282,878.0240901127003,2346.6180875254668,938.6472350101868,35.0,20.0,17.0,28.0,22.0,0.015109443286471017,-0.008674438788233861,False,-0.0,9,15
2021-10-09,ÅBY,3,9,THE REAL STAR,7,v,Anna Erixon,2140.0,0,2140.0,0.0,9.0,0.0,35.95,7.02,18238.0,2021-09-14,Visby-3,Fredrik Persson,1.0,2120.0,7.0,5.08,30.0,12.6,2021-09-01,Åby-9,Fredrik Persson,2.0,1640.0,7.0,47.42,60.0,12.0,2021-08-15,Tingsryd-6,Emma Holmquist,2.0,1609.0,7.0,8.46,35.0,13.1,2021-07-29,Åby-3,Jonathan Carre,2.0,2140.0,7.0,9.3,35.0,14.9,2021-07-05,Mantorp-3,Jonathan Carre,2.0,2160.0,7.0,3.96,30.0,30.0,23,1,1,1,1,0,6006.507181794034,5152.164935300037,3935.030968151612,3935.030968151612,3643.130763542206,25.0,13.0,17.0,17.0,24.0,0.015109443286471017,-0.013070544030082027,False,-0.0,10,15
2021-10-09,ÅBY,4,9,GERBEN,4,v,Magnus A Djuse,2140.0,0,2140.0,31.0,9.0,31.0,2.72,1.44,24152.0,2021-09-18,Färjestad-9,Hans Crebas,3.0,2140.0,8.0,35.72,110.0,12.8,2021-09-06,Färjestad-6,Hans Crebas,2.0,2140.0,8.0,4.13,30.0,13.8,2021-07-16,Årjäng-6,Hans Crebas,2.0,2160.0,8.0,2.71,50.0,15.0,2021-06-25,Årjäng-6,Björn Goop,2.0,2140.0,8.0,2.66,30.0,14.2,2021-06-01,Vaggeryd-7,Hans Crebas,2.0,2640.0,8.0,1.52,25.0,16.3,1,1,1,0,1,0,4231.196882217894,3643.130763542206,4703.261591751624,3643.130763542206,3325.708165221809,21.0,12.0,52.0,21.0,24.0,0.3554066552006147,-0.019356917357167384,False,-0.0,1,1
2021-10-09,ÅBY,4,3,POWER LANE,4,h,Simon Helm,2140.0,0,2140.0,24.0,3.0,24.0,4.47,1.92,24208.0,2021-09-22,Åby-9,Christoffer Eriksson,2.0,1640.0,5.0,2.76,60.0,11.5,2021-09-13,Halmstad-7,Simon Helm,1.0,2140.0,5.0,1.8,25.0,14.0,2021-08-31,Vaggeryd-1,Simon Helm,1.0,1640.0,5.0,1.52,22.0,12.9,2021-04-15,Jägersro-4,Christoffer Eriksson,1.0,2140.0,5.0,2.53,30.0,30.0,2021-01-19,Jägersro-3,Christoffer Eriksson,1.0,2140.0,5.0,1.8,35.0,15.8,4,1,1,1,1,1,5152.164935300037,5483.165792142293,5143.665449037786,6006.507181794034,6487.769258055282,17.0,9.0,13.0,138.0,86.0,0.21673839552071536,-0.008985409804726917,False,-0.0,2,2
2021-10-09,ÅBY,4,1,LUCIFER SAM,4,v,Mats E Djuse,2140.0,0,2140.0,13.0,1.0,13.0,7.31,2.25,15805.0,2021-09-25,Solvalla-2,Johan Untersteiner,2.0,2140.0,11.0,21.16,60.0,12.9,2021-09-15,Åby-2,Peter Ingves,15.0,2660.0,11.0,4.19,30.0,15.8,2021-09-04,Jägersro-8,Stefan Persson,5.0,2160.0,11.0,51.77,100.0,14.1,2021-08-24,Jägersro-11,Johan Untersteiner,5.0,2640.0,11.0,89.12,200.0,17.3,2021-08-13,Charlottenlund-9,Stefan Persson,5.0,2000.0,11.0,8.8,,12.9,8,1,0,0,1,1,5152.164935300037,5.477225575051661,1484.131591025766,2098.879024374998,,14.0,10.0,11.0,11.0,11.0,0.11470402896615416,-0.025596441879146302,False,-0.0,3,3
2021-10-09,ÅBY,4,5,BRAVO SABOTAGE,5,v,Andreas Lövdal,2140.0,0,2140.0,12.0,5.0,12.0,8.61,2.21,25333.0,2021-09-04,Jägersro-9,Thomas Uhrberg,3.0,2140.0,1.0,3.25,110.0,13.9,2021-07-23,Axevalla-9,Thomas Uhrberg,3.0,1640.0,1.0,1.89,50.0,12.6,2021-07-23,Axevalla-4,Thomas Uhrberg,3.0,1640.0,1.0,12.87,50.0,12.6,2021-07-13,Jägersro-4,Thomas Uhrberg,3.0,2140.0,1.0,2.25,35.0,13.2,2021-05-06,Halmstad-8,Thomas Uhrberg,3.0,2140.0,1.0,1.99,25.0,14.5,9,1,1,1,1,1,4231.196882217894,2852.672356046204,2852.672356046204,2386.7169291026403,2017.143967463676,35.0,43.0,0.0,10.0,68.0,0.11301690226675712,-0.0035380383026572017,False,-0.0,4,3
2021-10-09,ÅBY,4,6,THE ENGINE,4,h,William Ekberg,2140.0,0,2140.0,7.0,6.0,7.0,13.79,3.29,18370.0,2021-09-21,Solänget-9,Jörgen Westholm,4.0,2140.0,1.0,30.22,110.0,12.8,2021-08-30,Romme-7,Jörgen Westholm,5.0,1640.0,1.0,2.47,60.0,12.6,2021-08-14,Åby-6,Jörgen Westholm,6.0,2140.0,1.0,108.45,220.0,13.5,2021-07-21,Eskilstuna-11,Jörgen Westholm,6.0,2640.0,1.0,6.25,110.0,14.3,2021-06-27,Kalmar-8,Jörgen Westholm,6.0,2640.0,1.0,21.7,110.0,14.9,14,1,1,1,1,0,2566.350636345657,1149.6033871246218,1335.169825927243,944.107637948816,944.107637948816,18.0,22.0,16.0,24.0,24.0,0.07619110333731506,0.003962104380107477,True,0.7924208760214954,5,15
2021-10-09,ÅBY,4,7,ROMANTICO,5,v,Victor Rosleff,2140.0,0,2140.0,4.0,7.0,4.0,14.84,4.46,13954.0,2021-09-27,Romme-6,Emilia Leo,1.0,2140.0,6.0,4.21,30.0,13.6,2021-08-10,Jägersro-1,Hannah Gustavsson,4.0,2140.0,6.0,,30.0,15.5,2021-08-01,Åmål-9,Stefan Persson,8.0,1680.0,6.0,4.36,50.0,16.7,2021-07-19,Åmål-3,Robert Bergh,8.0,2080.0,6.0,3.45,22.0,14.2,2021-07-16,Axevalla-3,Rikard N Skoglund,8.0,2140.0,6.0,6.74,25.0,14.8,15,1,1,1,1,1,6006.507181794034,1340.2329094063966,234.16160642048672,155.32523776072608,165.57725979346156,12.0,48.0,9.0,13.0,3.0,0.05216289792560396,-0.016322441819655868,False,-0.0,6,15
2021-10-09,ÅBY,4,2,AKELA PLAY,5,v,Jonathan Bardun,2140.0,0,2140.0,3.0,2.0,3.0,17.83,3.62,7635.0,2021-09-22,Åby-8,Mikael J Andersson,5.0,3140.0,1.0,8.18,80.0,15.7,2021-08-30,Axevalla-9,Anders Svanstedt,4.0,2640.0,1.0,14.62,60.0,15.2,2021-08-02,Mantorp-5,Anders Svanstedt,15.0,2140.0,1.0,7.72,30.0,15.7,2021-06-03,Åby-7,Anders Svanstedt,15.0,2660.0,1.0,8.98,40.0,14.3,2021-05-18,Axevalla-3,Jorma Kontio,15.0,1640.0,1.0,2.97,25.0,13.5,16,0,1,0,0,1,1327.447650035412,1895.3755572212776,5.477225575051661,6.324555320336759,5.0,17.0,23.0,28.0,60.0,16.0,0.025039586778070506,-0.03289032488098652,False,-0.0,7,15
2021-10-09,ÅBY,4,8,PROTECTOR TILE,4,v,Tyler Mifsud,2140.0,0,2140.0,2.0,8.0,2.0,23.3,5.81,15500.0,2021-09-18,Färjestad-6,Christoffer Eriksson,3.0,1640.0,11.0,25.7,110.0,13.1,2021-09-04,Jägersro-6,Christoffer Eriksson,8.0,2640.0,11.0,9.27,110.0,15.0,2021-08-25,Åby-9,Christoffer Eriksson,20.0,1640.0,11.0,2.41,110.0,30.0,2021-08-10,Jägersro-6,Jörgen Sjunnesson,20.0,2160.0,11.0,5.17,30.0,13.8,2021-07-31,Kalmar-6,Simon Helm,20.0,2140.0,11.0,7.23,30.0,14.9,19,0,1,1,0,1,4231.196882217894,347.31779025430075,0.8609147285877977,0.4495980537908989,0.4495980537908989,21.0,14.0,10.0,15.0,10.0,0.021783044448119918,-0.02208318674254735,False,-0.0,8,15
2021-10-09,ÅBY,4,12,INGESSON,5,v,Carl Philip Lindblom,2140.0,0,2140.0,1.0,12.0,1.0,35.87,7.48,14175.0,2021-09-22,Åby-6,Gustav Johansson,2.0,2140.0,4.0,21.13,60.0,14.7,2021-08-06,Vaggeryd-7,Gustav Johansson,6.0,2640.0,4.0,4.25,25.0,14.8,2021-07-29,Åby-5,Gustav Johansson,4.0,2140.0,4.0,6.11,40.0,14.3,2021-06-28,Halmstad-11,Kevin Oscarsson,4.0,2660.0,4.0,16.22,40.0,14.9,2021-05-13,Jägersro-9,Håkan B Johansson,4.0,3160.0,4.0,8.33,35.0,17.0,23,1,1,1,0,0,5152.164935300037,450.0856565026091,1547.5676620451568,1547.5676620451568,1447.6169935559349,17.0,47.0,8.0,31.0,46.0,0.015466981813459995,-0.012767403566136797,False,-0.0,9,15
2021-10-09,ÅBY,4,10,BOMBUS JET,4,h,Felicia Molin,2140.0,0,2140.0,1.0,10.0,1.0,33.41,7.3,17531.0,2021-09-26,Solvalla-10,Jakob Smith,15.0,2140.0,2.0,46.46,100.0,13.8,2021-09-16,Axevalla-1,Björn Goop,2.0,2660.0,2.0,10.5,25.0,16.0,2021-09-08,Solvalla-8,Björn Goop,6.0,2140.0,2.0,40.51,60.0,14.1,2021-08-23,Färjestad-4,Björn Goop,6.0,2140.0,2.0,3.06,30.0,14.3,2021-08-09,Färjestad-4,Björn Goop,6.0,1640.0,2.0,3.85,25.0,14.3,22,1,0,1,1,0,10.0,3325.708165221809,697.2697008005748,493.0441337520015,450.0856565026091,13.0,10.0,8.0,16.0,14.0,0.015466981813459995,-0.014910463980632574,False,-0.0,10,15
2021-10-09,ÅBY,4,4,ONE DEEP VALLEY,5,v,David Grundmann,2140.0,0,2140.0,1.0,4.0,1.0,42.72,7.84,12576.0,2021-09-24,Jägersro-6,Stefan Persson,3.0,1640.0,2.0,2.84,35.0,13.8,2021-09-13,Halmstad-7,Klas Olsson,2.0,2140.0,2.0,41.31,25.0,14.0,2021-04-12,Färjestad-9,Björn Goop,2.0,1640.0,2.0,4.87,30.0,14.0,2021-01-02,Kalmar-8,Carl Johan Jepson,2.0,2140.0,2.0,15.7,110.0,30.0,2020-12-26,Solvalla-12,Elin Wickman,2.0,2140.0,2.0,4.81,40.0,15.0,24,1,1,0,1,1,2386.7169291026403,3325.708165221809,3643.130763542206,6976.064300232707,4206.725054048198,15.0,11.0,154.0,100.0,7.0,0.015466981813459995,-0.00813160443262198,False,-0.0,11,15
2021-10-09,ÅBY,4,11,DIGITAL OCEAN,6,v,Linus Lönn,2140.0,0,2140.0,0.0,11.0,0.0,71.59,19.15,7052.0,2021-07-23,Axevalla-8,Simon Helm,15.0,2160.0,5.0,100.62,100.0,15.7,2021-07-12,Vaggeryd-4,Emil Engvall,15.0,2140.0,5.0,8.86,22.0,15.4,2021-06-15,Axevalla-5,Kajsa Ljunghager,1.0,2140.0,5.0,1.43,25.0,15.6,2021-06-03,Örebro-6,Carl Philip Lindblom,1.0,2100.0,5.0,7.81,35.0,13.7,2021-05-23,Vaggeryd-3,Simon Helm,1.0,2140.0,5.0,3.19,10.0,15.3,28,0,1,1,1,1,10.0,4.69041575982343,5483.165792142293,6487.769258055282,3467.858538298206,78.0,11.0,27.0,12.0,11.0,0.015109443286471017,0.0011571758730480246,True,0.23143517460960492,12,15
2021-10-09,ÅBY,5,6,AETOS KRONOS,5,h,Magnus A Djuse,2140.0,0,2140.0,57.0,6.0,57.0,1.66,1.11,281822.0,2021-08-18,Solvalla-10,Magnus A Djuse,1.0,2140.0,6.0,6.46,1500.0,9.9,2021-07-23,Axevalla-7,Magnus A Djuse,1.0,2140.0,6.0,1.62,100.0,12.9,2021-07-10,Halmstad-2,Magnus A Djuse,1.0,2140.0,6.0,1.37,150.0,11.8,2021-06-19,Kouvola-10,Magnus A Djuse,1.0,2100.0,6.0,4.2,,30.0,2021-05-30,Solvalla-12,Magnus A Djuse,1.0,1609.0,6.0,11.5,3000.0,9.6,0,1,1,1,1,1,42472.4195949226,10966.331584284586,13430.958365832146,,60065.071817940334,52.0,26.0,13.0,21.0,20.0,0.5580252349944927,-0.11163349986233642,False,-0.0,1,1
2021-10-09,ÅBY,5,7,DON FANUCCI ZET,5,h,Örjan Kihlström,2140.0,0,2140.0,26.0,7.0,26.0,4.25,1.29,383895.0,2021-08-18,Solvalla-10,Örjan Kihlström,2.0,2140.0,10.0,3.62,1500.0,10.5,2021-07-12,Rättvik-4,Örjan Kihlström,2.0,2140.0,10.0,1.38,100.0,12.6,2021-05-30,Solvalla-12,Örjan Kihlström,1.0,1609.0,10.0,3.79,3000.0,8.9,2021-05-30,Solvalla-6,Örjan Kihlström,1.0,1609.0,10.0,7.19,250.0,10.2,2021-05-15,Umåker-10,Örjan Kihlström,1.0,2140.0,10.0,1.35,200.0,12.7,4,1,1,1,1,1,25760.824676500182,6651.416330443618,60065.071817940334,17339.292691491028,15508.734855975692,52.0,37.0,43.0,0.0,15.0,0.3491904481806856,0.14894135531320427,True,29.788271062640852,2,1
2021-10-09,ÅBY,5,2,EXTREME,5,h,Steen Juul,2140.0,0,2140.0,7.0,2.0,7.0,8.1,1.96,70795.0,2021-09-18,Ålborg-6,Steen Juul,20.0,2140.0,,1.25,,30.0,2021-08-29,Charlottenlund-8,Steen Juul,1.0,1600.0,,2.5,,9.7,2021-07-27,Jägersro-4,Steen Juul,2.0,1640.0,,3.84,100.0,11.0,2021-07-11,Jarlsberg-10,Steen Juul,2.0,2100.0,,3.8,,12.1,2021-06-27,Århus-9,Steen Juul,2.0,1800.0,,1.29,,13.5,9,1,1,1,1,1,,,6651.416330443618,,,21.0,20.0,33.0,16.0,14.0,0.07689704993775277,-0.05311745007101444,False,-0.0,3,4
2021-10-09,ÅBY,5,9,RACKHAM,5,h,Christoffer Eriksson,2140.0,0,2140.0,5.0,9.0,5.0,14.54,2.45,47216.0,2021-09-25,Solvalla-5,Robert Bergh,2.0,2140.0,5.0,7.02,250.0,12.0,2021-09-04,Jägersro-7,Christoffer Eriksson,1.0,2140.0,5.0,5.6,125.0,12.1,2021-08-14,Åby-10,Örjan Kihlström,1.0,2140.0,5.0,4.54,220.0,12.0,2021-07-27,Jägersro-9,Christoffer Eriksson,1.0,2140.0,5.0,5.0,100.0,12.1,2021-07-10,Halmstad-10,Christoffer Eriksson,1.0,1640.0,5.0,4.03,110.0,11.3,14,1,1,1,1,1,10516.812635120496,12260.73144313165,16265.698340872146,10966.331584284586,11501.58559756547,14.0,21.0,21.0,18.0,17.0,0.05668355930553874,-0.012985306329207295,False,-0.0,4,15
2021-10-09,ÅBY,5,3,AMORNERO ROC,5,h,Alessandro Gocciadoro,2140.0,0,2140.0,2.0,3.0,2.0,27.78,4.28,30553.0,2021-09-26,Bologna-2,Alessandro Gocciadoro,1.0,1660.0,,2.6,,13.1,2021-09-19,Italien-6,Filippo Rocca,20.0,1609.0,,8.6,,30.0,2021-08-14,Åby-10,Alessandro Gocciadoro,2.0,2140.0,,3.6,220.0,12.3,2021-07-24,Axevalla-10,Mika Forss,2.0,2140.0,,1.58,110.0,11.7,2021-07-03,Färjestad-5,Mika Forss,2.0,2140.0,,5.82,220.0,11.0,20,1,1,1,1,1,,,9865.64474537587,6976.064300232707,9865.64474537587,13.0,7.0,36.0,21.0,21.0,0.02161951433887817,-0.014914484378863495,False,-0.0,5,15
2021-10-09,ÅBY,5,10,GALANTIS,5,h,Johan Untersteiner,2140.0,0,2140.0,1.0,10.0,1.0,42.1,5.68,26438.0,2021-09-13,Mantorp-4,Magnus A Djuse,2.0,2140.0,4.0,3.99,150.0,12.9,2021-09-05,Jägersro-10,Tyler Mifsud,1.0,2140.0,4.0,4.72,150.0,12.6,2021-08-25,Åby-8,Johan Untersteiner,3.0,3180.0,4.0,6.3,75.0,15.0,2021-08-15,Tingsryd-10,Johan Untersteiner,3.0,2413.0,4.0,21.83,100.0,12.3,2021-08-03,Jägersro-2,Stefan Persson,3.0,1640.0,4.0,16.54,30.0,12.0,24,1,1,0,1,1,8146.288038201084,13430.958365832146,3493.7958378281483,4034.287934927351,2209.670505430644,26.0,8.0,11.0,10.0,12.0,0.015535693821260466,-0.008417209005472857,False,-0.0,6,15
2021-10-09,ÅBY,5,5,GOLDEN DREAM M.E.,5,h,Noralf Braekken,2140.0,0,2140.0,1.0,5.0,1.0,48.45,6.95,46842.0,2021-09-18,Färjestad-5,Noralf Braekken,4.0,1640.0,11.0,11.26,125.0,11.5,2021-09-06,Leangen-10,Noralf Braekken,1.0,2140.0,11.0,1.3,,14.8,2021-08-16,Leangen-7,Noralf Braekken,1.0,1640.0,11.0,1.8,,11.8,2021-07-26,Solvalla-4,Noralf Braekken,1.0,2140.0,11.0,51.56,100.0,30.0,2021-07-12,Rättvik-4,Noralf Braekken,1.0,2140.0,11.0,40.73,100.0,12.6,25,1,1,1,1,1,2735.738970442854,,,10966.331584284586,10966.331584284586,21.0,12.0,21.0,21.0,14.0,0.015466981813459995,-0.005281869992368034,False,-0.0,7,15
2021-10-09,ÅBY,5,8,GOLDEN GUARD,5,h,Jonathan Bardun,2140.0,0,2140.0,0.0,8.0,0.0,97.11,12.32,18697.0,2021-09-30,Åby-8,Jonathan Bardun,5.0,2140.0,10.0,6.52,40.0,13.4,2021-08-31,Örebro-9,Jonathan Bardun,6.0,2100.0,10.0,22.24,110.0,13.5,2021-08-14,Åby-10,Jonathan Bardun,4.0,2140.0,10.0,27.66,220.0,12.7,2021-07-24,Axevalla-10,Jonathan Bardun,4.0,2140.0,10.0,13.17,110.0,11.8,2021-07-05,Mantorp-9,Jonathan Bardun,4.0,1640.0,10.0,4.7,75.0,11.3,29,1,1,1,1,1,938.6472350101868,944.107637948816,3629.3678757248513,2566.350636345657,2119.09429441916,9.0,30.0,17.0,21.0,19.0,0.015109443286471017,0.004861908620842789,True,0.9723817241685578,8,15
2021-10-09,ÅBY,5,4,UBIQUARIAN FACE,5,h,Adrian Kolgjini,2140.0,0,2140.0,0.0,4.0,0.0,42.51,8.25,40062.0,2021-09-13,Mantorp-4,Carl Johan Jepson,3.0,2140.0,3.0,4.92,150.0,13.3,2021-09-05,Jägersro-9,Adrian Kolgjini,15.0,2140.0,3.0,45.89,100.0,30.0,2021-07-27,Jägersro-4,Adrian Kolgjini,4.0,1640.0,3.0,19.71,100.0,11.0,2021-07-13,Jägersro-8,Adrian Kolgjini,4.0,1609.0,3.0,9.85,75.0,11.3,2021-06-05,Mantorp-11,Adrian Kolgjini,4.0,2140.0,3.0,3.22,125.0,30.0,24,1,1,1,1,1,4940.973458019238,10.0,2446.919322642204,2119.09429441916,2735.738970442854,26.0,8.0,40.0,14.0,38.0,0.015109443286471017,-0.008617142035464155,False,-0.0,9,15
2021-10-09,ÅBY,5,1,MYSTIC MOM,5,h,Carl Johan Jepson,2140.0,0,2140.0,0.0,1.0,0.0,48.28,8.66,17686.0,2021-09-18,Färjestad-8,Magnus A Djuse,6.0,3160.0,2.0,3.04,110.0,14.7,2021-09-04,Jägersro-5,Kevin Oscarsson,5.0,2140.0,2.0,10.08,110.0,13.9,2021-08-14,Åby-5,Kevin Oscarsson,3.0,3160.0,2.0,26.43,100.0,15.0,2021-07-24,Axevalla-10,Magnus A Djuse,3.0,2140.0,2.0,12.99,110.0,12.0,2021-07-10,Halmstad-6,Magnus A Djuse,3.0,2140.0,2.0,5.57,110.0,13.0,25,0,0,0,1,1,944.107637948816,1556.570344516668,4034.287934927351,4231.196882217894,4231.196882217894,21.0,14.0,21.0,21.0,14.0,0.015109443286471017,-0.005721575256539323,False,-0.0,10,15
2021-10-09,ÅBY,5,11,BELKER,5,h,Robert Bergh,2140.0,0,2140.0,0.0,11.0,0.0,63.77,13.74,91766.0,2021-08-22,Vaggeryd-10,Rikard N Skoglund,15.0,2140.0,7.0,54.91,100.0,14.2,2021-08-02,Mantorp-4,Stefan Persson,15.0,2140.0,7.0,34.23,100.0,20.4,2021-07-21,Eskilstuna-4,Robert Bergh,2.0,2140.0,7.0,24.27,60.0,12.3,2021-07-09,Lycksele-6,Rikard N Skoglund,2.0,1640.0,7.0,6.26,25.0,13.4,2021-06-24,Dannero-6,Rikard N Skoglund,2.0,2660.0,7.0,17.16,60.0,14.1,27,1,1,1,1,0,10.0,10.0,5152.164935300037,3325.708165221809,5152.164935300037,48.0,20.0,12.0,12.0,15.0,0.015109443286471017,-0.0005810228074198376,False,-0.0,11,15
2021-10-09,ÅBY,6,4,CALGARY GAMES,4,h,Jorma Kontio,2140.0,0,2140.0,62.0,4.0,62.0,1.64,1.09,573125.0,2021-09-26,Solvalla-8,Jorma Kontio,1.0,2140.0,6.0,1.0,200.0,12.1,2021-09-05,Jägersro-11,Jorma Kontio,1.0,2640.0,6.0,2.54,2000.0,11.7,2021-08-24,Jägersro-10,Jorma Kontio,1.0,2640.0,6.0,1.41,200.0,13.0,2021-07-30,Solvalla-2,Jorma Kontio,1.0,2140.0,6.0,1.07,40.0,12.1,2021-07-13,Solvalla-4,Jorma Kontio,1.0,2140.0,6.0,1.56,40.0,14.7,0,1,1,1,1,1,15508.734855975692,49042.9257725266,15508.734855975692,6935.717076596412,6935.717076596412,13.0,21.0,12.0,25.0,17.0,0.5191817444132114,-0.23209677994114594,False,-0.0,1,1
2021-10-09,ÅBY,6,2,SAN MOTEUR,4,h,Björn Goop,2140.0,0,2140.0,22.0,2.0,22.0,4.32,1.34,364625.0,2021-09-26,Solvalla-9,Björn Goop,1.0,2140.0,6.0,1.32,200.0,12.2,2021-09-05,Jägersro-11,Björn Goop,3.0,2640.0,6.0,4.77,2000.0,12.1,2021-08-24,Jägersro-7,Björn Goop,1.0,2640.0,6.0,1.27,200.0,13.8,2021-06-16,Solvalla-10,Björn Goop,1.0,2140.0,6.0,11.89,400.0,11.4,2020-11-08,Eskilstuna-12,Björn Goop,1.0,2140.0,6.0,1.8,800.0,30.0,4,1,1,1,1,1,15508.734855975692,18041.88412660961,15508.734855975692,21932.66316856917,31017.469711951384,13.0,21.0,12.0,69.0,220.0,0.26384327220862214,0.04210931805459264,True,8.421863610918528,2,1
2021-10-09,ÅBY,6,3,HIRONDELLE SIBEY,4,s,Eric Raffin,2140.0,0,2140.0,9.0,3.0,9.0,7.85,1.83,182050.0,2021-09-26,Vincennes-8,Eric Raffin,1.0,2100.0,,2.2,,10.9,2021-09-04,Vincennes-7,Eric Raffin,7.0,2850.0,,8.1,,12.0,2021-08-25,Vincennes-1,Eric Raffin,5.0,2700.0,,2.2,,12.7,2021-08-12,Enghien-1,Louis Baudouin,5.0,2875.0,,11.0,,12.5,2021-05-28,Vincennes-4,Eric Raffin,5.0,2700.0,,2.2,,12.8,8,1,0,0,0,0,,,,,,13.0,22.0,10.0,13.0,76.0,0.08305281959440114,-0.05080808265459139,False,-0.0,3,4
2021-10-09,ÅBY,6,5,MISTER HERCULES,4,h,Örjan Kihlström,2140.0,0,2140.0,3.0,5.0,3.0,17.13,2.8,148342.0,2021-09-26,Solvalla-8,Örjan Kihlström,2.0,2140.0,9.0,18.23,200.0,12.2,2021-08-24,Jägersro-10,Örjan Kihlström,20.0,2640.0,9.0,4.34,200.0,30.0,2021-07-08,Halmstad-14,Örjan Kihlström,20.0,1609.0,9.0,4.81,1100.0,30.0,2021-07-08,Halmstad-9,Örjan Kihlström,20.0,1609.0,9.0,3.21,100.0,10.9,2021-06-16,Solvalla-10,Örjan Kihlström,20.0,2140.0,9.0,2.45,400.0,30.0,16,1,1,1,1,1,9406.523183503248,1.160857183212945,2.722451413523116,0.820849986238988,1.641699972477976,13.0,33.0,47.0,0.0,22.0,0.026461005446363667,-0.033894790868182915,False,-0.0,4,15
2021-10-09,ÅBY,6,1,MARRE'S DREAMBOY,4,h,Erik Adielsson,2140.0,0,2140.0,1.0,1.0,1.0,31.78,4.37,42112.0,2021-09-26,Solvalla-9,Örjan Kihlström,2.0,2140.0,4.0,12.14,200.0,12.3,2021-09-05,Jägersro-11,Jörgen Westholm,15.0,2640.0,4.0,74.32,2000.0,12.6,2021-08-24,Jägersro-5,Örjan Kihlström,2.0,2640.0,4.0,11.1,200.0,13.3,2021-08-07,Rättvik-3,Jörgen Westholm,2.0,2140.0,4.0,2.74,100.0,13.9,2021-07-21,Eskilstuna-10,Jörgen Westholm,2.0,2640.0,4.0,25.91,200.0,14.1,22,1,1,1,1,1,9406.523183503248,44.7213595499958,9406.523183503248,6651.416330443618,9406.523183503248,13.0,21.0,12.0,17.0,17.0,0.016042706971986703,-0.015924716453224904,False,-0.0,5,15
2021-10-09,ÅBY,6,6,HELIADE DU GOUTIER,4,s,Gabriele Gelormini,2140.0,0,2140.0,1.0,6.0,1.0,50.27,6.97,106606.0,2021-09-26,Vincennes-8,Gabriele Gelormini,2.0,2100.0,,8.3,,11.0,2021-09-11,Vincennes-9,Eric Raffin,6.0,2700.0,,9.1,,12.3,2021-09-04,Vincennes-7,Gabriele Gelormini,15.0,2850.0,,82.1,,16.4,2021-07-31,Enghien-5,Gabriele Gelormini,15.0,2150.0,,12.5,,13.3,2021-06-27,Vincennes-2,Gabriele Gelormini,15.0,2850.0,,5.1,,13.4,26,1,0,0,1,0,,,,,,13.0,15.0,7.0,35.0,34.0,0.01562532212328979,-0.00435386760426674,False,-0.0,6,15
