bana,häst,kusk,streck,spår,dist,lopp_dist,start,ålder,kön,pris,h1_kusk,h1_bana,h1_spår,h1_plac,h1_pris,h1_odds,h1_kmtid,h2_kusk,h2_bana,h2_spår,h2_plac,h2_pris,h2_odds,h2_kmtid,h3_kusk,h3_bana,h3_spår,h3_plac,h3_pris,h3_odds,h3_kmtid,h4_kusk,h4_bana,h4_spår,h4_plac,h4_pris,h4_odds,h4_kmtid,h5_kusk,h5_bana,h5_spår,h5_plac,h5_pris,h5_odds,h5_kmtid,h1_dist,h2_dist,h3_dist,h4_dist,h5_dist,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,rel_kr,streck_avst,rel_rank,h1_samma_bana,h2_samma_bana,h3_samma_bana,h1_samma_kusk,h2_samma_kusk,h3_samma_kusk,probat1,probat2,probat3,probat4,meta2_ridge,meta3_knn,meta4_et,datum,avd,y,välj,spik,proba
0.08235294117667782,0.08568257491675915,0.08568257491675915,32.0,1.0,2140.0,2140.0,0,5,0.08214120904476234,50000.0,0.07352841042140104,0.0886075919659695,8.0,2.0,20.0,6.6,14.7,0.07352841042140104,0.11111110407270107,8.0,6.0,100.0,12.27,13.0,0.08568257491675915,0.05333391827833871,8.0,1.0,15.0,8.39,15.7,0.15656255019272813,0.07850329619821507,8.0,1.0,10.0,2.15,15.5,0.07128947761635845,0.08823529333676458,8.0,1.0,30.0,3.54,12.6,2140.0,1640.0,2640.0,2640.0,1640.0,1,1,1,1,1,2974.6038123048274,900.1713130052182,4247.24195949226,3467.858538298206,6006.507181794034,13.0,37.0,14.0,13.0,27.0,0.09370727784479292,0.0,0.08333333333333333,False,False,False,False,False,False,0.28462498017566545,0.29038404932846995,0.06195284563829877,0.2814573704477283,0.2969104285912612,0.07167140587442762,0.17754743024481429,2016-07-24,5.0,0,True,False,0.15575019129743545
0.08235294117667782,0.12393601496371369,0.11642726570600388,5.0,3.0,3160.0,3140.0,1,6,0.07166947723440135,100000.0,0.11642726570600388,0.05911879016986868,2.0,1.0,50.0,7.6,15.6,0.11642726570600388,0.10830008389831267,2.0,1.0,20.0,3.8,15.6,0.11642726570600388,0.10306748466257669,2.0,15.0,200.0,98.36,17.4,0.11642726570600388,0.05818181818204984,2.0,15.0,100.0,17.25,14.0,0.11347061990706248,0.040697685685143814,2.0,15.0,100.0,10.74,15.5,3180.0,3180.0,2160.0,2140.0,2140.0,0,0,0,1,1,7754.367427987845,4904.29257725266,14.142135623730953,10.0,10.0,18.0,11.0,28.0,17.0,9.0,0.05461188527082078,29.0,0.38461538461538464,False,False,False,True,True,True,0.06665444090041836,0.07007875374344162,0.06416112904339666,0.06620591206835544,0.3219994855220309,0.0737142134258315,0.12433876037878386,2016-07-24,7.0,0,True,False,0.14344023308280243
0.08235294117667782,0.08568257491675915,0.057252048847261296,26.0,7.0,1640.0,1640.0,0,5,0.10677083333333333,100000.0,0.0553214948286697,0.09734513273017033,3.0,2.0,50.0,11.4,12.3,0.0553214948286697,0.09554139020789397,3.0,15.0,0.0,13.0,11.1,0.1455695594300584,0.11868131868131868,3.0,20.0,150.0,4.17,30.0,0.08256923196495251,0.066225205357722,3.0,20.0,50.0,2.67,12.4,0.09649033400840382,0.08568257491675915,3.0,20.0,0.0,2.9,13.9,2140.0,1609.0,1609.0,1640.0,2060.0,1,1,1,1,1,4703.261591751624,0.0,1.0053318108280571,0.5804285916064725,0.0,27.0,15.0,29.0,19.0,218.0,0.16835538570235725,20.0,0.2222222222222222,False,False,False,True,True,False,0.2096620211059061,0.16139093709697563,0.07926399769320744,0.18424842341908498,0.2973781456699375,0.07102326144897317,0.126994025043377,2016-07-24,1.0,0,True,False,0.1389411800119098
0.08235294117667782,0.14445394287164492,0.20224717498934158,2.0,7.0,2640.0,2640.0,0,4,0.07166947723440135,1000000.0,0.13586956143155687,0.10179640053182824,5.0,2.0,50.0,1.82,15.0,0.14285712149502056,0.09400417388254512,5.0,4.0,70.0,8.58,14.0,0.14880950022341463,0.06214689623059209,5.0,1.0,100.0,2.47,14.4,0.13636355957464086,0.11036036036036036,5.0,1.0,35.0,6.86,12.7,0.1493505528844874,0.08205128214246378,5.0,1.0,100.0,7.6,15.2,2640.0,2140.0,2140.0,1640.0,2140.0,1,1,0,1,1,4703.261591751624,2047.2395854085685,10966.331584284586,6487.769258055282,10966.331584284586,9.0,20.0,21.0,16.0,40.0,0.04034866451972914,37.0,0.5,True,False,False,True,True,True,0.0285833700463139,0.031051123993134176,0.11677032224927135,0.04073788119891351,0.28726620056266267,0.0755280125829017,0.1226087086927355,2016-07-24,6.0,0,True,False,0.13856002997114683
0.08235294117667782,0.07005188630649199,0.15189866692606827,13.0,4.0,1640.0,1640.0,0,6,0.07166947723440135,100000.0,0.12426034198743233,0.09734513273017033,8.0,3.0,100.0,21.84,11.0,0.11214512442500973,0.0878378318876635,8.0,15.0,100.0,12.53,13.3,0.11880182819852385,0.0756307564476361,8.0,15.0,0.0,8.1,12.7,0.11649719641696828,0.10066225165562914,8.0,15.0,200.0,7.94,13.0,0.09999935001941593,0.040697685685143814,8.0,15.0,100.0,3.77,13.1,1609.0,2140.0,2100.0,2160.0,2140.0,1,1,1,0,1,4034.287934927351,10.0,0.0,14.142135623730953,10.0,15.0,13.0,15.0,14.0,26.0,0.10310691976232239,47.0,0.2,False,False,False,True,False,False,0.11083887798136861,0.10915885613741648,0.06967410244105467,0.09368045977414133,0.29539532632549165,0.07038150670044273,0.12323305271588857,2016-07-24,3.0,0,True,False,0.13683476861659588
0.08235294117667782,0.08568257491675915,0.15189866692606827,13.0,12.0,2640.0,2640.0,0,4,0.07166947723440135,1000000.0,0.12426034198743233,0.10179640053182824,10.0,2.0,50.0,4.71,13.7,0.11214512442500973,0.09296482412060302,10.0,2.0,50.0,1.66,14.0,0.12359550040681662,0.05333391827833871,10.0,1.0,100.0,5.94,14.1,0.11649719641696828,0.10066225165562914,10.0,1.0,40.0,1.89,14.1,0.12085010397775356,0.0696374033101474,10.0,1.0,0.0,2.2,14.9,2640.0,2140.0,2140.0,2140.0,2000.0,1,1,1,1,1,4703.261591751624,4703.261591751624,10966.331584284586,6935.717076596412,0.0,9.0,16.0,14.0,21.0,10.0,0.05077081587707529,26.0,0.25,True,False,False,True,False,True,0.09507134471211533,0.08729954791218514,0.07872190728353605,0.09710188362704943,0.29962506582764575,0.08266807216074319,0.10274034948261612,2016-07-24,6.0,0,True,False,0.13652714137919222
0.08235294117667782,0.08568257491675915,0.15053763440823598,12.0,4.0,2640.0,2640.0,0,4,0.07166947723440135,1000000.0,0.1148325357046695,0.10179640053182824,3.0,1.0,50.0,1.33,15.2,0.12980769200573217,0.12189616252821671,3.0,1.0,100.0,2.17,15.0,0.09292035397411362,0.10071932235482957,3.0,2.0,150.0,8.25,12.8,0.10810810807026436,0.05818181818204984,3.0,2.0,200.0,12.31,14.5,0.06976744191454899,0.10803324099722991,3.0,2.0,100.0,4.62,13.9,2640.0,2140.0,2140.0,2140.0,1640.0,1,1,1,1,1,7754.367427987845,10966.331584284586,8146.288038201084,9406.523183503248,6651.416330443618,9.0,77.0,34.0,108.0,7.0,0.0814670078909575,27.0,0.3333333333333333,True,False,False,True,True,False,0.08433879753927281,0.07036193195392187,0.1553422545266148,0.08448787214818791,0.32500338269781015,0.07559009977105018,0.10134328734713875,2016-07-24,6.0,0,True,False,0.13553431416957007
0.08235294117667782,0.08568257491675915,0.12371798646278628,3.0,9.0,2640.0,2640.0,0,4,0.07166947723440135,1000000.0,0.12371798646278628,0.10179640053182824,1.0,1.0,50.0,8.41,14.8,0.1475308491730034,0.07178083206008795,1.0,2.0,100.0,2.9,14.2,0.1475308491730034,0.12021857635577159,1.0,2.0,50.0,1.74,14.4,0.0979273672292458,0.11229946375320175,1.0,2.0,20.0,4.76,14.6,0.12371798646278628,0.12878728936556205,1.0,2.0,50.0,3.79,16.4,2640.0,2140.0,2140.0,2640.0,2140.0,1,1,0,1,0,7754.367427987845,6651.416330443618,4703.261591751624,2974.6038123048274,4703.261591751624,9.0,30.0,16.0,14.0,178.0,0.04467111097894404,36.0,0.4166666666666667,True,False,False,True,True,True,0.043425098114312236,0.05549295311586121,0.07043303375139029,0.05376595097216746,0.30826798718515874,0.09097782490011112,0.08768459691577947,2016-07-24,6.0,0,True,False,0.1349778259190441
0.08235294117667782,0.08568257491675915,0.08730154696326403,2.0,5.0,2640.0,2640.0,0,4,0.07166947723440135,1000000.0,0.12426034198743233,0.10179640053182824,1.0,2.0,50.0,7.01,14.2,0.11731843181961937,0.12189616252821671,1.0,1.0,30.0,3.13,13.8,0.12359550040681662,0.12021857635577159,1.0,4.0,70.0,7.22,13.7,0.13939391230475193,0.08994708975197394,1.0,4.0,100.0,5.39,30.0,0.1286549588658276,0.09647058823529411,1.0,4.0,50.0,3.44,14.3,2640.0,2140.0,2140.0,2140.0,2140.0,1,1,1,1,1,4703.261591751624,6006.507181794034,2047.2395854085685,2446.919322642204,1730.233246056696,9.0,15.0,38.0,44.0,17.0,0.029496192713590254,37.0,0.5,True,False,False,False,False,False,0.02569929326977737,0.028529960588423962,0.06335409372487329,0.037374118402226486,0.29618364598238295,0.1110748647591576,0.06918204356589262,2016-07-24,6.0,0,True,False,0.13153967106725273
0.08235294117667782,0.08568257491675915,0.20224717498934158,8.0,8.0,3160.0,3140.0,1,6,0.08214120904476234,100000.0,0.13586956143155687,0.12499996730645907,2.0,15.0,250.0,6.51,15.9,0.14285712149502056,0.09400417388254512,2.0,1.0,75.0,4.76,14.5,0.03810501963161934,0.05333391827833871,2.0,15.0,70.0,3.95,17.8,0.050088229561027535,0.11036036036036036,2.0,15.0,25.0,15.7,14.2,0.07152397134899209,0.08205128214246378,2.0,15.0,0.0,0.0,19.9,3160.0,3180.0,3160.0,2640.0,2140.0,0,0,0,1,0,15.811388300841896,9497.1217383141,8.366600265340756,5.0,0.0,22.0,7.0,10.0,15.0,14.0,0.0664076102878179,26.0,0.23076923076923078,False,False,False,True,True,False,0.11043705087446046,0.10366780689046204,0.0731949588014482,0.0753556516630457,0.31049861889242725,0.07677612969800948,0.09522720019353394,2016-07-24,7.0,0,True,False,0.13142630598374028
0.08235294117667782,0.08568257491675915,0.08568257491675915,21.0,5.0,2140.0,2140.0,0,5,0.07166947723440135,50000.0,0.0534290010349972,0.12101906861693587,10.0,1.0,20.0,3.66,15.2,0.0731070215345045,0.08000001284446216,10.0,15.0,200.0,12.25,16.2,0.11349102655997184,0.10306748466257669,10.0,4.0,100.0,6.08,14.9,0.13974793785024392,0.11111047754924167,10.0,4.0,30.0,5.25,16.1,0.03427489778380908,0.07092206787683719,10.0,4.0,100.0,16.09,30.0,2640.0,2140.0,2140.0,2140.0,2140.0,1,0,1,0,0,4904.29257725266,14.142135623730953,2446.919322642204,1340.2329094063964,2446.919322642204,13.0,10.0,23.0,13.0,88.0,0.11334941696823482,11.0,0.16666666666666666,False,False,False,False,False,False,0.14789399426624342,0.13232848834988703,0.061935735143740456,0.1334241121485532,0.3001379563018217,0.06913143700072513,0.10870698745130648,2016-07-24,5.0,1,False,False,0.13114487454276724
0.08235294117667782,0.07352841042140104,0.04168868347270247,5.0,7.0,1640.0,1640.0,0,5,0.07166947723440135,100000.0,0.07319607219847374,0.09734513273017033,8.0,2.0,125.0,17.45,12.5,0.12280394671306562,0.039106151044134535,8.0,1.0,20.0,1.11,14.0,0.09821301964564555,0.09289617426200386,8.0,1.0,30.0,2.92,13.9,0.14093945928095822,0.066225205357722,8.0,1.0,100.0,4.05,13.6,0.15094333625299203,0.10803324099722991,8.0,1.0,100.0,6.96,13.8,2140.0,2100.0,2140.0,2140.0,2140.0,1,1,1,1,1,7436.509530762067,4904.29257725266,6006.507181794034,10966.331584284586,10966.331584284586,17.0,21.0,11.0,72.0,152.0,0.17304289057219985,55.0,0.4,False,False,True,True,False,False,0.07257697423464998,0.07777809918563537,0.10724156968541247,0.051592549172900265,0.3243112750537608,0.08602843675004734,0.0770499128669544,2016-07-24,3.0,0,False,False,0.12906012367938152
0.08235294117667782,0.08568257491675915,0.08730154696326403,10.0,5.0,2140.0,2140.0,0,4,0.07166947723440135,100000.0,0.0961514920364664,0.10179640053182824,10.0,3.0,50.0,6.57,15.0,0.07212041503803654,0.04891304625195495,10.0,1.0,50.0,29.97,14.1,0.11880182819852385,0.12021857635577159,10.0,4.0,50.0,8.67,14.0,0.11649719641696828,0.09048723897911833,10.0,4.0,30.0,2.77,14.7,0.12085010397775356,0.09647058823529411,10.0,4.0,100.0,38.01,13.9,2640.0,2140.0,2160.0,2140.0,2140.0,1,1,0,1,1,2852.672356046204,7754.367427987845,1730.233246056696,1340.2329094063964,2446.919322642204,9.0,8.0,38.0,20.0,11.0,0.040069735399150805,28.0,0.3333333333333333,True,False,False,True,False,True,0.07222286493946545,0.06079026865200221,0.05581623777086425,0.06871861599338723,0.3148678710899802,0.07936490591786334,0.07393079940628276,2016-07-24,4.0,0,False,False,0.122704573970504
0.08235294117667782,0.07244759326920212,0.07005188630649199,13.0,3.0,2640.0,2640.0,0,4,0.07166947723440135,1000000.0,0.07005188630649199,0.10179640053182824,6.0,1.0,50.0,4.74,13.6,0.07005188630649199,0.09400417388254512,6.0,3.0,70.0,5.86,14.0,0.07128947761635845,0.10306748466257669,6.0,4.0,80.0,5.87,13.6,0.06873318112843785,0.10066225165562914,6.0,4.0,100.0,12.34,12.7,0.07005188630649199,0.09090906711943396,6.0,4.0,100.0,8.81,15.5,2640.0,2140.0,2140.0,2140.0,2609.0,1,1,1,1,1,7754.367427987845,3375.327450682418,2188.591176354283,2446.919322642204,2446.919322642204,9.0,20.0,17.0,11.0,21.0,0.062371975293308866,26.0,0.25,True,False,False,True,True,True,0.09924654610839521,0.08684676785723701,0.06730868069710995,0.09226018503755533,0.29802531803439053,0.10644581122351479,0.05491824827823402,2016-07-24,6.0,1,False,False,0.12032784461861987
0.08235294117667782,0.07352841042140104,0.15053763440823598,12.0,1.0,2140.0,2140.0,0,4,0.07166947723440135,100000.0,0.1148325357046695,0.10179640053182824,9.0,15.0,50.0,9.56,15.6,0.044482014492466096,0.09400417388254512,9.0,15.0,70.0,75.8,14.4,0.10243902423545705,0.10306748466257669,9.0,5.0,100.0,16.32,13.4,0.10118767575131411,0.11036036036036036,9.0,5.0,929.0,65.14,30.0,0.08333333359770562,0.09647058823529411,9.0,5.0,100.0,5.83,15.0,2640.0,2140.0,2140.0,2140.0,2140.0,1,1,1,1,1,7.071067811865476,8.366600265340756,1484.131591025766,4523.559077029439,1484.131591025766,9.0,20.0,28.0,14.0,15.0,0.044377583443466526,26.0,0.16666666666666666,True,False,False,True,False,True,0.10399448242652126,0.09952341112524765,0.05894262815540879,0.1031929776332228,0.28496812168768093,0.06241334517369195,0.09354077853028649,2016-07-24,4.0,0,False,False,0.11849269396007142
0.08235294117667782,0.08568257491675915,0.12478429285403658,3.0,2.0,2160.0,2140.0,1,4,0.07166947723440135,100000.0,0.08568257491675915,0.08231707317073185,3.0,5.0,30.0,8.52,12.3,0.19039362960795592,0.0878378318876635,3.0,5.0,25.0,13.85,14.4,0.07319607219847374,0.11868131868131868,3.0,2.0,35.0,16.35,12.3,0.21781261086272974,0.11036036036036036,3.0,2.0,50.0,29.28,13.9,0.14862199119952163,0.10096153846153846,3.0,2.0,60.0,10.38,15.2,1640.0,2160.0,1640.0,2140.0,2640.0,1,0,1,1,1,812.8923507108439,742.065795512883,3935.030968151612,4703.261591751624,5152.1649353000375,12.0,16.0,10.0,14.0,15.0,0.06184876556265245,33.0,0.4666666666666667,False,False,False,False,True,False,0.029264192980820426,0.028896487309937307,0.048589757224852405,0.03947281360024705,0.2892511675790037,0.06835586974143743,0.08184178789313883,2016-07-24,2.0,0,False,False,0.11740196001937885
0.08235294117667782,0.09203309486080735,0.1597219172846228,5.0,9.0,1640.0,1640.0,0,6,0.07166947723440135,100000.0,0.12592551826114315,0.0886075919659695,4.0,2.0,100.0,5.91,12.9,0.11214512442500973,0.10657207815433188,4.0,2.0,0.0,33.1,12.3,0.09831309116761172,0.09620253164556962,4.0,15.0,125.0,6.57,13.4,0.08256923196495251,0.08994708975197394,4.0,15.0,125.0,10.97,12.4,0.09649033400840382,0.10803324099722991,4.0,15.0,220.0,8.75,12.4,2140.0,2000.0,2140.0,1640.0,2140.0,1,1,1,1,1,6651.416330443618,0.0,11.180339887498944,11.180339887498944,14.832396974191324,28.0,42.0,29.0,7.0,7.0,0.09610238419858035,55.0,0.4,False,False,False,True,False,False,0.05088563013431948,0.044558837884148356,0.04901576687057821,0.038230647484072636,0.30365504144519684,0.07444909525306949,0.0693776989812469,2016-07-24,3.0,0,False,False,0.11618585831194006
