proba6,proba1,proba9,kelly6,kelly1,kelly9,y
0.05933878203470603,0.46748090193085545,0.06637589985786563,-0.004578928611973393,0.4312963532600394,0.002936359728070327,0
0.04304892108891408,0.4643070286155517,0.04050984574041841,0.013266160531912912,0.44763489578618487,0.01064806267661733,0
0.18343199783932546,0.48411512660490674,0.24395669635007247,-0.00034004468268181517,0.36801307920755016,0.07380599024942555,1
0.04410367843636076,0.4648208977839435,0.04009092494523409,0.014353744620681086,0.4481647578749433,0.010216103996832353,0
0.10631456041044621,0.46245161041446714,0.1008943629186036,0.001976681101068174,0.39969277323201846,-0.004076325080145724,0
0.042136181008765476,0.4635625054659234,0.03722442643230911,0.012325013650354164,0.4468672011754619,0.007260392732358369,0
0.040508558880946906,0.45904588959088277,0.03635046436997305,0.013051948940039637,0.44356605791243564,0.008774867250866377,0
0.040544392315206575,0.46089089863073096,0.03589708422206993,0.013088807776491702,0.44546386335189053,0.008308513269802835,0
0.08896200086649782,0.4626778008833411,0.08386540029462036,-0.003248131791885025,0.40829307564908596,-0.008860581554780405,0
0.041512781252404214,0.4597680739824944,0.03689197215614976,0.014084907932549942,0.4443089081842168,0.009331870712593542,0
0.06695017878995319,0.4625131210734932,0.06345386808456553,-0.006913610174437229,0.4199636060383052,-0.010686702194419386,0
0.23324823603948536,0.46760170161417547,0.1705949062634255,0.012752374356046554,0.3144991890682451,-0.0679182598275717,1
0.04398905709292664,0.4620843409015376,0.03962543262253968,0.009352390281707163,0.4425954369355691,0.004830669915042616,0
0.04563475089426614,0.46266403210177137,0.04156016966387193,0.002119953452035139,0.43816390929928445,-0.0021404105036507324,0
0.07611596259938146,0.46188823587300415,0.07580436341294222,-0.004996833966876199,0.4146444820179775,-0.005335790137954951,0
0.29943716447612645,0.48547231984820166,0.311657546632117,0.029001613509390012,0.28685119749671983,0.045939382334783375,0
0.04206216111941964,0.46051639153376595,0.039707938888227615,0.007355682080307364,0.4409706801219922,0.004916165416424633,0
0.15428790160660888,0.47038675454412876,0.1535460049228842,-0.020707522654312454,0.36079875792114235,-0.021602933193606667,0
0.04146085246593883,0.45883629956997907,0.03694139423042869,0.011628667159242007,0.4419939036865992,0.006968551845808175,0
0.043114811108349395,0.4622819765641078,0.0385049237678697,0.01333410121696236,0.44554681894518516,0.008580742413957666,0
0.07866063378897732,0.46240259356668006,0.08128447769427362,-0.002228752275340683,0.415203997966673,0.0006254531345343819,0
0.04184505360376994,0.4609757387597273,0.03869958670325991,0.012024825617301832,0.44419992768566396,0.008781463756848336,0
0.26624018154419465,0.48714208798564146,0.289369692566273,0.034389715498718144,0.3250913147968384,0.06482759606487755,0
0.11056669740262294,0.46775357627176767,0.10598819887445844,-0.0013451694680256397,0.4007843153494384,-0.006499752022114398,1
0.1337720897720523,0.4674178050733436,0.12337637014161135,0.0009510831297861375,0.3857555745971962,-0.011038639568187666,0
0.04173850174854488,0.4609649550416188,0.03967494150431883,0.007020296398272156,0.4414354952688879,0.004881972523823639,0
0.041062854744168965,0.4609900149394137,0.037952268695984136,0.011218282732330236,0.4442146481765075,0.00801088730537293,0
0.11753335995836364,0.4676133073735023,0.11094051941277326,-0.00811988662895843,0.3918074770644383,-0.015651472936934654,0
0.04320896391971311,0.46329099927728545,0.04130978188115376,0.008544034014307552,0.4438458130369621,0.006576043835034453,0
0.0414881295897192,0.4613183158164983,0.037636002583924896,0.014059550842950493,0.44590351142002815,0.010097192162220586,0
0.04164255718733856,0.4622251221236488,0.039046671112915814,0.011816026995442054,0.4454881950493965,0.009139350319397582,1
0.05184636469145117,0.4628983517022758,0.05038907500378965,-0.0020163917033873425,0.4323866559557186,-0.003556467172298,0
0.05278945081415448,0.463210174652275,0.05097042127740848,-0.0010197306997840748,0.43271619295855557,-0.0029420957521724103,0
0.26136121231476817,0.4856712012041864,0.2882396967677272,0.027969109263268847,0.3231556631465491,0.06334054875447108,0
0.04592116454902189,0.4626102205750032,0.04443025982168391,0.0024194262916082984,0.43810764420697657,0.0008605429604008162,0
0.04475966185055692,0.46036147977835906,0.04299946170993844,0.001204964252157616,0.4357563708628013,-0.0006354931617098394,0
0.042116379732128874,0.46080096950715205,0.03965443165121462,0.012304596107438354,0.4440197191677836,0.009766025917187986,0
0.08715535828100252,0.4612524853645052,0.08356378223016352,-0.005237632559622187,0.40672349772495303,-0.009192727700132006,0
0.13446494894093297,0.4692194281453521,0.12040234135192422,-0.010519086079758494,0.3803094424389209,-0.026937292773242978,0
0.13910855651985546,0.4685554961789382,0.13296790367797653,-0.01867069507222088,0.3711553922394182,-0.025936771586289865,0
0.04115093862355649,0.46064822664192934,0.03805762405947168,0.013712710889379693,0.4452142471113171,0.01053087867128481,0
0.13255198335994503,0.4690937172954676,0.12253822275022934,-0.012752488676495227,0.38016267401749165,-0.02444363417911776,0
0.06890180724563941,0.46272124369993856,0.06616881590240421,-0.004807483353164524,0.42018820444708177,-0.007756828733696929,0
0.0424439585217951,0.4590160160302927,0.040491865481023195,0.0077513121584629205,0.4394159454014085,0.005728493989762976,0
0.06869309105970206,0.4629145250453181,0.06744234810947798,-0.005032722309870457,0.4203967866822759,-0.006382478851034667,0
0.04384993337738776,0.46199491071894844,0.04092192384628724,0.009208226057148581,0.4425027666609494,0.006174133545198053,0
0.1255171994956837,0.4691712745424041,0.11362125112083583,-0.008569551211490474,0.3877779081576202,-0.022289536678027005,0
0.2464354379101426,0.4855592947469597,0.27108945284290176,0.010315338584633004,0.3243656870160423,0.04269438299403248,0
0.04583910026214571,0.46266027620814637,0.04375406161843823,0.0023336202393817967,0.438159982153667,0.00015351313595705966,0
0.07274219814958953,0.46272354957490125,0.07336308157566175,-0.008666799518105481,0.41555313244572784,-0.007991405364505098,0
0.0456552479312442,0.46084462095465445,0.0440124812326312,0.0021413850624515244,0.4362615411211931,0.0004237155316136718,0
0.043335332683466295,0.4627006660553043,0.04009583053490588,0.008674981169969261,0.443234091801309,0.005318110535842437,0
0.1613086820144728,0.47255705621238475,0.1547914370271656,-0.01223399674540758,0.3634181401475838,-0.020099795281532124,1
0.04622263090864044,0.4623683639811882,0.042402449007209284,0.011666887388756826,0.4428897502873651,0.0077082987372148765,0
0.04248633457498873,0.46136119728920005,0.03948510087912805,0.007795223513366369,0.44184609353488913,0.004685253895268203,0
0.05967971438547128,0.4616394680588566,0.05669573853328761,-0.004214829987389127,0.4250579953171197,-0.0074015663036526465,0
0.04345901619507645,0.4611469813315989,0.03975766834518027,0.008803145785706377,0.44162411644567734,0.004967696591907757,0
0.04261397287828471,0.4608283746552363,0.038525346048165966,0.007927486204506874,0.44129396651933955,0.003690726754901989,0
0.12961942459039122,0.46569728692018664,0.11208869737324192,-0.0038383211400109534,0.383771244864719,-0.02405708092764163,0
0.25357573987803206,0.47913216894857885,0.2626827258568778,0.019692965520666555,0.31592470114748694,0.031653512484277224,1
0.042846469575042116,0.4620380743978125,0.03982870474011201,0.008168406351518736,0.44254749417752287,0.0050413066644328175,0
0.11333445747640458,0.4653331739947976,0.10208709368053946,0.0017708406611591605,0.39805936889068133,-0.010891709047008591,0
0.04382803231440808,0.46356397812806205,0.03951326203433055,0.014069519687721762,0.4468687196706059,0.009620462741437392,0
0.26315471177637617,0.4828391354481924,0.26270279711822975,0.030329311446349438,0.3194287326829448,0.029734602618409756,0
