datum,bana,avd,häst,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
2021-03-06 00:00:00,ÅBY,1,MR PERFECTION,210306,Åby,Jim Oscarsson,3,2140,2,"13,7","11,33",125',210220,Mantorp,Jim Oscarsson,8,2140,11,"17,2a","8,63",125',210213,Åby,Peter Ingves,0,2160,6,"13,9","36,04",150',210206,Solvalla,Kevin Oscarsson,4,2140,10,"13,6a","49,67",250',210126,Axevalla,Kevin Oscarsson,1,2140,3,"14,3a","4,22",35'
2021-02-20 00:00:00,MANTORP,4,APPALOOSA,210220,Mantorp,Bo Falsig,3,1640,5,"16,0a","3,73",110',210120,Åby,Bo Falsig,1,1640,5,"16,3a","3,87",50',210111,Halmstad,Bo Falsig,1,1640,2,"14,8a","2,92",35',201219,Halmstad,Bo Falsig,6,2160,4,"14,7","34,85",110',201205,Åby,Bo Falsig,7,2140,15,"14,3a","42,78",110'
2021-02-13 00:00:00,ÅBY,3,TIMO LANE,210305,Solvalla,Robert Bergh,1,2140,2,"14,4a","2,21",40',210220,Mantorp,Rikard N Skoglund,d,2640,7,kubag,"6,38",110',210213,Åby,Örjan Kihlström,3,2160,8,"14,7","9,29",150',201231,Axevalla,Robert Bergh,d,2640,2,13g,"7,14",337',201212,Bergsåker,Rikard N Skoglund,3,3140,1,"16,5a","11,16",110'
2021-02-06 00:00:00,SOLVALLA,4,ALHAMBRA MAIL,210206,Solvalla,Carl Johan Jepson,1,2160,4,"14,3","3,62",220',210116,Jägersro,Ulf Ohlsson,1,2140,5,"13,6a","4,66",110',201226,Solvalla,Carl Johan Jepson,2,2160,1,"12,8","6,09",220',201205,Åby,Carl Johan Jepson,1,2140,6,"13,5a","4,85",110',201125,Åby,Carl Johan Jepson,2,2640,14,"14,9a","6,98",60'
2021-02-06 00:00:00,SOLVALLA,4,LYX HÅLERYD,210227,Romme,Rikard N Skoglund,4,2660,4,"14,8","5,57",110',210219,Romme,Rikard N Skoglund,3,1660,2,"13,6","3,35",35',210206,Solvalla,Rikard N Skoglund,2,2160,9,"14,5","12,22",220',210130,Eskilstuna,Rikard N Skoglund,2,2160,3,"14,4","11,84",110',210102,Kalmar,Rikard N Skoglund,5,2160,7,"14,4","6,77",110'
2021-02-06 00:00:00,SOLVALLA,4,OFELIA O.E.,210220,Mantorp,Örjan Kihlström,6,2180,6,"17,3","15,35",110',210206,Solvalla,Johan Untersteiner,5,2160,7,"14,7","21,82",220',210127,Jägersro,Johan Untersteiner,4,2140,4,"14,8a","5,66",60',210116,Jägersro,Jörgen Sjunnesson,4,2140,11,"13,9a","17,93",110',210102,Kalmar,Johan Untersteiner,3,2160,8,"14,3","13,46",110'
2021-01-30 00:00:00,ESKILSTUNA,1,BETTING REBEL,210303,Solvalla,Oskar Kylin Blom,4,2140,4,"13,7a","8,08",60',210224,Solvalla,Oskar Kylin Blom,3,2140,3,"14,2","64,64",100',210217,Solvalla,Mika Forss,6,1640,9,"13,2a","35,19",60',210130,Eskilstuna,Oskar Kylin Blom,6,1640,2,"12,0a","22,95",125',210116,Jägersro,Ulf Ohlsson,7,2140,1,"14,3a","18,52",110'
2021-01-30 00:00:00,ESKILSTUNA,1,SOUTHWIND HYDRO,210217,Solvalla,Örjan Kihlström,3,1640,5,"13,0a","5,90",60',210130,Eskilstuna,Örjan Kihlström,7,1640,10,"12,0a","24,93",125',200926,Solvalla,Torbjörn Jansson,0,2140,12,uag,"147,85",250',200905,Jägersro,Örjan Kihlström,0,2140,11,"12,3a","21,47",125',200815,Romme,Örjan Kihlström,2,1640,5,"11,0a","5,60",125'
2021-01-30 00:00:00,ESKILSTUNA,2,MOON ZAPPA,210305,Solvalla,Ulf Ohlsson,1,2140,1,"14,4a","7,11",40',210223,Eskilstuna,Ulf Ohlsson,4,2140,8,"15,9","6,03",35',210130,Eskilstuna,Ludwig Wickman,5,1640,9,"13,5a","14,73",110',210123,Bollnäs,Mika Forss,8,2160,1,"15,5","10,24",110',210106,Solvalla,Mika Forss,2,1640,6,"13,7a","8,54",60'
2021-01-23 00:00:00,BOLLNÄS,1,MR CLAYTON J.F.,210306,Åby,Örjan Kihlström,0,2140,6,ug,"5,04",125',210220,Mantorp,Örjan Kihlström,3,2140,6,"16,4a","13,94",125',210206,Solvalla,Jorma Kontio,d,2140,3,uag,"35,46",250',210123,Bollnäs,Erik Adielsson,8,1640,4,"13,7a","6,00",125',210109,Bergsåker,Erik Adielsson,3,2140,4,"13,1a","14,16",125'
2021-01-16 00:00:00,JÄGERSRO,1,HIERRO BOKO,210306,Åby,Hanna Lähdekorpi,5,2140,8,"13,7","11,03",125',210224,Jägersro,Hanna Lähdekorpi,2,2140,6,"13,8a","2,49",60',210127,Jägersro,Hanna Lähdekorpi,1,1640,8,"12,2a","7,93",60',210116,Jägersro,Hanna Lähdekorpi,0,2140,7,"14,3","15,10",125',210102,Kalmar,Hanna Lähdekorpi,0,2640,7,"15,3a","17,42",125'
2021-01-16 00:00:00,JÄGERSRO,1,MR PERFECTION,210306,Åby,Jim Oscarsson,3,2140,2,"13,7","11,33",125',210220,Mantorp,Jim Oscarsson,8,2140,11,"17,2a","8,63",125',210213,Åby,Peter Ingves,0,2160,6,"13,9","36,04",150',210206,Solvalla,Kevin Oscarsson,4,2140,10,"13,6a","49,67",250',210126,Axevalla,Kevin Oscarsson,1,2140,3,"14,3a","4,22",35'
2021-01-16 00:00:00,JÄGERSRO,1,TODDLER,210224,Jägersro,Conrad Lugauer,4,2140,5,"13,9a","5,42",60',210213,Åby,Marc Elias,7,2160,1,"13,7","53,39",150',210127,Jägersro,Marc Elias,7,1640,5,"13,8a","2,91",60',210116,Jägersro,Markus Waldmüller,3,2140,1,"13,5","26,34",125',201219,Halmstad,Marc Elias,5,1640,7,"12,0a","69,72",150'
2021-01-16 00:00:00,JÄGERSRO,6,LOVE HÅLERYD,210306,Åby,Peter Untersteiner,6,1640,11,"11,6a","36,38",110',210220,Mantorp,Peter Untersteiner,0,2140,11,"25,4g","12,55",110',210206,Solvalla,Johan Untersteiner,0,2140,11,"14,7a","28,17",220',210116,Jägersro,Peter Untersteiner,3,2140,6,"14,0a","5,12",110',210106,Åby,Johan Untersteiner,1,2140,4,"14,4a","2,33",50'
2021-01-09 00:00:00,BERGSÅKER,1,MR CLAYTON J.F.,210306,Åby,Örjan Kihlström,0,2140,6,ug,"5,04",125',210220,Mantorp,Örjan Kihlström,3,2140,6,"16,4a","13,94",125',210206,Solvalla,Jorma Kontio,d,2140,3,uag,"35,46",250',210123,Bollnäs,Erik Adielsson,8,1640,4,"13,7a","6,00",125',210109,Bergsåker,Erik Adielsson,3,2140,4,"13,1a","14,16",125'
2020-12-28 00:00:00,ROMME,1,BETTING REBEL,210303,Solvalla,Oskar Kylin Blom,4,2140,4,"13,7a","8,08",60',210224,Solvalla,Oskar Kylin Blom,3,2140,3,"14,2","64,64",100',210217,Solvalla,Mika Forss,6,1640,9,"13,2a","35,19",60',210130,Eskilstuna,Oskar Kylin Blom,6,1640,2,"12,0a","22,95",125',210116,Jägersro,Ulf Ohlsson,7,2140,1,"14,3a","18,52",110'
2020-12-28 00:00:00,ROMME,5,ARA,210228,Halmstad,Peter Untersteiner,1,2140,3,"15,3","2,09",30',210218,Åby,Peter Untersteiner,1,2160,7,"16,9","2,57",30',201216,Åby,Peter Untersteiner,3,2140,7,"15,8a","8,35",50',201127,Åby,Peter Untersteiner,2,2140,4,"15,7a","6,43",50',201018,Axevalla,Peter Untersteiner,2,2140,11,"16,9","2,27",40'
2020-12-26 00:00:00,SOLVALLA,4,LYX HÅLERYD,210227,Romme,Rikard N Skoglund,4,2660,4,"14,8","5,57",110',210219,Romme,Rikard N Skoglund,3,1660,2,"13,6","3,35",35',210206,Solvalla,Rikard N Skoglund,2,2160,9,"14,5","12,22",220',210130,Eskilstuna,Rikard N Skoglund,2,2160,3,"14,4","11,84",110',210102,Kalmar,Rikard N Skoglund,5,2160,7,"14,4","6,77",110'
2020-12-26 00:00:00,SOLVALLA,4,WHELK,210224,Solvalla,Jörgen Westholm,1,1640,5,"13,0a","2,90",60',201226,Solvalla,Jörgen Westholm,0,2160,3,"13,8","46,01",220',201212,Bergsåker,Per Lennartsson,d,2160,2,ug,"13,88",110',201126,Bollnäs,Jörgen Westholm,6,2160,3,"14,0","9,56",110',201030,Solvalla,Jörgen Westholm,1,2140,12,"15,0a","4,26",40'
2020-12-26 00:00:00,SOLVALLA,6,ECLIPSE AM,210220,Mantorp,Adrian Kolgjini,1,3180,2,"18,9","7,65",100',210116,Jägersro,Adrian Kolgjini,1,3180,7,"15,2","24,32",100',210102,Kalmar,Adrian Kolgjini,d,1640,11,9ag,"19,28",110',201226,Solvalla,André Eklundh,4,2140,9,"12,6a","90,19",220',201209,Jägersro,Lutfi Kolgjini,0,2640,4,"14,9a","12,05",60'
2020-12-26 00:00:00,SOLVALLA,7,NIGHT BRODDE,210220,Mantorp,Conrad Lugauer,8,2140,9,"17,6a","6,75",150',210206,Solvalla,Conrad Lugauer,1,2140,9,"13,4a","9,41",250',210116,Jägersro,Conrad Lugauer,1,2140,4,"12,9","5,60",125',201226,Solvalla,Marc Elias,3,2140,2,"12,1a","4,72",250',201205,Åby,Marc Elias,7,2640,2,"14,0a","3,77",125'
2020-12-23 00:00:00,MANTORP,1,HIERRO BOKO,210306,Åby,Hanna Lähdekorpi,5,2140,8,"13,7","11,03",125',210224,Jägersro,Hanna Lähdekorpi,2,2140,6,"13,8a","2,49",60',210127,Jägersro,Hanna Lähdekorpi,1,1640,8,"12,2a","7,93",60',210116,Jägersro,Hanna Lähdekorpi,0,2140,7,"14,3","15,10",125',210102,Kalmar,Hanna Lähdekorpi,0,2640,7,"15,3a","17,42",125'
2020-12-12 00:00:00,BERGSÅKER,1,MR CLAYTON J.F.,210306,Åby,Örjan Kihlström,0,2140,6,ug,"5,04",125',210220,Mantorp,Örjan Kihlström,3,2140,6,"16,4a","13,94",125',210206,Solvalla,Jorma Kontio,d,2140,3,uag,"35,46",250',210123,Bollnäs,Erik Adielsson,8,1640,4,"13,7a","6,00",125',210109,Bergsåker,Erik Adielsson,3,2140,4,"13,1a","14,16",125'
2020-12-05 00:00:00,ÅBY,7,NIGHT BRODDE,210220,Mantorp,Conrad Lugauer,8,2140,9,"17,6a","6,75",150',210206,Solvalla,Conrad Lugauer,1,2140,9,"13,4a","9,41",250',210116,Jägersro,Conrad Lugauer,1,2140,4,"12,9","5,60",125',201226,Solvalla,Marc Elias,3,2140,2,"12,1a","4,72",250',201205,Åby,Marc Elias,7,2640,2,"14,0a","3,77",125'
2020-11-28 00:00:00,SOLVALLA,2,PAPPAJONNYS ILSE,210227,Romme,Örjan Kihlström,1,2640,1,"15,1","8,72",110',210207,Romme,Mikael Eriksson,0,2140,6,"15,7a","6,03",35',201212,Bergsåker,Patrik Fernlund,0,3140,6,"17,0a","14,84",110',201128,Solvalla,Patrik Fernlund,5,2140,12,"13,2a","20,04",220',201107,Eskilstuna,Björn Goop,1,2640,2,"13,8a","3,67",110'
2020-11-28 00:00:00,SOLVALLA,4,OFELIA O.E.,210220,Mantorp,Örjan Kihlström,6,2180,6,"17,3","15,35",110',210206,Solvalla,Johan Untersteiner,5,2160,7,"14,7","21,82",220',210127,Jägersro,Johan Untersteiner,4,2140,4,"14,8a","5,66",60',210116,Jägersro,Jörgen Sjunnesson,4,2140,11,"13,9a","17,93",110',210102,Kalmar,Johan Untersteiner,3,2160,8,"14,3","13,46",110'
2020-11-21 00:00:00,JÄGERSRO,7,NIGHT BRODDE,210220,Mantorp,Conrad Lugauer,8,2140,9,"17,6a","6,75",150',210206,Solvalla,Conrad Lugauer,1,2140,9,"13,4a","9,41",250',210116,Jägersro,Conrad Lugauer,1,2140,4,"12,9","5,60",125',201226,Solvalla,Marc Elias,3,2140,2,"12,1a","4,72",250',201205,Åby,Marc Elias,7,2640,2,"14,0a","3,77",125'
2020-11-07 00:00:00,ESKILSTUNA,2,PAPPAJONNYS ILSE,210227,Romme,Örjan Kihlström,1,2640,1,"15,1","8,72",110',210207,Romme,Mikael Eriksson,0,2140,6,"15,7a","6,03",35',201212,Bergsåker,Patrik Fernlund,0,3140,6,"17,0a","14,84",110',201128,Solvalla,Patrik Fernlund,5,2140,12,"13,2a","20,04",220',201107,Eskilstuna,Björn Goop,1,2640,2,"13,8a","3,67",110'
2020-11-07 00:00:00,ESKILSTUNA,7,HEAVY SOUND,201107,Eskilstuna,Kenneth Haugstad,4,2140,10,"11,8a","5,01",150',201017,Gävle,Kenneth Haugstad,3,2140,11,"12,3a","6,09",150',200919,Färjestad,Kenneth Haugstad,3,2140,9,"11,8a","8,36",150',200823,Solvalla,Kenneth Haugstad,3,2160,9,"11,9","3,68",200',200801,Rättvik,Kenneth Haugstad,5,1640,1,"10,4a","2,76",150'
2020-10-31 00:00:00,JÄGERSRO,7,ANTONIO TROT,210224,Solvalla,Claes Sjöström,1,2160,2,"12,8","2,86",100',210206,Solvalla,Claes Sjöström,1,2140,5,"12,4a","4,74",300',210123,Bollnäs,Claes Sjöström,4,2140,11,"13,4a","7,60",150',210109,Bergsåker,Erik Adielsson,3,2140,5,"12,4a","3,62",150',201212,Bergsåker,Jorma Kontio,7,2640,6,"15,0ag","2,38",150'
2020-10-24 00:00:00,ÖREBRO,2,VALKYRIA K.,210222,Axevalla,Magnus Jakobsson,3,1640,6,"13,7","1,84",35',201231,Axevalla,Magnus Jakobsson,1,2160,2,"15,4","22,25",100',201221,Färjestad,Magnus Jakobsson,2,1640,9,"13,8","7,98",35',201214,Färjestad,Magnus Jakobsson,1,2160,5,"14,7g","16,83",35',201130,Färjestad,Göran Lihv,0,2140,14,"21,0a","7,44",25'
2020-10-24 00:00:00,ÖREBRO,7,DISCO VOLANTE,210227,Romme,Ulf Ohlsson,1,1640,7,"11,0a","1,77",150',210220,Mantorp,Ulf Ohlsson,3,2140,3,"15,9a","1,85",150',210206,Solvalla,Örjan Kihlström,4,2140,11,"12,6a","4,38",300',210123,Bollnäs,Ulf Ohlsson,1,2140,2,"13,3a","1,78",150',210109,Bergsåker,Ulf Ohlsson,1,2140,11,"12,2a","3,47",150'
2020-10-17 00:00:00,GÄVLE,6,GLOBAL WINNER,210227,Romme,Mika Forss,0,2140,6,"13,7ag","5,32",110',210203,Solvalla,Mika Forss,1,1640,7,"12,5a","5,43",60',210113,Solvalla,Mika Forss,2,2140,4,"13,6a","1,96",60',201128,Solvalla,Mika Forss,4,2140,2,"11,7a","23,85",220',201114,Romme,Mika Forss,6,2140,1,"12,9a","5,04",110'
2020-10-17 00:00:00,GÄVLE,7,SIR HENRY P.HILL,210227,Romme,Jörgen Westholm,2,2180,2,"13,8","3,49",100',210206,Solvalla,Rikard N Skoglund,7,2140,8,"14,0a","16,90",250',210130,Eskilstuna,Rikard N Skoglund,4,1640,7,"11,8a","4,90",125',210102,Kalmar,Rikard N Skoglund,3,2640,1,"15,0a","3,08",125',201212,Bergsåker,Rikard N Skoglund,d,2140,12,5ag,"5,49",125'
2020-09-27 00:00:00,SOLVALLA,5,ARA,210228,Halmstad,Peter Untersteiner,1,2140,3,"15,3","2,09",30',210218,Åby,Peter Untersteiner,1,2160,7,"16,9","2,57",30',201216,Åby,Peter Untersteiner,3,2140,7,"15,8a","8,35",50',201127,Åby,Peter Untersteiner,2,2140,4,"15,7a","6,43",50',201018,Axevalla,Peter Untersteiner,2,2140,11,"16,9","2,27",40'
2020-09-26 00:00:00,SOLVALLA,2,PAPPAJONNYS ILSE,210227,Romme,Örjan Kihlström,1,2640,1,"15,1","8,72",110',210207,Romme,Mikael Eriksson,0,2140,6,"15,7a","6,03",35',201212,Bergsåker,Patrik Fernlund,0,3140,6,"17,0a","14,84",110',201128,Solvalla,Patrik Fernlund,5,2140,12,"13,2a","20,04",220',201107,Eskilstuna,Björn Goop,1,2640,2,"13,8a","3,67",110'
2020-09-12 00:00:00,HAGMYREN,7,ISLAND LIFE,210305,Solvalla,Robert Bergh,2,2140,8,"14,2a","4,62",40',210202,Cagnes sur Mer,Dominik Locqueneux,2,2925,,"13,6","59,00",,201119,Åby,Robert Bergh,3,2200,1,"13,7g","1,39",25',201114,Romme,Robert Bergh,2,1640,7,"11,2a","14,90",125',201028,Åby,Stefan Persson,0,2180,2,"13,0","12,00",150'
2020-09-12 00:00:00,HAGMYREN,7,SIR HENRY P.HILL,210227,Romme,Jörgen Westholm,2,2180,2,"13,8","3,49",100',210206,Solvalla,Rikard N Skoglund,7,2140,8,"14,0a","16,90",250',210130,Eskilstuna,Rikard N Skoglund,4,1640,7,"11,8a","4,90",125',210102,Kalmar,Rikard N Skoglund,3,2640,1,"15,0a","3,08",125',201212,Bergsåker,Rikard N Skoglund,d,2140,12,5ag,"5,49",125'
2020-09-06 00:00:00,JÄGERSRO,7,NIGHT BRODDE,210220,Mantorp,Conrad Lugauer,8,2140,9,"17,6a","6,75",150',210206,Solvalla,Conrad Lugauer,1,2140,9,"13,4a","9,41",250',210116,Jägersro,Conrad Lugauer,1,2140,4,"12,9","5,60",125',201226,Solvalla,Marc Elias,3,2140,2,"12,1a","4,72",250',201205,Åby,Marc Elias,7,2640,2,"14,0a","3,77",125'
2020-09-05 00:00:00,JÄGERSRO,4,DARAH BIBO,201223,Mantorp,Stefan Persson,2,2140,6,"13,7a","9,91",100',201209,Jägersro,Peter Untersteiner,1,2140,2,"14,3a","1,74",60',201125,Åby,Peter Untersteiner,3,1640,7,"12,3a","3,86",60',201031,Jägersro,Peter Untersteiner,0,2160,2,"14,8","3,74",110',201013,Jägersro,Peter Untersteiner,1,2140,2,"12,3a","1,34",35'
2020-08-29 00:00:00,BERGSÅKER,4,ARGBIGGAN,201119,Örebro,Rickard Svanstedt,d,1640,1,10g,"3,01",30',201002,Kalmar,Rickard Svanstedt,4,2140,3,"13,3a","9,18",200',200909,Solvalla,Rickard Svanstedt,4,1640,4,"12,3a","7,23",60',200829,Bergsåker,Victor Rosleff,2,2140,7,"12,9","4,05",200',200808,Åby,Rickard Svanstedt,1,2160,3,"12,5","28,43",220'
2020-08-09 00:00:00,DANNERO,1,BETTING REBEL,210303,Solvalla,Oskar Kylin Blom,4,2140,4,"13,7a","8,08",60',210224,Solvalla,Oskar Kylin Blom,3,2140,3,"14,2","64,64",100',210217,Solvalla,Mika Forss,6,1640,9,"13,2a","35,19",60',210130,Eskilstuna,Oskar Kylin Blom,6,1640,2,"12,0a","22,95",125',210116,Jägersro,Ulf Ohlsson,7,2140,1,"14,3a","18,52",110'
2020-08-08 00:00:00,ÅBY,4,ARGBIGGAN,201119,Örebro,Rickard Svanstedt,d,1640,1,10g,"3,01",30',201002,Kalmar,Rickard Svanstedt,4,2140,3,"13,3a","9,18",200',200909,Solvalla,Rickard Svanstedt,4,1640,4,"12,3a","7,23",60',200829,Bergsåker,Victor Rosleff,2,2140,7,"12,9","4,05",200',200808,Åby,Rickard Svanstedt,1,2160,3,"12,5","28,43",220'
