datum,avd,bana,häst,kusk,streck,vodds,podds,kr,spår,dist,lopp_dist,start,ålder,kön,plac,pris,h1_dat,h1_kusk,h1_bana,h1_spår,h1_plac,h1_pris,h1_odds,h1_kmtid,h2_dat,h2_kusk,h2_bana,h2_spår,h2_plac,h2_pris,h2_odds,h2_kmtid,h3_dat,h3_kusk,h3_bana,h3_spår,h3_plac,h3_pris,h3_odds,h3_kmtid,h4_dat,h4_kusk,h4_bana,h4_spår,h4_plac,h4_pris,h4_odds,h4_kmtid,h5_dat,h5_kusk,h5_bana,h5_spår,h5_plac,h5_pris,h5_odds,h5_kmtid,h1_dist,h2_dist,h3_dist,h4_dist,h5_dist,bins,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,startnr,proba,f,spela,insats,prob_order,poäng
2022-01-08,1,MANTORP,9107.0,Mikael J Andersson,0.0,84.09,16.27,9844.0,2.0,2640.0,2640.0,0,9,v,15,0.0,2021-12-17 00:00:00,Carl Philip Lindblom,Solvalla-10,4.0,8.0,100.0,37.55,14.4,2021-12-07 00:00:00,Mikael J Andersson,Axevalla-9,4.0,2.0,35.0,6.62,14.4,2021-11-27 00:00:00,Mikael J Andersson,Axevalla-2,4.0,1.0,15.0,4.66,14.4,2021-11-16 00:00:00,Dwight Pieters,Axevalla-5,4.0,1.0,25.0,55.47,14.9,2021-11-02 00:00:00,Thomas Uhrberg,Jägersro-8,4.0,1.0,35.0,84.59,30.0,2140.0,1640.0,1660.0,2160.0,2140.0,29,1,1,0,0,0,331.1545195869232,3935.030968151612,4247.24195949226,5483.165792142293,6487.769258055282,22.0,10.0,10.0,11.0,14.0,2.0,0.012987232870736201,0.0011083934540884251,True,0.22167869081768501,11,15
2022-01-08,1,MANTORP,9964.0,Mats Gunnarsson,0.0,67.81,10.53,10058.0,3.0,2640.0,2640.0,0,10,v,4,0.0,2021-12-18 00:00:00,Mats Gunnarsson,Romme-3,3.0,15.0,75.0,38.42,17.3,2021-12-03 00:00:00,Per Lennartsson,Solvalla-2,3.0,5.0,40.0,12.56,14.8,2021-11-12 00:00:00,Ailin Berg-Almaas,Solvalla-4,3.0,20.0,40.0,23.08,30.0,2021-10-22 00:00:00,Per Lennartsson,Romme-2,3.0,20.0,30.0,30.71,15.0,2021-10-10 00:00:00,Mats Gunnarsson,Solvalla-7,3.0,20.0,60.0,29.96,15.1,3180.0,2140.0,1640.0,2140.0,2640.0,28,0,1,1,1,1,8.660254037844387,938.6472350101868,0.5191511147666147,0.4495980537908989,0.6358276652876376,21.0,15.0,21.0,21.0,12.0,3.0,0.012987232870736201,-0.001786195764636704,False,-0.0,12,15
2022-01-08,2,MANTORP,6831.0,Ulf Ohlsson,35.0,3.52,1.68,28250.0,9.0,2140.0,2140.0,1,5,v,2,35.0,2021-12-23 00:00:00,Ulf Ohlsson,Romme-1,11.0,3.0,35.0,3.23,16.3,2021-08-26 00:00:00,Ulf Ohlsson,Bollnäs-6,11.0,1.0,30.0,1.45,15.1,2021-08-09 00:00:00,Ulf Ohlsson,Färjestad-1,11.0,1.0,25.0,1.27,15.9,2021-04-30 00:00:00,Ulf Ohlsson,Solvalla-3,11.0,1.0,40.0,1.79,14.2,2021-04-11 00:00:00,Ulf Ohlsson,Solvalla-8,11.0,1.0,40.0,2.41,15.7,2640.0,2140.0,2640.0,2140.0,2140.0,2,1,1,1,1,0,2386.7169291026403,6006.507181794034,5483.165792142293,6935.717076596412,6935.717076596412,16.0,119.0,17.0,101.0,19.0,9.0,0.3749436981332583,0.12690548310677346,True,25.381096621354693,1,1
2022-01-08,2,MANTORP,6787.0,Kenneth Haugstad,18.0,6.12,2.13,16590.0,1.0,2140.0,2140.0,1,5,v,20,18.0,2021-12-18 00:00:00,Kenneth Haugstad,Romme-7,4.0,4.0,110.0,4.72,13.5,2021-12-01 00:00:00,Kenneth Haugstad,Solvalla-8,4.0,1.0,40.0,3.96,14.5,2021-11-17 00:00:00,Kenneth Haugstad,Solvalla-6,4.0,1.0,40.0,11.84,14.1,2021-11-07 00:00:00,Kenneth Haugstad,Eskilstuna-3,4.0,1.0,30.0,14.41,14.8,2021-09-27 00:00:00,Kenneth Haugstad,Mantorp-2,4.0,1.0,25.0,9.87,14.1,2140.0,2160.0,2140.0,2140.0,1640.0,6,1,0,1,1,1,2566.350636345657,6935.717076596412,6935.717076596412,6006.507181794034,5483.165792142293,21.0,17.0,14.0,10.0,41.0,1.0,0.16013552849924104,-0.003900501090750943,False,-0.0,2,3
2022-01-08,2,MANTORP,2005.0,Johan Untersteiner,15.0,4.95,1.94,10566.0,7.0,2140.0,2140.0,1,6,v,1,15.0,2021-12-22 00:00:00,Johan Untersteiner,Åby-7,2.0,1.0,60.0,4.95,16.4,2021-12-11 00:00:00,Johan Untersteiner,Åby-2,2.0,4.0,35.0,5.63,16.1,2021-12-01 00:00:00,Johan Untersteiner,Åby-8,2.0,3.0,60.0,20.72,17.2,2021-11-08 00:00:00,Iivari Nurminen,Halmstad-1,2.0,3.0,25.0,,15.6,2021-09-15 00:00:00,Johan Untersteiner,Åby-2,2.0,3.0,30.0,45.65,15.1,2640.0,2140.0,2140.0,2640.0,2640.0,5,1,0,0,1,0,8494.48391898452,1447.6169935559349,3124.9459971558285,2017.143967463676,2209.670505430644,17.0,11.0,10.0,23.0,54.0,7.0,0.145336360850322,-0.0710341807065585,False,-0.0,3,3
2022-01-08,2,MANTORP,7123.0,Micael Lindblom,8.0,10.46,2.86,9830.0,8.0,2140.0,2140.0,1,6,v,6,8.0,2021-12-18 00:00:00,Micael Lindblom,Romme-7,2.0,2.0,110.0,21.48,13.3,2021-11-30 00:00:00,Zeb Jonasson,Eskilstuna-6,2.0,1.0,40.0,2.2,15.7,2021-11-15 00:00:00,Micael Lindblom,Eskilstuna-10,2.0,1.0,10.0,4.06,13.2,2021-10-30 00:00:00,Micael Lindblom,Färjestad-6,2.0,1.0,30.0,25.31,14.2,2021-09-23 00:00:00,Micael Lindblom,Örebro-1,2.0,1.0,10.0,,17.1,2140.0,2140.0,1640.0,1640.0,2100.0,11,1,1,1,0,1,6976.064300232707,6935.717076596412,3467.858538298206,6006.507181794034,3467.858538298206,21.0,18.0,15.0,16.0,37.0,8.0,0.0953568840267284,-0.0002713523340825427,False,-0.0,4,4
2022-01-08,2,MANTORP,4399.0,Jörgen S Eriksson,7.0,10.26,3.28,13977.0,10.0,2140.0,2140.0,1,4,v,3,7.0,2021-12-29 00:00:00,Jörgen S Eriksson,Örebro-7,10.0,15.0,180.0,14.67,15.0,2021-12-18 00:00:00,Jörgen S Eriksson,Romme-7,10.0,15.0,110.0,45.25,14.2,2021-11-24 00:00:00,Kim Eriksson,Solvalla-9,10.0,4.0,200.0,13.99,16.3,2021-11-06 00:00:00,Peter Ingves,Eskilstuna-2,10.0,4.0,30.0,3.79,13.2,2021-10-27 00:00:00,Magnus A Djuse,Solvalla-2,10.0,4.0,60.0,34.64,15.1,2100.0,2140.0,2640.0,2140.0,2140.0,11,1,1,1,1,1,13.41640786499874,10.488088481701515,3460.466492113392,1340.2329094063966,1895.3755572212776,10.0,11.0,24.0,18.0,10.0,10.0,0.08018893610272501,-0.01914271226631117,False,-0.0,5,15
2022-01-08,2,MANTORP,6832.0,Rikard N Skoglund,6.0,6.78,2.49,10795.0,12.0,2140.0,2140.0,1,5,h,15,6.0,2021-12-17 00:00:00,Marcus Lilius,Solvalla-6,9.0,1.0,50.0,2.27,15.8,2021-11-27 00:00:00,Hans Crebas,Axevalla-8,9.0,2.0,40.0,8.72,16.9,2021-11-06 00:00:00,Rikard N Skoglund,Eskilstuna-6,9.0,7.0,110.0,60.97,14.8,2021-10-25 00:00:00,Rikard N Skoglund,Mantorp-5,9.0,7.0,40.0,3.5,15.1,2021-10-11 00:00:00,Rikard N Skoglund,Mantorp-5,9.0,7.0,25.0,9.73,13.0,2140.0,3140.0,2640.0,2160.0,1640.0,7,1,0,1,0,1,7754.367427987846,4206.725054048198,572.6302284848314,345.309020272667,272.9907501657212,22.0,20.0,21.0,12.0,14.0,12.0,0.0655739222603759,-0.0960914891132615,False,-0.0,6,15
2022-01-08,2,MANTORP,401.0,Claes Svensson,3.0,20.06,4.98,16142.0,5.0,2140.0,2140.0,1,4,v,15,3.0,2021-12-29 00:00:00,Claes Svensson,Örebro-7,5.0,4.0,180.0,16.89,14.9,2021-12-13 00:00:00,Claes Svensson,Mantorp-3,5.0,1.0,25.0,2.61,16.1,2021-12-02 00:00:00,Claes Svensson,Örebro-6,5.0,1.0,25.0,10.08,17.1,2021-11-18 00:00:00,Claes Svensson,Åby-3,5.0,1.0,30.0,4.06,30.0,2021-10-11 00:00:00,Jonathan Bardun,Mantorp-11,5.0,1.0,25.0,2.04,17.7,2100.0,2140.0,2140.0,2140.0,2140.0,17,1,1,0,1,0,3282.886764531425,5483.165792142293,5483.165792142293,6006.507181794034,5483.165792142293,10.0,16.0,11.0,14.0,38.0,5.0,0.027573936856793775,-0.023445268974434257,False,-0.0,7,15
2022-01-08,2,MANTORP,8500.0,Claes Sjöström,2.0,28.65,5.56,12263.0,2.0,2140.0,2140.0,1,6,v,5,2.0,2021-12-03 00:00:00,Stefan Persson,Kalmar-6,9.0,2.0,25.0,5.42,13.2,2021-11-12 00:00:00,Magnus A Djuse,Solvalla-6,9.0,2.0,40.0,6.68,14.8,2021-10-26 00:00:00,Patrik Franzén,Visby-4,9.0,7.0,20.0,8.35,16.2,2021-10-12 00:00:00,Claes Sjöström,Visby-3,9.0,7.0,30.0,3.73,14.4,2021-09-14 00:00:00,Rikard N Skoglund,Visby-4,9.0,7.0,25.0,2.36,16.6,1640.0,2140.0,2120.0,1620.0,2620.0,21,1,1,1,1,1,3325.708165221809,4206.725054048198,244.17034983968583,299.0463837120453,272.9907501657212,36.0,21.0,17.0,14.0,28.0,2.0,0.019682849087099556,-0.015771659083348925,False,-0.0,8,15
2022-01-08,2,MANTORP,3887.0,Kajsa Frick,2.0,24.0,5.38,7245.0,4.0,2140.0,2140.0,1,6,v,7,2.0,2021-12-29 00:00:00,Kajsa Frick,Örebro-2,2.0,1.0,30.0,3.01,15.2,2021-12-15 00:00:00,Kajsa Frick,Solvalla-8,2.0,3.0,40.0,27.76,14.7,2021-11-30 00:00:00,Kajsa Frick,Bollnäs-8,2.0,1.0,10.0,3.27,17.0,2021-09-26 00:00:00,Carl Philip Lindblom,Solvalla-7,2.0,1.0,100.0,292.5,16.6,2021-08-30 00:00:00,Stefan Persson,Axevalla-6,2.0,1.0,60.0,16.5,30.0,2160.0,1640.0,2140.0,2660.0,2140.0,19,0,1,0,0,0,6006.507181794034,2551.5077222615173,3467.858538298206,10966.331584284586,8494.48391898452,10.0,14.0,15.0,65.0,27.0,4.0,0.019682849087099556,-0.022939635735200463,False,-0.0,9,15
2022-01-08,2,MANTORP,6637.0,Ralf Karlstedt,2.0,30.35,5.95,6850.0,6.0,2140.0,2140.0,1,6,v,4,2.0,2021-12-03 00:00:00,Ralf Karlstedt,Solvalla-6,6.0,1.0,40.0,6.06,14.8,2021-11-18 00:00:00,Ralf Karlstedt,Åby-8,6.0,3.0,40.0,129.01,14.7,2021-11-01 00:00:00,Ralf Karlstedt,Mantorp-10,6.0,2.0,12.0,2.58,17.2,2021-10-11 00:00:00,Ralf Karlstedt,Mantorp-5,6.0,2.0,25.0,69.34,13.7,2021-09-19 00:00:00,Ralf Karlstedt,Vaggeryd-7,6.0,2.0,20.0,26.08,13.6,2140.0,2140.0,2640.0,1640.0,1640.0,21,1,1,1,1,1,6935.717076596412,2551.5077222615173,2304.1182053243374,3325.708165221809,2974.603812304827,36.0,15.0,17.0,21.0,22.0,6.0,0.019543411185277786,-0.013862264753895032,False,-0.0,10,15
2022-01-08,2,MANTORP,8780.0,Tobias J Gustafsson,1.0,57.54,10.21,10705.0,3.0,2140.0,2140.0,1,6,v,20,1.0,2021-12-31 00:00:00,Ulf Ohlsson,Axevalla-8,2.0,2.0,100.0,21.23,16.7,2021-12-01 00:00:00,Ulf Ohlsson,Solvalla-8,2.0,20.0,40.0,6.85,30.0,2021-11-22 00:00:00,Christel Berntsson,Mantorp-2,2.0,2.0,25.0,3.94,15.9,2021-11-01 00:00:00,Christel Berntsson,Mantorp-7,2.0,2.0,25.0,5.56,16.4,2021-09-16 00:00:00,William Ekberg,Örebro-5,2.0,2.0,25.0,12.91,16.3,2640.0,2160.0,2140.0,2160.0,2100.0,27,1,0,1,0,1,6651.416330443618,0.5191511147666147,3325.708165221809,3325.708165221809,3325.708165221809,8.0,30.0,9.0,21.0,46.0,3.0,0.014565679185930836,-0.0028632971284319017,False,-0.0,11,15
2022-01-08,2,MANTORP,5580.0,Hans Crebas,0.0,84.07,14.11,7181.0,11.0,2140.0,2140.0,1,5,v,8,0.0,2021-12-29 00:00:00,Hans Crebas,Örebro-6,13.0,3.0,100.0,41.85,15.2,2021-12-21 00:00:00,Hans Crebas,Axevalla-8,13.0,1.0,15.0,3.37,16.9,2021-12-13 00:00:00,Adam Ivarsson,Färjestad-3,13.0,15.0,30.0,44.2,20.2,2021-12-05 00:00:00,Hans Crebas,Mantorp-9,13.0,15.0,40.0,48.5,15.7,2021-11-29 00:00:00,Adam Ivarsson,Färjestad-7,13.0,15.0,25.0,27.15,17.8,2100.0,2140.0,2140.0,2140.0,2140.0,29,1,0,1,1,1,4034.287934927351,4247.24195949226,5.477225575051661,6.324555320336759,5.0,10.0,8.0,8.0,8.0,6.0,11.0,0.012987232870736201,0.0011055334951582088,True,0.22110669903164176,12,15
2022-01-08,3,MANTORP,5505.0,Johan A Nilsson,32.0,3.08,1.44,60227.0,6.0,2140.0,2140.0,0,8,h,2,32.0,2021-12-26 00:00:00,Johan A Nilsson,Solvalla-8,4.0,3.0,300.0,3.85,12.6,2021-12-11 00:00:00,Johan A Nilsson,Åby-10,4.0,2.0,200.0,5.96,12.6,2021-11-27 00:00:00,Johan A Nilsson,Solvalla-7,4.0,6.0,300.0,37.34,12.4,2021-11-17 00:00:00,Johan A Nilsson,Solvalla-10,4.0,6.0,100.0,17.0,13.5,2021-11-06 00:00:00,Johan A Nilsson,Eskilstuna-7,4.0,6.0,150.0,20.96,10.8,2140.0,2140.0,2140.0,2640.0,1640.0,2,1,1,1,1,1,6987.5916756562965,9406.523183503248,1559.1424496410248,900.1713130052182,1102.4801989769735,13.0,15.0,14.0,10.0,11.0,6.0,0.3407613284065985,0.023819659371309292,True,4.763931874261859,1,1
2022-01-08,3,MANTORP,2279.0,Ulf Ohlsson,26.0,3.74,1.92,63840.0,7.0,2140.0,2140.0,0,9,v,15,26.0,2021-11-28 00:00:00,Ulf Ohlsson,Bergsåker-7,2.0,20.0,60.0,1.23,30.0,2021-11-06 00:00:00,Ulf Ohlsson,Eskilstuna-7,2.0,15.0,150.0,3.55,13.5,2021-10-27 00:00:00,Magnus A Djuse,Solvalla-5,2.0,2.0,60.0,6.48,10.7,2021-10-19 00:00:00,Ulf Ohlsson,Axevalla-9,2.0,2.0,100.0,5.48,13.0,2021-09-18 00:00:00,Ulf Ohlsson,Färjestad-7,2.0,2.0,150.0,5.27,11.9,1640.0,1640.0,1640.0,1640.0,2140.0,3,1,1,1,1,1,0.6358276652876376,12.24744871391589,5152.164935300037,6651.416330443618,8146.288038201084,41.0,22.0,10.0,8.0,31.0,7.0,0.2595492912644758,-0.010688193675496543,False,-0.0,2,1
2022-01-08,3,MANTORP,8215.0,Mats E Djuse,18.0,5.23,1.77,65436.0,4.0,2140.0,2140.0,0,8,h,15,18.0,2021-12-26 00:00:00,Mats E Djuse,Solvalla-8,1.0,2.0,300.0,25.56,12.4,2021-12-18 00:00:00,Magnus A Djuse,Romme-9,1.0,3.0,150.0,16.76,13.5,2021-11-30 00:00:00,Magnus A Djuse,Eskilstuna-7,1.0,2.0,30.0,18.76,13.9,2021-11-06 00:00:00,Per Lennartsson,Eskilstuna-7,1.0,2.0,150.0,56.82,11.2,2021-10-27 00:00:00,Claes Sjöström,Solvalla-5,1.0,2.0,60.0,23.62,11.3,2140.0,2640.0,2140.0,1640.0,1640.0,5,1,1,1,1,1,11520.591026621689,4940.973458019238,3643.130763542206,8146.288038201084,5152.164935300037,13.0,8.0,18.0,24.0,10.0,4.0,0.18324904438098943,-0.009836287916648966,False,-0.0,3,2
2022-01-08,3,MANTORP,7544.0,Örjan Kihlström,13.0,6.35,1.78,37182.0,1.0,2140.0,2140.0,0,7,h,1,13.0,2021-12-26 00:00:00,Per Lennartsson,Solvalla-8,5.0,6.0,300.0,95.07,13.1,2021-12-18 00:00:00,Jörgen Westholm,Romme-9,5.0,6.0,150.0,25.75,14.0,2021-12-04 00:00:00,Magnus A Djuse,Bergsåker-7,5.0,4.0,150.0,11.93,14.5,2021-11-17 00:00:00,Jörgen Westholm,Solvalla-10,5.0,4.0,100.0,31.87,14.2,2021-10-30 00:00:00,Magnus A Djuse,Jägersro-11,5.0,4.0,400.0,47.86,13.5,2140.0,2640.0,2640.0,2640.0,2640.0,7,1,1,1,1,1,1559.1424496410248,1102.4801989769735,2996.85189111502,2446.919322642204,4893.838645284408,13.0,8.0,14.0,17.0,18.0,1.0,0.12271538895823814,-0.04126304301218466,False,-0.0,4,3
2022-01-08,3,MANTORP,9514.0,Stefan Persson,7.0,9.4,2.32,52724.0,9.0,2140.0,2140.0,0,11,h,5,7.0,2021-12-26 00:00:00,Stefan Persson,Solvalla-8,7.0,8.0,300.0,75.23,13.2,2021-12-11 00:00:00,Stefan Persson,Åby-10,7.0,6.0,200.0,14.93,13.1,2021-11-30 00:00:00,Carl Johan Jepson,Eskilstuna-7,7.0,1.0,30.0,8.02,13.8,2021-11-17 00:00:00,Stefan Persson,Solvalla-10,7.0,1.0,100.0,45.15,13.9,2021-10-23 00:00:00,Stefan Persson,Örebro-7,7.0,1.0,150.0,43.89,13.1,2140.0,2140.0,2140.0,2640.0,2100.0,10,1,1,1,1,1,573.5764530806138,1273.034479311176,6006.507181794034,10966.331584284586,13430.958365832146,13.0,15.0,11.0,13.0,25.0,9.0,0.08282882218334905,-0.026358222794823676,False,-0.0,5,4
2022-01-08,3,MANTORP,7390.0,Jorma Kontio,2.0,20.23,4.02,33978.0,11.0,2140.0,2140.0,0,9,v,8,2.0,2021-12-15 00:00:00,Jorma Kontio,Solvalla-7,4.0,3.0,100.0,28.49,13.1,2021-11-17 00:00:00,Claes Sjöström,Solvalla-10,4.0,5.0,100.0,27.01,13.8,2021-10-23 00:00:00,Jorma Kontio,Örebro-7,4.0,6.0,150.0,61.21,12.7,2021-09-18 00:00:00,Stefan Persson,Färjestad-7,4.0,6.0,150.0,46.21,11.9,2021-09-04 00:00:00,Stefan Persson,Jägersro-4,4.0,6.0,150.0,60.8,11.3,2140.0,2640.0,2100.0,2140.0,1640.0,18,1,1,1,1,1,4034.287934927351,1484.131591025766,1102.4801989769735,1102.4801989769735,1102.4801989769735,24.0,28.0,25.0,35.0,14.0,11.0,0.019163978375857073,-0.031841534969132154,False,-0.0,6,15
2022-01-08,3,MANTORP,9834.0,Johnny Takter,1.0,59.22,9.23,47062.0,2.0,2140.0,2140.0,0,14,v,3,1.0,2021-12-26 00:00:00,Carl Johan Jepson,Solvalla-8,3.0,15.0,300.0,111.71,13.8,2021-12-11 00:00:00,Thomas Uhrberg,Åby-10,3.0,15.0,200.0,76.55,15.0,2021-11-20 00:00:00,Johnny Takter,Jägersro-7,3.0,4.0,150.0,65.52,12.6,2021-11-08 00:00:00,Johnny Takter,Halmstad-8,3.0,4.0,40.0,7.53,11.8,2021-10-26 00:00:00,Kim Eriksson,Visby-1,3.0,4.0,30.0,4.57,11.2,2140.0,2140.0,2140.0,1640.0,1620.0,27,1,1,1,1,1,17.320508075688775,14.142135623730953,2996.85189111502,1547.5676620451568,1340.2329094063966,13.0,15.0,21.0,12.0,13.0,2.0,0.01524401998777014,-0.001670373348063421,False,-0.0,7,15
2022-01-08,3,MANTORP,6494.0,Johan Untersteiner,1.0,31.8,4.67,27830.0,3.0,2140.0,2140.0,0,9,v,4,1.0,2021-12-29 00:00:00,Stefan Persson,Örebro-5,2.0,3.0,100.0,3.77,13.9,2021-12-15 00:00:00,Erik Adielsson,Solvalla-7,2.0,5.0,100.0,35.13,13.5,2021-09-15 00:00:00,Johan Untersteiner,Åby-6,2.0,6.0,60.0,4.09,13.8,2021-08-30 00:00:00,Johan Untersteiner,Axevalla-8,2.0,6.0,60.0,10.54,13.3,2021-03-03 00:00:00,Pierre Vercruysse,Vincennes-1,2.0,6.0,,33.1,30.0,2100.0,2140.0,2640.0,2140.0,2100.0,22,1,1,1,1,1,4034.287934927351,1484.131591025766,697.2697008005748,697.2697008005748,,10.0,14.0,91.0,16.0,180.0,3.0,0.014716803522608075,-0.017272910648735817,False,-0.0,8,15
2022-01-08,3,MANTORP,10159.0,Andreas Lövdal,1.0,52.03,9.1,60522.0,5.0,2140.0,2140.0,0,11,v,6,1.0,2021-03-17 00:00:00,Erik Adielsson,Solvalla-9,8.0,15.0,100.0,44.09,15.6,2021-02-27 00:00:00,Erik Adielsson,Romme-7,8.0,20.0,150.0,11.39,30.0,2021-02-20 00:00:00,Erik Adielsson,Mantorp-7,8.0,15.0,150.0,7.45,30.0,2021-01-30 00:00:00,Erik Adielsson,Eskilstuna-8,8.0,15.0,150.0,29.17,13.7,2021-01-09 00:00:00,Jorma Kontio,Bergsåker-9,8.0,15.0,150.0,7.1,13.3,2140.0,1640.0,2140.0,2140.0,2140.0,26,1,1,1,1,1,10.0,1.005331810828057,12.24744871391589,12.24744871391589,12.24744871391589,297.0,18.0,7.0,21.0,21.0,5.0,0.014565679185930836,-0.0047452030561634054,False,-0.0,9,15
2022-01-08,3,MANTORP,566.0,Jonathan Carre,0.0,231.66,29.07,26915.0,10.0,2140.0,2140.0,0,12,v,15,0.0,2021-12-26 00:00:00,Jonathan Carre,Solvalla-11,1.0,15.0,300.0,132.44,16.3,2021-12-09 00:00:00,Jonathan Carre,Åby-14,1.0,15.0,,,20.5,2021-10-30 00:00:00,Jonathan Carre,Jägersro-1,1.0,15.0,50.0,5.91,30.0,2021-09-18 00:00:00,Anna Erixon,Färjestad-1,1.0,15.0,60.0,2.31,30.0,2021-08-22 00:00:00,Jonathan Carre,Vaggeryd-10,1.0,15.0,100.0,85.24,30.0,3220.0,2140.0,2140.0,2140.0,2140.0,29,0,0,1,1,1,17.320508075688775,,7.071067811865476,7.745966692414834,10.0,13.0,17.0,40.0,42.0,27.0,10.0,0.012987232870736201,0.008708152114951653,True,1.7416304229903306,10,2
2022-01-08,3,MANTORP,3155.0,Magnus Jakobsson,0.0,100.63,16.48,22768.0,8.0,2140.0,2140.0,0,10,v,7,0.0,2021-12-29 00:00:00,Ulf Ohlsson,Örebro-5,7.0,7.0,100.0,25.1,14.4,2021-12-07 00:00:00,Carl Johan Jepson,Axevalla-8,7.0,5.0,35.0,5.18,15.3,2021-11-30 00:00:00,Ulf Ohlsson,Eskilstuna-7,7.0,4.0,30.0,42.32,14.2,2021-11-16 00:00:00,Ulf Ohlsson,Axevalla-5,7.0,4.0,25.0,9.75,14.1,2021-10-27 00:00:00,Rikard N Skoglund,Solvalla-5,7.0,4.0,60.0,53.8,11.6,2100.0,2180.0,2140.0,2180.0,1640.0,29,1,0,1,0,1,545.9815003314424,878.0240901127003,1340.2329094063966,1223.459661321102,1895.3755572212776,10.0,22.0,7.0,14.0,20.0,8.0,0.012987232870736201,0.0030804501032036936,True,0.6160900206407387,11,15
2022-01-08,4,MANTORP,3194.0,Kevin Oscarsson,24.0,4.33,1.99,33068.0,2.0,2180.0,2140.0,1,5,s,15,24.0,2021-12-31 00:00:00,Kevin Oscarsson,Axevalla-10,5.0,15.0,100.0,6.04,15.2,2021-12-21 00:00:00,Kevin Oscarsson,Jägersro-10,5.0,1.0,35.0,9.2,11.3,2021-12-11 00:00:00,Kevin Oscarsson,Åby-11,5.0,15.0,110.0,71.85,12.6,2021-12-03 00:00:00,Joakim Lövgren,Kalmar-2,5.0,15.0,50.0,12.55,15.6,2021-11-20 00:00:00,Kevin Oscarsson,Jägersro-6,5.0,15.0,110.0,104.64,13.4,2140.0,1640.0,1640.0,2180.0,2180.0,4,1,1,1,0,0,10.0,6487.769258055282,10.488088481701515,7.071067811865476,10.488088481701515,8.0,10.0,10.0,8.0,13.0,15.0,0.23424078512771093,0.004283062943840351,True,0.8566125887680702,1,1
2022-01-08,4,MANTORP,6489.0,Rikard N Skoglund,19.0,5.15,2.09,11240.0,5.0,2140.0,2140.0,1,5,s,4,19.0,2021-12-22 00:00:00,Carl Johan Jepson,Åby-9,1.0,2.0,60.0,4.69,14.9,2021-12-14 00:00:00,Rikard N Skoglund,Axevalla-4,1.0,2.0,30.0,6.54,15.2,2021-11-25 00:00:00,Stefan Persson,Åby-3,1.0,5.0,30.0,18.16,18.3,2021-09-27 00:00:00,Carl Johan Jepson,Mantorp-6,1.0,5.0,30.0,4.56,14.4,2021-08-22 00:00:00,Magnus Teien Gundersen,Vaggeryd-6,1.0,5.0,35.0,2.49,14.3,2140.0,2100.0,2660.0,2140.0,2140.0,5,0,1,0,1,1,5152.164935300037,3643.130763542206,812.8923507108439,812.8923507108439,878.0240901127003,17.0,8.0,19.0,59.0,36.0,5.0,0.16536783205297584,-0.035748352994499834,False,-0.0,2,2
2022-01-08,4,MANTORP,2440.0,Hans Crebas,15.0,5.26,1.97,17904.0,8.0,2140.0,2140.0,1,5,s,15,15.0,2021-12-29 00:00:00,Hans Crebas,Örebro-10,8.0,6.0,100.0,15.98,15.0,2021-12-07 00:00:00,Hans Crebas,Axevalla-4,8.0,5.0,30.0,4.37,17.3,2021-07-24 00:00:00,Hans Crebas,Axevalla-7,8.0,1.0,110.0,35.27,15.0,2021-07-15 00:00:00,Hans Crebas,Örebro-5,8.0,1.0,40.0,9.01,15.5,2021-07-03 00:00:00,Hans Crebas,Vaggeryd-5,8.0,1.0,20.0,6.72,14.0,2140.0,2160.0,2140.0,2140.0,1640.0,5,0,0,0,0,1,900.1713130052182,812.8923507108439,11501.58559756547,6935.717076596412,4904.29257725266,10.0,22.0,136.0,9.0,12.0,8.0,0.1472365362383721,-0.05294268060708046,False,-0.0,3,3
2022-01-08,4,MANTORP,1594.0,Magnus Jakobsson,13.0,5.89,2.29,17208.0,2.0,2140.0,2140.0,1,4,s,1,13.0,2021-12-20 00:00:00,Magnus A Djuse,Mantorp-4,8.0,2.0,40.0,4.98,13.2,2021-11-22 00:00:00,Magnus A Djuse,Mantorp-3,8.0,3.0,40.0,7.72,14.8,2021-11-16 00:00:00,Peter Ingves,Kalmar-6,8.0,5.0,150.0,58.03,14.1,2021-11-03 00:00:00,Magnus Jakobsson,Åby-9,8.0,5.0,60.0,23.4,14.2,2021-10-05 00:00:00,Magnus Jakobsson,Färjestad-5,8.0,5.0,110.0,48.85,13.6,1640.0,2140.0,2140.0,2140.0,2140.0,6,1,1,1,1,1,4206.725054048198,2551.5077222615173,1817.6825545790464,1149.6033871246218,1556.570344516668,19.0,28.0,6.0,13.0,29.0,2.0,0.11666674966435799,-0.06397399682554837,False,-0.0,4,4
